1					
2					
3					
4					
5					
[					
]					
㐮	x,i,a,ng,1	s,,oe,ng,1			
㑻	m,,a,,4	m,,aa,,6|m,,ei,,5			
㑼	l,v,e,,4	l,,oe,k,9			
㑽	t,,a,ng,2	t,,o,ng,4			
㑾	,i,ao,,2	z,i,u,,4			
㑿	zh,,ao,,4	c,,oe,k,8|h,,u,k,9|z,,au,,3|z,i,u,,6			
㒀	zh,,ai,,1	c,,i,m,4|c,,i,p,8|z,,a,k,9			
㒁	,i,u,,3	s,,ou,,3|z,i,u,,5			
㒾	sh,,i,,4	s,,i,,6			
㓖	b,,i,,4	b,,i,t,7			
㓼	ch,,i,,4				
㓽	ch,,o,ng,2	s,,u,ng,4			
㔪	l,,u,,3	l,,ou,,5			
㔲					
㔳	g,u,i,,3	g,,ei,,2|g,u,aai,,2			
㔴	,i,i,,4	z,,i,k,9			
㔼	s,,u,n,3	s,,eo,n,2			
㕏	ch,,u,,2	c,i,u,,4			
㗒	,,ai,,4	,,oi,,2			
㗓	zh,u,i,,1	c,,i,,3|z,,eoi,,1			
㗔	q,i,a,n,1	h,,i,n,1			
㗕	g,,ou,,4	g,,aau,,3|ng,,aau,,1			
㗖	d,,a,n,4	d,,aa,m,6		th,,ao,,2	
㗗	b,,ei,,1	b,,ai,,2|b,,ei,,1			
㗘	b,,o,,2	b,,o,k,8|b,,o,k,9			
㗙	ch,,u,,1	z,,aau,,1		s,,o,,2	
㗚	l,,i,,4	l,,ei,,6|l,,eo,t,9		tr,,ă,t,7	
㗛	x,i,ao,,4	s,i,u,,3			
㗜	x,i,u,,4	c,,au,,3		s,,u,c,7	
㗝					
㗞					
㗟					
㗠					
㗡					
㙙	l,,o,ng,3	l,,u,ng,5			
㙚	x,,i,ng,1	s,,i,ng,1			
㙛	zh,u,a,n,1	b,,ou,,2			
㙜	ch,,i,,2	c,,i,,4|t,,oi,,4			
㙝	x,i,e,,2	h,,i,p,8			
㙞	n,i,e,,4	n,,i,p,9|s,,aa,n,1|z,,i,t,9			
㙟	l,,a,ng,3	l,,o,ng,5			
㚠	x,i,ao,,1	h,i,u,,1			
㜅	x,,u,,4	c,,u,k,7			
㜆	m,,i,,4	m,,aai,,4			
㜇	h,u,i,,4	,u,aai,,6			
㜈	m,,u,,4	m,,u,k,9			
㜉	,i,o,ng,1	z,,u,ng,1|z,,u,ng,2			
㜊	zh,,a,n,3	n,,a,n,5|z,,i,n,2			
㜋	,i,i,,4	z,,i,,4|z,,i,k,7			
㜌	n,,ou,,3	g,,aau,,3			
㜍	t,,a,ng,2	t,,o,ng,4			
㜎	x,,i,,1	h,,aai,,4|h,,aai,,6			
㜏	,i,u,n,2	,u,a,n,4			
㜐	sh,,u,,4	s,i,u,,6			
㜑	f,,u,,2	p,,a,k,8|p,,o,,4			
㜒	,i,i,,4	ng,,aai,,6|z,,i,,5			
㜓	d,,a,,2	d,,aa,p,8			
㜔					
㝅	g,,ou,,4	g,,aau,,3|z,i,u,,5			
㝤	g,,ou,,4	g,,au,,3			
㝥	m,,i,,3	m,,aai,,5			
㝦	j,,u,n,4	z,,eo,n,3			
㝧	,u,e,n,3	,u,a,n,2			
㝨					
㞉	z,,a,,1	z,,aa,t,8			
㞊	x,,u,,4	s,,eo,t,7			
㟰	m,,i,ng,3	m,,i,ng,5			
㟱	,i,ao,,3	ng,,au,,5|ng,,o,,4|p,,aau,,4|z,,i,p,9			
㟲	j,u,e,,2	z,i,u,n,4			
㟳	l,,i,,4	g,,a,k,8|h,,a,m,2|l,,eo,t,9			
㟴	k,u,ai,,4	f,,ai,,3|f,,a,n,4|f,,a,n,6			
㟵	g,,a,ng,3	g,,o,ng,1			
㟶	,iu,a,n,2	z,i,u,n,4			
㟷	d,,a,,5	d,,a,p,8			
㟸		g,,ou,,1			
㡗	t,,i,,2	t,,ai,,4			
㡘	l,i,a,n,2	l,,i,m,4			
㡙	b,,i,,1	b,,ei,,1			
㡚	g,,ou,,1	h,,aa,t,9|ng,,aau,,1			
㡛	m,,a,ng,2	m,,o,ng,4			
㢑	t,u,i,,2	t,,eoi,,4			
㢦		g,,o,,1			
㣀	zh,,e,n,4	z,,a,n,3			
㣁	b,,ei,,4	b,,aai,,3|b,,ei,,6			
㣂	,,e,,4	z,,i,k,9			
㣯	x,i,e,,4	s,,i,t,8			
㥣	h,u,i,,4	,u,ai,,6			
㥤		g,,i,ng,1|k,,aa,n,4|z,i,u,,2			
㥦	q,i,e,,4	h,,eoi,,3|h,,i,p,8|t,i,u,,4			
㥨	sh,u,i,,4	c,,eoi,,4			
㥬	p,,a,ng,2	p,,o,ng,4			
㥭	t,,ai,,4	t,,aai,,3			
㥮	zh,,ou,,4	z,,aau,,3			
㥰	s,,ao,,1	s,,ou,,1			
㥱	f,,ei,,3	f,,ei,,2			
㥳	,iu,a,n,2	z,i,u,n,4|z,i,u,n,6			
㥴	,i,i,,2	z,,i,,4			
㥵	h,,u,n,4	,u,aa,n,4|,u,aa,n,6			
㥺	h,,e,,2	h,,a,p,9			
㦹	,i,a,ng,2	m,,aai,,5|z,,oe,ng,4|z,,oe,ng,5			
㨍	b,,a,ng,1	b,,o,ng,1			
㨙	x,i,e,,2	h,,aai,,4			
㨚	x,,u,n,2	s,,eo,n,1			
㨛	sh,,a,n,3	s,,i,m,2			
㨜	q,i,a,n,2	k,,i,n,4			
㨝	x,i,e,,1	s,,i,p,8			
㨞	s,,u,,4	s,,ou,,3			
㨟	h,,ai,,1	g,,oi,,1			
㨠	m,,i,,4	m,,i,k,9			
㨡	h,,u,n,2	,u,aa,n,4			
㨢	p,,i,,1	n,,a,ng,3|p,,ei,,1		n,,â,ng,1	
㨣					
㨤	h,u,i,,4	k,u,aai,,5			
㨥	n,,a,,4	n,,a,p,9			
㨦	s,,o,ng,3	s,,u,ng,2			
㨧	b,,e,n,4	b,,u,n,2			
㨨	ch,,ou,,1	c,,au,,1|l,,au,,3			
㨩	j,i,e,,2	z,,i,t,9			
㨪	h,u,a,ng,4	f,,o,ng,2			
㨫	l,,a,n,3	l,,a,m,4|l,,a,m,5			
㨬					
㪛	zh,,e,n,3	z,,aa,m,1			
㪜	ch,u,ai,,3	c,,eoi,,2			
㪝	l,i,a,n,4	l,,i,n,6			
㪞	m,,ao,,4	m,,ou,,6			
㪟		d,,eo,n,1			
㪱	h,u,a,n,4	k,,u,t,8|,,u,n,6			
㬁		c,,aa,p,8			
㬂	,i,u,,2	z,i,u,,4			
㬃	t,,ai,,2	t,,oi,,4			
㬄	ch,,a,n,4	m,,aa,,6			
㬅	m,,a,n,4	m,,aa,n,6			
㬆	m,,i,n,3	m,,a,n,5			
㬇	h,u,a,n,4	,,u,n,6			
㬈	,u,e,n,1	,u,a,n,1			
㬉	n,u,a,n,3	h,i,u,n,1|n,i,u,n,5			
㬊	h,u,a,n,4	,,u,n,6			
㬋	h,,ou,,2	h,,au,,4			
㬌	j,,i,ng,4	g,,i,ng,2|k,,aai,,3			
㮋	,i,ou,,3	z,,aau,,5			
㮌	m,i,a,n,2	m,,i,n,2|m,,i,n,4|m,,i,n,6			
㮍		z,,i,n,1			
㮎		b,u,i,,1			
㮏	n,,ai,,4	n,,oi,,6			
㮐	sh,,e,ng,3	s,,i,ng,2			
㮑	ch,,a,,1	c,,aa,p,8			
㮒	,i,a,n,1	z,,aa,n,1|z,,i,n,1			
㮓	g,,e,n,4	g,,a,ng,2			
㮔	ch,,o,ng,4	c,,u,ng,1		tr,,o,ng,2	
㮕	r,u,a,n,3	z,i,u,n,5			
㮖	j,i,a,,2	g,,a,t,8			
㮗	q,,i,n,2	k,,aa,n,4|s,,i,p,8			
㮘	m,,ao,,2	m,,aau,,6			
㮙	,,e,,4	ng,,o,k,9			
㮚	l,,i,,4	l,,eo,t,9			
㮛	ch,,i,,2	c,,i,,4			
㮜	z,,a,ng,1	z,,o,ng,1			
㮝	h,,e,,2	h,,a,t,9			
㮞	j,i,e,,2	z,,i,t,8			
㮟	n,i,a,n,3	n,,i,n,5			
㮠					
㮡	g,u,a,n,4	g,,u,n,3			
㮢	h,,ou,,2	h,,au,,4			
㮣	g,,ai,,4	h,,u,k,7|k,,oe,k,8|k,,oi,,3			
㰹	x,i,a,n,1	k,,aa,m,5			
㰺	x,i,a,,4	h,,aa,,4|h,,aa,,6|k,u,aai,,4			
㰻	,i,i,,3	h,,ei,,1|z,,i,,5			
㰼	sh,,a,,4	h,,a,p,9|h,,au,,3|l,i,u,,4|l,i,u,,6|s,,a,p,8			
㰽	,i,a,n,4	h,,i,n,2|z,,i,n,1|z,,i,n,2			
㰾	j,i,ao,,4	g,i,u,,3			
㱪	m,,e,n,4	f,,a,n,1|m,,u,n,6			
㱫	l,,a,n,4	l,,aa,n,6			
㱬	,u,ei,,3	,u,aai,,2			
㱭	d,u,a,n,4	d,i,u,n,6			
㱮	k,u,ai,,4	k,u,i,,2			
㲄	j,u,e,,2	h,,u,k,7			
㲟	,i,i,ng,3	z,,i,ng,2			
㲠	m,,ao,,2	l,,ei,,4|m,,ou,,4			
㲡	n,,ai,,4	n,,oi,,6			
㲢	b,i,a,n,4	b,,i,n,1			
㲣		s,,aau,,1|s,,aau,,2			
㴥	q,i,ao,,4	c,i,u,,3			
㴦	g,u,a,n,4	g,,u,n,3			
㴧	x,,i,,1				
㴨	zh,,e,n,4	z,,a,m,6			
㴩	,i,o,ng,1	z,,u,ng,3			
㴪	n,i,e,,4	z,,i,p,9|z,,i,t,9			
㴫	j,,u,n,4	g,u,aa,n,6|ng,,aa,,4			
㴬	x,i,e,,4	z,,e,,6			
㴭	,i,ao,,3	m,i,u,,5			
㴮	x,i,e,,4	d,,i,p,9|s,,i,t,8			
㴯	zh,,i,,1	z,,i,,1			
㴰	n,,e,ng,2	n,,aa,ng,4			
㴱		s,,a,m,1			
㴲	s,,i,,1	s,,i,,1			
㴳	l,,o,ng,3	l,,u,ng,5			
㴴	ch,,e,n,2	z,,aa,m,3			
㴵	m,,i,,4	m,,a,t,9			
㴶	q,u,e,,4	h,,u,k,9|k,,o,k,8			
㴷	d,,a,n,1	d,,a,m,1|t,,a,m,4			
㴸	sh,,a,n,3	s,,i,m,2			
㴹					
㴺					
㴻					
㷎	h,,e,,4	h,,o,t,8|k,,i,t,8			
㷏	,i,o,ng,3	z,,u,ng,2			
㷐	h,u,i,,3	k,u,i,,2|,u,aai,,2			
㷑		n,,i,m,6|s,,oe,ng,1|z,,aa,n,1|z,,i,n,1			
㷒	,i,u,,2	z,i,u,,4			
㷓	z,,o,ng,3	z,,u,ng,2			
㷔	,i,a,n,4	z,,i,m,6			
㷕	q,i,u,,2	z,,aau,,4			
㷖	zh,,ao,,4	z,i,u,,3			
㷗	j,i,o,ng,3	g,u,i,ng,2			
㷘	t,,ai,,2	t,,oi,,4			
㷙		z,,i,n,1			
㷚				đ,o,a,nh,2	
㷛		b,,ou,,1			
㷜					
㷝				d,,u,t,8	
㷞					
㸙	zh,,e,,1	z,,e,,1			
㹅	z,,o,ng,3	z,,u,ng,2|z,,u,ng,2			
㹆	h,u,i,,1	f,,ai,,1			
㹇	h,,e,,2	g,,i,n,1|h,,o,k,9|h,,o,t,8			
㹈	l,,i,,2	l,,ei,,4|m,,ou,,4			
㺇	s,,i,,1	s,,i,,1			
㺈	ch,,i,,1	c,,i,,1			
㺉	h,,u,,4	h,,u,k,9			
㺊	,i,a,ng,4	z,,oe,ng,6			
㺋	,u,e,ng,1	z,,u,ng,1			
㺌	x,i,a,n,4	l,,aa,m,6			
㺍	p,,i,n,2	b,,a,n,1|p,,u,n,4			
㻗	b,,ei,,4	f,,aai,,2|p,u,i,,5			
㻝	l,,a,,4	l,,aa,t,9			
㻞	b,,i,n,1	b,,a,n,1			
㻟	s,u,i,,2	c,,eoi,,4			
㻠	t,,u,,2	t,,ou,,4			
㻡	x,u,e,,1	s,,i,t,8			
㻢					
㻣					
㻤					
㻥					
㻦					
㼫	h,u,a,n,4	f,,u,n,1			
㼬	x,,i,ng,4	h,,@,ng,6			
㼭	d,i,a,n,4	d,,i,m,3			
㼮	ch,,ai,,1	c,,aai,,1			
㼯	d,,o,ng,4	d,,u,ng,6			
㼰	p,,i,,2	b,,e,,1|m,,aa,,3|p,,aai,,6|p,,ei,,4|s,,i,t,8			
㼱	r,u,a,n,3	z,,eo,n,3|z,i,u,n,5			
㽎	t,,a,n,2	t,,aa,m,4			
㽡	b,,ei,,1	b,,aai,,3|b,,ei,,1			
㽢	,,a,n,3	,,aa,m,2|,,au,,2|,,au,,3|z,,i,p,9			
㽣	,i,u,,4	,u,i,k,9			
㽤	j,,u,,2	g,,u,k,7			
㽰	sh,,u,,4	s,,o,,1			
㾢	,,ai,,4	l,,oi,,6			
㾣	q,,i,n,1	z,,aa,m,1			
㾤	q,i,a,ng,1	h,,@,ng,1			
㾥	ch,,u,,4	c,,u,k,7			
㾦	p,,ei,,4	p,u,i,,3			
