[					
]					
㘛	k,,a,n,1	h,,aa,m,1|l,,i,m,5			
㚂	n,,a,ng,4	z,,oe,ng,4			
㝈	l,u,a,n,2	l,i,u,n,4			
㩸	d,i,e,,2	d,,i,p,9			
㩹	d,i,e,,2	d,,i,p,9			
㬯	l,i,e,,4	l,,i,t,9			
㱎	k,,u,n,1	k,u,aa,n,1			
㽌	l,i,u,,4	l,,au,,6			
㿩	t,,a,ng,3	t,,o,ng,2			
䂄	h,u,o,,4	f,,o,ng,3			
䊳	m,,i,,2	m,,ei,,4			
䊴	q,i,a,n,4	h,,i,m,3			
䌳	sh,,i,,1	s,,i,,1			
䌴	l,u,o,,4	l,,o,k,9			
䕻	l,,i,,4	l,,ai,,6			
䕼	r,,a,n,2	n,,a,n,4			
䕽	zh,,u,,2	z,,u,k,9			
䘍	ch,,ai,,4	c,,aai,,3			
䙰	l,,i,,2	l,,ei,,4			
䚭	x,u,a,n,1				
䝄	sh,u,a,ng,1	s,,oe,ng,1			
䝔		f,,u,n,1			
䝕	zh,,e,,2				
䟒	q,u,a,n,2	h,i,u,t,8|k,i,u,n,4			
䠰	q,u,a,n,2	k,i,u,n,4			
䥸	m,,i,,2	n,,ei,,4			
䨉		z,,i,ng,1			
䨸	,i,i,n,3	z,,aa,n,2|z,,aa,ng,6			
䪊	l,,o,ng,2	l,,u,ng,4			
䪋	,u,ei,,4	,u,ai,,6			
䫷	,,e,,4	ng,,o,k,9			
䮽	b,i,ao,,1	b,i,u,,1			
䯦	m,,a,,4	m,,aa,,3|m,,u,t,9			
䯬	d,u,o,,3	d,,o,,2			
䰓	m,i,a,n,2	m,,i,n,4			
䰔	p,,a,n,2	p,,u,n,4			
䰞	zh,,u,,3	z,i,u,,2			
䲖	ch,,ou,,2	c,,aa,,1|c,,aau,,1|c,,aau,,4			
䲗	x,i,a,n,2	h,,aa,m,4			
䲘	g,u,a,n,3	g,,u,n,2|s,,u,ng,1			
䴌	m,,e,ng,2	m,,u,ng,4		m,,o,ng,2	
䴍	,i,i,ng,1	,,a,ng,1			
䴞	d,,i,,2	d,,i,k,9			
䵆	m,,e,ng,2	m,,u,ng,4			
䵜	n,,o,ng,3	n,,u,ng,2			
䵲	q,i,ao,,1	c,i,u,,1			
䵳	,u,ei,,4	,u,aai,,3|,u,i,,6			
䵴	,i,i,ng,4	z,,aa,n,6			
䶣	,,ai,,2	g,,oi,,1|ng,,oi,,4			
䶤	h,u,a,,2	,u,aa,,4			
䶴		c,,eoi,,1|c,,eoi,,2			
囔	n,,a,ng,1	n,,o,ng,4			d,,o,u,None
囕	l,,a,n,3			tr,,ô,m,4	
壪	,u,a,n,1				
廳	t,,i,ng,1	t,,e,ng,1	ch,,e,ng,None		t,y,o,u,None|t,,e,i,None
戅	g,,a,ng,4	ng,,o,ng,6			
戆	g,,a,ng,4	ng,,o,ng,6|z,,o,ng,3			
攮	n,,a,ng,3	n,,o,ng,5		n,,ê,n,4	d,,o,u,None|n,,u,,None
斸	zh,,u,,3	z,,u,k,7			
曯	zh,,u,,2		ch,,o,k,None		
欖	l,,a,n,3	l,,aa,m,5	l,,a,m,None		r,,a,n,None
欗	l,,a,n,2			l,ư,ơ,n,2	r,,a,n,None
欘	zh,,u,,2	z,,u,k,7			
欙	l,,ei,,2	l,,eoi,,4|l,,eoi,,5			
欚	l,,i,,3				
欛	b,,a,,4				h,,a,,None|h,,e,,None
灢	n,,a,ng,3	n,,o,ng,5			
灣	,u,a,n,1	,u,aa,n,1|,u,aa,n,4	m,,a,n,None		,w,a,n,None
爤	l,,a,n,4				r,,a,n,None
爥	zh,,u,,2		ch,,o,k,None		
爦	l,,a,n,5	l,,aa,m,5			
矘	t,,a,ng,3	t,,o,ng,2			
矙	k,,a,n,4	h,,a,m,3	k,,e,m,None		k,,a,n,None
矡	j,u,e,,2		h,w,a,k,None		
礹	,i,a,n,2				
籩	b,i,a,n,1	b,,i,n,1	p,y,e,n,None		h,,e,n,None
籫	z,u,a,n,3				
籬	l,,i,,2	l,,ei,,4	l,,i,,None		r,,i,,None
