[								
]								
㒤				chè		sip3 zip3		
㒥				fēng		fung1 gaam2		
㒦				lěi		deoi3 leoi5		
㒹						din1		
㔒				xí		kwai4		
㘓				lán		laan4	ran	
㘔				sǎi		coi3		
㘥				yóu		zaau4		
㚀				xī		hei1		
㜶				wǎn		man5 man6		
㜷				mí		laau4 nai5		
㜸				niè		zip6 zit6 zyu1		
㠤								
㡧				zhèng		coeng1 zing3		
㡨				jiān		cin1		
㢞				yì		zi6		
㣹								
㦣				wèi		at3 waai6 wun2		
㦤				yì		zi3		
㦨				lán		laan5		
㦩				yǐn		zaan2 zeon6		
㦪				xiè				
㩮				qián		kin4		
㩯				pó		pun4		
㩰				jiǎo		ziu2		
㪭				lú		lou4 lou6		
㬫				yàn		zin3		
㰉						zeon1		
㰊				xián		caam4 cim4		
㰋				pín		paan4 pei1		
㰌				què		gwok3 hok6 kok3		
㰍				lóng		lung4		
㰎				zuì		zeoi3		
㰏						gou1		
㰐				jué		do6 to5		
㰑				shān		san1		
㰒				xué		hok6		
㰓								
㰖				lǎn		laam5		
㱋				què		kok3		
㱹				lì		lik6		
㱺				lú		lou4		
㶌				lián		lyun4		
㶍				xiǎn		sin2		
㶎				huán		waan4		
㶏				yīn		zaan1		
㶐								
㶑				liàn		lim6		
㸈						ziu1		
㸊				lài		lai6 lat6		
㸋				fán		faan4		
㸌				huò		fok3		hok huɑk
㺣				xī		hei1 sik1		
㺤				xiān		cim1		
㺥				chán		caam4		
㺦				lián		lyun4		
㼇				qióng		kaai3 king4		
㽮						sing1		
㿔				lěi		leoi5		
㿺				báo		mok1 pok1		
䁻				shuò		soek3		
䁼				mò		mak6		
䁽				liè		laap3 lip6		
䁾				miè		maat6 mit6		
䂍				bó		bok6		
䃱				xiàn		cim1		
䃲				pán		bun2 po4 pun4 tam4		
䃳				là		laap6		
䄣								
䆈				zhì		zi6		
䆉				bà		baa6 bit3 ping3		
䇀				róng		zung4		
䉥				sǒng		sung1 zung1		
䊭				dào		dou6		
䊮				dí		dek6		
䌣				zuǎn		waai2 zyun2 zyut6		
䌤				shī		si1		
䌥				yǐn		zaan2 zi1		
䌦				dào		dou6		
䌧				chóu		cau4		
䎙				pīn		baan1		
䏉				shī		saap1 zaam1		
䑉				yíng		zing4		
䑊				wéi				
䒉				wǔ		mou5		
䕒				jiā		gaa1		
䕓				chá		caat3		
䕔				xián		haam4		
䕕				màn		maan6		
䕖						syun1		
䕗				bì				
䕘				líng		ling4		
䕙				jié		zit6		
䕚				kuì		gwai6		
䕛				jiá		gaap3		
䕜								
䕝				chēng		cing1	sắng	
䗼				xūn		faan1 waat1		
䗽				wèi				
䗾				xiǎn		hin2		
䗿				níng		ning4		
䘀				fù		faau6 waai3		
䘁				gé		zit6		
䘙				wèi		wai6		
䙦				méng				
䙧						fan1		
䙨				guǒ		gwo2		
䙩				méng		mung4		
䚪				guān		gwaan1		
䚫				xí				
䜒				ào		ou3		
䜓				shè				
䜔				suí		ceoi4 neot6		
䜕				mài				
䜖				tàn		dam6 tam4		
䜗				xìn				
䜘				jǐng		ging2		
䞉				shèng		sing6		
䟈				zhí				
䟉				zhú		zuk6		
䟊				qú				
䟋				zhǎn				
䠨				chàn		zim1		
䠩				guì		gui6		
䡀				zhǎn		zin3		
䡶				bèi		pei1 pei3		
䢄				xǐ		saai2		
䢈				chén		saan4		
䢉				nóng		nung4		
䥔				sù		suk1		
䥕				piě				
䥖				tián		tin4		
䥗				kuǎn		fun2		
䥘				cù		co3 cok3 cou3		
䥙				suì		seoi6		
䥚						co1 zo3		
䥛				jiē		git3		
䥜				jiàn		gan3		
䦃				zhuō		coeng1 pai3 zi1 zoek3		
䦄								
䦅				shàn		sin3		
䦱				wěi		wai2		
䧯				chán		caam4		
䨅				liáo		liu4		
䨆				bí		bai3		
䨇						soeng1		
䨰				pò		bun2 fuk6 pak3 pok3		
䨱				fù		fuk6		
䩁				fēi		fei1		
䩋				mǒ		mo1		
䩼				féng		fung4		
䩽				yū		zyu1		
䩾				zhè		ze3		
䪣						zai1		
䫨				ào		ngou6		
䫩				sǎn		san2		
䫪				shuǎng		sin1 song2		
䫫				lóu		lau4		
䬛				bì		bit1		
䬜						ci1		
䭕				zǎn		cim3 zan2 zit6		
䭖				zhù		zyu3		
䭗				yǐng		zing2		
䮣						song1 song1		
䮤				hé		hok6		
䮥				lì		lik6		
䮦						giu1		
䮧				hàn		hon4 hon6		
䮨				zǎi		zoi2		
䮩				gú		gwaat1 wut6		
䯅				niè		nip6		
䯡				jiàn		gim3		
䰈				cuó		co1 gwaan1 zaau1		
䰉				pán		ban1 bun2 bun6 pun4		
䰊				bó		bok3		
䰋				mán		man4		
䰗						gau1		
䰪				mèi		mei6		
䱫				là		laat6		
䱬				xū		seoi1		
䱭				gèng		gang2		
䱮				é		ngak6		
䱯				mú		mou4		
䱰				zhòng		ceoi4 cung5		
䱱				tí		tai4		
䱲				yuán		zyun4		
䱳				zhān		zin1		
䱴				gèng		gaang2 gaang3		
䲠				chūn		ceon1		
䲡				qiū		cau1		
䳦				xuān		hyun1 kwaan2		
䳧				hóu		haau4		
䳨				huáng		wong4		
䳩				yāo		ziu1		
䳪				juàn		teon1 zyun1		
䳫				kuí		kwai4		
䳬				è		aa3 bit3 fong2 gei3 tou4 zik6 zim2		
䳭				jí		zik1 zit1		
䳮				mò		maak6 maat6		
䳯				chóng		cung4		
䳰				bǎo		bou2		
䴗				jú		gwik1 gwing2		
䵈				kù		guk1 huk1		
䵉				tóu		tau4		
䵍						tan1		
䵔				dǒng		dung2		
䵕				jù		geoi3		
䵖				qiàn		gin3		
