[								
]								
㐥								
澡	SOU	조	CO	zǎo	zao3(23)	cou3 zou2		
澢				dāng				
澣	KAN	한	HAN	huàn		wun2 wun5		
澤	TAKU	택	THAYK SEK	zé		zaak6	rạch	*djhæk
澥	KAI GE			xiè		haai5		
澦	YO			yù		jyu6		iò
澧	REI RAI	례	LYEY	lǐ		lai5		lěi
澨	SEI ZEI EI	서	SE	shì		sai6		
澪	REI			líng				
澫				wàn				
澬				zī				
澭				yōng		jung1		
澮	KAI KE WAI E	회	HOY	huì		kui2	gội	
澯	SAN	찬	CHAN	càn		caan3		
澰	REN			liàn		lim6		
澱	TEN DEN	전	CEN	diàn	dian4(30)	din6		
澲				yè				
澳	IKU OKU OU	오	O OK	ào		juk1 ou3		
澴				huán		waan4		
澵	SHIN			zhēn				
澶	SEN ZEN TEN DEN	전	CEN	chán		sin4		
澷				màn				
澸				dǎn				
澹	TAN SEN	담	TAM	dàn		daam6 taam4		*dhɑ̀m *dhɑ̌m
澺				yì		jik1		
澻				suì				
澼	HEKI HYAKU KEKI			pì		pik1		
澽				jù		geoi3 geoi6		
澾		달	TAN	tà			dạt	
澿				qín				
激	GEKI KEKI	격	KYEK	jī	ji1(407) ji5(49)	gik1	váng khích	*gek
濁	DAKU	탁	THAK	zhuó	zhuo2(30)	zuk6	trọc	djhak
濂	REN DEN	렴	LYEM	lián		lim4		
濃	NOU JOU	농	NONG	nóng	nong2(116)	jung4 nung4	nống	*niong
濄				guō		wo1		
濅	SHIN			jìn				
濆	FUN HON	분	PWUN	fén		fan4 pan3		
濇	SHOKU SHIKI SHUU	색	SAYK	sè		saap3 sap1 sik1		
濈	SHUU SOU JOU			jí		cap1	xắp	
濉		수	SWU	suī		seoi1		
濊	KAI KE SAI SE WAI	예	YEY	huì		kut3 wai3		
濋				chǔ		co2		
濍				sōng				
濎				dǐng		ding2 ting5		
濏				se				
濑				lài		laai6		
濒				bīn		ban1 pan4		
濓				lián			nhèm	
濖				shù				
熶				cuàn			chói	
熷				zēng			tưng	
熸				jiān		zim1		
熹	KI	희	HUY	xī		hei1		
熺	KI	희	HUY	xī				
熻				xī				
熼				yì				
熽				xiào				
熾	SHI	치	CHI	chì		ci3	xé	
熿	KOU OU			huáng				
燀	SEN TAN			chǎn		cin2 daan6 zin2		chiɛ̌n jiɛ̌n
燁	YOU YUU OU	엽	YEP	yè		jip6		
燂				tán		cim4 taam4		
燃	NEN ZEN	연	YEN	rán	ran2(273)	jin4 jin6	nhen	njiɛn
燄	EN			yàn		jim6		iɛ̌m
燅				xián		cam4 cim4		
燆				qiāo				
燇				jùn				
燈	TOU	등	TUNG	dēng	deng1(483)	dang1	đăng	*dəng
燉	TON	돈	TON	dùn		dan6 deon6	đun	
燊				shēn		san1		
燋	SHOU JOU SEKI SHAKU	초	CHO	jiāo		ciu4 ziu1		
燌	FUN HON HUN			fén				
燍				sī				
燎	RYOU	료 요	LYO	liáo		liu4 liu6	díp liệu	liɛ̀u liɛ̌u
燏				yù		wat6		
燐	RIN	린 인	LIN	lín		leon4	lân	
燑				tóng				
燒	SHOU	소	SO	shāo	shao1(397)	siu1	thiêu	*shiɛu
燓	FUN BUN HAN BON			fēn				
燔	HAN	번	PEN	fán		faan4		
燕	EN	연	YEN	yàn	yan4(59)	jin1 jin3	én	*qen *qèn
燖	SHIN JIN SEN ZEN	심	SIM	xún		cam4		
燗	RAN KAN			làn				
燘				měi		mui2		
燙	TOU DOU	탕	THANG	tàng	tang4(30)	tong3		
燚	ITSU ICHI			yì		jik6		
燛				jǐng				
燜	MON			mèn		mun6		
燝				jing				
燞				jiǎo				
犜			TON	dūn				
犝				tóng		tung4		
犞				qiao				
犟				jiàng				
獘	HEI BEI HETSU BECHI	폐	PHYEY	bì		bai6		
獥				jiào				
獦	KATSU KACHI RYOU			gé				
獧	KEN			juàn		gyun3 gyun6		
獨	DOKU TOKU	독	TOK	dú	du2(264)	duk6	độc	*dhuk
獩	WAI E	예	YEY	huì		wai3		
獪	KAI	회	HOY KHWAY	kuài		kui2		
獫	KEN REN	험	HEM	xiǎn		him2		
獬	KAI GE	해	HAY	xiè		haai5	giải	
獭				tǎ		caat3		
瑿				yī		ji1		
璍				hua				
璏	TEI DEI ETSU OCHI EI E			wèi				
璐	RO			lù		lou6		
璑	BU MU			wú				
璒	TOU			dēng				
璔				zēng				
璕				xún				
璖				qú				
璘	RIN	린 인	LIN	lín		leon4		
璙	RYOU			liáo				
璚	KEI GYOU KETSU KECHI			qióng		ging4 king4		
璛				sù				
璜	KOU OU	황	HWANG	huáng		wong4		
璝		괴	KOY	guī				
璞	HAKU	박	PAK	pú		pok3		
璟	EI YOU KEI KYOU	경	KYENG	jǐng		ging2		
璠	HAN BON			fán		faan4		
璡	SHIN	진	CIN	jìn		zeon3		
璣	KI KE GE GI	기	KI	jī		gei1		giəi
璤				hui				
瓢	HYOU	표	PHYO	piáo	piao2(11)	piu4	bầu	*bhiɛu
甊				lǒu				
甋				dì		dik1		
甌	OU	구	KWU	ōu		au1	âu	
甍	BOU	맹	MENG	méng		mang4	mành	
甎	SEN	전	CEN	zhuān		zyun1		
疀				chā				
疁	RYU RU KIKU KOKU RYUU			liú				
疂	JOU CHOU			die				
瘬				zhàng				
瘭	HYOU			biāo		biu1		
瘮	SHIN			shèn				
瘯		족	COK	cù		cuk1		
瘰	RUI RA RAI	라	LA	luǒ		lo2		
瘱				yì		ji3		
瘲	SHOU SHU			zòng		zung3		
瘳	CHUU CHU RYOU	추	CHWU	chōu		cau1		
瘴	SHOU	장	CANG	zhàng		zoeng3	chướng	chriɑng
瘵	SAI SEI			zhài		zaai3		
瘶				sòu				
瘷				sè				
瘸	KA			qué		ke4		
瘹	CHOU			diào				
瘺	ROU RU			lòu		lau6		
瘻	ROU RU	루	LWU	lòu		lau6		
瘼	BAKU MAKU			mò		mok6		
瘽				qín		kan4		
瘾				yǐn		jan5		
瘿				yǐng		jing2		
癊	IN ON			yìn		jan3		
皟	SAKU			zé				
皠	SAI SE			cuǐ				
皡				hào				
皻				zhā		zaa1		
盥	KAN	관	KWAN	guàn		fun2 gun3		
盦	OU AN ON			ān		am1		
盧	RO RYO	노 로	LO	lú		lou4	lư	*lo
瞔	SAKU SHAKU			zé				
瞕	SHOU			zhàng				
瞖	EI	예	YEY	yì				
瞗				diāo				
瞘				kōu				
瞙		막	MAK	mò		mok6		
瞚	SHUN			shùn		seon3 seon6		
瞛				cōng				
瞜				lōu		lau4		
瞝				chī				
瞞	BAN MAN BON	만	MAN	mán	man2(32)	mun4	man	
瞟	HYOU BYOU			piǎo		piu5		
瞠	DOU TOU	당	TANG CAYNG	chēng		caang1 tong4 zaang1		
瞡				guǐ		kwai1		
瞢	BOU MU MOU	몽	MONG	méng		mung4		
瞣				huan				
磚	SEN	전	CEN	zhuān	zhuan1(44)	zyun1		
磛	SAN ZEN SEN			chán		caam4		
磝				áo		ngou4		
磞				pēng		paang1		
磟	RIKU ROKU			liù		luk1 luk6		
磠	RO	뇨	NYO	lǔ		lou5		
磡	KAN KON			kàn		ham3		
磢				chuǎng		coeng2 cong2 saang2		
磣				chěn		cam2		
磥				lěi		leoi5		
磦	HYOU			biāo				
磧	SEKI	적	CEK	qì		zaak3 zik1		tsiɛk
磨	MA	마	MA	mó	mo2(90) mo5(44) mo4(30)	mo4 mo6	mài	*mɑ
磩				qì		cik1		
磪	SAI ZUI SUI	최	CHOY	cuī		ceoi1		
磫				zōng				
磬	KEI	경	KYENG	qìng		hing3	khánh	kèng
磭				chuò				
磮				lun				
禤				xuān		hyun1		
禥				qí				
禦	GYO GO	어	E	yù		jyu6	ngừa	ngiǔ
穄	SEI SAI			jì		zai3		
穅	KOU	강	KANG	kāng		hong1		
穆	BOKU MOKU	목	MOK	mù	mu4(10)	muk6		miuk
穇	SAN SHIN			cǎn		saam1		
穈	BON MON BI MI			méi		mun4		
穊				jì		gei3	cấy	
穋				lù		luk6		
穌	SO		SO	sū		sou1		
積	SEKI SHI	적	CEK CA	jī	ji1(562)	zik1	tích	*tziɛk
穎	EI	영	YENG	yǐng	ying3(11)	wing6	dĩnh	iuɛ̌ng
穏	ON		ON	wěn				
穐	SHUU		CHWU	qiū				
穑				sè		sik1		
穒				hè				
窵	CHOU TOU			diào		diu3		
窶	KU ROU RU	구	KWU	jù		geoi6 lau4		ghiǒ
窷				liào				
窸				xī		sik1		sit
窹	GO	오	O	wù				
窺	KI	규	KYU	kuī		kwai1		*kiuɛ
窻	SOU	창	CHANG	chuāng		coeng1		
窼	SOU SHOU			zhāo				
窽				kuan		fun2		
竮				pīng		ping4		
竱	SEN TEN TAN			zhuǎn				
築	CHIKU	축	CHWUK	zhú		zuk1	trốc	djiuk
篔	UN EN	운	WUN	yún		wan4		
篕				hé				
篖	TOU DOU			táng				
篗	WAKU			yuè				
篘				chōu		cau1	sô	
篙	KOU	고	KO	gāo		gou1	gàu	
篚	HI			fěi		fei2		biəi
篛	JAKU HYAKU	약	YAK	ruò		joek6		
篜				zhēng				
篝	KOU	구	KWU	gōu		gau1	quảu	
篞				niè				
篟				qiàn				
篠	SHOU	소	SO	xiǎo		siu2		
篡	SAN SEN		CHAN	cuàn		saan3	choán	
篢				lǒng		lung5		
篣				péng		pong4		
篤	TOKU	독	TOK	dǔ		duk1	đốc	
篥	RITSU RICHI		LYUL	lì		leot6	sặt	
篦	HEI	비	PI	bì		bei1 bei6		
篧				zhuó				
篨	CHO JO			chú		ceoi4		
篩	SHI SAI	사	SA	shāi	shai1(12)	sai1	rây	
篪	CHI JI	지	CI	chí		ci4		djhiɛ
篫				zhù				
篬				qiāng				
篭	ROU		LONG	lóng				
篮				lán	lan2(74)	laam4		
篯				jiān				
簑	SA SAI		SA	suō		so1		
簕				lè		lak6		
糏	SETSU SECHI SOTSU SOCHI			xiè				
糐				fū				
糑				nuò				
糒	HI BI			bèi		bei6		bhyì
糓	KOKU			gǔ		guk1		
糔	SHUU SHU SOU			xiǔ		sau1 sau2		
糕	KOU	고	KO	gāo	gao1(18)	gou1		
糖	TOU	당 탕	TANG THANG	táng	tang2(97)	tong2 tong4	đường	
糗	KYUU KU SHOU	구	KWU	qiǔ		cau3 jau2 zau2		kiǒu
糘				jia				
縈	EI YOU	영	YENG	yíng		jing4	quanh	qiuɛng
縉	SHIN	진	CIN	jìn		zeon3		
縊	EI I	액	AYK UY	yì		ai3	ải	
縋	TSUI	추	CHWU	zhuì		zeoi6		
縌				nì				
縍				bāng		bong1		
縎				gǔ		gwat1	lăm gút	
縏				pán		pun4		
縐	SHUU SHU SU SHUKU	추	CHWU	zhòu		zau3	sô	
縑	KEN	겸	KYEM	jiān		gim1		
縒	SA SHI			cī				
縓				quán		cyun3 cyun4 jyun4		
縔				shuǎng				
縕	UN ON	온	ON	yūn		wan1 wan3		
縖				xiá				
縗	SAI SUI SA	최	CHOY	cuī		ceoi1		
縘		계	KYEY	xī				
縙				róng				
縚				tāo		tou1		
縛	BAKU HAKU	박	PAK	fù	fu4(34)	bok3 fok3		*bhiɑk
縜	IN UN			yún		gwan1 wan4		
縝	SHIN CHIN	진	CIN	chēn		zan2		
縞	KOU	호	HO	gǎo		gou2		gɑ̀u gɑ̌u
縟	JOKU	욕	YO	rù		juk6	nhọc	
縠	KOKU GOKU	곡	KOK	hú		huk6		
縡	SAI	재	CAY	zài		zoi2		
縢	TOU DOU	등	TUNG	téng		tang4		
縣	KEN	현	HYEN	xiàn	xian4(429)	jyun2 jyun4 jyun6	huyện	*huèn
縤				sù				
縥				zhěn				
縦	JUU SHOU		CONG CHONG	zòng				
縧	TOU JOU			tāo				
縨	KOU			huang				
缰				jiāng	jiang1(17)	goeng1		
缱				qiǎn		hin2		
缲				qiāo		ciu1 sou1 tiu1		
缳				huán		waan4 waan6		
缴				jiǎo	jiao3(17)	giu2		
罃	OU YOU	앵	AYNG	yīng		ang1		
罹	RI RA	리 이	LI	lí		lei4		liɛ
罺				cháo		caau3		
罻				wèi		wai3 wat1		
罼		필	PHIL	bì				
羱				yuán		jyun4		
羲	GI KI	희	HUY	xī		hei1		*xyɛ
翮	KAKU GYAKU REKI RYAKU	핵	HAYK	hé		gaak3 hat6		hɛk
翯	KOKU GOKU KAKU GAKU			hè		hok6		
翰	KAN	한	HAN	hàn		hon6		hɑ̀n
翱			KO	áo		ngou4		
耨	DOU JOKU NOKU	누	NWU	nòu		nau6	nậu	nòu
耩				jiǎng		gong2 kau1		
耪				pǎng		pong5		
聬				wěng				
聭	KI			kuì				
膐	RYO RO			lǚ				
膦				lìn		leon4		
膧				tóng		tung4		
膨	BOU HOU	팽	PHAYNG	péng	peng2(44)	paang4	bành	
膩	JI NI	니	NI	nì		nau6 nei6		nì
膪				chuài		zaa6		
膫				liáo		liu4		
膬				cuì		ceoi3		
膭				guī				
膮	KYOU KYUU KU			xiāo		hiu1 hiu6		
膯				tēng				
膰	HAN	번	PEN	fán		faan4		
膱				zhí		jik1 zik1		
膲	SHOU			jiāo		ziu1		
膳	SEN ZEN	선	SEN	shàn		sin6		zhiɛ̀n
膴	KO KU BU MU	무	MWU	hū		fu1 mou5		
膵	SUI	췌	CHWEY	cuì		seoi6		
膶				rùn		jeon6		
臲	GETSU GECHI			niè		jit6 nit6		
臻	SHIN	진	CIN	zhēn		zeon1		jrin
舆				yú	yu2(9)	jyu4		
舉	KYO			jǔ	ju3(541) ju5(8)	geoi2	cử	*giǔ
舘	KAN		KWAN	guǎn		gun2	quán	
艕				bàng		pong3		
艖	SA SHA SAI SE			chā		caa1 caa4 co1		
艗				yì		jat6 jik6		
艘	SOU	소	SO	sōu	sou1(30)	sau1 sau2		seu sɑu
艙	SOU	창	CHANG	cāng	cang1(75)	cong1		
蒐	SHUU	수	SWU	sōu		sau1		shriou
蒑				yìn				
蒒	SHI			shī				
蒓	JUN SHUN			chún				
蒔	SHI JI	시	SI	shí		si4		
蒕	UN			yūn				
蒖	SHIN			zhēn				
蒗				làng		long6		
蒘				rú		jyu4		
蒙	BOU MOU	몽	MONG	méng	meng2(62) meng1(15) meng3(13)	mung4	mông	*mung
蒚				lì				
蒛				quē		kyut3		
蒜	SAN	산	SAN	suàn	suan4(9)	syun3	tỏi	
蒝				yuán		jyun4		
蒞	RI REI		LI	lì		lei6		
蒟	KON KU	구	KWU	jǔ		geoi2 lau1		
蒠				xī		sik1		
蒡	HOU BOU BYOU	방	PANG	bàng		bong2		
蒢				chú				
蒣				xú			dừa	
蒤				tú				
蒥				liú				
蒦	WAKU KUWAKU KYAKU KAKUYAKU			huò				
蒧				diǎn		dim2		
蒨	SEN	천	CHEN	qiàn		sin3		tsèn
蒩	SO SHO SHA JA			zū		zou1		
蒪	HAKU HOKU			pò		pok3		
蒫				cuó				
蒬				yuān				
蒭	SUU SU SHUU	추	CHWU	chú		co1		
蒮				yù				
蒯	KAI KE	괴	KOY	kuǎi		gwaai2		
蒰				pán				
蒱	HO BU			pú		po4 pou4		
蒲	HO BU	포	PHO	pú		pou4	bồ	*bho
蒳				nà				
蒴	SAKU	삭	SAK	shuò		sok3		
蒵				xí				
蒶				fén		fan4		
蒷				yún				
蒸	JOU	증	CUNG	zhēng	zheng1(115)	zing1	chưng	jiəng jiɛng
蒹	KEN	겸	KYEM	jiān		gim1		gem
蒺	SHITSU JICHI SHOKU JI KI	질	CIL	jí		zat6		
蒻	JAKU DAKU	약	YAK	ruò		joek6		
蒼	SOU	창	CHANG	cāng	cang1(69)	cong1		*tsɑng
蒽	ON			ēn				
蒾	BEI MEI			mí				
蒿	KOU	호	HO	hāo		hou1		*hɑu
蓀	SON	손	SO	sūn		syun1		
蓁	SHIN	진	CIN	zhēn		zeon1		
蓂	MEI MYOU BEKI	명	MYENG	míng		ming4		
蓃				sōu			sấu	
蓄	CHIKU KIKU	축	CHWUK	xù	xu4(11)	cuk1		xiuk
蓅				liú				
蓆	SEKI	석	SEK	xí		zek6 zik6		
蓇	KOTSU KOCHI			gǔ		gwat1		
蓈	KOU			láng				
蓉	YOU OU	용	YONG	róng		jung4	rong	*iong
蓊	OU	옹	ONG	wěng		jung2		
蓋	GAI KOU KAI	개	KAY HAP	gài	gai4(227) gai5(10)	gap3 goi3 hap6 koi3	cái	*gɑ̀i
蓌	SA SHA SAI SUI			cuò		co3 co5		
蓍	SHI	시	SI	shī		si1		
蓎				táng				
蓏	RA			luǒ		lo2		
蓐	JOKU NIKU	욕	YOK	rù		juk6	dối nóc	
蓑	SA SAI	사	SA	suō		so1		suɑ
蓒				xuān				
蓓	HAI BAI	배	PAY	bèi		bui3 pui4 pui5	bụi	
蓔				yǎo				
蓕				guì				
蓖	HI HEI	비	PI	bì		bei6		
蓗				zǒng				
蓘				gǔn				
蓙				zuo				
蓚	CHOU	수	SWU CO	tiáo				
蓛				cè				
蓜	HAI			pei				
蓝				lán	lan2(126)	laam4		
蓞				dàn				
蓟				jì		gai3		
蓠				lí		lei4		
蓡				shēn				
蓢				lǎng		long1		
蓣				yù		jyu6		
蓤				ling				
蓦				mò		mak6		
虩	KEKI KYAKU SAKU SHAKU			xì		gwik1		
蝹				yūn				
螁				ban				
螂	ROU	랑	LANG	láng		long4		
螃	HOU BOU HYOU	방	PANG	páng		pong4		
螄	SHI			sī		si1		
螅	SHI SHITSU			xī		sik1		
螆	SHI			cì		zi1		
螇	KEI GEI			xī		hai4		
螈	GEN GAN			yuán		jyun4		
螉	O OU			wēng		jung1	ong	
螊				lián				
螋	SHUU			sōu				
螌	HAN BAN	반	PAN	bān		baan1		
融	YUU	융	YUNG	róng	rong2(25)	jung4		
螎				róng		jung4		*iung
螏				jí				
螐	O U			wū				
螑				xiù				
螒				hàn		hon6		
螓	SHIN JIN			qín		ceon4		
螔				yí		ji4		
螕	HEI HI BI			bī				
螖				huá		waat6		
螗	TOU DOU			táng		tong4		
螘	GI	의	UY	yǐ		ngai5		*ngyɛ̌
螙				dù				
螚				nài				
螛				hé				
螜				hú				
螝				guī				
螞	BA ME	마	MA	mǎ	ma3(40)	maa1 maa5 maa6		
螟	MEI MYOU BEI	명	MYENG	míng		ming4		
螠	I			yì			ếch	
螡				wén				
螢	KEI	형	HYENG	yíng	ying2(18)	jing4	huỳnh	*hueng
螣	TOU DOU CHIN JIN	등	TUNG	tè		dak6 tang4		
螤				zhōng				
螥				cāng				
螦			SO	sao				
螧				qi				
螨				mǎn				
螩				tiao				
蟗				qiū				
衞	EI E	위	WI	wèi		wai6		*hiuɛ̀i
衟	DOU TOU			dào				
衠	SHUN			zhūn				
衡	KOU	형	HYENG HOYNG	héng	heng2(80)	hang4 waang4		*hæng
褞	ON UN			yǔn		wan2		
褟				tā		taap3 zip3		
褠	KOU KU			gōu				
褡				dā		daap3		
褢				huái		waai4		
褣				róng				
褤				yuàn				
褥	JOKU	욕	YO	rù		juk6		njiok
褦	DAI NAI			nài		le5 naai6 nang2 nang3		
褧	KEI KYOU	경	KYENG	jiǒng		gwing2		
褨	SA JA			suǒ				
褩				bān				
褪	TAI TON	퇴	THOY	tuì		tan3		
褫	CHI	치	CHI	chǐ		ci2		
褬				sǎng				
褭				niǎo		niu5		něu
褮				yīng				
褯				jiè		zik6		
褰	KEN KON	건	KEN	qiān		hin1		kyɛn
褱	KAIE			huái		waai4		
褲	KO			kù	ku4(62)	fu3	khố	
褴				lán		laam4		
覦	YU			yú		jyu4		
覧	RAN		LAM	lǎn				
覨		악	AK	è				
覩	TO	도	TO	dǔ		dou2		dǒ
親	SHIN	친	CHIN	qīn	qin1(1029) qin5(428)	can1 can3	thân	*tsin
觰				zhā		zaa1		dja
觱	HITSU HICHI UTSU UCHI	필	PHIL	bì		bit1		bit hiuət
諛	YU	유	YU	yú		jyu4	hùa	
諜	CHOU	첩	CHEP	dié		dip6	điệp	
諝	SHO		SE	xū		seoi1		
諞	HEN	편	PHYEN	piǎn		pin4 pin5		
諟	SHI JI TEI TAI	시	SI	shì		si6		
諠	KEN	훤	HWEN	xuān		hyun1		
諡	SHI	시	SI	shì		si3		
諢	KON GON		WEN	hùn		wan6		
諣				huà				
諤	GAKU	악	AK	è		ngok6		
諥				zhòng				
諦	TEI TAI	체	CHEY	dì		dai3		
諧	KAI	해	HAY	xié		haai4	hài	hæi
諨				fú				
諪		정	CENG	tíng				
諫	KAN	간	KAN	jiàn		gaan3	gián	gàn
諬	KEI			qǐ				
諭	YU	유	YU	yù		jyu6	dụ	
諮	SHI	자	CA	zī		zi1		
諯				zhuān				
諰	SHI SAI SHA AI	시	SI	xǐ		saai2 si2		
諱	KI	휘	HWI	huì		wai5	huý	
諲				yīn		jan1		
諳	AN ON	암	AM	ān		am1 am2	am	qom
諴	KAN GEN KON GAN	함	HAM	xián		haam4		
諵	NAN DAN NEN			nán		naam4		
諶	SHIN JIN	심	SIM	chén		sam4	thầm	
諷	FUU	풍	PHWUNG	fěng	feng3(14)	fung3	phúng	biùng
諸	SHO	제	CEY	zhū	zhu1(24)	zyu1	chư	*jiu
諹				yáng				
諺	GEN	언	EN AN	yàn		jin6	ngạn	
諻				huáng				
諼	KEN	훤	HWEN	xuān		hyun1		
諽				gé				
諾	DAKU	낙 락	NAK LAK	nuò		nok6	nặc	
諿	SHUU SHO			qī				
謀	BOU MU	모	MO	móu	mou2(98) mou5(24)	mau4	mưu	*miou
謁	ETSU	알	AL	yè		jit3 kit3	yết	qiæt
謂	I	위	WI	wèi	wei4(170)	wai6		*hiuə̀i
謃				xing				
豫	YO SHA SHO	예	YEY	yù	yu4(39)	jyu6		iù
豬	CHO	저	CE	zhū	zhu1(83)	zyu1	trư	
豭	KA KE			jiā		gaa1		
豮				fén		fan4		
貐	YU I			yǔ		jyu5		
貑				jiā				
貒	TAN			tuān		teon1		
貓	BYOU	묘	MYO	māo	mao1(62)	maau1	mèo	
賭	TO	도	TO	dǔ	du3(10)	dou2	đổ	dǒ
賮				jìn		zeon2		
賯	KEI			xiōng				
賰	SHUN CHUN			chǔn		seon2		
賱				yǔn				
賲	HOU			bǎo				
賳				zāi				
賴	RAI	뢰	LOY	lài	lai4(28)	laai6		*lɑ̀i
賵	HUU HU BOU			fèng		fung3	phúng	
赞				zàn	zan4(162)	zaan3		
赟	IN		YUN	yūn		wan1		
赠				zèng		zang6		
赬	TEI CHOU			chēng		cing1		
赭	SHA	자	CA	zhě		ze2		jiǎ
赮	KA GE			xiá		haa4		
趥				qiū				
趦	SHI			zī				
趧				tí				
踫				pèng		pung3		
踰	YU YOU	유	YU	yú		jyu4		*iu
踱	TAKU DAKU JAKU		THAK	duó	duo2(37)	dok6		
踲				dùn				
踳	SHUN SEN			chuǎn		ceon2 cyun2		
踴	YOU	용	YONG	yǒng		jung2		iǒng
踵	SHOU	종	CONG	zhǒng		dung2 zung2		
踶	TEI DAI CHI JI	제	CEY	dì		dai6 tai4		
踷	TA			zhǎ				
踸	CHIN TAN TEN			chěn		cam2	chậm	
踹	SEN ZEN TAN		TAN	chuài		caai2 cyun2 jaai2		
踻				guā				
踼				táng		dong6 tong4		dhɑ̀ng
踽	KU	우	WU	jǔ		geoi2		
踾				fú				
踿				zú				
蹀	CHOU JOU	접	CEP	dié		dip6		
蹁	HEN BEN		PHYEN	pián		pin4		
蹂	JUU	유	YU	róu		jau4		
蹃				nuò				
蹄	TEI	제	CEY	tí	ti2(15)	tai4	đế	*dhei
蹅				chǎ		caa1 zaa1		
躽				yǎn		jin2 zin2		
躾				mei				
輭	ZEN NEN NAN			ruǎn		jyun5		
輮	JUU NYU			róu		jau4		
輯	SHUU	집	CIP	ji	ji5(41) ji2(28)	cap1		
輰		양	YANG	yáng				
輱				xián				
輲				chuán		jyun5 syun4		
輳	SOU	주	CWU	còu		cau3		
輴	CHUN			chūn		ceon1		
輵	KATSU KACHI ATSU ECHI			gé		got3		gɑt
輶	YUU YU			yóu		jau4		
輷	KOU			hōng		gwang1		
輸	YU SHU	수	SWU	shū	shu1(231)	syu1	thâu	shio
輹	FUKU BUKU	복	POK	fù		fuk1		
輺	SHI			zī				
輻	FUKU	복 폭	POK PHOK	fú	fu2(31)	fuk1		
輼				wēn				
辙				zhé		cit3		
辚				lín		leon4		
辥	SETSU SECHI			xuē				
辦	HAN BEN	판	PHAN	bàn	ban4(1187)	baan6		*bhyɛ̌n
辧	BEN			biàn				
辨	BEN HEN	변	PYEN	biàn	bian4(49)	bin6	biện	
辩				biàn	bian4(165)	bin6		
辪				xuē				
遲	CHI	지	CI	chí	chi2(107)	ci4	trì	*djhi
遴	RIN			lín		leon4	lận	
遵	JUN SHUN	준	CWUN	zūn	zun1(90)	zeon1 zyun1	tuân	tzuin
遶	JOU NYOU	요	YO	rào		jiu5	nháo	*njiɛ̌u njiɛ̀u
遷	SEN	천	CHEN	qiān	qian1(34)	cin1	thiên	*tsiɛn
選	SEN SAN	선	SEN	xuǎn	xuan3(339)	syun2	tuyển	*siuɛ̌n
遹	ITSU ICHI SHUTSU JUCHI			yù		leot6 wat6		
遺	I YUI	유	YU	yí	yi2(101)	wai4 wai6	di	*ui uì
遻				wù		ng6		
遼	RYOU	료 요	LYO	liáo	liao2(32)	liu4		*leu
邆				téng		tang4		
鄳				méng		maang4 mong4		
鄴	GYOU GOU	업	EP	yè		jip6		ngiæp
鄵				cào		cou3		
鄶	KAI KE		HOY	kuài		kui2		
鄷	HOU			fēng				
醍	TEI TAI DAI	제	CEY	tí		tai4		
醎	DAI			xián				
醏				dū				
醐	KO GO	호	HO	hú		wu4		
醑	SHO			xǔ		seoi2		
醒	SEI	성	SENG	xǐng	xing3(200)	seng2 sing1 sing2	tỉnh	*seng sěng
醓	TAN TON			tǎn		taam1 taam2		
醔	SHYUU JU			qiú				
醕	SHUN			chún				
醖	UN		ON	yùn				
醗	HATSU		PAL	pò				
鉼	HEI	병	PYENG	bǐng		bang1 beng2 bing2		
鋷				zuì				
鋸	KYO KO	거	KE	jù	ju4(14)	geoi3 goe3	cưa	
鋹	CHOU	창	CHENG	chǎng		cong2		
鋺	EN	원	WEN	yuǎn				
鋻	KEN			jiàn				
鋼	KOU	강	KANG	gāng	gang1(526)	gong1 gong3	gang	
鋽		조	CO	diào				
鋾				táo				
鋿	SHOU JOU			cháng				
錀	RIN HUN			lún				
錁				guǒ		gwo2	khoá	
錂	RYOU			líng				
錃				bēi				
錄	ROKU RYO	녹 록	LOK YE	lù	lu4(143)	luk6		
錅				lí				
錆	SEI SHOU	창	CHENG	qiāng		coeng1	thanh	
錇				póu				
錈	KEN GAN			juǎn				
錉				mín				
錊				zuì				
錋				péng				
錌				àn				
錍	HI HEI HAI			pī		pai1		
錎				xiàn				
錏	A E	아	A	yā		aa3		
錐	SUI	추	CHWU	zhuī		zeoi1	dùi	jui
錑	RAI RE REI			lèi				
錒				kē		aa1 aa3		
錓				kōng				
錔	TOU			tà		daap6 taap3		
錕	KON ZEN NEN	곤	KON	kūn		gwan1		
錖				dú				
錗				nèi				
錘	TSUI SUI	추	CHWU	chuí	chui2(15)	ceoi4		
錙	SHI	치	CHI	zī		zi1		
錚	SOU	쟁	CAYNG	zhēng		zaang1 zang1	trành	
錛				bēn		ban1		
錜	JOU NYOU			niè				
錝	SOU SU			zòng				
錞	SHUN JUN TON TAI ZUI	순	SWUN TAY	chún		deoi6 seon4		
錟	TAN DAN SEN ZEN	담	TAM	tán		taam4		
錠	JOU TEI	정	CENG	dìng	ding4(13)	ding3	đĩnh	
錡	KI GI	기	KI UY	qí		ji2 kei4		
錢	SEN	전	CEN	qián	qian2(817) qian5(78)	cin2 cin4 zin2	tiền	*dzhiɛn
錣	TEI TETSU	철	CHEL	zhuì		zyut3		
錤	KI GI	기	KI	jī		gei1		
錥	IKU			yù		juk6		
錦	KIN	금	KUM	jǐn	jin3(50)	gam2	gấm	*gyǐm
錧	KAN	관	KWAN	guǎn		gun2 gun3		
