[								
]								
㐊								
㐋								
㐧								
㓀								
㓁				wǎng		mong5		
㓅				tīng		ding1 ting1		
㔫								
㔹				lè		lak6		
㕕				huàn		nap6 wan6		
㕚				zhǎo		zaau2		
㕛				xù		zaau5		
㝉				zhù		cyu5		
㞢						zi1		
㠪				jù		geoi6		
㢧				juàn		gyun2		
㲸				xī		kap1	ướt	
㸦				hù		wu6 wui1		
不	FU BU FUTSU HI	부 불	PWU PWUL	bù	bu4(23305) bu5(555)	bat1 fau2	bất	*biət biət
与	YO		YE	yǔ	yu3(962) yu4(10)	jyu4 jyu5 jyu6	dữ	
丏	BEN MEN		MYEN	miǎn		min5		
丐	KAI KATSU		KAL KAY	gài		koi3	cái	
丑	CHUU CHU	축	CHWUK CHWU	chǒu	chou3(31)	cau2	sửu	
丒	CHUU			chǒu				
专	SEN			zhuān	zhuan1(602)	zyun1		
丗	SEI SE			shì				
丬				qiáng				
中	CHUU	중	CWUNG	zhōng	zhong1(4875) zhong4(66)	zung1 zung3	trung	*djiùng djiung
丮	KEKI KYAKU		KUK	jǐ				
丯	KAI			jiè				
丰	HOU FU FUU BU	봉	PONG	fēng	feng1(264)	fung1	phong	
丹	TAN	단 란	TAN	dān	dan1(31) dan5(11)	daan1	đam	*dɑn dɑn
为				wèi	wei4(3962) wei2(2433)	wai4 wai6		
之	SHI	지	CI	zhī	zhi1(2282)	zi1	chi	*jiə jiə
乌				wū	wu1(69)	wu1		
乢	GAI			gài				
乣	KYUU		KYU	jiǔ				
乤			HAL	xià				
乥				hù				
书				shū	shu1(1446)	syu1		
予	YO SHA	여	YE	yǔ	yu3(40)	jyu4 jyu5	nhừ	*iu iu
云	UN	운	WUN	yún	yun2(207)	wan4	vân	*hiuən hiuən
互	GO KO	호	HO	hù	hu4(288)	wu6	hỗ	hò
亓	KI		KI	qí		kei4		
五	GO	오	O	wǔ	wu3(1864)	ng5	ngũ	*ngǒ ngǒ
井	SEI SHOU	정	CENG	jǐng	jing3(147)	zeng2 zing2	tỉnh	*tsiɛ̌ng tsiɛ̌ng
亖	SHI			sì				
亢	KOU	항	HANG	kàng		gong1 kong3	cang	kɑ̀ng
亣				tà				
什	SHUU JUU	십 집	SIP CIP	shén	shen2(4045) shen5(17)	sam6 sap6 zaap6	thập	
仁	JIN NIN NI	인	IN	rén		jan4	nhân	njin
仂	ROKU RYOKU		LUK	lè		lak6		
仃	TEI			dīng		ding1	đừng	
仄	SOKU SHOKU SHIKI	측	CHUK	zè		zak1	trắc	*jriək jriək
仅	HU DO			jǐn	jin3(402)	gan2		
仆	FU HOKU	부	PWU	pū		fu6 puk1	bọc	più
仇	KYUU GU	구	KWU	chóu	chou2(71)	cau4 kau4 sau4	cừu	
仈	HATSU HACHI			bā				
仉	SHOU			zhǎng		zoeng2	kẻ	
今	KON KIN	금	KUM	jīn	jin1(1239)	gam1	kim	*gyim gyim
介	KAI	개	KAY	jiè	jie4(156)	gaai3	giới	gæì
仌				bīng				
