[								
]								
㐦								
㒡				yóu		zaau4		
㒢								
㒣								
㔑				chì				
㘐				pào		cit3 pau3		
㘑				lì		lai6		
㘒								
㙾				xì		hok6		
㙿								
㜲				wěng		zing4		
㜳				huái		gwaai1 wai4		
㜴				mèng		mung6		
㜵				niǎo		niu5		
㞡				zhǎn		zin2		
㠠				lú		lou4		
㠡				niǎo		muk6 niu5		
㠢				huái		wai4 wik6		
㠣				lì		lik6		
㢝				sū		sou1		
㣸								
㦥				xuān		hyun1		
㦦				xì		hak1		
㦧				cǎn		caam2		
㩬						hei1 ngaat6		
㩭				bó		gaau2		
㬩				huì		waai6		
㬪				dié		dip6		
㯾				zāo		zou1		
㯿				liè		lip6	xộp	
㰀				lí		lai4		
㰁				luǒ		lo2	lõi	
㰂				shěn		sam2		
㰃				mián		min4		
㰄				jiàn		zin1 zin3		
㰅				dí		dek6 dik1 zak6		
㰆				bèi		bei6		
㰇						cim3 zim1		
㰈				liǎn		lim5		
㱊				yōu		zaau1		
㲱				liè		lip6		
㶄				yán		teoi4 zim4		
㶅				xué		hok6		
㶆				zhū		zyu1		
㶇				héng		waang4		
㶈				yíng		zing4 zing6		
㶉				xī				
㶊								
㶋								
㸆								
㸇				zuǎn				
㸉				xiè		sit3		
㹙				wěng		zing4		
㺡				lì		lik6 lim5		
㺢				huò		kut3		
㼃								
㼄						gei1 hei3 kaau5 zin5		
㼅								
㼆								
㽈				yì		ngaai6		
㽉				xiàn		gam3 ham3		
㽭				ruǎn		zyun5		
㿑				yào		zoek6		
㿒				dǎo		tou2		
㿓				jiá		gaap3		
㿧				chóu		caau4 mai4		
䀊				jiǎo		gau2 gei3 gei6 hau6		
䃰				cā		caat3		
䄢				qí		zaai1		
䆾				lán		laam4		
䆿				yì		gaam3 ngaai6		
䇕						deoi3 seoi1 zyu3		
䉏				xiè		aam2 hai6		
䉛				yù		zuk1		
䉜				zhì		zi6		
䉝				yǐ		zi2		
䉞				dǎn		cang4 daam2 daau2		
䉟				huò		wok6		
䉠				wéi		mei4		
䉡				tán		tam4		
䉢				sè		saap1		
䉤				sǒu		saau2		
䊪				lì		lai6		
䊫				cuǐ		ceoi1		
䊬				chuā		caa3		
䌜				niè		nip6		
䌝				jīn		gam1		
䌞				liǎn		lim5		
䌟				bó		pek3		
䌠				jiān		zim2		
䌡				tǐ		tai2		
䌢				líng		ling4		
䍁				suì		seoi6		
䍤				jǐ		zaai1		
䑆				yǎng		zoeng5		
䑇				zhì		zat1		
䑈				bó				
䕅				sǎo		sou2		
䕆				dòu				
䕇				huì				
䕈				xiè		dip6 seot1 sit3 sou3		
䕉				zé		zak3 zak6		
䕊				tán		sik1 tan4		
䕋				táng		tong4		
䕌				zhì		zi6		
䕍				yì		zaau5 zeoi6		
䕎				fú		fuk1		
䕏				é		ngo4		
䕐								
䕑				jùn		seoi1		
䗴				tíng				
䗵				jiāng		goeng1		
䗶				là		laap6		
䗷				yì		zi3 zik1		
䗸				yōng		zung2		
䗹				cì		ci3 zi4		
䗺				yǎn		zin4		
䗻				jié		zik1 zit3		
䙤				duǒ				
䙥				líng		ling4		
䚏				lìn				
䚐				jí				
䚑				mái				
䚒				chuáng		so2 zong6		
䚓				niǎn				
䚨				fèi		fai3		
䚩				jiǎo		faan4 hiu1 kiu4 ziu4		
䚬				lín		leon4		
䜋				huì				
䜌				luán		lyun4		
䜍				liáo		liu4		
䜎				láo		lou4		
䜏				tuō				
