[								
]								
㒿				lí		lei4		
㘘								
㜺				zàn		zaan2		
㠧				mǐ		mei5		
㡩				luán		lyun4		
㡪				nié				
㦫				zā		zaat3		
㦬				luǒ		lo2		
㬬				jù		ak1 geoi2 geoi6		
㬭				jiào		ziu3		
㰗				qí		cik1 cuk1		
㰘				yí		zi4		
㱌				yé		cit3 zim1		
㶗				fàn		fan4 fan6		
㶙								
㶚				bà		baa3		
㸎				niè		nip6		
㹛				ráo		ziu2		
㽊				xiè		sik1 sit3		
㿘				yíng		zing4		
䀌				xì				
䂁				chán		cam1 cam4 sam1		
䃸				xiàn		cim1 zaam1		
䃹				làn		laan6		
䆎				xiān		cim1 lim4		
䆏				fèi		faai3 faan5		
䇁				sī		si1		
䉮				lìn		leon6 long5 mong4		
䉯				xiàn		gaa3 haang1 zim3 zin6		
䉰				xiào		ngau4		
䉱				ōu		aau1		
䊰				chú		cyu5		
䌪				yǎn		zim4 zim5		
䌫				lǎn		laam6 leoi6 lip6		
䌬				chóng		cung4		
䌭				jiāo		ziu1		
䍽				lì		lik6		
䏊				lóng		lung4		
䑏				quán		kyun4		
䒐				méng		ci2 mung6		
䕦				yíng		zing4		
䕧				xiào				
䕨				téng		tang4		
䕩				lǎo				
䕪				zé		zaak6		
䕫				kuí		kwai4		
䕬						goeng1		
䕭				qián		cim4 zim1		
䕮				jú		guk1		
䕯				piáo		piu4	bèo	
䕰				fán				
䕱				tóu		dam1 ding1 taau4		
䕲				lǐn		lam5		
䘅				nái		naang4		
䘆				xiǎn		hin2 hyun2	hến	
䘇				wén		man1		
䘈				lì		laai6 lit6		
䘉				cán		caam4		
䙫								
䜟				chén		caam3 cam3		
䜠				chè		zi3		
䜡				yù				
䜲				liè		laai6 lip6		
䝓				liè		lip6		
䞊				xùn				
䟍				biān		bin1		
䟎								
䟏				lì		lik1		
䠬				dèng		dang3		
䡺				wèi		wai6		
䡻				mín		maan4		
䤕				xuè				
䤖				bào		bou6		
䥧				huán		syun4		
䥨				lǜ		leoi6		
䥩				wéi		mei4		
䥪				xiǎn		hin2		
䥫				tiě		diu1 tit3		
䥬				bó		baat6 bok6 hot3		
䥭				zhèng		zing3		
䥮				zhú		zuk1		
䦵				nǐ				
䨈				bīn		ban1		
䨲				nóu				
䨳				xì		hei1		
䨴				duì		deoi6 hau1		
䨼				hù		wu6		
䩎								
䪅				dú		duk6		
䪆				tǐ		tai2		
䪜				chān		sim4 zim4		
䪰				yī		zi1		
䫲				hàn		haam2 zim2		
䫳				dú		duk6		
䫴				jìn		gaam3 ging6		
䭝				kuài		kui2		
䭞				yì		zik6		
䭟				yè		zip6		
䭠				jiǎn		haam2 him3		
䮲				huáng		wong4		
䮳				fán		faan4		
䮴				dèng		dang6		
䮵				tóng		tung4		
䮶								
䯣				kuì		waai2		
䯫				hào		hou6		
䰎				kuì		waai2		
䰝				zèng		zang6		
䰫				chāo		caau1		
䰬				jú		gwaat1		
䰭				nòu		zyu4		
䱾				lóu		laau1 laau4		
䱿				chàn		caam3		
䲀				zhì		zi3		
䲁				wèi		to5 waai3		
䲂				xuán		syun4		
䲃				zǎo		zou2		
䲄				mín		maan5 mang4		
䲅				guī		kwai1		
䲆				sū		sou1		
䲇								
䲈								
䳷				cóng		cung4		
䳸				má		maa4 mai4 min5		
䳹				kòu		kaau3 kaau5		
䳺				yàn		aam1 an3		
䳻				cán		caam4		
䳼						aau1		
䳽				hè		hok6		
䴩				piáo		piu4		
䵁				qiàng		coeng1		
䵂				zhí		zak6		
䵅				áo		ngou4		
䵚				tǎo		ceoi4 dou3 saam2 tou2		
䵸						caau1		
䶇				zhòu		zau6		
䶜				gǔ		guk1		
䶝				qià		haap1		
䶬				jiān		gin1		
儻	TOU	당	TANG	tǎng		tong2		
儼	GEN	엄	EM	yǎn		jim5	nghiễm	
囅	TEN TETSU TECHI		CHEN CHEL	chǎn		cin2		
囆	TAI TE		CHAY	chài		caai3		
囇				lì				
囈	GEI	예	YEY	yì		ngai6		
囉	RA	라	LA	luō		lo1 lo4	la	
囊	NOU	낭	NANG	náng		nong4		*nɑng
囋	SATSU ZACHI		CHAL CHAN	zá		zaan3		
囎	SO			zen				
圝	RAN		LAN	luán				
夔	KI GI	기	KI	kuí		kwai4		ghyui
奱	REN			luán				
孊				mǐ				
孋	RI REI RAI			lí		lei4		
孌	REN RAN BAN MAN	련	LYEN	luán		lyun5		liuɛ̌n
孿	SAN SEN REN	산	SAN	luán		lyun4		
巎	DOU			náo				
巑	SAN ZAN	찬	CHAN	cuán		cyun4		
巒	RAN	만	MAN	luán	luan2(13)	lyun4		luɑn
巓	TEN	전	CEN	diān		din1		
巔	TEN		CEN	diān		din1		*den
巕				nie				
巗				yán				
廲	REI RAI RI			lí				
彎	WAN	만	MAN	wān	wan1(161)	waan1		quan
彲	CHI			chī				
懿	I	의	UY	yì		ji3		
戂				mí				
戵	GU	구	KWU	qú				
攞	RA			luó		lo1 lo2	rà	
攟	KUN			jùn				
攠				mí		mei4		
攡				lí		ci1		
攢	SAN	찬	CHAN	zǎn	zan3(10)	cyun4 zaan2		dzhuɑn
攣	REN	련	LYEN	luán		lyun4		liuɛn
攤	TAN DAN DA	탄	THAN	tān	tan1(72)	taan1	nặn	
攦	REI RAI SHI RI			lì		lai6		
攧				diān				
櫷			KWI	guī				
欆	SOU			shuāng				
欇	SHOU			shè				
欈				wéi				
欉	SOU SU			cóng				
權	KEN GON	권	KWEN	quán	quan2(483)	kyun4	quyền	*ghyuɛn
欋				qú				
欍				jiu				
欎				yù				
歡	KAN	환	HWAN	huan	huan5(252) huan1(248)	fun1	hoan	*xuɑn
氍	KU GU KYO GO			qú		keoi4		
灑	SAI SHA	쇄	SAY SWAY	sǎ		saa2	ngơ rợi	*shrǎ shri shriɛ̀ shriɛ̌ shrɛ̌i
灒				zàn		zaan3 zaan6		
灔	EN			yàn				
灕	RI			lí		lei4		
灖				mǐ				
灗				shàn				
灘	DAN KAN	탄	THAN	tān	tan1(62)	taan1 taan5		*tɑn
爜				cóng				
爝	SHAKU SAKU SHOU			jué		zoek6		
爞				chóng		cung4		
