[								
]								
㑣				lán		lam2 lam4		
㑥				yì		zi6		
㑦				lì		leoi6		
㑧				jì		gwai3		
㑨				yǔ		zyu5		
㑩				luó		lo4		
㑪				chái		caai4		
㑫							nộm	
㑬								
㑭								
㒭						kwaan1 kwaan1 leoi4		
㓐				lù		luk6		
㓑				xìng		haang6		
㓒								
㓬						fu1		
㓭				shé		hot3		
㓮						diu1		
㓯				lí		lei4		
㓰				huà		waak6		
㔝				liǎng		loeng5		
㔞				kuài		fai3		
㔟								
㕋				qín		kam4		
㕌				ài		ngoi6 zak6		
㕍						deoi1		
㕖				sù		sou3		
㖏				niè		nip6		
㖐				wěi		do6 hei3 waai2		
㖑				xiè		hai6	nhái	
㖒				tí		tai4		
㖓				hóng		hung4		
㖔				tǔn		taan1		
㖕				niè		zip6 zit6		
㖖				niè		saan1 zip6 zit6		
㖗				yín		zaam4	sùm	
㖘				zhēn		san2 seon2		
㖙								
㖚								
㖛								
㖜								
㖝								
㖞				wāi		waa1		
㘣				xuán		zyun4		
㘿				niè		nip6		
㙀				liù		lau6		
㙁				méi		muk6		
㙂				duì		deoi3		
㙃				bāng		bong1		
㙄				bì		bai6		
㙅				bǎo		bou2		
㙆								
㛍				qiè		hap6		
㛎				lǚ		leoi5		
㛏				qiú		kau4		
㛐				sǒu		sou2		
㛑				càn		caan3		
㛒				dòu		daau2 daau6 zaau6		
㛓				xī		ci1 dou1 hei1		
㛔				fēng		fung1		
㛕				yì		zaap1		
㛖				suō		so1 zo6		
㛗				qiē		so1		
㛘				pò		but6		
㛙				xīn		san1		
㛚				tǒng		tung2		
㛛				xìn		saan1 zaan3		
㛜				yóu		zaau4		
㛝				bèi		bui3		
㛞				lòng		lung6		
㛟								
㛡								
㛢								
㛣				yún				
㛤				lí				
㝂				zhì		caam4 dap3 gei1 zaai3 zit3		
㝃				miǎn		hei1 min5		
㝗				láng		gong1		
㝘				yóng		zung4		
㝙				yín		zaan4		
㝚				yán				
㝶				ài		dak1		
㝸				biàn		beng2 bin6		
㞂				tuǐ		teoi2		
㞗				qiú		gau1		
㟇				cuò		co4		
㟈				qiú		kau4		
㟉				láo		lou4		
㟊				fú		fu1		
