[								
]								
㕔						teng1 ting1		
㚁				qiào		kiu4		
㶞				nǎng		nong5		
㶟				lěi		leoi5		
㺧						hei3 hiu1 ho2	heo	
㽋				luó		lo4		
㿚				luò		lo6		
㿛				lì		lai6		
䂎				zuǎn		zyun2		
䃺				mó		mo4		
䉶				shuāng		soeng1		
䌯				quān		hyun1		
䌰				niè		sip3		
䌱				luò		bok6 lok6		
䌲						fan1		
䍦				lí		lei4		liɛ
䕸				jiē		gaai1		
䕹				zá		cap3 zap6 zip3		
䕺				cóng		cung4		
䙮				guàn		gun3		
䙯				cù		cuk1		
䟑				yuè		zoek6		
䠯				yuè		zoek6		
䡼				líng		ling4		
䢲				yuè				
䤗				gǎn				
䤘				chǎn				
䥵				xiǎo		hiu2		
䥶				lì		lik6 loek3		
䥷				zhá		lou5 zan2 zat3		
䨷				xiàn		sin4		
䩏				miè		mit6		
䪉				liè		lip6		
䫵				mián		min4		
䫶				fán		fan4		
䬟				liú		lau4		
䭥				xuè		zoeng6		
䮺				jì		zai1		
䮻				chì		tou2		
䮼				lín		leon4		
䯥				àn		zaap1		
䰏				jì		zaai3		
䰐				lán		laam4		
䰑						siu1 sou1		
䰒				méng		mung4		
䰯				yì		zi5		
䰰				rú		naau6 zyu4		
䲐				lǔ		lou5		
䲑				yí		zeoi4 zi4		
䲒				xiè		hai5 ngai4		
䲓				yǎn		zim5		
䲔				qíng		goeng1 king4		
䲕				pū		pou2		
䴇				líng		ling4		
䴈				ǎo		ou2		
䴉				huán		syun4		
䴊				yí		faan3 gon1 zi4 zi5		
䴋				huán		syun4		
䴙				pì		pik1		
䴪				lù		luk6		
䴫				líng		ling4		
䵄				bí		fung1		
䵐				chǎn		zin2		
䵱				xì		sik1		
䵹				zhī		zi1		
䵻				gǔ		waai6		
䵼				shāng		soeng1		
䶠				jiǎn		gaam1		
䶡				shí		saat6		
䶢				jiān		gaam1		
儾				nàng				
囑	SHOKU	촉	CHOK	zhǔ	zhu3(35)	zuk1	chúc	jiok
囒			LAN	lán		laan1	rợn	
囓	KETSU GETSU		SEL NYEL	niè		jit6 ngaat6 ngit6		nget
壩	HA HE		PHA	bà	ba4(24)	baa3		
奲	SHA SEN TA			duǒ		ce2 do2		
孎	SHOKU SOKU ZOKU TAKU CHOKU			zhú				
孏				lǎn				
屭	KI			xì		ai3 hei3		
攬	RAN	람	LAM	lǎn		laam2 laam5	lãm	lɑ̌m
攭				lì		lai5		
曭				tǎng		tong2		
曮	GAN GON GEN	엄	EM	yǎn				
欓				dǎng		dong1 dong2		
欔				jué				
欕			EM	yan				
灝	KOU GOU KAN KON	호	HO	hào		hou6		
灞	HA	파	PHA	bà		baa3		bà
灟				zhú			luộc	
灠				lǎn		laam5 laam6		
灡				lán		laan4	làn	
爣				tǎng		tong2		
犪				kuí		kwai4		
瓛	KAN GAN KEN KON	환	HWAN	huán		wun4		
瓥				lì				
癱	TAN	탄	THAN	tān		taan1 taan2		
癲	TEN	전	CEN	diān		din1	điên	
睷		건	KEN	jiān				
矕	BAN MAN RAN			mǎn		maan5		
矗	CHIKU SHUKU CHUU	촉	CHOK	chù	chu4(14)	cuk1	sực	
礸				zǎn				
禶				zàn				
禷				lèi		leoi6		
穲				lí				
籪				duàn		dyun6		
纗				zuī				
罐	KAN	관	KWAN	guàn	guan4(40)	gun3		
羈	KI	기	KI	jī		gei1		*gyɛ
羉				luán		lyun4		
艭	SOU			shuāng		soeng1		
艷	EN		YEM	yàn	yan4(38)	jim6	diễm	
蘲				léi		leoi4		
蘳				huī				
蘴				fēng		fung1		
蘵				zhī		zik1		
蘶	GI			wèi				
蘷				kuí				
虪				shù				
蠵	KEI E I			xī		kwai4		
蠶	SAN TEN	잠	CAM	cán	can2(62)	caam4	tằm tàm	*dzhom
蠷				qú		fok3 keoi4		
蠸				quán		kyun4		
蠹	TO TSU	두	TWU	dù		dou3		
蠺	SAN			cán				
衋	KYOKU KOKU			xì		sik1		
衢	KU	구	KWU	qú		keoi4		*ghio
襵	SHOU CHOU			zhě		zip3	nếp	
襶				dài		daai3 de2		
襷				ju				
讑				yào				
讒	SAN ZAN	참	CHAM	chán		caam4	sàm	jrhæm
讓	JOU	양	YANG	ràng	rang4(974)	joeng6	nhường	*njiɑ̀ng
讔	IN ON			yǐn		jan2		
讕	RAN			lán		laan4		
讖	SHIN	참	CHAM	chèn		caam3 cam3		chrìm
贛	KOU KU KAN KON	공	KONG	gàn		gam3 gung3		
躝	RAN TAN DAN			lán		laan1 laan4		
躞	SHOU		SEP	xiè		sip3 sit3		
躟				ráng		joeng4		
躠				sǎ		sit3		set
軈				ying				
醽	REI RYOU			líng		ling4		
醾				mí		mei4		
醿	BI			mí				
釀	JOU	양	YANG	niàng	niang4(10)	joeng6		niɑ̀ng
鑨	ROU RU			lóng		lung4	xuổng	
鑩				è				
鑪	RO	로	LO	lú		lou4 lou5		lo
鑫	KIN KON KUN			xīn		jam1		
鑬				jiàn				
雥				zá		zaap6		
雦				jí				
靂	REKI RYAKU	력	LYEK	lì		lik1 lik6	rích	lek
靃	KAKU SUI			huò				
靄	AI	애	AY	ǎi		oi2		qɑ̀i
靅				fèi				
靆	TAI	체	CHEY	dài		doi6		
靇				lóng				
靈	REI RYOU	령 영	LYENG	líng	ling2(170) ling5(15)	leng4 ling4	linh	*leng
韆	SEN	천	CHEN	qiān		cin1		tsiɛn
韇	TOKU DOKU			dú		duk6		
韈	BETSU BATSU			wà				
韤	BATSU MACHI BETSU			wà				
韥				dú				
顰	HIN BIN	빈	PIN	pín		pan4		bhin
驝	TAKU CHAKU RAKU WAKU			tuō		tok6		
驞				pīn				
驟	SHUU	취	CHWI	zhòu	zhou4(20)	zaau6 zau6	sậu	jrhiou
髕	HIN BIN		PIN	bìn		ban3		
鬡				níng				
鬢	HIN BIN	빈	PIN	bìn		ban3		*bìn
鬬	TOU			dòu				
鬭	TOU			dòu		dau3	đấu	dòu
魗	SHUU SHU JU			chǒu				
魘	EN YOU	염	YEM	yǎn		jim2		
魙				zhān		zim6		
鱜	KYOU			xiang				
鱝	FUN BUN		PWUN	fèn				
鱞	KAN KON			guān				
鱟	KOU GU YOKU OKU		HWU	hòu		hau6		
鱠	KAI	회	HOY	kuài		kui2	gỏi	
鱡				zéi				
鱢				sāo				
鱣	TAN SEN ZEN DAN	전	CEN	zhān		zin1		djiɛn
鱤	KAN KON			gǎn				
鱥				guì				
鱦				yìng				
鱧	REI	례	LYEY	lǐ		lai5		
鱩				lei				
鱪				shu				
鱫	AI			ai				
鷹	YOU OU	응	UNG	yīng	ying1(19)	jing1	ưng	*qiəng
鷽	KAKU GAKU AKU	학	HAK	xué		hok6		
鷾	I			yì		ji3		
鷿		벽	PYEK	pì		pik1		
鸀				chǔ		suk6 zuk1		
鸁				luó		lo4		
鸂	KEI			xī		kai1		kei
鸃				yí		ji4		
鸄				jī				
鸅				zé				
鸆				yú		jyu4		
鸇	SEN KEN	전	CEN	zhān		zin1		jiɛn
鸈				yè				
鸉				yáng		joeng4		
鸊	HEKI HYAKU HAKU HI			pì				bhek
鹼	KEN KAN SEN			jiǎn	jian3(31)	gaan2		
鹽	EN	염	YEM	yán	yan2(70)	jim4		iɛm iɛ̀m
麠				jīng		geng1 ging1		
黂				fén		fan4		
鼝				yuān				
鼞				tāng		dong1 tong1 tong4		
齅	KYUU			xiù		cau3		
齆	OU O			wèng		ung3		
齲	KU U	우	WU	qǔ		geoi2		
齳	GUN			yǔn				
齴				yǎn		jin6 ngaan5		
齵	GOU GU			óu		jyu4		
齶	GAKU	악	AK	è		ngok6		
齷	AKU	악	AK	wò		aak1 ak1		
靈	REI RYOU	령 영	LYENG	líng	ling2(170) ling5(15)	leng4 ling4	linh	*leng
