㴯				zhī		zi1		
㴰				néng		naang4		
㴱						sam1		
㴲				sī		si1		
㴳				lǒng		lung5		
㴴				chén		zaam3		
㴵				mì		mat6		
㴶				què		huk6 kok3		
㴷				dān		dam1 tam4		
㴸				shǎn		sim2		
㴹								
㴺								
㴻								
㷎				hè		hot3 kit3		
㷏				yǒng		zung2		
㷐				huǐ		kui2 waai2		
㷑						nim6 soeng1 zaan1 zin1		
㷒				yú		zyu4		
㷓				zǒng		zung2		
㷔				yàn		zim6		
㷕				qiú		zaau4		
㷖				zhào		ziu3		
㷗				jiǒng		gwing2		
㷘				tái		toi4		
㷙						zin1		
㷚							đoành	
㷛						bou1		
㷜								
㷝							dụt	
㷞								
㸙				zhē		ze1		
㹅				zǒng		zung2 zung2		
㹆				huī		fai1		
㹇				hé		gin1 hok6 hot3		
㹈				lí		lei4 mou4		
㺇				sī		si1		
㺈				chī		ci1		
㺉				hù		huk6		
㺊				yàng		zoeng6		
㺋				wēng		zung1		
㺌				xiàn		laam6		
㺍				pín		ban1 pun4		
㻗				bèi		faai2 pui5		
㻝				là		laat6		
㻞				bīn		ban1		
㻟				suí		ceoi4		
㻠				tú		tou4		
㻡				xuē		sit3		
㻢								
㻣								
㻤								
㻥								
㻦								
㼫				huàn		fun1		
㼬				xìng		hang6		
㼭				diàn		dim3		
㼮				chāi		caai1		
㼯				dòng		dung6		
㼰				pí		be1 maa3 paai6 pei4 sit3		
㼱				ruǎn		zeon3 zyun5		
㽎				tán		taam4		
㽡				bēi		baai3 bei1		
㽢				ǎn		aam2 au2 au3 zip6		
㽣				yù		wik6		
㽤				jú		guk1		
㽰				shù		so1		
㾢				ài		loi6		
㾣				qīn		zaam1		
㾤				qiāng		hong1		
㾥				chù		cuk1		
㾦				pèi		pui3		
㾧				kuò		fo3		
㾨				yī		zi1		
㾩				guāi		gwaai1		
㿢				yào		ziu6		
㿲						zi1		
㿳				zī				
䀄				méng		mung4		
䀅				shè		se6		
䁁				liàng		loeng6		
䁂				xiàn		haan6		
䁃				biāo		biu1		
䁄				xìng		haang6		
䁅				měng		maang5		
䁆				yè		zaap1		
䁇				mì		maak6 maat6		
䁈				qì		hei2 kaai3		
䁉				qì		hei2 kaai3		
䂔				xìng		haang6		
䂷				guāi		gwaai1		
䂸				guó		gwok3		
䂹				suǒ		sok3		
䂺				wǒ		wo2		
䂻				zhèng		zaang6		
䂼				niè		nip6		
䂽				diào		diu6		
䂾				lǎi		lei4 loi2		
䂿				tà		taap3		
䃀				cuì		ceoi3		
䃁				yā		aa1		
䃂				gǔn		gwan2		
䃃								
䃄								
䃅				dī		dai1		
䃆								
䃇				mián		min4		
䄋				yǎn		zim2 zim3		
䄌				zhuì		zeoi3		
䄍				zhà		caai4 zaa3		jrhà
䄎				qǐ		hei2		
䄏				yú		ziu1		
䄐				quàn		hyun3		
䄑				huó		wut6		
䄒				niè		naam5		
䅔				zī		zi1		
䅕				jū		geoi1		
䅖				ān		aam1		
䅗				suì		seoi6		
䅘				lái		loi4		
䅙				hùn		waan6		
䅚				quǎn		ci1 hyun3 nei5 seon3 sit3		
䅛				chāng		coeng1		
䅜				duò		do6		
䅝				kōng		hung1		
䅞				nè		noi6		
䅟				cǎn		sam1		
䆦				shèn		sam1		
䆧						fo2 wo1		
䆨				níng		ming4		
䆩				míng		ming4		
䇎				què		coek3		
䇏				duì		deoi3		
䇐				lì		lei6		
䇑				bà		baa6		
䇵				yí		ngaan4 zi4		
䇶				jué		gok3		
䇷				bié		baat1 bit6 but6		
䇸				chéng		cing4 ting1		
䇹				jùn		kwaan2		
䇺				dòu		daau2 daau6		
䇻				wěi		mei5	vỉ	
䇼				yì		ci3 zaap1		
䇽				zhé		zaai3		
䇾				yán		zin4		
䇿								
䈀				sān		saan1		
䊇				bù		bou6		
䊈				méi		mui4		
䊉				sǎn		sam2		
䊊				wèi		mei6		
䊋						zong1		
䊌								
䋟				jì		gei6		
䋠				bǔ		bou2		
䋡						syu1		
䋢				biē		bit3		
䋣				fán		faan4		
䋤				yuè		zoek6 zoeng2		
䋥				lí		laai6 lei4	lưới	
䋦				fán		faan4	mối	
䌼				ruì		zeoi6		
䍛				gù		gu3		
䍜				zhào		zaau3		
䍝				tà		dap6		
䍱				xú		ceoi4 zyu4		
䎋				kào		kaau3		
䎌				chù		cuk1		
䎍						fu1		
䎎				nà		naa5		
䎤				jú		guk6		
䎥								
䎸				wù		ng6		
䎹				wén		maan4 maan6		
䏋				sù		suk1		
䐍				chù		zaau1		
䐎				dī		daai1 daai6		
䐏				chǔn		ceon2		
䐐				qiū		cau1		
䐑				zhé		bai3 dip6 pung3 sip3 sit3 zip3		
䐒				zhā		zaa1		
䐓				róu		zaau4		
䐔				bǐn		baan3		
䐕				jí		caap1 tou1		
䐖				xī		ngaai4 zi4		
䐗				zhū		zyu1		
䐘				jué		koek6		
䐙				gé		gaak3		
䐚				jī		zik1		
䐛				dā		dap3		
䑓				tái		toi4		
䑯				dì		daai6		
䑰				bù		bou6		
䓂				yán		zin4		
䓃				yì		zaap1		
䓄				yín				
䓅				qí				
䓆				zhé		zit3 zoek3		
䓇				xì		hak1		
䓈				yì		zik6		
䓉				yé		ze4		
䓊				wú		ng4		
䓋				zhī				
䓌				zhì		zi3		
䓍				hǎn				
䓎				chuò				
䓏				fū				
䓐				chún		seon4		
䓑				píng				
䓒				kuǎi		gwaai2		
䓓				chóu		caau4 zaau6		
䓔								
䓖				qióng		kung4		
䖗				yán				
䖶				huī				
䖷				xī		hei1	he	
䖸				é		ngo4		
䖹				yáng		zoeng4		
䖺				tiáo		siu6 tiu4		
䖻				yóu		zaau4		
䖼				jué		goek3		
䖽				lí		lei4		
䖾								
䘒				zuī		co4 zeoi1 zyun1		
䘯						sau1 sok3		
䘰				shān				
䘱				yù		zyu6		
䘲								
䚀								
䚁								
䚘				chéng				
䚙				xuān				
䚚				xiǎn				
䛔				ná		naa4		
䛕				yù		naa4 zyu4		
䛖				è		zaai6		
䛗				zhǐ				
䛘				rén		zaam4 zim4		
䛙				xù		cuk6		
䛚				l&#xfc;è				
䛛				huì				
䛜				xùn		seon3		
䜤								
䜶				xiáng		hong4		
䝉								
䝰				zhì				
䝱				xié				
䝲				jìn		zeon2		
䞌				shé		sit3		
䞒				dòng		dung6		
䞥				yòu				
䞦				hé				
䞧				hòu		hau6		
䞨				guǐ		kwai2		
䞩				è				
䞪				jiàng		zoeng6		
䟮				fú		fuk6		
䟯				kuò		kut3		
䟰				jiǎn				
䟱						ci3 cuk1 zik6		
䟲								
䟳								
䠷				tiǎo		tiu1		
䠸				kuā				
䠹				ái		haai4		
䠺								
䡓				juàn		hin1		
䡔				qǐ				
䡕				zhěng		cing2		
䡖				qìng				
䡗				gǒng		gung2		
䢅				chén		san4		
䢡				yè				
䢽				xiàng		hong6		
䣓				lí				
䣔				suǒ		caau4 lik6 so2 zeon1		
䣕				mǎ		maa5		
䣖				mǎ		maa5		
䣗								
䣱				xù		zyu3		
䣴				xù		heoi2		
䣵				èr		nei6		
䣶				huó		tim4		
䣷				zhū		zyu1	chua	
䣸				rǎn				
䣹				fá		fat6		
䤡				rǎn		zim5		
䤢								
䤣				l&#xfc;è		lyut3		
䥽				pō		put3		
䥾				xiě		se2		
䥿								
䦈				jiē		ze1		
䦉								
䦒				dàng		dong6		
䦓				zhān		zim1		
䦔				tǎn		taan2		
䧚				hào		hou6		
䧛				bàng		bong6		
䧜				táng		cang4 tong4		
䧝				chī		ci1 lei4		
䧞				mà		maa6		
䧟				xiàn		haam6		
䧷				róu				
䧸						gu1 zing4		
䧹				yīng		zing1		
䧺				xióng		hung4		qiòng
䨎				hóng		wang4		
䩂				xiān				
䩃				shì				
䩄				miǎn		tin2		
䩓				qí		kei4		
䩔				duò		bong2 bung2 pun4		
䩕				áng		ngong4		
䩖						saa1		
䩗				bà		baa3		
䩘				dì		daai1		
䪏				nà				
䪞				zá				
䪩				yín		zaam4		
䪳				yǔn		wan5		
䪴				zhěn		daam2 zam2		
䪵				yǎ		ngaa5		
䫺				hóng		wang4		
䫻				yù		waat6		
䫼				xuè		hyut3		
䫽				pāo		pau1		
䬦				dòu		dau3		
䬧				yuán		zyun4		
䬨				jiù		gaau3 haau3		
䬩						zai1 zok6		
䬪				bó		bok3		
䭵				fán		faan4		
䭶				qí		kei4		
䯨				qiāo		hau1 kok3		
䰳								
䲥						gau1		
䵝				yì		zi3		
亂	RAN RON	난 란	LAN	luàn	luan4(357)	lyun6	loạn	*luɑ̀n luɑ̀n
亃	RIN			lǐn				
亄	I		UY	yì		ji4		
亶	TAN SEN ZEN	단	TAN	dǎn		taan2		
亷	REN		LYEM	lián				
[								
]								
傪	SAN			cān				
傫				lěi				
催	SAI	최	CHOY	cuī	cui1(41)	ceoi1	thòi	*tsuəi tsuəi
傭	YOU CHOU	용	YONG CHWUNG	yōng		jung4		
傮	SOU ZOU	조	CO	zāo		cou4 zou1		
傯	SOU		CHONG	zǒng		zung2		
傰	HOU BOU		PWUNG	bēng				
傱	SHOU SHU SOU			sǒng		sung2	tuồng	
傲	GOU	오	O	ào	ao4(67)	ngou6	ngạo	ngɑù
傳	DEN TEN	전	CEN	chuán	chuan2(704) zhuan4(12)	cyun4 zyun6	truyền	djhiuɛ̀n
傴	U	구	KWU	yǔ		jyu2		qiǒ
債	SAI	채	CHAY	zhài	zhai4(36)	zaai3	trái	jrɛi
傶	SOKU SEKI SHAKU			zú		cik1		
傷	SHOU	상	SANG	shāng	shang1(393)	soeng1	thương	*shiɑng shiɑng
傸	SAU SHAU			chuǎng				
傹	KYOU GOU GYOU KOU			jìng				
傺	TEI TAI		CEY	chì		cai3		
傻	SA		SA	shǎ	sha3(62)	so4		
傼				hàn				
傽	SHOU	장	CANG	zhāng		zoeng1		
傾	KEI	경	KYENG	qīng	qing1(175)	king1	khuynh	*kiuɛng kiuɛng
傿	EN IN ON	언	EN	yàn		jin3		
僀	TEI			dì				
僁	SETSU SECHI		SEL	xiè		sik1		
僂	ROU RU	루	LWU	lóu		lau4	lũ	liǒ
僃	BI			bèi				
僄	HEU	표	PHYO	piào		piu3	xỉu	
僅	KIN	근	KUN	jǐn	jin3(402)	gan2 gan6		ghìn
僆	REN		LYEN	liàn		leng1 lin4 lin5		
僇	RIKU ROKU RU		LYUK	lù		luk6		
僈	BAN MAN		MAN	mán		maan6		
僉	SEN	첨	CHEM	qiān		cim1		
僊	SEN	선	SEN	xiān		sin1		*siɛn siɛn
僋	TAN TON		THAM	tàn				
僌	YOU			yíng				
働	DOU		TONG	dòng				
兡			PAYK					
兾	KI			jì				
兿				yì				
凗	SAI ZE		CHOY	cuī				
剷	SAN SEN	산	SAN	chǎn		caan2	xẻng	
剸	TAN DAN SEN		TAN CEN	tuán		tyun4 zyun1		
剹	RIKU ROKU KYOU KU		LYUK	lù				
剺	RI	리	LI	lí		lai5 lei4		liə
剻	HUU BU			pěng				
剼	SAN SEU			shān				
剽	HYOU	표	PHYO	piāo		piu5		piɛ̀u
剾				kōu				
剿	SHOU SOU	초	CHO	jiǎo	jiao3(25)	caau1 ziu2	tiễu	
募	BO MO	모	MO	mù		mou6		mò
勠	RIKU	륙	LYUK	lù				
勡	HEU	표	PHYO	piào				
勢	SEI SE	세	SEY	shì	shi4(442) shi5(10)	sai3	thế	*shiɛ̀i
勣	SEKI SHAKU	적	CEK	jī		zik1		
勤	KIN GON	근	KUN	qín	qin2(100)	kan4	cần	*ghiən
勥	KYOU GOU			jiàng				
勦	SOU SHOU	초	CHO	chāo		caau1 cau2 ziu1 ziu2	tẹo	
勧	KAN		KWEN	quàn				
匓	KYOU KU		KWU	jiù				
匯	WAI KAI E	회	HOY	huì	hui4(73)	wui6		huə̌i
厀	SHITSU		SUL	xī				
厁				san				
厪	KIN GON	근	KUN	jǐn				
厫	GOU			áo				
叠	CHOU			dié	die2(39)	dip6	điệp	
[								
]								
喍	SAI ZE		CAY	chái		caai4	rầy	
喿	SOU SHOU		SO	zào		co3 cou3		
嗀	KAKU KOKU		HAK	hù		hok3 hok6		
嗁	TEI DAI		CEY	tí		tai4		*dhei
嗂	EU		YO	yáo				
嗃	KOU KYOU		HYO HAK	hè		haau1 haau3 hok3	gào	
嗄	SA		SA AY	á		aa2 saa3		
嗅	KYUU	후	HWU	xiù	xiu4(14)	cau3 hung3		
嗆	SHOU SOU		CHANG	qiāng		coeng1 coeng3		
嗇	SHOKU	색	SAYK	sè		sik1		
嗈	YOU YU		ONG	yōng		jung1		
嗉	SO	소	SO	sù		sou3	nhố	
嗊	KOU KU		HONG	hǒng		gung3 hung2		
嗋	KYOU KOU		HYEP	xié		hip3		
嗌	EKI YAKU AKU AI EI		I AYK	ài		aai3 jik1		
嗍	SAKU			suō		sok3		
嗎	BA		MA	ma	ma5(1456) ma2(93)	maa1 maa3 maa5	mửa	
嗏	SA SHA			chā		caa1 caa2 zaa2		
嗐	KATSU GECHI KAI		HAL HAY	hài	hai4(14)	haai6		
嗑	KAHU	합	HAP	kē		haap3 hap6		
嗒	TOU		THAP	dā		dap1 taap3 tap3		
嗓	SOU		SANG	sǎng	sang3(63)	song1 song2		
嗔	SHIN	진	CIN	chēn		can1 zan1	xin	chin
嗕	SHOKU NIKU JOKU DOU NU		YOK	rù			nhóc	
嗖	SHUHU SHIU SHIYU			sōu		sau1		
嗗	ATSU ECHI			wā		gut2 gut4 gut6 gwat1	cút	
嗘	KEI			jī				
嗙	HOU		PANG	pǎng		pong3	bàng	
嗚	O U	오	O	wū	wu1(11)	wu1	ô	*qo
嗛	KEN KAN GAN KEHU	겸	KYEM	qiǎn		haam4 him1 hip3	khem	
嗜	SHI	기	KI	shì		si3		
嗝	KAKU KYAKU		KYEK	gé		gaak3		
嗞	SHI		CA	zī		zi1		
嗟	SA SHA	차	CHA	jiē		ze1		*tzia
嗠		락	LA	luò				
嗡	ROU RA		ONG	wēng	weng1(56)	jung1	óng	
嗢	RATSU RACHI ATSU ECHI	올	OL	wà		wat1	ồn	
嗣	SHI	사	SA	sì		zi6	tự	ziə̀
嗤	SHI	치	CHI	chī		ci1		chiə
嗥	KOU			háo		hou4		
嗦	SA			suo	suo5(30)	so1		
嗧			LYUN					
嗨	KAI			hāi	hai1(31)	hei1 hoi1		
嗩	SA		SWAY	suǒ		so2		
嗪				qín				
嗫				niè		zip6		
嗬				hē	he1(13)	ho2		
嗭			CIS	zhí				
嗮				sài		saai3		
嗯				ń	n2(48) n3(48) n4(48) ng2(48) ng3(48) ng4(48)	ng2 ng6		
嗰				gè		go2 go3		
嗱				ná		naa4		
嗲				diǎ		de1 de2 de4		
嗳				āi		oi2		
嗴				qiang				
嗵				tōng				
圑	HO FU			fù				
園	EN ON	원	WEN	yuán	yuan2(258)	jyun4	viên	*hiuəi
圓	EN	원	WEN	yuán	yuan2(197)	jyun4	viên	*hyuɛn
圔	OU YOU			yà				
圕	TOSHOKAN SHO			tú				
堽	KOU			gāng		gong1		
塃				huāng				
塉	SEKI SHAKU	척	CHEK	jí				
塊	KAI	괴	KOY	kuài	kuai4(929)	faai3	khối	kuɑ̀i
塋	EI	영	YENG	yíng		jing4		iuɛng
塌	TOU	탑	THAP	tā	ta1(32)	taap3		
塍	SHOU JOU	승	SUP	chéng		sing4		
塎	YOU YU			yǒng				
塏	KAI GAI	개	KAY	kǎi		hoi2		
塐	SO	소	SO	sù		sou3		
塑	SO	소	SO	sù	su4(113)	sok3 sou3		
塒	SHI JI	시	SI	shí		si4		zhiə
塓	BEKI MYAKU			mì		mik6		
塔	TOU	탑	THAP	tǎ	ta3(49)	taap3		tɑp
塕	OU O			wěng		jung1 jung2		
塖	SHOU			chéng				
塗	TO	도	TO	tú		tou4	đồ	*dho
塘	TOU	당	TANG	táng	tang2(81)	tong4	đường	*dhɑng
塙	KAKU KOU	고	KO	què		kok3		
塚	CHOU	총	CHONG	zhǒng		cung2		*djiǒng
塛	RITSU RICHI			lì				
塜	HOU		PONG	zhǒng				
塝	HAU BAU			bàng				
塞	SOKU SAI	새 색	SAY SAYK	sāi	sai1(75) se4(13)	coi3 sak1	tắc	*sək *sə̀i
塟	SOU			zàng		zong3		
塠				duī				
塡	TEN CHIN	전	CEN CIN	tián		tin4		dhen
塢	O U	오	O	wù		wu2		qǒ
塣	TEI CHOU			zhèng				
塤	KEN TAWAN	훈	HWUN	xūn		hyun1	ven	xiuæn
塥	KAKU KYAKU			gé		gaak3		
塦				zhèn				
塧	AI E			ài				
塨	KYOU			gōng		gung1		
塩	EN	염	YEM	yán				
塪				kǎn				
填	TEN CHIN		CEN CIN	tián	tian2(53)	tin4	điền	dhen
塬				yuán				
塭				wēn				
塮				xiè				
塯				liù				
塰				hai				
塱				lǎng		long5		
壼	KON		HO	kǔn		kwan2	hồ	
奦				wù				
奧	OU OKU IKU	오	O WUK	ào		ou3	áo	qɑ̀u
奨	SHOU SOU		CANG	jiǎng				
媐	KI I			yí		hei1		
媰	SHIU SU SHU JU			chú		co4 zau1		
媱	EU			yáo		jiu4		
媲	HEI HI BI			pì		bei2 pei3		
媳	SEKI SHAKU	식	SIK	xí	xi2(52)	sik1		
媴	EN ON			yuán				
媵	YOU	잉	ING	yìng		jing6		
媶	JOU NYU			róng				
媷	JOKU NIKU			rù		juk6		
媸	SHI			chī		ci1		
媹	RIU RU			liú				
媺	BI MI	미	MI	měi		mei5		
媻	HAN BAN HA BA	반	PAN	pán		po4 pun4		
媼	OU	온	ON	ǎo		ou2 wan2		
媽	BO MO	마	MA	mā	ma1(1288) ma5(719)	maa1 maa2 maa5	má	
媾	KOU	구	KWU	gòu		gau3		
媿	KI	괴	KOY	kuì		kwai3		
嫀	SHIN JIN			qín				
嫁	KA KE	가	KA	jià	jia4(54)	gaa3	giá	*gà
嫂	SOU	수	SWU	sǎo	sao3(320) sao5(14)	sou2	dâu	
嫃				zhēn				
嫄	GEN GAN	원	WEN	yuán		jyun4		
嫅				jiē				
嫆	YOU YU			róng				
嫇	BEI MYAU BAU			míng		ming4		
嫈	SEU AU GEI GYOU EI KEI	앵	AYNG	yīng		jing1		
嫉	SHITSU	질	CIL	jí		zat6		
嫊	SO			sù				
嫋	JOU JAKU DEKI	뇨	NYO YAK	niǎo		niu5		*něu
嫌	KEN GEN	혐	HYEM	xián	xian2(37)	jim4	hiềm	*hem
嫍	TAU TOU EU			tāo				
嫎				páng				
嫐	JOU			nǎo		nat1		
嫑				báo				
嫒				ài		oi3		
嫓				pì				
嫔				pín		pan4		
孳	SHI JI		CA	zī		zi1		
孴				nǐ				
寖	SHIN	침	CHIM	jìn		zam3		
寗	NEI NYUU	녕	NYENG	níng		ning6		
寘	SHI	치	CHI	zhì		zi3		
寙	YU			yǔ				
寚	HOU			bǎo				
寛	KAN		KWAN	kuān				
寜	NEI NYOU		NYENG	níng				
寝	SHIN		CHIM	qǐn		cam2		
尟	SEN SEU	선	SEN	xiǎn		sin2		
尠	SEN	선	SEN	xiǎn				
尲	KAN KEN			gān		gaam3		
尳	KOTSU KUCHI KUWATSU GECHI			gǔ				
尴				gān		gaam1 gaam3		
嵊	SHOU JOU			shèng		sing6		
嵞	TO ZU			tú				
嵟	KI TE DE			duī				
嵠	GEI KEI			xī		kai1		
嵡	OU O			wěng				
嵢	SOU			cāng				
嵣	TAU DAU			dàng				
嵤	KEI GYOU KOU EI YOU			róng				
嵥	KETSU GECHI			jié				
嵦				kǎi		hoi2		
嵧	RIU RU			liú				
嵨	O U			wù				
嵩	SUU SHUU	숭	SWUNG	sōng		sung1	tung	*siung
嵪	KOU KYOU			qiāo				
嵫				zī		zi1		
嵬	KAI GAI GI	외	OY	wéi		ngai4	ngôi	*nguəi
嵭	HOU HYOU			bēng				
嵮				diān				
嵯	SA SHI	차	CHA CHI	cuó		co1		*dzhɑ
嵰	KEN KAN			qiǎn				
嵱	YOU YU	용	YONG	yǒng		jung4		
嵲	GETSU GECHI			niè		jit6		nget
嵳	SA			cuó				
嵴				jǐ				
嵵				shi				
嵶				ruo				
巰				qiú		kau4		
幊	KOU KU			gōng				
幋	HAN BAN			pán		pun4		
幌	KOU	황	HWANG	huǎng		fong2		
幍	TOU KOU			tāo			thao	
幎	BEKI	멱	MYEK	mì		mik6		
幏	KA KE			jià		gaa3		
幐	TOU DOU			téng				
幹	KAN	간	KAN	gàn		gon3		gɑ̀n
廅	AHU KAHU GAHU			è				
廆	KAI E GE KE			guī		gwai1 wai2		
廇	RIU RU			liù		lau6		
廈	KA SA	하	HA	shà	sha4(17)	haa6	hè	hǎ
廉	REN	렴 염	LYEM	lián	lian2(13)	lim4	liêm	liɛm
廋	SHUU SHU SOU SU	수	SWU	sōu		sau1		
廌	CHI			zhì		zaai6 zai6 zi6		
弒	SHI SHII		SI	shì		si3		
弿	KEN KON			jiǎn				
彀	KOU KU	구	KWU	gòu		gau3		
彁	SEI			ge				
彂	HOTSU HATSU		PAL	fā				
彙	I	휘	HWI	huì		wai6 wui6		
彚	I		HWI	huì				
彮				yǒng				
徬	HOU BOU	방	PANG	páng		pong4	bàng	
徭	YOU	요	YO	yáo		jiu4		
微	BI	미	MI	wēi	wei1(511)	mei4	vi	*miəi
徯	KEI GEI	혜	HYEY	xī		hai4		
徰	SEI			zhēng				
[								
]								
想	SOU SO	상	SANG	xiǎng	xiang3(4640)	soeng2	tưởng	*siɑ̌ng
惷	SHUN	준	CWUN	chǔn		ceon2	xuẩn	
惹	JA JAKU	야	YA	rě	re3(49)	je5		ngiǎ
愁	SHUU	수	SWU	chóu	chou2(48)	sau4	sầu	*jrhiou
愂	BOTSU HAI			bèi				
愆	KEN	건	KEN	qiān		hin1	khiền	kyɛn
愈	YU	유	YU	yù	yu4(139)	jyu6	rủ	*iǒ
愍	BIN MIN	민	MIN	mǐn		man5	mẫn	
意	I	의	UY	yì	yi4(2098) yi5(450)	ji3	ý	qiə̀
愗	BOU MO			mào				
愚	GU	우	WU	yú	yu2(8)	jyu4	ngu	*ngio
愛	AI	애	AY	ài	ai4(1137)	ngoi3 oi3		*qə̀i
感	KAN	감	KAM	gǎn	gan3(978)	gam2	cảm	*gǒm
愡	SOU SU			zǒng				
愧	KI	괴	KOY	kuì	kui4(37)	kwai3 kwai5		*gyuì
愩				gōng				
愪	UN IN			yún				
愫	SO			sù		sou3		
愭		기	KI	qí				
愮				yáo		jiu4		
愯				sǒng				
愰	KAU OU	황	HWANG	huàng		jiu6		
愱	SHITSU SHICHI			jí				
愲				gǔ		gwat1		
