[																									
]																									
㕔						t		e&i	ng	1															
㚁	q	i	ao		4	k	i	u		4															
㶞	n		a	ng	3	n		o	ng	5															
㶟	l		ei		3	l		eoi		5															
㺧						h	&i	ei&o&u		1&2&3						h		eo		1					
㽋	l	u	o		2	l		o		4															
㿚	l	u	o		4	l		o		6															
㿛	l		i		4	l		ai		6															
䂎	z	u	a	n	3	z	i	u	n	2															
䃺	m		o		2	m		o		4															
䉶	sh	u	a	ng	1	s		oe	ng	1															
䌯	q	u	a	n	1	h	i	u	n	1															
䌰	n	i	e		4	s		i	p	8															
䌱	l	u	o		4	b&l		o	k	9															
䌲						f		a	n	1															
䍦	l		i		2	l		ei		4															
䕸	j	i	e		1	g		aai		1															
䕹	z		a		2	c&z		a&i	p	8&9															
䕺	c		o	ng	2	c		u	ng	4															
䙮	g	u	a	n	4	g		u	n	3															
䙯	c		u		4	c		u	k	7															
䟑		iu	e		4	z		oe	k	9															
䠯		iu	e		4	z		oe	k	9															
䡼	l		i	ng	2	l		i	ng	4															
䢲		iu	e		4																				
䤗	g		a	n	3																				
䤘	ch		a	n	3																				
䥵	x	i	ao		3	h	i	u		2															
䥶	l		i		4	l		i&oe	k	8&9															
䥷	zh		a		2	l&z		a&ou	&n&t	2&5&8															
䨷	x	i	a	n	4	s		i	n	4															
䩏	m	i	e		4	m		i	t	9															
䪉	l	i	e		4	l		i	p	9															
䫵	m	i	a	n	2	m		i	n	4															
䫶	f		a	n	2	f		a	n	4															
䬟	l	i	u		2	l		au		4															
䭥	x	u	e		4	z		oe	ng	6															
䮺	j		i		4	z		ai		1															
䮻	ch		i		4	t		ou		2															
䮼	l		i	n	2	l		eo	n	4															
䯥			a	n	4	z		aa	p	7															
䰏	j		i		4	z		aai		3															
䰐	l		a	n	2	l		aa	m	4															
䰑						s	&i	ou&u		1															
䰒	m		e	ng	2	m		u	ng	4															
䰯		i	i		4	z		i		5															
䰰	r		u		2	n&z	&i	aau&u		4&6															
䲐	l		u		3	l		ou		5															
䲑		i	i		2	z		eoi&i		4															
䲒	x	i	e		4	h&ng		ai		4&5															
䲓		i	a	n	3	z		i	m	5															
䲔	q		i	ng	2	g&k		i&oe	ng	1&4															
䲕	p		u		1	p		ou		2															
䴇	l		i	ng	2	l		i	ng	4															
䴈			ao		3			ou		2															
䴉	h	u	a	n	2	s	i	u	n	4															
䴊		i	i		2	f&g&z		aa&i&o	&n	1&3&4&5															
䴋	h	u	a	n	2	s	i	u	n	4															
䴙	p		i		4	p		i	k	7															
䴪	l		u		4	l		u	k	9															
䴫	l		i	ng	2	l		i	ng	4															
䵄	b		i		2	f		u	ng	1															
䵐	ch		a	n	3	z		i	n	2															
䵱	x		i		4	s		i	k	7															
䵹	zh		i		1	z		i		1															
䵻	g		u		3		u	aai		6															
䵼	sh		a	ng	1	s		oe	ng	1															
䶠	j	i	a	n	3	g		aa	m	1															
䶡	sh		i		2	s		aa	t	9															
䶢	j	i	a	n	1	g		aa	m	1															
儾	n		a	ng	4																				
囑	zh		u		3	z		u	k	7	ch		o	k	None	ch		u	c	7	s	y	o	ku	None
囒	l		a	n	2	l		aa	n	1						r		ơ	n	4					
囓	n	i	e		4	&ng	&i	aa&i	t	9											g&k		e	tsu	None
壩	b		a		4	b		aa		3											h		a&e		None
奲	d	u	o		3	c&d		e&o		2											s&t	&y	a&e	&n	None
孎	zh		u		2																s&t&z	&y	a&o	ku	None
孏	l		a	n	3																				
屭	x		i		4	&h		ai&ei		3											k		i		None
攬	l		a	n	3	l		aa	m	2&5	l		a	m	None	l		a	m	6	r		a	n	None
攭	l		i		4	l		ai		5															
曭	t		a	ng	3	t		o	ng	2															
曮		i	a	n	3								e	m	None						g		a&e&o	n	None
欓	d		a	ng	3	d		o	ng	1&2															
欔	j	u	e		2																				
欕		i	a	n	5																				
灝	h		ao		4	h		ou		6	h		o		None						g&k		a&o	n&u	None
灞	b		a		4	b		aa		3	ph		a		None						h		a		None
灟	zh		u		2											l	u	ô	c	8					
灠	l		a	n	3	l		aa	m	5&6															
灡	l		a	n	2	l		aa	n	4						l		a	n	2					
爣	t		a	ng	3	t		o	ng	2															
犪	k	u	i		2	k	u	ai		4															
瓛	h	u	a	n	2			u	n	4	h	w	a	n	None						g&k		a&e&o	n	None
瓥	l		i		4																				
癱	t		a	n	1	t		aa	n	1&2	th		a	n	None						t		a	n	None
癲	d	i	a	n	1	d		i	n	1	c		e	n	None	đ	i	ê	n	1	t		e	n	None
睷	j	i	a	n	1						k		e	n	None										
矕	m		a	n	3	m		aa	n	5											b&m&r		a	n	None
矗	ch		u		4	c		u	k	7	ch		o	k	None	s		ư	c	8	s&t	&y	i&u	ku&u	None
礸	z		a	n	3																				
禶	z		a	n	4																				
禷	l		ei		4	l		eoi		6															
穲	l		i		2																				
籪	d	u	a	n	4	d	i	u	n	6															
纗	z	u	i		1																				
罐	g	u	a	n	4	g		u	n	3	k	w	a	n	None						k		a	n	None
羈	j		i		1	g		ei		1	k		i		None						k		i		None
羉	l	u	a	n	2	l	i	u	n	4															
艭	sh	u	a	ng	1	s		oe	ng	1											s		o	u	None
艷		i	a	n	4		i	i	m	6						d	i	ê	m	6			e	n	None
蘲	l		ei		2	l		eoi		4															
蘳	h	u	i		1																				
蘴	f		e	ng	1	f		u	ng	1															
蘵	zh		i		1	z		i	k	7															
蘶		u	ei		4																g		i		None
蘷	k	u	i		2																				
虪	sh		u		4																				
蠵	x		i		1	k	u	ai		4											&k		e&i	&i	None
蠶	c		a	n	2	c		aa	m	4	c		a	m	None	t		a&ă	m	2	s&t		a&e	n	None
蠷	q		u		2	f&k		eoi&o	&k	4&8															
蠸	q	u	a	n	2	k	i	u	n	4															
蠹	d		u		4	d		ou		3	t	w	u		None						t&ts		o&u		None
蠺	c		a	n	2																s		a	n	None
衋	x		i		4	s		i	k	7											k	&y	o	ku	None
衢	q		u		2	k		eoi		4	k	w	u		None						k		u		None
襵	zh		e		3	z		i	p	8						n		ê	p	7	s&t	y	o	u	None
襶	d		ai		4	d		aai&e		2&3															
襷	j		u		5																				
讑		i	ao		4																				
讒	ch		a	n	2	c		aa	m	4	ch		a	m	None	s		a	m	2	s&z		a	n	None
讓	r		a	ng	4		i	oe	ng	6		y	a	ng	None	nh	ư	ơ	ng	2	z	y	o	u	None
讔		i	i	n	3		i	a	n	2													i&o	n	None
讕	l		a	n	2	l		aa	n	4											r		a	n	None
讖	ch		e	n	4	c		a&aa	m	3	ch		a	m	None						s		i	n	None
贛	g		a	n	4	g		a&u	m&ng	3	k		o	ng	None						k		a&o&u	&n&u	None
躝	l		a	n	2	l		aa	n	1&4											d&r&t		a	n	None
躞	x	i	e		4	s		i	p&t	8											s	y	o	u	None
躟	r		a	ng	2		i	oe	ng	4															
躠	s		a		3	s		i	t	8															
軈		i	i	ng	5																				
醽	l		i	ng	2	l		i	ng	4											r	&y	e&o	i&u	None
醾	m		i		2	m		ei		4															
醿	m		i		2																b		i		None
釀	n	i	a	ng	4		i	oe	ng	6		y	a	ng	None						z	y	o	u	None
鑨	l		o	ng	2	l		u	ng	4						x	u	ô	ng	5	r		o&u	&u	None
鑩			e		4																				
鑪	l		u		2	l		ou		4&5	l		o		None						r		o		None
鑫	x		i	n	1		i	a	m	1											k		i&o&u	n	None
鑬	j	i	a	n	4																				
雥	z		a		2	z		aa	p	9															
雦	j		i		2																				
靂	l		i		4	l		i	k	7&9	l	y	e	k	None	r		i	ch	7	r	&y	a&e	ki&ku	None
靃	h	u	o		4																k&s		a&u	i&ku	None
靄			ai		3			oi		2			ay		None								a	i	None
靅	f		ei		4																				
靆	d		ai		4	d		oi		6	ch		ey		None						t		a	i	None
靇	l		o	ng	2																				
靈	l		i	ng	2	l		e&i	ng	4	l	y	e	ng	None	l		i	nh	1	r	&y	e&o	i&u	None
韆	q	i	a	n	1	c		i	n	1	ch		e	n	None						s		e	n	None
韇	d		u		2	d		u	k	9											d&t		o	ku	None
韈		u	a		4																b		a&e	tsu	None
韤		u	a		4																b&m		a&e	chi&tsu	None
韥	d		u		2																				
顰	p		i	n	2	p		a	n	4	p		i	n	None						b&h		i	n	None
驝	t	u	o		1	t		o	k	9											&r&t	&w&y	a	ku	None
驞	p		i	n	1																				
驟	zh		ou		4	z		aau&au		6	ch	w	i		None	s		âu		4	s	y	u	u	None
髕	b		i	n	4	b		a	n	3											b&h		i	n	None
鬡	n		i	ng	2																				
鬢	b		i	n	4	b		a	n	3	p		i	n	None						b&h		i	n	None
鬬	d		ou		4																t		o	u	None
鬭	d		ou		4	d		au		3						đ		âu		3	t		o	u	None
魗	ch		ou		3																s&z	y	u	&u	None
魘		i	a	n	3		i	i	m	2		y	e	m	None							&y	e&o	n&u	None
魙	zh		a	n	1	z		i	m	6															
鱜	x	i	a	ng	5																k	y	o	u	None
鱝	f		e	n	4																b&f		u	n	None
鱞	g	u	a	n	1																k		a&o	n	None
鱟	h		ou		4	h		au		6											&g&k	&y	o&u	&ku&u	None
鱠	k	u	ai		4	k	u	i		2	h		oy		None	g	o	i		5	k		a	i	None
鱡	z		ei		2																				
鱢	s		ao		1																				
鱣	zh		a	n	1	z		i	n	1	c		e	n	None						d&s&t&z		a&e	n	None
鱤	g		a	n	3																k		a&o	n	None
鱥	g	u	i		4																				
鱦		i	i	ng	4																				
鱧	l		i		3	l		ai		5	l	y	ey		None						r		e	i	None
鱩	l		ei		5																				
鱪	sh		u		5																				
鱫			ai		5																		a	i	None
鷹		i	i	ng	1		i	i	ng	1			u	ng	None			ư	ng	1		&y	o	u	None
鷽	x	u	e		2	h		o	k	9	h		a	k	None						&g&k		a	ku	None
鷾		i	i		4		i	i		3													i		None
鷿	p		i		4	p		i	k	7	p	y	e	k	None										
鸀	ch		u		3	s&z		u	k	7&9															
鸁	l	u	o		2	l		o		4															
鸂	x		i		1	k		ai		1											k		e	i	None
鸃		i	i		2		i	i		4															
鸄	j		i		1																				
鸅	z		e		2																				
鸆		i	u		2		i	u		4															
鸇	zh		a	n	1	z		i	n	1	c		e	n	None						k&s		e	n	None
鸈		i	e		4																				
鸉		i	a	ng	2		i	oe	ng	4															
鸊	p		i		4																h	&y	a&e&i	&ki&ku	None
鹼	j	i	a	n	3	g		aa	n	2											k&s		a&e	n	None
鹽		i	a	n	2		i	i	m	4		y	e	m	None								e	n	None
麠	j		i	ng	1	g		e&i	ng	1															
黂	f		e	n	2	f		a	n	4															
鼝		iu	a	n	1																				
鼞	t		a	ng	1	d&t		o	ng	1&4															
齅	x	i	u		4	c		au		3											k	y	u	u	None
齆		u	e	ng	4			u	ng	3													o	&u	None
齲	q		u		3	g		eoi		2		w	u		None						&k		u		None
齳		i	u	n	3																g		u	n	None
齴		i	a	n	3	&ng	&i	aa&i	n	5&6															
齵			ou		2		i	u		4											g		o&u	&u	None
齶			e		4	ng		o	k	9			a	k	None						g		a	ku	None
齷		u	o		4			a&aa	k	7			a	k	None								a	ku	None
靈	l		i	ng	2	l		e&i	ng	4	l	y	e	ng	None	l		i	nh	1	r	&y	e&o	i&u	None
