[																									
]																									
劀	g	u	a		1	&g	u	a&aa	t	8&9											k		a	tsu	None
劁	q	i	ao		1	c	i	u		1&4											&z	y	o	u	None&None
劃	h	u	a		4		u	aa	k	9	h		oy	k	None	v		a	ch	8	k		a	ku	None
劄	zh		a		1	z		aa	p	8						ch		e	p	7	s&t		a&o	tsu&u	None&None
勨	x	i	a	ng	4																&s&z	y	o	u	None&None&None
勩		i	i		4		i	ai&i		6&6											&s		e&i	&i	None&None&None
勪	j	u	e		2																&g	&y	a	ku	None&None
勫	f		a	n	1																h		a&o	n	None&None
勬	j	u	a	n	1																k		e	n	None
勭	t		o	ng	2																				
匰	d		a	n	1	d		aa	n	1											t		a	n	None
匱	g	u	i		4	g	u	ai		6	k	w	ey		None	q	u	i		6	g&k		i		None&None
匲	l	i	a	n	2																r		e	n	None
厬	g	u	i		3	g	u	ai		2											k		i		None
厭		i	a	n	4		i	i	m	1&3		y	e	m&p	None&None		ư	ơ	m	3		&y	e&o	n&u	None&None&None
厮	s		i		1	s		i		1	s		i		None						s		i		None
厯	l		i		4																r		e	ki	None
厰	ch		a	ng	3	c		o	ng	2											s	y	o	u	None
叆			ai		4																		a	i	None
嗶	b		i		4	b		a	t	7											h		i	chi&tsu	None&None
嗷			ao		2	ng		ou		1&4			o		None	ng		ao		1	g		o	u	None
嗸			ao		2																g		o	u	None
嗹	l	i	a	n	2	l		i	n	4						l	i	ê	n	3	r		e	n	None
嗺	z	u	i		1	c		eoi		1											s		a&e&u	&i	None&None&None
嗻	zh		e		1	s&z	&i	e&u		1&3											s	y	a&o		None&None
嗼	m		o		4	m		o	k	9											&b&m	&y	a	ku	None&None&None
嗽	s		ou		5	s		au		2&3	s	w	u		None						s	&y	o&u	ku&u	None&None&None
嗾	s		ou		3	s&z		au&u	&k	2&9	c	w	u		None						s		o	u	None
嗿	t		a	n	3	t		aa	m	2	th		a	m	None						t		a&o	n	None&None
嘀	d		i		2	d		i	k	7&9											s	&y	a	ku	None&None
嘁	q		i		1	c		i	&k	1&7											s	&y	a&u	hu&ku	None&None
嘂	j	i	ao		4	g	i	u		3												y	o	u	None
嘃	ch		o	ng	1																				
嘄	j	i	ao		1						k	y	o		None						k		e	u	None
嘅	k		ai		3	g&k		e&oi		3&3											g&k		a	i	None&None
嘆	t		a	n	4	t		aa	n	3	th		a	n	None	h		a	n	1	t		a	n	None
嘇	sh		a	n	1											th		â	m	3					
嘈	c		ao		2	c		ou		4	c		o		None	t		ao		2	s&z		a&e&o	u	None&None&None&None
嘉	j	i	a		1	g		aa		1	k		a		None						k		a		None
嘊			ai		2																g		a	i	None
嘋	x	i	ao		1																				
嘌	p	i	ao		4	p	i	u		1&3	ph	y	o		None						h		e	u	None
嘍	l		ou		5	l		au		1&4	l	w	u		None	l		au		2	r		o&u	&u	None&None
嘎	g		a		1	g		aa		1&4			a	l	None						k		a&e	chi&tsu	None&None
嘏	g		u		3	g		aa&u		2&2											k		a&e		None&None
嘑	h		u		1	l		aa		3											k		o&u		None&None
嘒	h	u	i		4		u	ai		3	h	y	ey		None						k		e	&i	None&None
嘓	g	u	o		1	g	u	o	k	8											&k	&y	a&o	ku	None&None
嘔			ou		3			au		1&2	h&k	w	u		None&None								o	u	None
嘕	x	i	a	n	1	h		i	n	1											&k		e	n	None&None
嘖	z		e		2	z		aa&i	k	7&8	ch		ay	k	None						s		a	ku	None
嘗	ch		a	ng	2	s		oe	ng	4	s		a	ng	None						s&z	y	o	u	None&None
嘘	x		u		1	h		eoi		1												y	o		None
嘙	p		o		2																h		a		None
嘚	d		e		1																t		o	ku	None
嘛	m		a		5	m		aa		3&4											m		a		None
嘜	m		a		4	m		a	k	7											b		a		None
嘝	h		u		2	h		u	k	9															
嘞	l		ei		5	l		a&aa	k	8&8											r		o	ku	None
嘡	t		a	ng	1																				
嘢		i	e		3		i	e		5															
嘣	b		e	ng	1																				
嘤		i	i	ng	1		&i	a&i	ng	1&1															
嘥	s		ai		5	s		aai		1&3															
嘦	j	i	ao		4																				
嘧	m		i		4	m		a	t	9															
噑	h		ao		2																				
噓	x		u		1	h		eoi		1	h		e		None	h		ơ		2		y	o		None
圖	t		u		2	t		ou		4	t		o		None	đ		ô		2	t&z		o&u		None&None
圗	t		u		2																t&z		o&u		None&None
團	t	u	a	n	2	t	i	u	n	4	t		a	n	None	đ	o	a	n	2	d&t		a&o	n	None&None&None
圙	l	v	e		4																				
塲	ch		a	ng	2	c		oe	ng	4											z	y	o	u	None
塳	p		e	ng	2	b&p		u	ng	1&6						v		u	ng	2					
塴	b		e	ng	4	b&p		a&aa	ng	1&4											h		o	u	None
塵	ch		e	n	2	c		a	n	4	c		i	n	None	tr		â	n	2	z		i	n	None
塶	l		u		4																k		o	ku	None
塷	l		u		3																				
塸			ou		1																		o	&u	None&None
塹	q	i	a	n	4	c		i	m	3	ch		a	m	None						s&z		a&e	n	None&None
塺	m		ei		2	m	&u	i&o		4&4&6											b&m		a&e	&i	None&None&None&None
塻	m		o		4																b&m		a	ku	None&None
塼	zh	u	a	n	1	z	i	u	n	1	c		e	n	None						d&s&t&z		a&e	n	None&None&None&None
塽	sh	u	a	ng	3	s		o	ng	2	s		a	ng	None						s	&y	a&o	u	None&None
塾	sh		u		2	s		u	k	9	s	w	u	k	None	th		u	c	8	z	y	u	ku	None
塿	l		ou		3	l		au		5											r		o&u	&u	None&None
墀	ch		i		2	c		i		4	c		i		None						t&z		i		None&None
墁	m		a	n	4	m		aa	n	6	m		a	n	None						b&m		a	n	None&None
墂	b	i	ao		1																&h	&y	e&o	u	None&None
境	j		i	ng	4	g		i	ng	2	k	y	e	ng	None	c		a	nh	5	&k	&y	e&o	i&u	None&None
墄	c		e		4																s		o	ku	None
墅	sh		u		4	s		eoi		5	s		e		None	th		ư		4	&s	y	a&o		None&None
墆	zh		i		4	d		ai&i	&t	3&9						đ		ai		1	d&t		a&e	chi&i&tsu	None&None&None&None&None
墇	zh		a	ng	1	g		i	ng	2											s	y	o	u	None
墈	k		a	n	4	h		a	m	3											k		a&o	n	None&None
墉		i	o	ng	1		i	u	ng	4		y	o	ng	None							y	o&u	&u	None&None
墊	d	i	a	n	4	d&z		i	m&n	3&3&3&6	c		e	m	None						d&t		e	n&u	None&None&None
墋	ch		e	n	3	c		a	m	2											s		i	n	None
墌	zh		i		2																s	&y	a&e	ki&ku	None&None
墍	x		i		4						k		i		None						g&k		a&e&i	&i	None&None&None&None&None
墎	g	u	o		1	g	u	o	k	8											k	w	a	ku	None
墏	q	i	a	ng	3																s	&y	a&o	u	None&None
墐	j		i	n	4	g		a	n	2&6	k		u	n	None						g&k		i&o	n	None&None
墑	d		i		4	s		oe	ng	1											t	&y	a&e	ki&ku	None&None
墒	sh		a	ng	1																s	y	o	u	None
墓	m		u		4	m		ou		6	m	y	o		None	m		ô		4	b		o		None
墔	c	u	i		1	c		eoi		4											s&z		a&e	&i	None&None
墕		i	a	n	4																				
墖	t		a		3																t		o	u	None
増	z		e	ng	1																s&z		o	u	None&None
墘	q	i	a	n	2	k		i	ng	4															
墙	q	i	a	ng	2	c		oe	ng	4															
墚	l	i	a	ng	2																				
墛		u	ei		5																				
壽	sh		ou		4	s		au		6	s	w	u		None	th		o		4	s&z	&y	u	&u	None&None&None&None
壾	m		a	ng	3																b&m		o	u	None&None
夐	x	i	o	ng	4	h		@	ng	3	h	y	e	ng	None						k		e	i&n	None&None
夢	m		e	ng	4	m		u	ng	6	m		o	ng	None						m		u		None
夣	m		e	ng	4																b&m		o&u	&u	None&None
夤		i	i	n	2		i	a	n	4			i	n	None								i	&n	None&None
夥	h	u	o		3	f		o		2	h&k	&w	a&ay		None&None						&k	&w	a		None&None
奩	l	i	a	n	2	l		i	m	4	l	y	e	m	None						r		e	n	None
奪	d	u	o		2	d	i	u	t	9	th		a	l	None	đ	o	a	t	8	d		a	tsu	None
奫		i	u	n	1		u	a	n	1		y	u	n	None								i	n	None
奬	j	i	a	ng	3	z		oe	ng	2	c		a	ng	None	t	ư	ơ	ng	5	s	&y	o	u	None&None
嫕		i	i		4		&i	ai&i		3&3													e	i	None
嫖	p	i	ao		2	p	i	u		4	ph	y	o		None	ph		êu		3		y	o	u	None
嫗		i	u		4		i	u		2	k	w	u		None			âu		5			o&u	&u	None&None
嫘	l		ei		2	l		eoi		4											r		a&e&u	&i	None&None&None
嫙	x	u	a	n	2						s		e	n	None						s&z		e	n	None&None
嫚	m		a	n	1	m		aa	n	6	m		a	n	None						&b&m		a&e	n	None&None&None&None&None
嫛		i	i		1		i	i		1		y	ey		None								e&i	&i	None&None
嫜	zh		a	ng	1	z		oe	ng	1											s	y	a	u	None
嫝	k		a	ng	1																k		a	u	None
嫞		i	o	ng	1																s&t&z	y	o&u	&u	None&None&None&None
嫟	n		i		4	n		i	k	7											&n	&y	i&u	ki&ku	None&None
嫠	l		i		2	l		ei		4	l		i		None						r		i		None
嫡	d		i		2	d		i	k	7	c		e	k	None	đ		i	ch	7	t	&y	a&e	ki&ku	None&None
嫢	g	u	i		1	k	u	ai		1	k	y	u		None						&g&k&s		e&i	&n	None&None&None&None&None&None
嫣		i	a	n	1		i	i	n	1			e	n	None								e	n	None
嫤	j		i	n	3																				
嫥	zh	u	a	n	1	z	i	u	n	1	c		e	n	None						d&s&t		a&e	n	None&None&None
嫦	ch		a	ng	2	s		oe	ng	4	h		a	ng	None	th	ư	ơ	ng	2	g&k		o	u	None&None
嫧	z		e		2																				
嫨	h		a	n	1																k&n&z		a&e	n	None&None&None
嫩	n		e	n	4	n	i	u	n	6	n	w	u	n	None	n		o	n	1	d&n&z		e&o	n	None&None&None
嫪	l		ao		4	l		ou		6											r		a&o	u	None&None
嫫	m		o		2	m		ou		4	m		o		None						b&m		o		None&None
嫬	zh		e		1																s	y	a&o		None&None
嫭	h		u		4			u		6	h		o		None						g&k		o		None&None
嫮	h		u		4			u		6	h		o		None						g&k		o		None&None
嫯			ao		4								o		None										
嫰	n		e	n	4																				
嫱	q	i	a	ng	2	c		oe	ng	4															
嫲	m		a		5	m		aa		4															
孵	f		u		1	f		u		1	p	w	u		None						f		u		None
孶	z		i		1						c		a		None						s&z		i		None&None
孷	l		i		2																r		i		None
寞	m		o		4	m		o	k	9	m		a	k	None	m		i	ch	8	b&m		a	ku	None&None
察	ch		a		2	c		aa	t	8	ch		a	l	None	s		a	t	7	s		a&e	chi&tsu	None&None
寡	g	u	a		3	g	u	aa		2	k	w	a		None	q	u	a		5	k		a		None
寢	q		i	n	3	c		a	m	2	ch		i	m	None						s		i	n	None
寣	h		u		1	f		a	t	7											k		o	chi&tsu	None&None
寤		u	u		4	ng		@		6			o		None						g		o		None
寥	l	i	ao		2	l	i	u		4	l	y	o		None						r	y	o	u	None
實	sh		i		2	s		a	t	9	s		i	l	None	th		ư	c	8	s&z		i	tsu	None&None
寧	n		i	ng	2	n		i	ng	4	n	y	e	ng	None						&n	&y	e&o	i&u	None&None
寨	zh		ai		4	z		aai&ai		6&6	ch		ay		None	tr		ai		4	s		a	i	None
對	d	u	i		4	d		eoi		3	t		ay		None	đ	ô	i		6	t&ts		a&u	i	None&None
尡	k		u	n	5																				
屢	l		v		3	l		eoi		5	l	w	u		None	l		u		6	r		u		None
屣	x		i		3	s		aai		2											s		i		None
嵷	s		o	ng	3	s		u	ng	2											s	&y	o&u	&u	None&None&None&None
嵸	z		o	ng	1																				
嵹	j	i	a	ng	4	k		oe	ng	4											&g	&y	o	u	None&None
嵺	l	i	ao		2	l	i	u		4											k&r		e&o	u	None&None&None
嵻	k		a	ng	1																				
嵼	ch		a	n	3																s		a&e	n	None&None
嵽	d	i	e		2	d		ai&i	&t	6&9											d&t		a&e	chi&i&tsu	None&None&None&None
嵾	c		e	n	1	c		a	m	1											s		a&i&o	n	None&None&None
嵿	d		i	ng	3																t	&y	e&o	i&u	None&None
嶀	t		u		1																t&ts		o&u		None&None
嶁	l		ou		3	l		au		5	l	w	u		None						r		o&u	&u	None&None
嶂	zh		a	ng	4	z		oe	ng	3	c		a	ng	None						s	y	o	u	None
嶃	zh		a	n	3	c		aa	m	4											s&z		a&e	n	None&None&None&None
嶄	zh		a	n	3	z		aa	m	2	ch		a	m	None	ch		ơ	m	5	s&z		a	n	None&None
嶅			ao		2																				
嶆	c		ao		2																s&z		a&o	u	None&None
嶇	q		u		1	k		eoi		1	k	w	u		None						k		u		None
嶈	q	i	a	ng	1																s	&y	a&o	u	None&None
嶉	c	u	i		1																s		i&u	&i	None&None
嶊	z	u	i		3																s&ts		a&e&u	&i	None&None&None&None
嶋	d		ao		3						t		o		None						t		o	u	None
嶌	d		ao		3																t		o	u	None
嶍	x		i		2	z		aa	p	9											s		i	hu	None
嶎		i	u		4																				
幈	p		i	ng	2																h		e	i	None
幑	h	u	i		1																k		i		None
幒	zh		o	ng	1																				
幓	sh		a	n	1	s		aa	m	1											s		a&e&i	n&u	None&None&None&None
幔	m		a	n	4	m		aa	n	6	m		a	n	None	m		a	n	2	b&m		a	n	None&None
幕	m		u		4	m		o	k	9	m		a	k	None						b&m		a	ku	None&None
幖	b	i	ao		1																	y	o	u	None
幗	g	u	o		2	g	u	o	k	8											k		a	ku	None
幘	z		e		2	z		i	k	7	ch		ay	k	None						s	&y	a	ku	None&None
幙	m		u		4	m		o	k	9											b		a&o	&ku	None&None
幛	zh		a	ng	4	z		oe	ng	3						tr	ư	ơ	ng	3	s	y	o	u	None
廄	j	i	u		4	g		au		3															
廍	p		ou		3																				
廎	q		i	ng	3	k		i	ng	2											&k&t	&y	e&o	i&u	None&None&None
廏	j	i	u		4																				
廐	j	i	u		4						k	w	u		None							y	u	u	None
廑	j		i	n	3	g&k		a	n	2&4&6	k		u	n	None						g&k		i&o	n	None&None&None
廒			ao		2	ng		ou		4											g		o	u	None
廓	k	u	o		4	g&k	u	o	k	8&8	h&k	w	a	k	None&None	q	u	a	ch	7	k		a	ku	None
廔	l		ou		2	l		au		4											r	&y	o&u	&u	None&None&None
廕		i	i	n	4		i	a	m	3			u	m	None			â	m	3			i&o	n	None&None
廖	l	i	ao		4	l	i	u		6	l	y	o		None						r	y	o	u	None
廗	d		ai		4																t		a	i	None
廘	l		u		4																r		o	ku	None
彃	b		i		4	b		a	t	7											h		i	chi&tsu	None&None
彄	k		ou		1	k		au		1											k		o&u	&u	None&None
彅	j	i	a	n	5																				
彯	p	i	ao		3	p	i	u		1											b&h		e	u	None&None
彰	zh		a	ng	1	z		oe	ng	1	ch		a	ng	None						s	&y	o	u	None&None
徱	p	i	ao		4																	y	o	u	None
徳	d		e		2																t		o	ku	None
徴	zh		e	ng	1																t	&y	i&o	&u	None&None
愨	q	u	e		4	k		o	k	8											k		a	ku	None
愬	s		u		4	s		ou		3	s		ay&o	&k	None&None						s		a&o	&ku	None&None
愳	j		u		4																				
愸	zh		e	ng	3																				
愻	x		u	n	4	s		eo	n	3															
愿		iu	a	n	4		i	u	n	6		w	e	n	None	ng	uy	ê	n	4	g		e	n	None
慁	h		u	n	4		u	a	n	6											g&k		o	n	None&None
慂		i	o	ng	3		i	u	ng	5		y	o	ng	None							y	o&u	&u	None&None
慇		i	i	n	1		i	a	n	1			u	n	None			â	n	1			i	n	None
慈	c		i		2	c		i		4	c		a		None	t		ư		2	z		i		None
態	t		ai		4	t		aai		3	th		ay		None	th		ai		3	t		a	i	None
慐	g		o	ng	5																				
慒	c		o	ng	2	c		u	ng	4	c		o	ng	None										
慓	p	i	ao		1	p	i	u		5	ph	y	o		None							y	o	u	None
慔	m		u		4																				
慖	g	u	o		2																				
慘	c		a	n	3	c		aa	m	2	ch		a&i	m	None&None	th		a	m	5	s&z		a	n	None&None
慚	c		a	n	2	c		aa	m	4	ch		a	m	None	t	u	ô	m	2	z		a	n	None
慛	c	u	i		1											th	ô	i		1					
慞	zh		a	ng	1	z		oe	ng	1											s	y	o	u	None
慟	t		o	ng	4	d		u	ng	6	th		o	ng	None	đ		o	ng	5	d&t		o	u	None&None
慠			ao		4								o		None						g		o	u	None
慡	sh	u	a	ng	3																				
慢	m		a	n	4	m		aa	n	6	m		a	n	None	m		a	n	4	m		a	n	None
慣	g	u	a	n	4	g	u	aa	n	3	k	w	a	n	None	q	u	e	n	1	k		a	n	None
慥	z		ao		4	c&z		ou		3&6											s&z		o	u	None&None
慩	l	i	a	n	2																				
慪			ou		4			au		1&3															
慬	q		i	n	2	k		a	n	4						c		ơ	n	6	g&k		i&o	n	None&None&None
慯	sh		a	ng	1																s	y	o	u	None
慱	t	u	a	n	2	t	i	u	n	4	t		a	n	None						d&s&t		a&e	n	None&None&None
慲	m		a	n	2																b&m		a	n	None&None
慳	q	i	a	n	1	h		a&aa	n	1&1	k		a	n	None	gh		e	n	1	k		a&e	n	None&None
慴	sh		e		4	z		i	p	8	c&s		e&u	p	None&None	t&đ	i	ê	p	8&8	s	y	o&u	u	None&None
慵		i	o	ng	1		i	u	ng	4		y	o	ng	None	th	u	ô	ng	2	&s	y	o	u	None&None
慶	q		i	ng	4	h		@	ng	3	k	&y	a&e	ng	None&None	kh		a	nh	3	&k	&y	e&o	i&u	None&None
慷	k		a	ng	1	h&k		@&o	ng	2&2	k		a	ng	None	kh		a	ng	5	k		o	u	None
慺	l		ou		2	l		au		4	l	w	u		None										
慻	j	u	a	n	4																k		e	n	None
慽	q		i		1	c		i	k	7	ch		e	k	None										
慿	p		i	ng	2																	y	o	u	None
憀	l	i	ao		2	l	i	u		4											r	&y	o&u	&u	None&None&None
憆	ch		e	ng	1																				
憈	q		u		1																				
戧	q	i	a	ng	1	c		oe	ng	3	ch		a	ng	None						s		o	u	None
戨	g		e		1																				
戩	j	i	a	n	3	z		i	n	2	c		e	n	None						s		e	n	None
截	j	i	e		2	z		i	t	9	c		e	l	None	t	i	ê	t	8	s		e	tsu	None
戫		i	u		4																	&y	i&o	ki&ku	None&None
戬	j	i	a	n	3	z		i	n	2															
抲	h		e		1																				
搫	p		a	n	2	b		u	n	1	p		a	n	None										
搴	q	i	a	n	1	h		i	n	1											k		e	n	None
搻	n	u	o		4																				
摋	s		a		4	s		aa	t	8											s		a&e	chi&tsu	None&None&None&None
摌	ch		a	n	3																				
摍	s	u	o		1																				
摎	j	i	u		1	g&l		au		1&4											&k&r	&y	u	&u	None&None&None
摏	ch		o	ng	1	s		u	ng	1											s	y	o&u	&u	None&None
摐	ch	u	a	ng	1	c		u	ng	1															
摑	g	u	ai		1	g	u	aa&o	k	8&8											k		a	ku	None
摒	b		i	ng	3	b		i	ng	2&3											&h	&y	e&o	i&u	None&None
摓	f		e	ng	2	f		u	ng	4						b		ô	ng	2	b&h		o&u	&u	None&None&None
摔	sh	u	ai		1	s		eo&eoi	&t	1&7											s	y	u	chi&tsu	None&None
摕	d		i		4	c		ai		3															
摗	s		ou		1																				
摘	zh		ai		1	z		aa	k	9	c		e	k	None	tr		i	ch	7	t	&y	a&e	ki&ku	None&None&None
摙	l	i	a	n	3	l		i	n	5						l		e	n	2					
摚	ch		e	ng	1	t		o	ng	3											d&t	&y	o	u	None&None&None
摛	ch		i		1	c&l		ei&i		1&4											r&t		i		None&None
摜	g	u	a	n	4	g	u	aa	n	3											k		a	n	None
摝	l		u		4	l		u	k	7&9											r		o&u	&ku&u	None&None&None
摞	l	u	o		4	l		o		3&6															
摟	l		ou		3	l		au		1&2&4&5						l	u	a		2	r		o&u	&u	None&None
摠	z		o	ng	3	z		u	ng	2	ch		o	ng	None						s		o	u	None
摡	g		ai		4																k		a&e&i	&i	None&None&None
摢	h		u		4																				
摤	ch	u	a	ng	3																				
摥	t		a	ng	4																				
摦	h	u	a		4		u	aa		6															
摧	c	u	i		1	c		eoi		1	ch		oy		None						s		a&u	&i	None&None&None
摨	n		ai		2																				
摩	m		o		2	m		o		1	m		a		None						m		a		None
摪	j	i	a	ng	1											r	ư	ơ	n	3					
摫	g	u	i		1																				
摬		i	i	ng	3																				
摭	zh		i		2	z		e	k	8	ch		e	k	None						s	&y	a&e	ki&ku	None&None
摱	m		a	n	4	m		aa	n	1						m		â	n	2					
摲	ch		a	n	4	s		aa	m	3															
摳	k		ou		1	k		au		1	k	w	u		None	kh	u	a		1	&k		o&u	&u	None&None&None&None
摴	ch		u		1	s	i	u		1											t	&y	i&o		None&None
摵	sh		e		4	c&s		aa&i	k	7&8															
摶	t	u	a	n	2	t	i	u	n	4											s&t		a&e	n	None&None
摷	j	i	ao		3	c&z	&i	aau&u		3&6															
摸	m		o		1	m		o	&k	2&8	m		o		None	m		o		2	b&m		a&o	&ku	None&None&None
摺	zh		e		2	z		aa&i	p	8&8	c		e	p	None	d		â	p	8	r&s	&y	o	u	None&None
摻	c		a	n	4	c&s		aa	m	1&1&4	s		e	m	None						s		a&e&i	n	None&None&None
摼	k		e	ng	1	h		@	ng	1						k		e	n	1					
摽	b	i	ao		1	p	i	u		1&5	ph	y	o		None						&h	&y	o	u	None&None&None
摾	j	i	a	ng	4																				
摿		i	i	n	1																				
撁	q	i	a	n	1																				
撂	l	i	ao		4	l	i	u		1															
撄		i	i	ng	1		i	i	ng	1															
敱			ai		2																				
敲	q	i	ao		1	h		aau		1	k	&y	o		None&None	x		ao		1	k		o	u	None
敳			ai		2																				
斠	j	i	ao		4	g		aau&au&o	&k	3&3&8											&k	&y	a&o	ku&u	None&None&None
斡		u	o		4	&g	&u	a&aa&u	n&t	2&8&8	&k		a	l&n	None&None						&k		a	n&tsu	None&None
斲	zh	u	o		2	d		oe	k	8	ch		a	k	None						t		a	ku	None
旖		i	i		3		i	i		2													i		None
旗	q		i		2	k		ei		4	k		i		None	c		ơ		2	k		i		None
暚		i	ao		2																	y	o	u	None
暛	s	u	o		3																s		a		None
暜	j		i	n	4																f		u		None
暝	m		i	ng	2	m		i	ng	4&6	m	y	e	ng	None						&b&m	&y	e&o	i&u	None&None&None
暞	j	i	ao		3						k	y	o		None										
暟	k		ai		3																k		a	i	None
暠	g		ao		3	g		ou		2	h&k		o		None&None						k		o	u	None
暡		u	e	ng	3																				
暢	ch		a	ng	4	c		oe	ng	3	ch		a	ng	None	s	ư	ơ	ng	3	t	y	o	u	None
暣	q		i		4						k		i		None										
暤	h		ao		4																g&k		o	u	None&None
暥		i	a	n	4																				
暦	l		i		4																r		e	ki	None
暧			ai		4			oi		3															
暨	j		i		4	k		ei		3											k		i		None
朄		i	i	n	3		i	a	n	5															
朅	q	i	e		4	k		i	t	8	k		e	l	None						k		e&o	chi&tsu	None&None&None
朢		u	a	ng	4	m		o	ng	6											b&m		o	u	None&None
榊	sh		e	n	5																				
榍	x	i	e		4	s		i	t	8											s		e	tsu	None
榎	j	i	a		3	g		aa		2	k		a		None						k		a		None
榏		i	i		4																				
榐	zh		a	n	3																				
榑	f		u		2	f		u		4	p	w	u		None						f		u		None
榒	n	u	o		4																&d	&y	a&o	ku	None&None
榓	m		i		4																				
榕	r		o	ng	2		i	u	ng	4		y	o	ng	None							y	o	u	None
榖	g		u		3	g		u	k	7						c&k		eo&ô	&c	3&7	k		o&u	&ku&u	None&None&None
榗	j	i	a	n	4																				
榙	t		a		1																				
榚		i	ao		3																				
榛	zh		e	n	1	z		eo	n	1	c		i	n	None						s		i	n	None
榜	b		a	ng	3	b&p		o	ng	2&3	p	&y	a&e	ng	None&None	b&x		a	ch&ng	2&7	b&h		o	u	None&None
榝	sh		a		1																				
榞		iu	a	n	2																				
榟	z		i		3						c		ay		None										
榠	m		i	ng	2	m		i	ng	4											&b	&y	e&o	i&u	None&None
榡	s		u		4											t		o		3	s		o		None
榢	j	i	a		4																				
榣		i	ao		2		i	u		4															
榤	j	i	e		2	g		i	t	9	k		e	l	None										
榥	h	u	a	ng	4	f		o	ng	2	h	w	a	ng	None						&k		o	u	None&None
榦	g		a	n	4	g&h		o	n	3&4	k		a	n	None						k		a	n	None
榧	f		ei		3	f		ei		2	p		i		None						h		i		None
榨	zh		a		4	z		aa		3											s	&y	a	&i&ku	None&None&None&None
榩	q	i	a	n	2											k	i	ê	n	2					
榪	m		a		4	m		aa		5&6															
榫	s		u	n	3	s		eo	n	2											s	y	u	n	None
榬		iu	a	n	2		i	u	n	4															
榭	x	i	e		4	z		e		6	s		a		None						s&z	y	a		None&None
榮	r		o	ng	2		u	i	ng	4		y	e	ng	None	v		i	nh	1		&y	e&o	i&u	None&None
榯	sh		i		2	s		i		4											s		i		None
榰	zh		i		1	z		i		1&2	c		i		None										
榱	c	u	i		1	c		eoi		1	ch		oy		None	s	u	ôi		1	s		u	i	None
榲		i	u	n	2																		o&u	chi&n&tsu	None&None&None
榳	t		i	ng	2																				
榴	l	i	u		2	l		au		4	l	y	u		None	l	ư	u		4	r	y	u	u	None
榵	r		o	ng	2																				
榶	t		a	ng	2																				
榷	q	u	e		4	k		o	k	8	k	y	o		None						&k	&y	a&o	ku&u	None&None&None
榸	zh		ai		1																t		a	i	None
榹	s		i		1																				
榺	sh		e	ng	4																s	y	o	u	None
榻	t		a		4	t		aa	p	8	th		a	p	None						t		o	u	None
榼	k		e		1	h		a	p	9	h		a	p	None						k		o	u	None
榽	x		i		1																				
榾	g		u		3	g	u	a	t	7	k		o	l	None	c		ô	t	8	k		o	tsu	None
榿	q		i		1	h&k		ei		1&1											g&k		a&i	&i	None&None&None
槀	g		ao		3	g		ou		2	k		o		None										
槁	g		ao		3	g		ou		2	k		o		None	c		au		1	k		o	u	None
槂	s		u	n	1	s	i	u	n	1															
槃	p		a	n	2	p		u	n	4	p		a	n	None	b		a	n	2	b&h		a	n	None&None
槄	t		ao		1	t		ou		1															
槅	g		e		2																&k	&y	a	ku	None&None
槆	x		u	n	2																				
槇	d	i	a	n	1						c		e	n	None						s&t		e&i	n	None&None
槈	n		ou		4											n		o	c	8	d&n		o&u	&u	None&None
槉	j		i		2	z		a	t	9															
槊	sh	u	o		4	s		o	k	8	s		a	k	None	g	i	ao		3	s		a	ku	None
構	g		ou		4	g&k		au		3&3	k	w	u		None						k		o	u	None
槌	ch	u	i		2	c		eoi		4	ch&th	&w	oy&u		None&None	d	u	i		2	ts		u	i	None
槍	q	i	a	ng	1	c		oe	ng	1	c&ch		a&ay	ng	None&None	th	ư	ơ	ng	1	s	&y	o	u	None&None
槎	ch		a		2	c		aa		4	ch		a		None	x		ay		1	s		a		None
槏	q	i	a	n	3																				
槐	h	u	ai		2		u	aai		4	k		oy		None	h	o	e		2	k		a	i	None
槑	m		ei		2																b		a	i	None
槒	x		u		4											s		u	c	7					
槓	g		a	ng	4	g&l		o&u	ng	3&3&5	k		o	ng	None	c		ô	ng	5	k		o	u	None
槔	g		ao		1	g		ou		1						c		au		1					
槕	zh	u	o		2																				
槖	t	u	o		2	t		o	k	8											t		a	ku	None
槗	q	i	ao		5																	y	o	u	None
様		i	a	ng	4																&s	y	o	u	None&None
槙	d	i	a	n	1																s&t		e&i	n	None&None
槚	j	i	a		3	g		aa		2															
槛	k		a	n	3	h&l		aa	m	5&6															
槜	z	u	i		4																				
槝	d		ao		5																t		o	u	None
槞	l		o	ng	5											tr		ô	ng	2	r		o	u	None
槟	b		i	n	1	b		a	n	1															
槠	zh		u		1	z	i	u		1															
槡	s		a	ng	5																				
槩	g		ai		4						k		ay		None										
樮		i	a	n	5																				
欅	j		u		3																	y	o		None
歉	q	i	a	n	4	h		i	m&p	3&8	k	y	e	m	None						k		a&e	n	None&None
歊	x	i	ao		1	h	i	u		1											&k	&y	a&o	ku&u	None&None&None
歋		i	e		4		i	i		4															
歌	g		e		1	g		o		1	k		a		None	c		a		1	k		a		None
歍		u	u		1			u		1													o&u	&u	None&None&None
歴	l		i		4	l		i	k	9											r	&y	a&e	ki&ku	None&None
殝	zh		e	n	1																				
殞		i	u	n	3		u	a	n	5		w	u	n	None								i&u	n	None&None
殟		u	e	n	1		u	a	n	1													o	chi&n&tsu	None&None&None
