[																									
]																									
㐥																									
㩒	q		i	n	2	g&k		a&aa	m	4&6						c		ă	m	3					
㩔	t		u	n	2	t	i	u	n	4															
㩕						l		i	ng	1															
㩖	q	i	a	ng	2	k		oe	ng	4															
㩗	x		i		2	k	u	ai		4															
㩘	n		i		3	h&ng		aai&ei		1&5															
㩙	s		ai		1	n&s		aa&i	k&m	2&7															
㪧	x		i		1	k		aa	p	7															
㪨	sh		a	n	4	s		aa&i	m&n	1&6															
㪩	s		u		4	d&s		u	k	7&9															
㪪	s		a		4	s		aa		1															
㬗	x	i	a	n	4	z		i	n	2															
㬘	s		u		4	s		u	k	7															
㬙		u	ei		3		u	ai		5															
㬚	ch		e		4	c		i	t	8															
㬛	x		i		1	k		a	p	7															
㬜	j		i	n	4	z		eo	n	3															
㬝	c		e	ng	2	c		a	ng	4															
㬞	h		e		4	h		o	t	8															
㬟	f		e	n	1																				
㬱	t		i		4	t		ai		3															
㬿	t		u	n	1	d		aa	n	6															
㯐	f		a	ng	3	t		eoi&o		2&5															
㯓	t		a		4	t		aa	p	8															
㯔	c	u	i		4	c		eoi		3															
㯕	x		i		1	s		ai		1															
㯖	d		e		2	d		aa	k	7															
㯗	x	i	a	n	2	h		aa	n	4															
㯘	k	u	a	n	3	f		u	n	2															
㯙	zh		e		2	c&d	&i	i&u	&t	6&8															
㯚	t		a		1	d		aa	p	8															
㯛	h		u		2			u		4															
㯜	c	u	i		4	s		eoi&i		1&6															
㯝	l		u		4	l		eo&ou	&t	6&9						r		o		4					
㯞	j	u	a	n	4	g	i	u	n	3															
㯟	l		u		4	l		u	k	7															
㯡	p		ao		4	p		au		3&4															
㯢	zh		e	n	4	z		a	m	6															
㯣						f		a	n	1															
㯤	l		i		4	l		i	k	9															
㯥	c		ao		2	c		ou		4															
㯦	q		i		2	k		ei		4															
㯧																									
㯨																									
㯩	t		i		4	d&t		aai		3&3															
㱄	h		ei		1	g&h&m		a&aa	k&p	7&8&9															
㱅		i	i		4	z		i		3															
㱵	f		e	n	4	f		a	n	3															
㱶	p		e	ng	2	p		a	ng	4															
㱷																									
㲆	l		i	ng	2	l		i	ng	4															
㲇						c&d		i&u	&ng	1&1&3															
㲈	sh		ao		2	s	i	u		4															
㲪	d		e	ng	1	d		a	ng	1															
㲫	p		u		2	b&f&p		o&u	&k	4&8&9															
㲬	j	i	ao		1	z	i	u		1															
㲭	t		a	n	3	t&z		a&aa	m&n	1&2															
㲮																									
㲷	d		a	n	4	d		aa	m	6															
㵘	m		a	n	4	m		aa	n	6															
㵝		i	i		4	d&z		eoi		3&6															
㵞	ch		ou		2	s		au		4															
㵟						m		ei		4															
㵠	k		u		1	f&g	&u	aa	t	7&9															
㵡	b		ao		2	b		o	k	9															
㵢	l		ei		2	l		eoi		4						l	o	i		1					
㵣	k		e		3	h&s		a&o	p&t	8&8&8															
㵤	sh		a		4	s		aa	p	8															
㵥	b		i		4	m		a	t	9															
㵦	s	u	i		2	c		eoi		4															
㵧	g		e		2	&g		aai&o	&t	3&8															
㵩		i	i		4	z		aai&i	&t	6&9															
㵪	x	i	a	n	2	z		i	n	4															
㵫	n		i		4	z		i	&k	5&9															
㵬		i	i	ng	2	c&d&z		a&i	ng&p	4&8&9															
㵭	zh		u		3	c&f&z	&i	eoi&u		2&4&6															
㵮	ch		u	n	2	s		eo	n	4															
㷳		i	a	n	4	ng		a	n	6															
㷴	g		e		2	l		i	k	9															
㷵	m		o		4	m		a	k	9															
㷶	b		ei		4	b		i	k	7															
㷷	j	u	a	n	3	g	i	u	n	2															
㷸	d	i	e		2	z		aa&i	k&p	7&7&9															
㷹	zh		ao		4	z		aau&oe	&k	3&8															
㷺																									
㷻		u	u		2	m		ou		4															
㷼		i	a	n	4	z		i	n	3															
㷽																									
㹑	s		i		4	c&g&s&t		aai&i		1&3&4&4															
㹒	p		u		3	p		a&ei&o	&k	1&8&9															
㹓		i	ao		3	z		i		6															
㺚	t		a		3	c&s		a	t	8&8															
㺛	zh		u		4	z	i	u		3															
㺜	n		o	ng	2	n		u	ng	4															
㻵	zh		a	n	4	z		aa	n	6															
㻶	b		i		3	b		a	t	7															
㻷	j		i		2	g&k		a&i	k	7&8															
㻸	z		e	n	1	c&s		aa	m	4&4															
㻻																									
㻼																									
㼻	c		o	ng	2	c		u	ng	4															
㼼	p	i	ao		2	p	i	u		1&4															
㼽	ch	u	a	ng	3	s		o	ng	2															
㼾	l		u		4	l		u	k	9															
㽔																									
㽩	c		a	n	4	c		a	n	3															
㿂						z		i	ng	1															
㿃	zh		i		4	z		ai		6															
㿄			ai		4			aa&ai	&m	3&3															
㿅	x	i	a	n	3	s		i	n	3															
㿆	g	u	o		1	g	u	o		1															
㿇	x		i		2	z		aa	p	9															
㿈						z		u	ng	1															
㿦	n		i	ng	4	n		i	ng	6															
㿸		u	a	n	3	m		aa	n	5															
䀇	g		u		3	g		u		2															
䀈	j		i		4	g		ei		1															
䁢	x	u	a	n	2	s	i	u	n	4															
䁣	ch	u	a	n	2	&s	i&u	a&u	n	4&4															
䁤	ch		e		4	c		i	ng	3															
䁥	n		i		4	n		i	k	7															
䁦	q		u		4	&c	&u	aa&eoi	&n	2&3															
䁧	m	i	ao		2	m	i	u		4															
䁨	h	u	o		4	k		o	k	8															
䁩		i	u		2	z	i	u		4&6															
䁪	zh		a	n	3	z		aa	m	2															
䃘	k		e	ng	1	h		@	ng	1															
䃙	l		u		4	l		u	k	9															
䃚	c		u		4	c		u	k	7															
䃛	l	i	a	n	2	l		i	n	2															
䃜		i	i		1	z		i		1															
䃝	q	i	ao		4	h&k	i	u		3&3															
䃞	sh		u		2	s		u	k	9															
䃠	x	u	a	n	4																				
䄚	c		ao		2	c&z		ou		1&4															
䄛	l		ou		2	l		aau		4															
䄜	l		i		2	l		ei		4															
䄝	ch	u	a	ng	1	c		eo	n	1&2															
䄞																									
䅷	t		u		2	t		ou		4															
䅸	sh		e	n	1	s&z		aa&u	k&n	1&9															
䅹	l		ou		3	l		aau		5															
䅺	b	i	ao		1	b	i	u		1															
䅻	l		i		2	l		ei		4															
䅼	m		a	n	2	m		a	n	4&6															
䅽	x		i	n	1	h		@	ng	1															
䆯	zh	u	o		2	z	i	u	t	8															
䆰		i	u		1	z	i	u		1															
䆱	t		a	n	1	d		a	m	6															
䆲	k		a	ng	1	h&k	&u	@&aa	ng	1&1															
䆳	q	i	o	ng	2	s	&i	eoi&u	&n	4&6															
䆴																									
䇒	j	i	e		4	g		aai		3															
䈪	x		i		4	z		i	k	7															
䈫	n		a		4	n		a	p	9						n		ă	p	7					
䈬	p		u		2	p		ou		4															
䈭	s		ou		1	s		aau		1&2															
䈮	j		u		4	g		eoi		3															
䈯	zh		e	n	1	z		aa	n	1&2															
䈰	sh		ao		1	s		au		2															
䈱	t		ao		1	t		ou		1															
䈲	b		a	n	1	b		u	n	1															
䈳	t		a		4	d		aa	p	9															
䈴	q	i	a	n	4	h		i	m&p	3&8															
䈵		u	e	ng	1	z		u	ng	1															
䈶	r		o	ng	2	z		u	ng	4															
䈷	l	u	o		4	l		o	k	8&9															
䊚						d&z		eoi		1&1															
䊛	s		a		4	s		aa	t	8															
䌅	t		a	ng	2	t		o&ou	&ng	4&4															
䌆	g	u	i		4	g	u	aai		2															
䌇	h	u	i		4	s		a&o	k	8&8															
䌈	t		a		1	t		aa	p	8															
䌉						g		o	ng	1															
䌊		i	ao		2	z	i	u		4															
䌋	d		a		1	d		aa	p	8															
䍀	l		a	n	2	l		aa	m	4															
䍍	k		ou		4	g&h&k		aau&ei&u	&k	2&3&7															
䍠	l		i		2	l		ei		4															
䍡	l		u		4	l		u	k	9															
䍸	b		o		2	b		o	k	8															
䍹						z		i	n	1															
䎔	f		u		1	f		u		1															
䎕	h		o	ng	1	&g	u	aa	ng&t	1&9															
䏁	z		ai		3	z		oi		2															
䏂	s		ou		3	s		au		2															
䏃	m	i	a	n	2	m		i	n	4															
䐡	q		i		2	c		i		4															
䐵	g		o	ng	1		u	o	ng	2															
䐶	z		a	n	1																				
䐷	d		a	n	1	d		aa	n	1															
䐸	h	u	o		4	g	u	o	k	8															
䐹	s		ou		1																				
䐺	t		a	n	4	t		a	m	4															
䐻	g		u		1																				
䐼	x		i		4																				
䐽	m		a	n	2	m		u	n	4															
䑘	c	u	o		2																				
䑞	sh		u	n	4	s		eo	n	3															
䑼	zh		ou		1	s&z		aau		1&2															
䑽	t		a		4	d		a	p	9															
䑾																									
䒌	m		i	ng	4																				
䒍	p		a	ng	3																				
䓼	m		a	ng	2																				
䓽	j		i		4	g		ei		3															
䓾	s	u	o		1	s		o		1															
䓿	h		a	n	4																				
䔀						s&z		eo&eoi	&n	1&3															
䔁	l		i		4	l		eo	t	9															
䔂	z		i		3	z		oi		2															
䔃	z		u		3	z		ou		2															
䔄		i	ao		2	z	i	u		4															
䔅	g		e		1	g		eoi&o		1&1															
䔆	l		i		2	l		ei		4															
䔇	q		i		3	h		ei		2															
䔈	g		o	ng	4	&g	&u	aa&u	&ng	1&3															
䔉	l		i		4	s	i	u	n	3															
䔊	b		i	ng	1																				
䔋	s	u	o		1																				
䔌																									
䔍																									
䖚		u	u		1			u		1															
䖛	s	u	o		3	s		a&o	k	8&8															
䗗	j		i		1																				
䗘	g		e		2																				
䗙	h		a	n	2	h		o	n	4															
䗚	b		o		2	b		o	k	8															
䗛	x	i	u		1	s		aau&u	&k	1&7															
䗜	l	i	u		2	l		aau		4&4															
䗝	c		a	n	2	c		aa	m	4															
䗞	c		a	n	2	c		aa	m	4															
䘗						f&g&p	&u	aa&aai&i	&n	1&2&3															
䘘		i	u		4	z	i	u		6															
䙎	x	i	e		2																				
䙏	b		o		2	b&p		o	k	8&9															
䙐	k		e		4																				
䙑	c	u	i		1	c		eoi		1															
䙒	x		u		4	c&s&t		i&u	k&n&ng	4&6&9															
䙓	b		ai		3	b		aai		2															
䚆		i	i	ng	3																				
䚇	sh		e	ng	3	s		a&i	ng	2&2															
䚈	j	u	a	n	4																				
䚉	q		i		4	h&k		aa&aai	&m	1&3															
䚡	s		ai		1	s		oi		1															
䚢	ch		e		4																				
䚣	t		i		2	t		aai		3&4															
䚤																									
䛹	c		a	n	4																				
䛺	j	i	e		4	g		aai		3															
䛻		i	ou		4	z		aau		5															
䛼	h	u	i		3		u	ai		2															
䛽	zh		a		3	c		a	p	8															
䜻	ch		i		3	s		i		6															
䜼	g		u		2																				
䜽		i	u		2	z	i	u	&n	4&4															
䜾		i	i	n	1	z		aa	m	1															
䜿																									
䝍	j		u	n	4	g	u	aa	n	1															
䝎	t	u	a	n	1																				
䝟		i	a		4	&b&f&m		a&aa&i	t	7&8&9&9															
䞀	h		ou		4	h		au		6															
䞁		i	a	n	4	&z		a&i	n&ng	2&3&4															
䞂	r	u	a	n	3	n&z	i	u	n	5&6															
䞃	zh		i		4	z		i		3															
䞄	b	i	ao		4	b	i	u		2															
䞏																									
䞐	ch		u	n	3																				
䞹	h	u	a	ng	2		u	a&o	ng	4&4															
䞺	ch		u	n	1																				
䞻		i	o	ng	3	z		u	ng	5															
䞼	ch	u	i		3	c&z	&i	a&u	n&t	2&3&3&8															
䠍	x	i	a		1																				
䠎		u	o		4			a&aa	k	7&7															
䠏	j		i		4	k	u	aai		4															
䠐	q		u		4																				
䠑	k	u	i		3																				
䠒	h		u		2			u		4															
䠓	q	i	u		1																				
䠔	s	u	i		4	m&s		aai&eoi		4&6															
䠕	c		ai		1																				
䠖																									
䠼	sh		u		4																				
䡠																									
䡡	x	i	e		2	g&h		a&ai	&m	1&4&6															
䡢	b	i	a	n	4	p		i	n	3															
䡣	h		u	n	1																				
䡤	zh		u		1	z	&i	eoi&u		1&2															
䢪	b		o		2	h	i	u		1															
䢫	s	u	i		2	c		eoi		4															
䢬						c		i	n	1															
䢭		i	a	n	4	s		i	n	6															
䣡		i	i		2																				
䤀																									
䤁	c		e	n	2	d		a	m	1															
䤂	m		ei		2	m	&u	ei&i		4&4&4&6															
䤃		i	i	n	1	z		aa	m	1															
䤄	m	i	a	n	3	m&z	&i	i&u	n&ng	2&2&5															
䤅	t		u		2																				
䤆	k	u	i		2	k	u	ai		4															
䤇						s		au		1															
䤈						h		ei		1															
䤳		i	e		4	z		e		6															
䤴	h		a	n	2	h		a	m	4															
䤵	f		ei		4	f		ei		1															
䤶		i	e		4																				
䦠	d		u		1	c&z		i		1&2&3															
䦡	h	u	a	n	2																				
䦢	k	u	o		4	f		u	t	8															
䦣	f		u		4																				
䦤	ch	u	ai		4																				
䦥	x	i	a	n	2	h&k		a&aa&o	&k&n	1&2&4&8															
䦦	q		i	n	2	h&k&s		aa&i	k&m	2&4&4&7															
䦧	q	i	e		2	z		i	k	7															
䦨	l		a	n	2	l		aa	n	4															
䧧		i	i		3																				
䧨		i	e		4	z		i	p	9															
䧪	ch		e		4																				
䧾						s	i	u		1															
䧿	q	u	e		4	c&z		a&oe	k	8&8															
䨀	d		i		2	d		e	k	9															
䨚	h		u		1	f		a	t	7															
䨛	s		e		4	s		i	k	7															
䨜	b		e	ng	1	&b	&u	aa&i	k&ng	1&9															
䨝	q		i	ng	1	c		i	ng	1															
䩈	h	u	i		4	b&f	&u	i	&k	3&7															
䩉	f		u		3	f		u		2&6															
䩠						t		i	ng	1															
䩡	j	i	a		2	g		aa	p	8															
䩢	zh		i		4	d		a&i	k&t	8&9															
䩣	t		u		2	p&t		ou		4&4															
䩤	x	i	e		2	g&k		i	t	8&8															
䩥	d		a	n	4																				
䩦	t	i	ao		2	t	i	u		4															
䩧	x	i	e		4	h	i	u	t	8															
䪔	b		u		3	b		ou		2															
䪫	j		i	ng	1	h		@	ng	1															
䪬	b		o		2	b		u	t	9															
䫃	ch		u	n	2	s		eo	n	4															
䫄	ch	u	a		4																				
䫅	s		a	n	4	s&t		a	m&n	3&4															
䫆	ch		e	ng	2	d&s		i	ng&p	4&6&9															
䫇	r		a	n	2	z		i	m	4															
䫈	ch		e	n	3	c&s&z		aa&i	m	1&4&4															
䫉	m		ao		4	m		aau		6															
䫊	p		ei		2	p	u	i		4															
䬆	l		i		4	l		eo	t	9															
䬇		iu	a	n	4	&z	i&u	aa&u	n&t	6&9															
䬈	d	u	i		4	d		eoi		3															
䬉	h	u	o		4		u	aa	k	9															
䬊	sh		a		4	s		aa	p	8															
䬼		iu	a	n	4	z	i	u	n	1															
䬽	sh	u	i		4	d		eoi		3															
䬾	t		i		2	d&t		aai		3&4															
䬿		u	ei		3	m		ei		5&6															
䭀	x		u	n	4	s		eo	n	3															
䭁	zh		i		4	z		ai		3															
䭂		i	i		4	z		aa	p	7															
䮆						b&p		aai&ei		1&3&6															
䮇		i	u		4		u	a	t	9															
䮈	ch		i		2	c		i		4															
䮉	l		u		2	l		eoi		4															
䮊		i	i		2	z		i		4															
䮋	l		i		4	l		i	t	9															
䮌						z		aau		1															
䮍	n	i	ao		3	n	i	u		5															
䯃						ng		o	n	1															
䯏	g	u	a		1	g	u	aa	t	8															
䯐	h		ai		2	h&ng		ai&oi		4&4															
䯑	k	u	a	ng	1	h		@	ng	4															
䯒	h		e	ng	2	h		@	ng	4															
䯓	k	u	i		1	k	u	aai		4															
䯔	z		e		2	z		aa	k	8															
䯷	s		o	ng	1	s		u	ng	1															
䯸	c		i		4	c		i		3															
䰜	l		i		4	l		i	k	9															
䰢	x		i	ng	4	h		@	ng	3															
䰣		u	a	ng	3		u	o	ng	5															
䰿	t	u	o		2	t		o		4															
䱀		i	a	ng	1	&z		o&oe	ng	1&3															
䱁	q	i	ao		2	k	i	u		4															
䱂		i	ou		3	z		aau		2															
䱃	zh		i		4	d&z		aa&i	t	9&9															
䱄	j	i	e		4	g		aai		3															
䱅	m		o		4																				
䱆	sh		e	ng	2	s		i	ng	4															
䱇	sh		a	n	4	s		i	n	5															
䱈	q		i		2	k&ng		aai&ei		4&6															
䱉	sh		a	n	4	s		i	n	5															
䲞	l		i		4	l		a	p	9															
䲟		i	i	n	4	z		aa	n	3															
䲹	p		i		2	p		ei		4															
䲺	g		a	n	4	g		a	m	3															
䲻	x	u	a	n	2	z	i	u	n	4															
䲼	sh		e	ng	1	s		a&aa	ng	1&1															
䲽	sh		i		2	s		e	k	9															
䲾	q	i	ao		3	h		aau		2															
䲿	c		i		2	c		i		4															
䳀	d	i	e		2	d		i	t	9															
䳁	b		o		2	b		a	t	9															
䳂	d	i	ao		1	d	i	u		1						s		êu		3					
䳃		u	a	n	3	z	i	u	n	1&2															
䳄	c		i		2	c		i		1&2															
䳅	zh		i		3	z		i		2															
䳆	b		ai		2	b		aa	k	9															
䳇		u	u		3	m		ou		2&5															
䳈	b		ao		3	b		ou		2															
䳉	d		a	n	4	d		a&u	m&ng	1&1&6															
䳊	b		a		2	b		aa&u	t	9&9															
䴣	h		u		1	f		u		1															
䴤	sh		e	ng	1	s		a&aa	ng	1&1															
䴥	j	i	a		1	g		aa		1															
䴱	t	u	o		1	d&f&t		o		1&2&4															
䴲	m		o		4	m		u	t	9															
䴳	h	u	a		2		u	a&o	k&t	9&9															
䴴	t	i	e		4	t		i	p	8															
䵊	t	u	a	n	1	t&z	&i	eo&u	n	1&1															
䵒	n		i		4	n		i	k	7															
䵓	l		i		2	l		aai		4															
䵡	j	i	a	n	3	g		a	n	2															
䵺	t		i	ng	3	d&t		i	ng	2&5															
䶂	zh	u	o		2	z		oe	k	8															
亸	d	u	o		3	d		o		2											t		a		None
儐	b		i	n	1	b		a	n	1&3	p		i	n	None						h		i	n	None
儑			a	n	2																g		a&o	n&u	None&None&None
儒	r		u		2		i	u		4		y	u		None	nh		o		1	z	y	u		None
儓	t		ai		2	t		oi		4	t		ay		None						t		a	i	None
儔	ch		ou		2	c		au		4	c	w	u		None						t&z	y	u	&u	None&None
儕	ch		ai		2	c		aai		4	c		ey		None						s		a&e	i	None&None
儖	l		a	n	2																r		a	n	None
儗	n		i		3	&h	&i	i&oi		3&5			uy		None						g&k		a&i	&i	None&None
儘	j		i	n	3	z		eo	n	2	c		i	n	None						z		i	n	None
儙	q	i	a	n	4																k		e	n	None
儚	m		e	ng	2	m		u	ng	5	m		e	ng	None						b&m		o	u	None&None
儛		u	u		3						m	w	u		None						b&m		u		None&None
儜	n		i	ng	2	n		i	ng	4	n	y	e	ng	None						&d	&y	a	u	None&None
儝	q	i	o	ng	2																k		e	i	None
儞	n		i		3																z		i		None
儫	h		ao		2						h		o		None										
兣	l		i		3																				
冀	j		i		4	k		ei		3	k		i		None						k		i		None
冪	m		i		4	m		i	k	9	m	y	e	k	None						b		e	ki	None
凝	n		i	ng	2	&k	&i	i	ng	4&4			u	ng	None	ng		ư	ng	1		y	o	u	None
凞	x		i		1						h		uy		None						k		i		None
劐	h	u	o		1																&k	&y	a	ku	None&None
劑	j		i		4	z		ai		1	c		ey		None	t		ê		6	s&z		a&e&u	i	None&None&None
劒	j	i	a	n	4						k		e	m	None						k		e	n	None
劓		i	i		4		i	i		6			uy		None						g		e&i	&i	None&None
劔	j	i	a	n	4																k		e	n	None
勳	x		u	n	1	f		a	n	1	h	w	u	n	None						k		u	n	None
匴	s	u	a	n	3	s	i	u	n	2&3											s		a&e	n	None&None
叡	r	u	i		4	&h	&i	aai&eoi		6&6		y	ey		None								e	i	None
噞		i	a	n	3		i	i	m	1&2						th		e	m	2	g		e	n	None
噟		i	i	ng	4																	y	o	u	None
噠	d		a		1	d		aa	t	9						đ		ă	t	8	d&t		a	chi&tsu	None&None&None
噡	zh		a	n	1											th		e	m	2	s&t		a&e	n	None&None
噢			o		1		&i	o&ou&u	&k	1&2&3&7											&k		i&u	&ku&u	None&None&None&None
噣	zh		ou		4	d&z	&i	au&oe&u	&k	1&3&8											s&t&ts	&y	o&u	&ku&u	None&None&None&None&None&None
噤	j		i	n	4	g&k		a	m	1&3	k		u	m	None	g		ă	m	4	k		i	n	None
噥	n		o	ng	2	n		u	ng	4	n		o	ng	None	n		u	ng	6	&d&n	&y	a&o&u	&u	None&None&None&None
噦	h	u	i		4		i&u	ai&u	&t	3&9							o	e		4	&k		a&e&i&o	&chi&i&tsu	None&None&None&None&None&None&None
噧	x	i	e		4																				
器	q		i		4	h		ei		3	k		i		None	kh		i		3	k		i		None
噩			e		4	ng		o	k	9			a	k	None						k		a	ku	None
噪	z		ao		4	c		ou		3	c		o		None	th		ao		3	s		o	u	None
噫		i	i		1		i	i		1	&h		ay&uy		None&None								a&i&o	&i&ku	None&None&None
噬	sh		i		4	s		ai		6	s		e		None	ph		e		2	z		e	i	None
噭	j	i	ao		4	g	i	u		3	k	y	o		None						&k	&y	a&e&o	ki&ku&u	None&None&None
噮		iu	a	n	4																		e	n	None
噯			ai		1			oi		2			ay		None			ay		3	&g		a	i	None&None
噰		i	o	ng	1		i	u	ng	1												y	o&u	&u	None&None
噱	j	u	e		2	c&k		e&oe	k	8&8&9											&g	&y	a	ku	None&None
噲	k	u	ai		4	f		aai		3	kh	w	ay		None	g	o	i		4	&k	&w	a&e	&chi&i&tsu	None&None&None&None&None&None
噳		i	u		3	&k	&i	oe&u	&k	5&8											g		u		None
噵	d		ao		4																d&t		o	u	None&None
噶	g		a		2	g		aa		1	k		a	l	None	g		ă	t	7	k		a	chi&tsu	None&None
噸	d		u	n	1	d		eo	n	1	th		o	n	None						t		o	n	None
噹	d		a	ng	1	d		o	ng	1											t		o	u	None
噺	x		i	n	5						s		i	n	None										
噻	s		ai		1																				
噼	p		i		1	p		e	k&t	7&7&9															
圛		i	i		4		i	i	k	9												&y	a&e	ki&ku	None&None
圜	h	u	a	n	2		i&u	aa&u	n	4&4	&h	w	a&e	n	None&None						&k		a&e	n	None&None
墺			ao		4			ou		3			o	&k	None&None								i&o	ku&u	None&None
墻	q	i	a	ng	2	c		oe	ng	4	c		a	ng	None	t	ư	ơ	ng	2	s	y	o	u	None
墼	j		i		1	g		i	k	7											&k	&y	a&e	ki&ku	None&None
墽	q	i	ao		1																k		a&e	u	None&None
墾	k		e	n	3	h		a	n	2	k		a	n	None	kh		â	n	5	k		o	n	None
墿		i	i		4																&t		e&o	&ki	None&None
壀	p		i		2																				
壁	b		i		4	b		e&i	k	7&8&8	p	y	e	k	None	b		i	ch	7	h		e	ki	None
壂	d	i	a	n	4																d&t		e	n	None&None
壃	j	i	a	ng	1						k		a	ng	None										
壄		i	e		3																	y	a		None
壅		i	o	ng	1		i	u	ng	1&2			o	ng	None							y	o	u	None
壆	x	u	e		2	b		o	k	8											g&k		a	ku	None&None
壇	t		a	n	2	t		aa	n	4	t		a	n	None	đ		a	n	2	d&t		a	n	None&None
壈	l		a	n	3	l		a	m	5						b		â	m	4	&r		a&o	n	None&None
壉	j		u		4																	y	o		None
壊	h	u	ai		4																k		a	i	None
壋	d		a	ng	4																				
壌	r		a	ng	3		i	oe	ng	6											z	y	o	u	None
夁		i	i		1																				
奮	f		e	n	4	f		a	n	5	p	w	u	n	None	ph		â	n	3	f		u	n	None
奯	h	u	o		4																k		a	chi&tsu	None&None
嬐	x	i	a	n	1	c		i	m	1											g&s		e&i&o	n	None&None&None&None
嬑		i	i		4																				
嬒	h	u	i		4																				
嬓	j	i	ao		4	g	i	u		3											k		e	u	None
嬔	f		u		4																h		u		None
嬕	sh		i		4																				
嬖	b		i		4	p		ei		3	ph	y	ey		None	b		ê		3	h		e	i	None
嬗	sh		a	n	4	s		i	n	6											s&t&z		a&e	n	None&None&None
嬘	s	u	i		4																				
嬙	q	i	a	ng	2	c		oe	ng	4	c		a	ng	None						s&z	&y	i&o	ki&ku&u	None&None&None&None
嬚	l	i	a	n	3																r		e	n	None
嬛	h	u	a	n	2	h&k	&i	i&u	n&ng	1&4	h	y	e	n	None						&k	&y	e&o	i&n&u	None&None&None
嬜	x		i	n	1																				
嬝	n	i	ao		3	n	i	u		5											z	y	o	u	None
嬞	d		o	ng	3																t		o	u	None
嬟		i	i		4																				
嬠	c		a	n	1																s		a	n	None
嬡			ai		4			oi		3													a	i	None
嬢	n	i	a	ng	2																z	y	o	u	None
嬴		i	i	ng	2		i	i	ng	4		y	e	ng	None								e	i	None
學	x	u	e		2	h		o	k	9	h		a	k	None	h		o	c	8	g		a	ku	None
孹	b		o		4																				
寯	j		u	n	4	z		eo	n	3	c	w	u	n	None						s	y	u	n	None
寰	h	u	a	n	2		u	aa	n	4	h	w	a	n	None						k		a	n	None
嶦	zh		a	n	1																				
嶧		i	i		4		i	i	k	9		y	e	k	None						&s	&y	a&e	ki&ku	None&None&None&None
嶨	x	u	e		2	b&h		o	k	8&9											g&k		a	ku	None&None
嶩	n		ao		2	n		aau		4											d		a	u	None
嶪		i	e		4		i	i	p	9			e	p	None							y	o	u	None
嶫		i	e		4								e	p	None							y	o	u	None
嶬		i	i		2																g		i		None
嶭	n	i	e		4		i	i	t	9											g		a&e	chi&tsu	None&None&None&None
嶮	x	i	a	n	3	h		i	m	2	h		e	m	None						k		e	n	None
嶯	j		i		2																s		a&i	u	None&None
嶰	x	i	e		4	h		aai		5	h		ay		None						g&k		a&e	&i	None&None&None
嶱	k		e		3	g		o	t	8											k		a	chi&tsu	None&None
嶲	x		i		1	k&s	&u	ai&eoi		2&4&5											&k&s		e&i&u	&i	None&None&None&None
嶳	d		i		4																				
嶴			ao		4	&ng		ou		3&3													a&i&o	ku&u	None&None&None
嶵	z	u	i		3																s		a	i	None
嶶		u	ei		5																				
幦	m		i		4	m		i	k	9											&b&k	&y	a&e	ki&ku	None&None&None
