[																									
]																									
壥	ch		a	n	5																t		e	n	None
孀	sh	u	a	ng	1	s		oe&u	ng	1	s		a	ng	None						s		o	u	None
孁	l		i	ng	2																r	&y	e&o	i&u	None
孂	j	i	ao		3																				
孃	n	i	a	ng	2	n		oe	ng	4		y	a	ng	None						z	y	o	u	None
孄	l		a	n	3																				
孅	q	i	a	n	1	c		i	m	1	s		e	m	None						s		e	n	None
孆		i	i	ng	1																				
孽	n	i	e		4		i	i	p&t	9						ngh	i	ê	t	8	g		e	chi&tsu	None
孾		i	i	ng	1																		e	i	None
寶	b		ao		3	b		ou		2	p		o		None	b		ao		5	h		o	u	None
巆	r		o	ng	2																g&k	&y	a&e&o	i&u	None
巇	x		i		1	h		ei		1											k		i		None
巈	j		u		2																				
巉	ch		a	n	2	c		aa	m	4	ch		a	m	None						s&z		a	n	None
巊		i	i	ng	3																				
巋	k	u	i		1	k	u	ai		1	k	y	u		None						g&k		i		None
巌		i	a	n	2	ng		aa	m	4											g		a	n	None
幱	l		a	n	2						l		a	n	None						r		a	n	None
廮		i	i	ng	3																	&y	a&e	i&u	None
廯	x	i	a	n	1	s		i	n	2											s		e	n	None
廰	t		i	ng	1																t	&y	e&o	i&u	None
忀	x	i	a	ng	1	s		oe	ng	1															
忁	b		ao		4																				
懸	x	u	a	n	2		i	u	n	4	h	y	e	n	None						k		e	&n	None
懹	r		a	ng	4																				
懺	ch		a	n	4	c		aa	m	3	ch		a	m	None	s		a	m	3	s&z		a	n	None
懻	j		i		4	k		ei		3															
攑	q	i	a	n	1											g		ơ		6					
攓	q	i	a	n	1	h		i	n	1											k		e	n	None
攔	l		a	n	2	l		aa	n	4	l		a	n	None	d		a	n	1	r		a	n	None
攕	x	i	a	n	1	c		i	m	1															
攖		i	i	ng	1		i	i	ng	1												&y	e&o	i&u	None
攗	m		ei		2	m		ei		4															
攘	r		a	ng	3		i	oe	ng	4&5		y	a	ng	None	nh	ư	ơ	ng	2	z	y	o	u	None
攙	ch		a	n	1	c		aa	m	1&4	ch		a	m	None	s		o	m	4	s&z		a&e&i	n	None
攚		i	i	ng	5																				
斅	x	i	ao		4						h	y	o		None						g&k	&y	a&o	ku&u	None
斆	x	i	ao		4	h		aau		6											g&k	&y	a&o	ku&u	None
旟		i	u		2		i	u		4												y	o		None
曣		i	a	n	4		i	i	n	3		y	e	n	None										
曤	h	u	o		4																				
曥	l		u		2											tr	ư	a		1					
曦	x		i		1	h		ei		1	h		uy		None						g&k		i		None
曧	r		o	ng	2																				
曨	l		o	ng	2	l		u	ng	4	l		o	ng	None						r		o&u	&u	None
朧	l		o	ng	2	l		u	ng	4	l		o	ng	None						r		o	u	None
櫧	zh		u		1	z	i	u		1											s	y	o		None
櫨	l		u		2	l		ou		4											r		o		None
櫩		i	a	n	2																				
櫪	l		i		4	l		i	k	7	l	y	e	k	None						r		e	ki	None
櫬	ch		e	n	4	c		a	n	3	ch		i	n	None						k&s		a&i	n	None
櫮			e		4	ng		o	k	9															
櫯	s		u		1																				
櫰	h	u	ai		2		u	aai		4											&k		a&e	&i	None
櫱	n	i	e		4		i	i	t	9											g		a&e	chi&tsu	None
櫲		i	u		4																	y	o		None
櫳	l		o	ng	2	l		u	ng	4						tr		ô	ng	2					
櫴	l		ai		4																				
櫵	j	i	ao		5																				
櫶	x	i	a	n	3						h		e	n	None										
瀯		i	i	ng	2		i	i	ng	4		y	e	ng	None							&y	e&o	i&u	None
瀰	m		i		2	m&n		ei		4	m		i		None						b&m		i		None
瀱	j		i		4	g		ai		3															
瀲	l	i	a	n	4	l		i	m	6	l	y	e	m	None						r		e	n	None
瀳	j	i	a	n	4																				
瀴		i	i	ng	2		i	i	ng	1&2												&y	e&o	i&u	None
瀵	f		e	n	4	f		a	n	3															
瀶	l		i	n	2																				
瀷		i	i		4		i	i	k	9			i	k	None						&s	&y	i&o	ki&ku	None
瀸	j	i	a	n	1	c&z		i	m	1	ch		e	m	None										
瀹		iu	e		4		i	oe	k	9											&s	&y	e&o	ku&u	None
瀺	ch		a	n	2	c		aa	m	4															
瀻	d		ai		4																				
瀼	r		a	ng	2		i	oe	ng	4		y	a	ng	None						d&n&z	&y	o	u	None
瀽	j	i	a	n	3																				
瀾	l		a	n	2	l		aa	n	4	l		a	n	None	l&nh		a&ă	m&n	2&3	r		a	n	None
瀿	f		a	n	2	f		aa	n	4															
灀	sh	u	a	ng	4																				
灁		iu	a	n	1																				
爋	x		u	n	4						h	w	u	n	None										
爏	l		i		4																				
爐	l		u		2	l		ou		4	l		o		None	ch&l	&u	a&ô		1&2	r		o		None
爑	j	u	e		2																				
爒	l	i	ao		3																				
爓		i	a	n	4		i	i	m	6											&s&z		e	n	None
爔	x		i		1	h		ei		1	h		uy		None										
爖	l		o	ng	2																				
爗		i	e		4							y	e	p	None							&y	o&u	u	None
爘	c		a	n	5																				
犧	x		i		1	h		ei		1	h&s		a&uy		None						g&k		i		None
犨	ch		ou		1	c		au		4											s	y	u	&u	None
獼	m		i		2	l&m&n		ei		4	m		i		None						b&m		i		None
獽	r		a	ng	2		i	oe	ng	4															
瓌	g	u	i		1																k		a	i	None
瓍	s	u	i		2																				
瓎	l		a		4																				
瓏	l		o	ng	2	l		u	ng	4	l	y	o	ng	None						r		o	u	None
瓐	l		u		2																r		o&u		None
瓑	l		i		4																				
瓒	z		a	n	4	z		aa	n	3															
疈	p		i		4						p	y	e	k	None										
癢		i	a	ng	3		i	oe	ng	5		y	a	ng	None							y	o	u	None
癤	j	i	e		1	z		i	t	8	c		e	l	None						s		e	chi&tsu	None
癥	zh		e	ng	1	z		i	ng	1	c		i	ng	None						t	y	o	u	None
癦	m		e		5	m		a	k	9															
皪	l		i		4	l		i	k	9											h&r	&y	a&e	ki&ku	None
皫	p	i	ao		3	p	i	u		2&5															
皾	d		u		2	d		u	k	9															
盭	l		i		4	l		eoi		6															
矋	l		i		4	l		ai		3&6															
矌	k	u	a	ng	4											q	u	a	ng	4					
矍	j	u	e		2	f		o	k	8	h	w	a	k	None						k		a	ku	None
矎	x	u	a	n	1	h	&i	@&u	n&ng	3															
矏	m	i	a	n	2																				
矲	b		a		4																				
礢		i	a	ng	5																				
礣	m		a		4																				
礤	c		a		3	c		aa	t	8															
礥	x	i	a	n	2																g&k		e&i	n	None
礦	k	u	a	ng	4	g&k	u	o	ng	3						kh	o	a	ng	3	k		o	u	None
礧	l		ei		2	l		eoi		5&6	l		oy		None						r		a&u	i	None
礨	l		ei		3	l		eoi		5															
礩	zh		i		4	z		a&i	&t	3&7&9											s		i	chi&tsu	None
礪	l		i		4	l		ai		6	l	y	e		None						r		e	i	None
礫	l		i		4	l		i	k	7	l	y	e	k	None						r		e	ki	None
礬	f		a	n	2	f		aa	n	4	p		a	n	None	ph&tr	&ô	e&i	&n	2&3	b&h		a	n	None
禲	l		i		4																				
穬	k	u	a	ng	4	g&k	&u	o	ng	2&3															
穭	l		v		3	l		eoi		5						h&l	&u	a&ơ	&t	3&7	r	&y	o		None
穮	b	i	ao		1	b	i	u		1															
穯	s		e		5																				
竇	d		ou		4	d		au		3&6	t	w	u		None						t		o	ku&u	None
競	j		i	ng	4	g		i	ng	3&6	k	y	e	ng	None						k	&y	e&o	i&u	None
竷	k		a	n	3																				
籃	l		a	n	2	l		aa	m	4	l		a	m	None	x		ơ	m	2	r		a	n	None
籄	k	u	i		4	g	u	ai		6															
籅		i	u		2																				
籆		iu	e		4																	w	a	ku	None
籇	h		ao		2																				
籈	zh		e	n	1	z		a	n	1															
籉	t		ai		2	t		oi		4															
籊	t		i		4	d&t		i	k	7&9											t	&y	a&e	ki&ku	None
籋	n	i	e		4																				
籌	ch		ou		2	c		au		4	c	w	u		None						t	y	u	u	None
籍	j		i		2	z		i	k	9	c		e	k	None						s	&y	a&e	ki&ku	None
籎		i	i		5																				
籏	q		i		5																				
籕	zh		ou		4																r	y	u	u	None
籖	q	i	a	n	5											t		ă	m	1	s		e	n	None
糮	x	i	a	n	4																				
糯	n	u	o		4	n		o		6	n		a		None						d&n		a		None
糰	t	u	a	n	2	t	i	u	n	4											d		a	n	None
繻	x		u		1	s		eoi		1											z	y	u		None
繼	j		i		4	g		ai		3	k	y	ey		None	k		ê		3	k		e	i	None
繽	b		i	n	1	b		a	n	1	p		i	n	None						h		i	n	None
繾	q	i	a	n	3	h		i	n	2	k	y	e	n	None	kh		i	n	3	k&t		e&i	n	None
繿	l		a	n	2																r		a	n	None
纀	p		u		2	b&f		u	k	9						b	u	ô	c	8					
纁	x		u	n	1	f		a	n	1	h	w	u	n	None						k		u	n	None
纂	z	u	a	n	3	z	i	u	n	2	ch		a	n	None						s		a	n	None
纃	q		i		2																				
罌		i	i	ng	1			aa	ng	1			ay	ng	None								e&o	i&u	None
羺	n		ou		2																				
翿	d		ao		4	d&t		ou		4&6											d&t		o	u	None
耀		i	ao		4		i	u		6		y	o		None							y	o	u	None
耯	h	u	o		4																				
聹	n		i	ng	2	n		i	ng	4											d&n	&y	e&o	i&u	None
聺	q	i	e		2																				
聻	n		i		3	z		i	m	6															
聼	t		i	ng	1																t	&y	e&o	i&u	None
臖	x		i	ng	4																				
臙		i	a	n	1		i	i	n	1		y	e	n	None								e	n	None
臚	l		u		2	l		ou		4	l	y	e		None						r	&y	o		None
臛	h	u	o		4	f&k		o	k	8											k		a&o	ku	None
臜	z		a		1	z		i	m	1															
艦	j	i	a	n	4	l		aa	m	6	h		a	m	None						k		a	n	None
艧	h	u	o		4																	w	a	ku	None
艨	m		e	ng	2	m		u	ng	4	m		o	ng	None						b&m		o	u	None
艩	q		i		2	c		ai		4															
薩	s		a		4	s		aa	t	8	s		a	l	None						s		a	chi&tsu	None
薭	b		ai		5																h		a	i	None
薯	sh		u		3	s	i	u		4&5	s		e		None						s&z	y	o		None
薰	x		u	n	1	f		a	n	1	h	w	u	n	None						k		u	n	None
薱	d	u	i		4	d		eoi		6															
薲	p		i	n	2																				
薳		u	ei		3		i&u	ai&u	&n	2&5															
薴	n		i	ng	2	n		i	ng	4											n	&y	o	u	None
薵	ch		ou		2																				
薶	m		ai		2	m		aai		4											b&m&r		a&i	&i	None
薷	r		u		2		i	u		4						nh		o		1	n&z	y	u	&u	None
薸	p	i	ao		2	p	i	u		1&4											b&h	y	o	u	None
薹	t		ai		2	t		oi		4											d&t		a	i	None
薺	j		i		4	c		ai&i		4&5	c		ey		None						s&z		a&e	i	None
薻	z		ao		3																				
薼	ch		e	n	2																t&z		i	n	None
薽	zh		e	n	1	z		a	n	1											k&s		e&i	n	None
薾			er		3		i	i		5											d&n&s		a&e&i	&i	None
薿	n		i		3		i	i		5											g	&y	i&o	&ku	None
藀		i	i	ng	2																				
藁	g		ao		3	g		ou		2	k		o		None						k		o	u	None
藂	c		o	ng	2	c		u	ng	4											s		o	u	None
藃	x	i	ao		1	h	&i	ou&u		1&3															
藄	q		i		2																				
藅	f		a		2																				
藆	j	i	a	n	3																				
藇	x		u		4	&z	&i	eoi&u		6											&s&z	y	o		None
藈	k	u	i		2																				
藉	j		i		2	z		e&i	&k	3&6&9	c		a&e	&k	None	ch		a		4	s&z	&y	a&e	&ki&ku	None
藊	b	i	a	n	3																h		e	n	None
藋	d	i	ao		4	d	i	u		3&6											d&t&z	&y	a&o	ku&u	None
藌	m		i		4																				
藍	l		a	n	2	l		aa	m	4	l		a	m	None	l		a	m	1	r		a	n	None
藎	j		i	n	4	z		eo	n	2	s		i	n	None						s&z		i	n	None
藏	c		a	ng	2	c&z		o	ng	4&6	c		a	ng	None						s&z		o	u	None
藐	m	i	ao		3	m	i	u		5	m	y	o		None						b&m	&y	a&o	ku&u	None
藑	q	i	o	ng	2	k		i	ng	4															
藒	q	i	e		4																				
藓	x	i	a	n	3	s		i	n	2															
蘤		u	ei		3	f		aa		1															
蠐	q		i		2	c		ai		4						x		ê		1	s&z		a&e&i	&i	None
蠑	r		o	ng	2		u	i	ng	4		y	e	ng	None								e	i	None
蠒	j	i	a	n	3																k		e	n	None
蠓	m		e	ng	3	m		u	ng	5						ch&m		i&o	ng&nh	2&6	b&m		o&u	&u	None
蠔	h		ao		2	h		ou		4											g&k		o	u	None
蠕	r		u		2		i	u		4		y	e&u	&n	None						d&z	&y	a&e&u	&n	None
蠖	h	u	o		4		u	o	k	9											&k	&w	a	ku	None
蠗	zh	u	o		2																				
蠘	j	i	e		2																s&z		e	chi&tsu	None
蠙	p		i	n	2	b&p		a	n	1&4											b&h		e&i	n	None
襣	b		i		4	&b	&i	ei&u		4&6											b&h		i		None
襤	l		a	n	2	l		aa	m	4	l		a	m	None						r		a	n	None
襥	p		u		2																				
襦	r		u		2		i	u		4											z	y	u		None
襧	zh		i		3																				
襨	d	u	i		4																				
覹		u	ei		2																				
覺	j	u	e		2	g		aau&o	&k	3&8	k	&y	a&o	&k	None	g	i	a	c	7	k		a&o	ku&u	None
覻	q		u		1																				
觷	x	u	e		2	h		o	k	9															
觸	ch		u		4	c&z		u	k	7	ch		o	k	None	x		u	c	7	s	&y	o	ku	None
觹	x		i		1																&k&s		e&i&u	&i	None
譍		i	i	ng	1																	&y	o	u	None
譝	sh		e	ng	2																				
譞	x	u	a	n	1																k		e	n	None
譟	z		ao		4	c		ou		3	c		o		None						s		o	u	None
譠	t		a	n	2																				
譡	d		a	ng	3																				
譢	s	u	i		4																				
譣	x	i	a	n	3																g&k&s		e	n	None
譤	j		i		1																				
譥	j	i	ao		4	g	i	u		2&3															
警	j		i	ng	3	g		i	ng	2	k	y	e	ng	None	kh		ê	nh	5	k	&y	e&o	i&u	None
譧	zh		a	n	4																				
譨	n		a	ng	2	n		u	ng	4															
譩		i	i		1																				
譪			ai		4																				
譫	zh		a	n	1	z		i	m	1	s		e	m	None						s&t		e&o	n&u	None
譬	p		i		4	p		ei		3	p		i		None	th		i		3	h		i		None
譭	h	u	i		3		u	ai		2											k		i		None
譮	h	u	a		4																				
譯		i	i		4		i	i	k	9		y	e	k	None	d		i	ch	8		&y	a&e	ki&ku	None
議		i	i		4		i	i		3&5&6			uy		None	ngh		i		4	g		i		None
譱	sh		a	n	4						s		e	n	None						z		e	n	None
譲	r		a	ng	4																z	y	o	u	None
豑	zh		i		4																t&z	&y	i&u	chi&tsu	None
豶	f		e	n	2	f		a	n	4											b&h		u	n	None
贍	sh		a	n	4	s		i	m&n	6	s		e	m	None	th	i	ê	m	4	s&z		e	n	None
贎		u	a	n	4																				
贏		i	i	ng	2		i	e&i	ng	4		y	e	ng	None								e	i	None
趮	z		ao		4	c		ou		3															
躁	z		ao		4	c		ou		3	c		o		None	th		ao		3	s		o	u	None
躂	d		a		2	d&t		aa	t	8											t		a	chi&tsu	None
躃	b		i		4																h		e	ki	None
躄	b		i		4	b&p		i	k	7											h		e	ki	None
躅	zh		u		2	z		u	k	9	ch		o	k	None	gh&x		e&ô	c&n	1&8	t	&y	a&o	ku	None
躆	j		u		4	g		eoi		3															
躇	ch		u		2	c	i	u		4	c&ch		a&e	&k	None	ch	ư	a		3	t	y	a&o	&ku	None
躈	q	i	ao		4	k	i	u		3															
躉	d		u	n	3	d		a	n	2	t		o	n	None						t		o	n	None
軆	t		i		3						ch		ey		None						t		a&e	i	None
轕	g		e		2	g		o	t	8											k		a&e	chi&tsu	None
轖	s		e		4	s		i	k	7															
轗	k		a	n	3	h		a	m	2	k		e	m	None						k		a	n	None
轘	h	u	a	n	2		u	aa	n	6	h	w	a	n	None						g&k		a&e	n	None
轙		i	i		3	&ng	&i	ai&i		5															
轚	j		i		2	g		i	k	7															
辮	b	i	a	n	4	b		i	n	1	p	y	e	n	None						b&h		e	n	None
邍		iu	a	n	2		i	u	n	4															
酁	ch		a	n	2																				
酃	l		i	ng	2	l		i	ng	4											r	&y	e&o	i&u	None
醲	n		o	ng	2	n		u	ng	4	n		o	ng	None						d&n&z	&y	o&u	&u	None
醳		i	i		4	&s	&i	i	k	7&9											&s	&y	a&e	ki&ku	None
醴	l		i		3	l		ai		5	l	y	ey		None						r		a&e	i	None
醵	j		u		4	g&k		eoi&oe	&k	6&9	k	&y	a&e	&k	None						k	y	o		None
醶		i	a	n	4																g&k&r&s		a&e	n	None
醷		i	i		4		i	i	&k	3&7															
醸	n	i	a	ng	4																z	y	o	u	None
釋	sh		i		4	s		i	k	7	s		e	k	None	th		i	ch	7	&s	&y	a&e	ki&ku	None
鏳	ch		e	ng	1																				
鏵	h	u	a		2		u	aa		4															
鏶	j		i		2						c		i	p	None										
鏷	p		u		2	b		u	k	9											b&h		o	ku	None
鏸	h	u	i		4		u	ai		6											&s&t&z		e	&i	None
鏺	p		o		1	p		u	t	8											h		a	chi&tsu	None
鏻	l		i	n	2	l		eo	n	4	l		i	n	None						r	&y	e&i&o	i&n&u	None
鏼	s		e		4																				
鏽	x	i	u		4	s		au		3											s	y	u	u	None
鏾	s		a	n	3	s		i	n	3															
鏿	ch		e	ng	1																				
鐀	k	u	i		4	g	u	ai		6															
鐁	s		i		1																s		i		None
鐂	l	i	u		4																r	&y	u	&u	None
鐃	n		ao		2	n		aau		4	n	y	o		None						d		o	u	None
鐄	h	u	a	ng	2						h		oy	ng	None	b&v		a&i	ng&t	2&8	&k		o	u	None
鐅	p	i	e		3																				
鐆	s	u	i		4	s		eoi		6															
鐇	f		a	n	2	f		aa	n	4											b&h		a&o	n	None
鐈	q	i	ao		2																g&k	y	o	u	None
鐉	q	u	a	n	1																s&t		e	n	None
鐊		i	a	ng	2																				
鐋	t		a	ng	1	t		o	ng	2															
鐌	x	i	a	ng	4																				
鐍	j	u	e		2	k	i	u	t	8											&t		e&i	chi&tsu	None
鐎	j	i	ao		1	z	i	u		1											s&z	y	o&u	&u	None
鐏	z		u	n	1	z	i	u	n	3	c	w	u	n	None						s&z		a&o	n	None
