[																									
]																									
㒟	n	i	ao		3	n&s	&i	eoi&u		1&5															
㒠	x	i	e		4	h		aai		6															
㒯																									
㔐						c		i	m	1															
㔧	l		v		4	l		eoi		6															
㘉	zh		i		4	z		i	t	7&8															
㘊	x		i		1	c&k&z		aa&aau&u	&k&p	2&3&7															
㘋	x	i	a	n	2	z		i	n	4						h		ơ	n	2					
㘌	j		u		4	k		e	k	9															
㘍	j		i		2	z		i	k	7															
㘎	h		a	n	3	h		a	m	3															
㘏																									
㙻	ch		a	n	2	c		i	n	4															
㙼	l		ei		3	l		eoi		5															
㙽																									
㚍	k	u	i		3	f		ai		3															
㜰		iu	e		4	z		oe	k	9															
㜱	zh		i		4	z		a	t	7															
㝰	m	i	a	n	2	m		aa&i	n	4&5															
㠝	c	u	a	n	2	c	i	u	n	4															
㠞																									
㠟	l		i		2	l		ai		4															
㦚	b	i	a	n	3	b		i	n	2															
㦛		i	u		3	z	i	u		5															
㦝	m	i	ao		3	b&m	&i	o&u	&k	5&9															
㦞	ch		ou		2	c		au		4															
㦟	m		ai		2	f&m		a&ai	&t	4&8															
㦡	l		e		4	l		o	k	8&9															
㦢	j	i	e		2	z		i	t	8															
㩠			ao		1			ou		1															
㩡	l	u	o		3	l		o		2						d	u	i		5					
㩢	m	i	e		4	m		aai&i	&t	4&9						m		o	t	7					
㩣						b&f		aai&u	&k	1&7															
㩤	f		u		1	f		u		1															
㩥						c&s		a	m	1&2															
㩦	x	i	e		2	k	u	ai		4															
㩧	b		o		2	b		o	k	9						b		eo		4					
㩨	h	u	i		4		u	ai		6															
㩩	q		i	ng	3	k		i	ng	2															
㩪	x	i	e		2	k		i	t	8															
㩫																									
㪫	r	u	i		4	z		eoi		6															
㪬	ch	u	o		1	c&z		oe&u	k	8&9															
㬣	d	u	i		4	d&k		eoi&i	&t	3&8															
㬤	q		i		1	z		aa	p	7															
㬥	p		u		4	b		u	k	9															
㬦		iu	e		4																				
㬧	b		o		2	b		o	k	8															
㬨																									
㯷	p		u		2	b&l&p		o&u	k	8&9						b		u	c	8					
㯸	j		i	n	3	z		eo	n	2															
㯹	b	i	ao		3	b	i	u		1&2															
㯺	j	i	a	n	4	l		a	m	6															
㯻	g		u	n	3	g	u	a	n	2															
㯼																									
㯽						b&p		a&i	n&ng	1															
㱘			a	n	4	z		i	m	1&2															
㲊	r	u	i		4	z		eoi		6															
㲯	r		a	n	2	z		i	m	4															
㲰	n		i	ng	2	n		i	ng	4&6															
㵽	l		ei		3	l		eoi		5															
㵾	q		i	ng	4	c		i	ng	6															
㵿	x	i	ao		4	h		aa&au	&t	6&9															
㶀	j	i	ao		1	b&g&ng&p		a&aau&au	&k	1&4&8&9															
㶁	g	u	o		2	&g	u	a&i	k	7&9															
㶂																									
㶃																									
㸄	j		i		4	z		ai		6															
㸅	j	i	e		2	z		i	t	8															
㸤	p	i	a	n	4	p		a&i	n&ng	3&4															
㹗	t		ao		1	t		ou		1															
㹘	r		u		4	z	i	u		4&6															
㺠		i	ou		4	z		aau		6															
㻾		i	o	ng	1	z		u	ng	2															
㼂			e		2		u	aa	n	6															
㼕	d		a	ng	1	d		o	ng	1															
㽆	d		a	ng	1	d		o	ng	1															
㽇	h		u		2	&z	&i	u		4&5															
㽫		i	o	ng	1	z		u	ng	1															
㽬	f		u		4	f		u		3															
㿋	s		ao		4	s		ou		3															
㿌	x	i	a	n	1	c&z		i	m	1&3															
㿍	j	i	e		4	g		aai		3															
㿎	f		e	n	4	f&g		a&aa	k&n	4&5&8															
㿏	q		u	n	2	k	u	a	n	4															
㿐																									
㿹	t		a		4	t		aa	t	8															
䁴	zh		a	n	3	z		i	n	2															
䁵	b	i	a	n	3	p		i	n	2															
䁶	j		i		1	g		i	k	7															
䁷	j	u	e		2	&g&z		o&u	k	7&8															
䁸	n		a	ng	2	n		u	ng	4															
䁹	b		i		4	p		aai&ei		5&6															
䁺	sh		i		4	s		i	k	7															
䃩	n		ao		2	b&n		au&i	&t	4&8															
䃪	t		a	n	2	t		aa	n	4															
䃫	d		a	n	3	d		aa	m	2															
䃬		u	ei		3	g&ng	&u	aai		1&5															
䃭	g		a	n	3	g		a	m	2															
䃮	d		a		2	d		aa	t	9															
䃯	l		i		4	l		i	k	7															
䄠	sh		a	n	4	s		i	n	6															
䄡	d		a	n	1	d		aa	m	1															
䆁	g		ao		1	g		ou		1															
䆂	l	i	a	n	2	l		a&i	m	4															
