[																									
]																									
㐃																									
㐄	k	u	a		4																				
㐇																									
㐈																									
㐉																									
㔾	x	i	a	n	1	z		i	t	8															
㔿	z		ou		4	z		au		3															
万		u	a	n	4	m		a&aa	k&n	6&9	m	&w	a&u	k&n	None	v		a	n	4	b&m		a	n	None
丈	zh		a	ng	4	z		oe	ng	6	c		a	ng	None	tr	ư	ơ	ng	4	t&z	y	o	u	None
三	s		a	n	1	s		aa	m	1&3	s		a	m	None	t		a	m	1	s		a	n	None
上	sh		a	ng	4	s		oe	ng	5&6	s		a	ng	None	th	ư	ơ	ng	4	s&z	y	o	u	None
下	x	i	a		4	h		aa		5&6	h		a		None	h		a		4	g&k		a&e		None
丌	j		i		1	g		ei		1											g&k		i		None
个	g		e		4	g		o		3						c		a		3	k		a&o		None
丫		i	a		1			aa		1			a		None			a		1			a		None
丸		u	a	n	2		i	u	n	2&4	h	w	a	n	None	h	o	a	n	2	g		a	n	None
久	j	i	u		3	g		au		2	k	w	u		None	c	ư	u		5	k	&y	u	&u	None
乆	j	i	u		3																k	&y	u	&u	None
乇	t	u	o		1	t&z		aa&o	k	8&9											t	&y	a	ku	None
么	m		e		5	&m	&i	o&u		1													e	u	None
义		i	i		4		i	i		6															
乊		i	i		1																				
乞	q		i		3	h		a	t	7	k		e&i	&l	None	kh		â	t	7	k		i&o	&tsu	None
也		i	e		3		i	aa		5		y	a		None	d		a		6		y	a		None
习	x		i		2	z		aa	p	9															
乡	x	i	a	ng	1	h		@	ng	1															
亇	m		a		5																				
亍	ch		u		4	c		u	k	7						s		u	c	8	t	y	o	ku	None
于		i	u		2		i	u		1&4		w	u		None	v		u		1	&k		u		None
亏	k	u	i		1	k	u	ai		1		w&y	u		None								u		None
亐		i	u		2							w	u	l	None										
亡		u	a	ng	2	m		o&ou	&ng	4	m	&w	a&u	&ng	None	v		o	ng	1	b&m		o	u	None
亼	j		i		2	z		aa	p	9											s&z	y	u	u	None
亽	j		i		5																				
亾		u	a	ng	2																b&m		o	u	None
亿		i	i		4		i	i	k	7															
兀		u	u		4	ng		a	t	9			o	l	None	ng		ô	t	8	g&k		o	tsu	None
兦		u	a	ng	2	m		o	ng	4											b		o	u	None
凡	f		a	n	2	f		aa	n	4	p		e	m	None	ph		a	m	2	b&h		a&o	n	None
凢	f		a	n	2	f		aa	n	4											b&h		a&o	n	None
凣	f		a	n	2																h		a	n	None
刃	r		e	n	4		i	a	n	6			i	n	None	nh		â	n	6	z		i	n	None
刄	r		e	n	4																n&z		i	n	None
劜		i	a		4																		a&e	chi&tsu	None
勺	sh		ao		2	c&s&z		oe	k	8	c		a	k	None	ch	ư	ơ	c	7	s	y	a	ku	None
卂	x		u	n	4																s		i	n	None
千	q	i	a	n	1	c		i	n	1	ch		e	n	None	th	i	ê	n	1	s		e	n	None
卄	n	i	a	n	4		i	aa&e		6			i	p	None						n&z	y	u	u	None
卪	j	i	e		2																				
卫		u	ei		4		u	ai		6															
叉	ch		a		1	c		aa		1	ch		a		None						s	&y	a	&i	None
口	k		ou		3	h		au		2	k	w	u		None	kh		âu		5	k		o&u	&u	None
囗		u	ei		2		u	ai		4											&k		i&o	&ku	None
土	t		u		3	t		ou		2	t&th	&w	o&u		None	th		ô		5	d&t		o		None
士	sh		i		4	s		i		6	s		a		None	s		i		6	s&z		i		None
夂	zh		i		3	g&z		au&i		1&2											s&t	&y	i&u	&u	None
夊	s	u	i		1	s		eoi		1											s		u	i	None
夕	x		i		1	z		i	k	9	s		a&e	&k	None	t		i	ch	8	s		e	ki	None
