[																									
]																									
䮰	zh		e		2	z		aa	k	9															
䮱	zh		u		2	z		u	k	9															
䯢	m		o		2	m		o		1															
䰌	z		o	ng	3	z		u	ng	2															
䰍	c		i		4	z		aau		1															
䰘	l	i	u		2	g&h&l		aau&au&i	&p	2&4&8															
䱵		u	e	ng	1	z		u	ng	1&2															
䱶	l		a	ng	2	l		o	ng	4															
䱷		i	u		2	z	i	u		4															
䱸	s		ou		1	c&s		aau		1&1&2															
䱹	zh		a		3	c&z		aa		2&2&4															
䱺	h		ai		2	h		aai		4															
䱻	h	u	a		2	&g	u	a&aa	&t	4&7&9															
䱼	zh		a	n	3	z		i	n	2															
䱽						c		o&oe	ng	1&1															
䲢	t		e	ng	2	t		a	ng	4															
䲣		i	u		2	z	i	u		4															
䲤																									
䳱		u	u		4	m		ou		6						v		o		4					
䳲	zh		e	n	4	z		a	n	3															
䳳	x		u		4	h&s	&i	eo&u	t	7&8															
䳴	t		a		4	d		a	p	9															
䳵	ch		i		4	c		i	k	7															
䳶	x		i		1	g&h		aai		1&4															
䴘	t		i		1	t		aai		1&2&3															
䴜		u	ai		1	&g&n	&u	aa&aai&ai&ei&u	&n&t	1&4&6&6&8															
䴨																									
䴾	c	u	o		2	c&z		i&o		2&4															
䴿	m		e	ng	2	m		u	ng	4															
䵀	s	u	o		3	s		o		2															
䵎	t	u	a	n	1	c&d&s&t&z	&i	aau&eo&oi&ou&u	&n	1&1&1&3&5&6															
䵗	b		o		2	f		u	k	9															
䵘	sh		ai		4	s		a&ai	&m	2&3															
䵙	zh		a		1	z		aa		1															
䵭	zh		e		4	k&s&z	&i	e&ei&u		1&3&4															
䵮		i	a	ng	4	s&z		oe	ng	1&6															
䵯	t	u	a	n	3	t		eo&eoi	&n	2&3															
䶁	t		a		4	d		a	p	9															
䶆	zh	u	i		1	c&k&z		ei&eoi		1&4&4															
䶏	t		i		4	t		aai		1															
䶚	q		u		3	g		eoi		2															
䶛	l		a		4	l		aa	t	9															
䶱	t		o	ng	2	t		u	ng	4															
䶲	n		a	n	2	z		i	m	4															
䶳		iu	e		4	z		oe	k	9															
亹	m		e	n	2	m		ei&u	&n	4&5	m	&w	i&u	&n	None&None						b&m		i&o	&n	None&None&None&None
儷	l		i		4	l		ai		6	l	y	e		None						r		e	i	None
儸	l	u	o		2	l		o		4											r		a		None
儹	z		a	n	3	z	&i	aa&u	n	2&2	ch		a	n	None						s		a	n	None
儺	n	u	o		2	n		o		4	n		a		None						d&n		a		None&None
兤	h	u	a	ng	2																k		o	u	None
劗	j	i	a	n	3	z		i	n	2	ch		a	n	None						s&z		a&e	n	None&None&None
劘	m		o		2	m		o		4	m		a		None						b&m		a&i		None&None&None&None
卛	sh	u	ai		4																s	y	u	tsu	None
嚻	x	i	ao		1																&g	&y	o	u	None&None
嚼	j	u	e		2	z	&i	oe&u	&k	6&8&9	c		a	k	None						s	y	a	ku	None
嚽	ch	u	o		4																s		e	tsu	None
嚾	h	u	a	n	1	f		u	n	1											k&t		a	n	None&None
嚿	h	u	o		4	g		au		6															
囀	zh	u	a	n	4	z	i	u	n	2	c		e	n	None						t		e	n	None
囁	n	i	e		4	z		i	p	8	&s	&y	e	p	None&None						s	y	o	u	None
囂	x	i	ao		1	h	i	u		1	h	y	o		None	h	i	u		1	&g	&y	o	u	None&None
囃	c		a		4						c		a	p	None						s		o	u	None
囄	l		i		2	l		ai&ei		4&4						l		e		1					
囍	x		i		3	h		ei		2	h		uy		None										
壦	x		u	n	1																				
孈	h	u	i		4																&k&s	&w	a&e&i&u	&i	None&None&None&None&None&None
孉	q	u	a	n	2																				
寷	f		e	ng	1																				
屬	sh		u		3	s&z		u	k	7&9	ch&s		o	k	None&None	th	u	ô	c	8	s&z	&y	o&u	&ku	None&None&None
巍		u	ei		1	ng		ai		4			oy		None	ng		uy		1	g		i		None
巏	q	u	a	n	2	k	i	u	n	4											g&k		e&o	n	None&None&None
巐	ch		ao		3																t	y	o	u	None
廱		i	o	ng	1		i	u	ng	1			o	ng	None							y	o	u	None
忂	q		u		2																				
懼	j		u		4	g		eoi		6	k	w	u		None						g&k		u		None&None
懽	h	u	a	n	1	f		u	n	1	h	w	a	n	None						k		a	n	None
懾	sh		e		4	s&z		i	p	8&8	s		e	p	None						s	y	o	u	None
攛	c	u	a	n	1	c	i	u	n	3											s		a	n	None
攜	x	i	e		2	k	u	ai		4						h	u	ê		2	k		e	i	None
攝	sh		e		4	n&s		i	p	8&9	&s	&y	e	p	None&None	nh		e	p	7	s	&y	e&o	tsu&u	None&None
斕	l		a	n	2	l		aa	n	4											r		a&e	n	None&None
曩	n		a	ng	3	n		o	ng	5	n		a	ng	None	n		a	n	3	d&n		o	u	None&None
朇	p		i		2																h		i		None
櫸	j		u		3	g		eoi		2															
櫹	x	i	ao		1	s	i	u		1															
櫺	l		i	ng	2	l		i	ng	4											r	&y	e&o	i&u	None&None
櫻		i	i	ng	1		i	i	ng	1			ay	ng	None							&y	o	u	None&None
櫼	j	i	a	n	1	c&z		i	m	1&1	ch		e	m	None						s		a&e&i	n	None&None&None
櫽		i	i	n	3																		i&o	n	None&None
櫾		i	ou		2																				
櫿		i	i	ng	2																				
欀	x	i	a	ng	1	s		oe	ng	1															
欁	n		o	ng	2																				
欂	b		o		2	b		o	k	8&9	p		a	k	None						&b&h	&y	a&e	ki&ku	None&None&None&None
欃	ch		a	n	2	c		aa	m	4	ch		a	m	None						s		a&e	n	None&None
欄	l		a	n	2	l		aa	n	4	l		a	n	None	l&đ		a	n	1&1	r		a	n	None
欌	c		a	ng	5						c		a	ng	None										
殲	j	i	a	n	1	c		i	m	1	s		e	m	None						s		e	n	None
灂	zh	u	o		2	z	&i	o&u	&k	3&7&9															
灃	f		e	ng	1	f		u	ng	1											h		o&u	&u	None&None&None
灄	sh		e		4	s		i	p	8	s		e	p	None						&s&z	y	o	u	None&None&None
灅	l		ei		3	l		eoi		5															
灆	l		a	n	2																				
灇	c		o	ng	2																				
灈	q		u		2	k		eoi		4											g&k		u		None&None
灉		i	o	ng	1		i	u	ng	1												y	o&u	&u	None&None
灊	q	i	a	n	2	c		i	m	4											s&z		e&i	n	None&None&None&None
灋	f		a		3																h		a&o	tsu&u	None&None&None
灌	g	u	a	n	4	g		u	n	3	k	w	a	n	None						k		a	n	None
灍	q	u	e		4																				
灏	h		ao		4	h		ou		6															
灐		i	i	ng	5						h	y	e	ng	None										
爙	r		a	ng	3											nh		a	ng	3					
爚		iu	e		4		i	oe	k	9		y	a	k	None						&s	y	a	ku	None&None
爛	l		a	n	4	l		aa	n	6	l		a	n	None	l		a	n	4	r		a	n	None
獾	h	u	a	n	1	f		u	n	1															
獿	n		ao		3	n		aau		4															
瓓	l		a	n	4																r		a	n	None
瓔		i	i	ng	1		i	i	ng	1		y	e	ng	None							&y	e&o	i&u	None&None
瓖	x	i	a	ng	1	s		oe	ng	1															
甗		i	a	n	3		i	i	n	5											g		e&o	n	None&None
癧	l		i		4	l		e	k	9	l	y	e	k	None						r	&y	a&e	ki&ku	None&None
癨	h	u	o		4						k	w	a	k	None						k		a	ku	None
癩	l		ai		4	l		aai		3	l		a		None						r		a	i	None
癪	j		i		5	z		i	k	7											s	y	a	ku	None
癫	d	i	a	n	1	d		i	n	1															
皬	h		e		2						h		a	k	None										
矐	h	u	o		4	h&k		o	k	8&9															
矑	l		u		2											k&l		e&ơ		2&5	r		o&u		None&None
矒	m		e	ng	2																b&m		o&u	&u	None&None&None
矓	l		o	ng	2	l		u	ng	4															
礭	q	u	e		4						h	w	a	k	None						k		a	ku	None
礮	p		ao		4	p		aau		3															
礯		i	i	ng	1																				
礰	l		i		4																				
礱	l		o	ng	2	l		u	ng	4	l		o	ng	None						r		o&u	&u	None&None
礲	l		o	ng	2																				
礳	m		o		4																				
礴	b		o		2	b		o	k	8											b&h		a	ku	None&None
竃	z		ao		4																s		o	u	None
竈	z		ao		4	z		ou		3	c		o		None						s		o	u	None
竉	l		o	ng	3	l		u	ng	1											r		o&u	&u	None&None
籐	t		e	ng	2	t		a	ng	4	t		u	ng	None						t		o	u	None
籑	zh	u	a	n	4																s		e	n	None
籒	zh		ou		4						c	w	u		None						s&z	y	u	&u	None&None
籓	f		a	n	1	b&f		aa&u	n	1&1											h		a&o	n	None&None
籔	s		ou		3	s		au&ou		2&2	s	w	u		None						s	&y	o&u	&u	None&None&None
糲	l		i		4	l		ai		6	l	y	e		None						r		a&e	i&tsu	None&None&None
纄	p		e	ng	2																				
纅		i	ao		4																				
纆	m		o		4	m		a	k	9											b&m		o	ku	None&None
纇	l		ei		4	l		eoi		6	l		oy		None						r		a	i	None
纈	x	i	e		2	k&l		i	t	8&8	h		i	l	None						k		e	chi&tsu	None&None
纉	z	u	a	n	3																s		a	n	None
纊	k	u	a	ng	4	k	u	o	ng	3	k	w	a	ng	None						k		o	u	None
纋		i	ou		1		i	au		1															
續	x		u		4	z		u	k	9	s		o	k	None	t		u	c	8	s&z	&y	o	ku	None&None
纍	l		ei		2	l		eoi		4	l	y	u		None						r		a&u	i	None&None
纎	x	i	a	n	1	c		i	m	1											s		e	n	None
纏	ch		a	n	2	c&z		i	n	4&6	c		e	n	None	tr	i	ê	n	2	d&t		e	n	None&None
纐	j	i	ao		5																				
罍	l		ei		2	l		eoi		4	l		oy		None						r		a	i	None
羻	q	i	a	ng	4																				
羼	ch		a	n	4	c		a&aa	n	3&3											s		a&e	n	None&None
耰		i	ou		1		i	au		1		w	u		None							&y	u	&u	None&None
臝	l	u	o		3	l		o		2	l		a		None						r		a		None
艪	l		u		3	l		ou		5	l		o		None						r		o		None
藔	l	i	ao		2																				
藕			ou		3	ng		au		5		w	u		None	ng		o		3	g		o&u	&u	None&None&None
藖	x	i	a	n	2																				
藗	s		u		4																				
藘	l		v		2	l		eoi		4											r	&y	o		None&None
藙		i	i		4	ng		ai		6															
藚	x		u		4	z		u	k	9											s&z	&y	o	ku	None&None
藛	x	i	e		3																				
藜	l		i		2	l		ai		4	l	y	e		None						r		a&e	i	None&None
藝		i	i		4	ng		ai		6		y	ey		None	ngh		ê		4	g		e	i	None
藞	l		a		3											l	u	i		5					
藟	l		ei		3	l		eoi		5											r		a&u	&i	None&None
藠	j	i	ao		4																	y	o	u	None&None
藡	d		i		2	d		i	k	9															
藢	zh		i		3																				
藣	b		ei		1	b		ei		1															
藤	t		e	ng	2	t		a	ng	4	t		u	ng	None	đ		ă	ng	2	d&t		o	u	None&None
藥		i	ao		4		i	oe	k	9		y	a	k	None	d	ư	ơ	c	8		y	a	ku	None
藦	m		o		4	m		o		4											b&m		a		None&None
藧	h	u	a	n	4																				
藨	b	i	ao		1	b	i	u		1											&h	&y	o	u	None&None&None&None
藩	f		a	n	1	f		aa	n	4	p		e	n	None						h		a	n	None
藪	s		ou		3	s		au		2	s	w	u		None	s		u		3	s		o	u	None
藫	t		a	n	2	t		aa	m	4															
藬	t	u	i		1	t		eoi		1															
藭	q	i	o	ng	2	k		u	ng	4											&k	&y	u	&u	None&None
藯		u	ei		4																				
藰	l	i	u		2																				
藱	h	u	i		4																				
藲			ou		5																				
藳	g		ao		3																k		o	u	None
藴		i	u	n	4																		o&u	n	None&None
藵	b		ao		5																				
蠚	h		e		1																k&s&t	&y	a&e	ki&ku	None&None&None&None
蠛	m	i	e		4	m		i	t	9						m		o	t	8	b&m		e	chi&tsu	None&None
蠜	f		a	n	2	f		aa	n	4											b&h		a&o	n	None&None
蠝	l		ei		2	l		eoi		5															
蠞	j	i	e		2																s&z		e	chi&tsu	None&None
蠟	l		a		4	l		aa	p	9	l		a	p	None	r		ê	p	8	r		o	u	None
蠠	m		i	n	3																				
蠡	l		i		2	l		ai		5	l	y	e		None	l		ai		6	r		a&e&i	&i	None&None&None
蠢	ch		u	n	3	c		eo	n	2	c	w	u	n	None	x	u	â	n	5	s	y	u	n	None
蠣	l		i		4	l		ai		6	l	y	e		None						r		e	i	None
蠤	q	i	u		1																				
蠴	sh		u		5																				
衊	m	i	e		4	m		i	t	9	m	y	e	l	None	m		e	t	7	b&m		a&e	chi&tsu	None&None&None&None
襩	sh		u		3																				
襪		u	a		4	m		a&aa	t	9&9	m		a	l	None						b		a&e	tsu	None&None
襫	sh		i		4	s		i	k	7											s	&y	a&e	ki&ku	None&None
襬	b		ai		3	b		aai		2															
襭	x	i	e		2	g&k		i	t	8&8	h		i	l	None						k		e	tsu	None
襮	b		o		2	b		o&u	k	8&9											h		a&o	ku	None&None
覼	l	u	o		2																r		a&e	&n	None&None&None
覽	l		a	n	3	l		aa	m	5	l		a	m	None	l		a	m	6	r		a	n	None
觺		i	i		2		i	i		4															
譳	n		ou		4																				
譴	q	i	a	n	3	h		i	n	2	k	y	e	n	None	kh	i	ê	n	5	k		e	n	None
譵	zh	u	i		4																				
譶	t		a		4																d&t&z	&y	o&u	&u	None&None&None&None
護	h		u		4			u		6	h		o		None	h		ô		4	g&k		o		None&None
譸	zh		ou		1	z		au		1											t&z	y	u	&u	None&None&None
譹	h		ao		2																k		o	u	None
譺			ai		4	&ng		aai		6&6															
譻		i	i	ng	1																				
譼	j	i	a	n	4																k		a	n	None
譽		i	u		4		i	u		6		y	ey		None	d		ư		4		y	o		None
贐	j		i	n	4	z		eo	n	2	s		i	n	None						s&z		i	n	None&None
贑	g		a	n	4																				
贒	x	i	a	n	2																k		e	n	None
贓	z		a	ng	1	z		o	ng	1	c		a	ng	None	t		a	ng	1	s&z		o	u	None&None
贔	b		i		4	b		ai&ei		3&6	p		i		None						h		i		None
赣	g		a	n	4	g		a	m	3															
趯	t		i		4	t		i	k	7											k		a	n	None
趰			er		3																				
躊	ch		ou		2	c		au		4	c	w	u		None	tr		u		2	t	y	u	u	None
躋	j		i		1	z		ai		1	c		ey		None						s		a&e	i	None&None
躌		u	u		3																				
躍		iu	e		4	&t	&i	i&oe	k	7&8&9	&c	&y	a&e	k	None&None	d	ư	ơ	c	8	&t	&y	a&e	ki&ku	None&None
躎	n	i	a	n	3																				
躏	l		i	n	4	l		eo	n	6															
軇	d		ao		4																d&t		o	u	None&None
轛	zh	u	i		4	d		eoi		3															
轜			er		2																z		i		None
轝		i	u		4		i	u		4		y	e		None							y	o		None
轞	j	i	a	n	4	l		aa	m	6	h		a	m	None						g&k		a&e	n	None&None
轟	h		o	ng	1	g	u	a	ng	1	k		oy	ng	None	h	u	ê	nh	1	g&k		o	u	None&None
辯	b	i	a	n	4	b		i	n	6	p	y	e	n	None						b&h		e	n	None&None
邎		i	ao		2																	y	u	u	None
酄	h	u	a	n	1																				
酅	x		i		1	k	u	ai		4															
酆	f		e	ng	1	f		u	ng	1											f&h		o&u	u	None&None
醹	r		u		2		i	u		4															
醺	x		u	n	1	f		a	n	1											k		u	n	None
醻	ch		ou		2																d&s&t&z	&y	o&u	&u	None&None&None&None
鏴	l		u		4																				
鐩	s	u	i		4	s		eoi		6															
鐪	l		u		3	l		ou		5	l		o		None										
鐫	j	u	a	n	1	s&z	&i	eo&u	n	1&1&3&6	c		e	n	None						s		e	n	None
鐬	h	u	i		4																				
鐭		i	u		4																				
鐮	l	i	a	n	2	l		i	m	4						l	i	ê	m	2	r		e	n	None
鐰	q	i	ao		1											kh&th	&u	au&â	&n	1&1					
鐱	j	i	a	n	4											k		e	m	6	g&k&s		e	n	None&None&None
鐲	zh	u	o		2	z		u	k	9						đ		u	c	8	d&s&t&z	&y	a&o	ku	None&None&None&None
鐳	l		ei		2	l		eoi		4											r		a	i	None
鐴	b		i		4																&b&h	&y	a&e	i&ki&ku	None&None&None&None
鐵	t	i	e		3	t		i	t	8	ch		e	l	None	th	i	ê	t	7	t		e	chi&tsu	None&None
鐶	h	u	a	n	2		u	aa	n	4	h	w	a	n	None						k		a	n	None
鐷		i	e		4																				
鐸	d	u	o		2	d		o	k	9	th		a	k	None	đ		a	c	8	t		a	ku	None
鐹	g	u	o		3																				
鐺	d		a	ng	5	c&d		a&o	ng	1&1	t		a	ng	None						s&t		o	u	None&None
鐻	j		u		4	g&k		eoi		4&6						c&g	&ư	a	&nh	3&3	&g&k	&y	o		None&None&None
鐼	f		e	n	2																				
鐽	d		a		2	d		aa	t	9											t		a	tsu	None
鐾	b		ei		4																				
鐿		i	i		4		i	i		3													i		None
鑀			ai		4			oi		3															
鑁	z		o	ng	1																b		a	n	None
闢	p		i		4	p		i	k	7	p	y	e	k	None						&h	&y	a&e	ki&ku	None&None
闣	d		a	ng	4																				
闤	h	u	a	n	2		u	aa	n	4											&g&k	&w	a&e	n	None&None&None&None
闥	t		a		4	t		aa	t	8	t		a	l	None						t		a	tsu	None
闦		u	e	n	2																g		o	n	None
雤	x	u	e		2																				
霵	j		i		2																				
霶	p		a	ng	1	p		o	ng	4															
霷		i	a	ng	2																				
霸	b		a		4	b		aa		3	p&ph		ay	&k	None&None	b		a		3	&h	&y	a	&ku	None&None&None
霹	p		i		1	p		i	k	7	p	y	e	k	None						&h	&y	a&e	ki&ku	None&None
霺		u	ei		2																				
霻	f		e	ng	1																				
靧	h	u	i		4	f	u	i		3											k		a&e	&i	None&None
鞼	g	u	i		4																&g&k	&w	a&e&i	&i	None&None&None&None&None&None
鞽	q	i	ao		2																				
鞾	x	u	e		1																k		a		None
鞿	j		i		1	g		ei		1											k		e&i		None&None
韡		u	ei		3		u	ai		4&5		w	i		None										
韢	s	u	i		4																				
顤		i	ao		2																				
顥	h		ao		4	h		ou		6	h		o		None						g&k		o	u	None&None
顦	q	i	ao		2	c	i	u		4	ch		o		None						s&z	y	o	u	None&None
顧	g		u		4	g		u		3	k		o		None	c		ô		3	k		o		None
顨	x		u	n	4																				
颦	p		i	n	2	p		a	n	4															
飅	l	i	u		2																r	&y	u	&u	None&None
飆	b	i	ao		1	b	i	u		1												y	o	u	None
飇	b	i	ao		1	b	i	u		1	ph	y	o		None							y	o	u	None
飈	b	i	ao		1																	y	o	u	None
飉	l	i	ao		2	l	i	u		4	l	y	o		None										
飊	b	i	ao		5																				
飜	f		a	n	1						p		e	n	None						h		a&o	n	None&None
饊	s		a	n	3	s		aa	n	2											s		a	n	None
饋	k	u	i		4	g	u	ai		3&6	k	w	ey		None						g&k		i		None&None
饌	zh	u	a	n	4	z		aa	n	6	ch		a	n	None	s	o	a	n	4	s&z		e	n	None&None
饍	sh		a	n	4	s		i	n	6	s		e	n	None						s&z		e	n	None&None
饎	ch		i		4	c		i		3&4											k&s		i		None&None
饏	d		a	n	4																				
饐		i	i		4		i	i		3			uy		None								e&i	&tsu	None&None
饑	j		i		1	g		ei		1	k		i		None	c		ơ		1	k		i		None
饒	r		ao		2		i	u		4		y	o		None	nh	i	êu		1	&z	y	o	u	None&None
饓	ch		e	ng	1																				
馩	f		e	n	2																				
騹	l		i		2	k		ei		4															
騺	zh		i		4	z		i		3											t		i		None
騻	sh	u	a	ng	1																				
騼	l		u		4																				
騽	x		i		2																				
騾	l	u	o		2	l		o		4	l		a		None						r		a		None
騿	zh		a	ng	1																				
驀	m		o		4	m		a	k	9	m		ay	k	None						b		a	&ku	None&None
驁			ao		4	ng		ou		4			o		None						&g	&y	o	u	None&None
驂	c		a	n	1	c		aa	m	1	ch		a	m	None						s		a	n	None
驃	b	i	ao		1	p	i	u		3	ph	y	o		None							y	o	u	None
驄	c		o	ng	1	c		u	ng	1	ch		o	ng	None						s		o&u	&u	None&None
驅	q		u		1	k		eoi		1	k	w	u		None	x	u	i		3	&k	&y	u	&u	None&None
驆	b		i		4																				
驇	zh		i		4																t		i		None
髍	m		o		2																				
髎	l	i	ao		2																r	&y	o	o&u	None&None
髏	l		ou		2	l		au		4	l	w	u		None						r		o&u	&u	None&None
鬔	p		e	ng	2																				
鬕	m		a		4																				
鬖	s		a	n	1	s		aa	m	1	s		a	m	None						s		a&e&i	n	None&None&None
鬗	m		a	n	2																				
鬘	m		a	n	2	m		aa	n	4	m		a	n	None						b&m		a	n	None&None
鬝	q	i	a	n	1																				
鬹	g	u	i		1																&g&k		e&i	&i	None&None&None&None
鬺	sh		a	ng	1	s		oe	ng	1	s		a	ng	None						s	y	o	u	None
魑	ch		i		1	c		i		1	l		i		None						t		i		None
魒	p	i	ao		1																				
魓	b		i		4																				
魔	m		o		2	m		o		1	m		a		None	m		a		1	b&m		a		None&None
鰜	q	i	a	n	4	g		i	m	1											g&k		a&e	n	None&None&None
鰝	h		ao		4	h		ou		6															
鰞		u	u		1																		o&u		None&None
鰟	f		a	ng	2																				
鰡	l	i	u		2	l		au		4											r	y	u	u	None
鰢	m		a		3																b&m		a&e		None&None
鰣	sh		i		2	s		i		4											s&z		i		None&None
鰤	sh		i		1	s		i		1	s		a		None						s		i		None
鰥	g	u	a	n	1	g	u	aa	n	1	h	w	a	n	None						k		a&o	n	None&None
鰦	z		i		1																s		i		None
鰧	t		e	ng	2																d&t&z		i&o	n&u	None&None&None&None
鰨	t		a		3	t		aa	p&t	8&8											t	&y	o	u	None&None
鰩		i	ao		2		i	u		4												y	o	u	None
鰪			e		2																&k		o	u	None&None
鰫		i	o	ng	2	&s	&i	u	ng	4&4															
鰬	q	i	a	n	2	k		i	n	4															
鰭	q		i		2	k		ei		4	k		i		None						k		i		None
鰮		u	e	n	1								o	n	None								o	n	None
鰯	r	u	o		4							y	a	k	None										
鰰	sh		e	n	5																				
鳠	h		u		4																				
鳡	g		a	n	3																				
鳢	l		i		3	l		ai		5															
鳣	zh		a	n	1	z		i	n	1															
鶬	c		a	ng	1	c		o	ng	1	ch		e	ng	None						s	&y	o	u	None&None
鶭	f		a	ng	3																				
鶮	h		e		4																g&k		a&o	ku	None&None&None
鶯		i	i	ng	1			a	ng	1			ay	ng	None		o	a	nh	1			o	u	None
鶰		iu	a	n	2																				
鶱	x	i	a	n	1	h		i	n	1											k		e&o	n	None&None
鶲		u	e	ng	1		i	u	ng	1													o&u	&u	None&None
鶳	sh		i		1																				
鶴	h		e		4	h		o	k	9	h		a	k	None	h		a	c	8	k		a	ku	None
鶵	ch		u		2	c		o		4	ch	w	u		None						s&z	&y	u	&u	None&None&None
鶶	t		a	ng	2																				
鶷	x	i	a		2																				
鶸	r	u	o		4							y	a	k	None						z	y	a	ku	None
