[																									
]																									
檜	g	u	i		4	k	u	i		2	h&k	&w	a&oy	&l	None&None	c	ô	i		3	k		a	i	None
檝	j		i		2						c		u	p	None						s	y	u	u	None
檞	j	i	e		3	g&h		aai		2&5											g&k		a&e	&i	None&None
檟	j	i	a		3	g		aa		2	k		a		None						k		a&e		None&None
檠	q		i	ng	2	k		i	ng	4	k	y	e	ng	None						k		e	i	None
檡	zh		ai		2	z		aa	k	9															
檢	j	i	a	n	3	g		i	m	2	k		e	m	None	gh		e	m	3	k		e	n	None
檣	q	i	a	ng	2	c		oe	ng	4	c		a	ng	None						s	y	o	u	None
檤	d		ao		4																				
檥		i	i		3	ng		ai		5											g		a&i		None&None
檦	b	i	ao		3																				
檧	s		o	ng	1																				
檨	sh		e		1	c&s		e		1&1															
檩	l		i	n	3	l		a	m	5											r		i	n	None
檪	l		i		5																&r	&y	a&e&o	ki&ku&u	None&None&None
歛	h		a	n	1	l		i	m	5&6	k		e	m	None	l	i	ê	m	6	k		a&e	n	None&None
歜	ch		u		4	c		u	k	7															
歝		i	i		4																&t&z	&y	a&e&o&u	&ki&ku	None&None&None&None
殬	d		u		4																t&ts		o&u		None&None
殭	j	i	a	ng	1	g		oe	ng	1	k		a	ng	None						&k	&y	o	u	None&None
殮	l	i	a	n	4	l		i	m	6	l	y	e	m	None	l	i	ê	m	4	r		e	n	None
毚	ch		a	n	2	c		aa	m	4	ch		a	m	None						s&z		a&e	n	None&None&None
氈	zh		a	n	1	z		i	n	1	c		e	n	None	ch		e	n	1	s		e	n	None
氉	s		ao		4	c&s		o&ou		3&3											s		o	u	None
氊	zh		a	n	1	z		i	n	1															
澀	s		e		4	g&s		a&aa&i	p	7&8&8&8											s&z	y	u	u	None&None
澩	x	u	e		2	h		o	k	9															
濌	t		a		4																				
濔	m		i		3	m&n		ei		5&5						nh		ê		6	d&n		a&e	i	None&None
濕	sh		i		1	s		a	p	7	s		u	p	None	l&th		â&âu	&p	4&7	s	&y	i&u	tsu&u	None&None
濗	m		i		4																				
濘	n		i	ng	4	n		i	ng	6	n	y	e	ng	None						n		e	i	None
濙		i	i	ng	2																				
濚		i	i	ng	2							y	e	ng	None							&y	e&o	i&u	None&None
濛	m		e	ng	2	m		u	ng	4	m		o	ng	None	m		ô	ng	1					
濜	j		i	n	4	z		eo	n	6															
濝	q		i		2																				
濞	b		i		4	p		ei		3	p		i		None	t	i	a		1	b&h		a&e&i	&i	None&None&None&None
濟	j		i		4	z		ai		2&3	c		ey		None						s		a&e	i	None&None
濠	h		ao		2	h		ou		4	h		o		None						g		o	u	None
濡	r		u		2	&n	i	u	&n	4&5		y	u		None	nh	u	a		4	&z	y	u		None&None
濢	c	u	i		4																				
濣		u	o		4																				
濤	t		ao		1	t		ou		4	t		o		None	đ		ao		2	t		o	u	None
濥		i	i	n	3																				
濦		i	i	n	3		i	a	n	2															
濧	d	u	i		4											đ	u	ôi		3					
濨	c		i		2																s&z		i		None&None
濩	h	u	o		4		&u	o&u	&k	6&9	h		o		None						&k	&w	a	ku	None&None
濪	j		i	ng	4																				
濫	l		a	n	4	l		aa	m	6	h&l		a	m	None&None	l		a	m	4	r		a	n	None
濬	j		u	n	4	z		eo	n	3	c	w	u	n	None						s	y	u	n	None
濭			ai		3																				
濮	p		u		2	b		u	k	9	p		o	k	None						b&h		o	ku	None&None
濯	zh	u	o		2	z		o	k	9	th		a	k	None						t		a	ku	None
濰		u	ei		2		u	ai		4												&y	i&u	&i	None&None
濱	b		i	n	1	b		a	n	1	p		i	n	None						h		i&o	n&u	None&None
濲	g		u		3	g		u	k	7															
濴		i	i	ng	2		i	i	ng	4		y	e	ng	None										
濵	b		i	n	5	b		a	n	1											h		i	n	None
濶	k	u	o		4	f		u	t	8											k		a	tsu	None
濸	c		a	ng	5																				
營		i	i	ng	2		i	i	ng	4	&h	y	e	ng	None&None								e	i	None
燠		i	u		4		i	u	k	7		w	u	k	None								i&o	ku&u	None&None
燡		i	i		4		i	i	k	9															
燢	x	u	e		2																				
燣	l		a	n	2																				
燤	t		ai		4																				
燥	z		ao		4	c		ou		3	c		o		None	t		ao		3	s		o	u	None
燦	c		a	n	4	c		aa	n	3	ch		a	n	None	x		a	n	3	s		a	n	None
燧	s	u	i		4	s		eoi		6	s	w	u		None						s		u	i	None
燨	x		i		1																				
燩	q	u	e		4																				
燪	c		o	ng	1																				
燫	l	i	a	n	2																				
燬	h	u	i		3		u	ai		2	h	w	ey		None						k		i		None
燭	zh		u		2	z		u	k	7	ch		o	k	None	đ	u	ô	c	7	s	&y	o	ku	None&None
燮	x	i	e		4	s		i	p&t	8&8	s		e	p	None						s	y	o	u	None
燯	l		i	ng	2																				
燰		u	ei		1													ay		3					
燱		i	i		4																				
燲	x	i	e		2																				
燳	zh		ao		4																				
燴	h	u	i		4		u	i		6															
燵	d		a		5																t		a	tsu	None
燶	n		o	ng	2	n		u	ng	1						n		o	ng	3					
燷	l		a	n	2																				
牆	q	i	a	ng	2	c		oe	ng	4	c		a	ng	None	t	&ư	eo&ơ	&ng	1&2	s	y	o	u	None
犠	x		i		5											ngh		e		3	g&k		i		None&None
獮	x	i	a	n	3	s		i	n	2											s		e	n	None
獯	x		u	n	1	f		a	n	1	h	w	u	n	None						k		u	n	None
獰	n		i	ng	2	n		i	ng	4		y	e	ng	None	n		a	nh	1	d		o	u	None
獱	p		i	n	2																b&h		e&i	n	None&None&None
獲	h	u	o		4		u	aai&o	&k	4&9	h	&w	a&oy	k	None&None	h	o	a	ch	8	k		a	ku	None
獳	n		ou		4	n		au		1&6															
獴	m		e	ng	3																				
璗	d		a	ng	4	d		o	ng	6															
璢	l	i	u		2	l		au		4											r	&y	u	&u	None&None
璥	j		i	ng	3						k	y	e	ng	None										
璦			ai		4	&ng		oi		3&3													a	i	None
璧	b		i		4	b		i	k	7&8	p	y	e	k	None	b		i	ch	7	h		e	ki	None
璨	c		a	n	4	c		aa	n	3	ch		a	n	None						s		a	n	None
璩	q		u		2	k		eoi		4											&g	&y	o		None&None
璪	z		ao		3	z		ou		2	c		o		None						s		o	u	None
璫	d		a	ng	1	d		o	ng	1	t		a	ng	None						t		o	u	None
璬	j	i	ao		3																				
璭	g		u	n	4																				
璮	t		a	n	3																t		a	n	None
璯	h	u	i		4																&k		a&e	&i	None&None&None
環	h	u	a	n	2		u	aa	n	4	h	w	a	n	None						k		a	n	None
璱	s		e		4	s		a	t	7											s		i	chi&tsu	None&None
璲	s	u	i		4	s		eoi		6	s	w	u		None						s&z		u	i	None&None
璳	t	i	a	n	2																				
璴	ch		u		5																				
甏	b		e	ng	4	b&p		aa&o	ng	1&3&6															
甐	l		i	n	4	l		eo	n	4															
甑	z		e	ng	4	z		a	ng	6	c		u	ng	None						s		o	u	None
甒		u	u		3	m		ou		5											b&m		u		None&None
疃	t	u	a	n	3																				
疄	l		i	n	4	l		eo	n	6															
癀	h	u	a	ng	2		u	o	ng	4											&k		o	u	None&None
癁	f		u		2																b&f&h		u	ku	None&None&None
療	l	i	ao		2	l	i	u		4	l	y	o		None	l	i	êu		4	r	y	o	u	None
癃	l		o	ng	2	l		u	ng	4	l	y	u	ng	None						r	y	u	&u	None&None
癄	q	i	ao		2																s&z	&y	o	u	None&None&None
癅	l	i	u		2	l		au		4											r	y	u	u	None
癆	l		ao		2	l		ou		4	l		o		None	c&l		ao&o	&m	1&2	r		o	u	None
癇	x	i	a	n	2	h		aa	n	4											k		a	n	None
癈	f		ei		4	f		ai		3	ph	y	ey		None						h		a	i	None
癉	d		a	n	1	d&t		aa	n	1&2&3	t		a	n	None						t		a	&n	None&None
癋	h		e		4																g&k		a	ku	None&None
癌			ai		2	ng		aa	m	4			a	m	None						g		a	n	None
癍	b		a	n	1																				
癎	x	i	a	n	2						k		a	n	None										
皢	x	i	ao		3																	y	o	u	None
皣		i	e		4																	y	o	u	None
皤	p		o		2	p		o		4	ph		a		None						b&h		a	&n	None&None&None&None
皥	h		ao		4																g&k		o	u	None&None
皼	g		u		3																				
盨	x		u		3																s	&y	o&u		None&None&None&None
盩	zh		ou		1	z		au		1															
盪	d		a	ng	4	d		o	ng	6	th		a	ng	None						t		o	u	None
瞤	r		u	n	2																				
瞥	p	i	e		1	p		i	t	8	p	y	e	l	None						b&h		e	tsu	None&None
瞦	x		i		1																				
瞧	q	i	ao		2	c	i	u		4											s&z	y	o	u	None&None
瞨	p		u		2																				
瞩	zh		u		3	z		u	k	7															
瞪	d		e	ng	4	c&d		a&i	ng	4&6	c		i	ng	None						d&t		o	u	None&None
瞫	sh		e	n	3	s		a	m	2															
瞬	sh		u	n	4	s		eo	n	3	s	w	u	n	None						s	y	u	n	None
瞭	l	i	ao		3	l	i	u		4&5	l	y	o		None	l		eo		4	r	y	o	u	None
瞮	ch		e		4																t		e	chi&tsu	None&None
瞯	x	i	a	n	2	h		aa	n	2											g&k		a&e	n	None&None&None
瞰	k		a	n	4	h		a	m	3	k		a	m	None						k		a	n	None
瞱		i	e		4																	y	o	u	None
瞲	x		u		4	h	i	u	t	8															
瞳	t		o	ng	2	t		u	ng	4	t		o	ng	None	ch&tr		a&o	ng	2&2	d&t		o	u	None&None
瞴	m		ou		2																				
瞵	l		i	n	2	l		eo	n	4											r		e&i	n	None&None
瞶	g	u	i		4	g&k	u	ai&i		2&3											&k		i		None&None
瞷	j	i	a	n	4	g		aa	n	3															
矯	j	i	ao		3	g&k	i	u		2&2	k	y	o		None	k	i	êu		5		y	o	u	None
矰	z		e	ng	1	z		a	ng	1	c		u	ng	None						s		o	u	None
磯	j		i		1	g		ei		1	k		i		None						k		i		None
磰	sh		a	n	4																				
磱	l		ao		2																				
磲	q		u		2	k		eoi		4											&g	&y	o		None&None
磳	z		e	ng	1	z		a	ng	1											s&z	&y	o	u	None&None
磴	d		e	ng	4	d		a	ng	3	t		u	ng	None						t		o	u	None
磵	j	i	a	n	4						k		a	n	None										
磶	x		i		4																s	&y	a&e	ki&ku	None&None
磷	l		i	n	2	l		eo	n	4&6	l		i	n	None	c&l		o&â	&n	1&1	r	&y	i&o	n&u	None&None&None
磸	d		i	ng	4																				
磹	t		a	n	2	t		aa	m	2															
磺	h	u	a	ng	2		u	o	ng	4	k	w	a	ng	None	h	o	a	ng	2	k		o	u	None
磻	p		a	n	2	p		u	n	4	p		a&e	n	None&None						b&h		a	&n	None&None&None
磼	z		a		2						c		a	p	None										
磽	q	i	ao		1	h		aau		1	k	y	o		None						&k	&y	o	u	None&None
磾	d		i		1	d		ai		1						s		a	n	4					
磿	l		i		4	l		i	k	9											r	&y	a&e	ki&ku	None&None
礀	j	i	a	n	5																k		a&e	n	None&None
礁	j	i	ao		1	z	i	u		1	ch		o		None						s	y	o	u	None
礂	x		i		5																				
礃	zh		a	ng	3																				
礄	q	i	ao		2	k	i	u		4															
礅	d		u	n	1	d		a&eo	n	1&1															
禧	x		i		3	h		ei		1&2	h		uy		None						k		i		None
禨	j		i		1	g		ei		1	k		i		None						g&k		e&i		None&None&None
禩	s		i		4																s		i		None
禪	ch		a	n	2	s		i	m&n	3&4&4&6	s		e	n	None						s&z		e	n	None&None
禫	d		a	n	4	d&t		aa	m	5&6	t		a	m	None	th&đ	&i	ê	m&n	4&4	d&t		a&o	n	None&None
穉	zh		i		4						ch		i		None						t		i		None
穓		i	i		4																				
穔	h	u	a	ng	2																				
穕	q	i	e		4																s	y	o	u	None
穖	j		i		3																k		e&i		None&None
穗	s	u	i		4	s		eoi		6	s	w	u		None						s		u	i	None
穘	x	i	ao		1																				
穙	p		u		2																b&h		o	ku	None&None
穚	j	i	ao		1																				
穛	zh	u	o		1	z		oe	k	8															
穜	zh		o	ng	3	t&z		u	ng	3&4											s&t&z	&y	o&u	&u	None&None&None&None
穝	z	u	i		5																s		a	i	None
穞	l		v		3																				
窾	k	u	a	n	3	f		o&u	&n	1&2	k	w	a	n	None										
窿	l		o	ng	5	l		u	ng	1&4	l	y	u	ng	None						r	y	u	&u	None&None
竀	ch		e	ng	1	c		a&i	ng	1&1															
竁	c	u	i		4	c		eoi		3															
竂	p	i	ao		2																				
竲	c		e	ng	2																				
竳	d		e	ng	1																				
竴	c		u	n	1																s	y	u	n	None
篰	b		u		4	b		ou		6															
篱	l		i		2	l		ei		4															
篲	h	u	i		4	&s	&u	ai&eoi		6&6											&k&s		e&u	&i	None&None&None
篳	b		i		4	b		a	t	7	ph		i	l	None						h		i	chi&tsu	None&None
篴	d		i		2	d		e&i	k	9&9											t&z	&y	a&e&i	ki&ku	None&None&None&None
篵	c		o	ng	1																s		o&u	&u	None&None
篶		i	a	n	1																		e	n	None
篷	p		e	ng	5	p		u	ng	4	p		o	ng	None	b		o	ng	1	h		o	u	None
篸	c		a	n	3	c&z		a&aa	m	1&1&2											s		a&i	n	None&None
篹	zh	u	a	n	4	s&z	&i	aa&u	n	2&6											s&z		a&e	n	None&None
篺	p		i		2	p		aai		4											b&h		a&e&i	&i&n	None&None&None&None&None&None&None
篻	p	i	ao		3	p	i	u		3															
篼	d		ou		1	d		au		1											t&ts		o&u	&u	None&None
篽		i	u		4																				
篾	m	i	e		4	m		i	t	9	m	y	e	l	None						b&m		e	chi&tsu	None&None
篿	t	u	a	n	2	t&z	i	u	n	1&4															
簀	z		e		2	z		aa	k	8	ch		ay	k	None						s		a	ku	None
簁	sh		ai		1	s		i		1											s		a&i	&i	None&None
簂	g	u	i		4	g	u	o	k	8											k		a&e	&ku	None&None
簃		i	i		2		i	i		4											&t&z		i		None&None&None
簄	h		u		4																g&k		o		None&None
簅	ch		a	n	3																				
簆	k		ou		4	k		au		4											k		o&u	&u	None&None
簇	c		u		4	c		u	k	7	c		o	k	None						s&z		o	ku&u	None&None&None
簈	p		i	ng	2																				
簉	z		ao		4	z		ou		6	ch	w	u		None						s	y	u	&u	None&None
簊	j		i		1																				
簋	g	u	i		3	g	u	ai		2	k	w	ey		None						k		i		None
簌	s		u		4	c		u	k	7											s		o	ku	None
簍	l		ou		3	l		au		5											k&r		o&u	&u	None&None&None
簎	c		e		4	c		aa	k	8											s	&y	a&e	ki&ku	None&None&None
簏	l		u		4	l		u	k	7	l		o	k	None						r		o	ku	None
簐	n	i	a	n	3																				
簒	c	u	a	n	4						ch		a	n	None						s		a&e	n	None&None
簓	d	i	ao		5																s		e	n	None
簔	s	u	o		1																s		a	&i	None&None
簖	d	u	a	n	4	d	i	u	n	6															
簗	l	i	a	ng	5																				
糙	c		ao		1	c		ou		3	c		o		None						s		o	u	None
糚	zh	u	a	ng	1						c		a	ng	None						s	&y	o	u	None&None
糛	t		a	ng	2																				
糜	m		i		2	m		ei		4	m		i		None						b		i		None
糝	s		a	n	3	s		aa	m	2	s		a	m	None	t		â	m	3	s		a&i	n	None&None
糞	f		e	n	4	f		a	n	3	p	w	u	n	None	ph		â	n	1	f		u	n	None
糟	z		ao		1	z		ou		1	c		o		None						s		o	u	None
糠	k		a	ng	1	h		@	ng	1	k		a	ng	None						k		o	u	None
糡	j	i	a	ng	4																				
糢	m		o		2	m		ou		4	m		o		None						b&m		o		None&None
糨	j	i	a	ng	4	g		oe	ng	6															
縩	c		ai		4	c&z		oi		3&3															
縪	b		i		4	b		a	t	7															
縫	f		e	ng	4	f		u	ng	4&6	p		o	ng	None						h		o	u	None
縬	c		u		4																s	y	u	ku	None
縭	l		i		2	l		ei		4											r&t		i		None&None
縮	s	u	o		1	s		u	k	7	ch	w	u	k	None						s	y	u	ku	None
縯		i	a	n	3		i	i	n	2		y	e	n	None								e&i	n	None&None
縰	x		i		3	s		aai		2															
縱	z		o	ng	4	z		u	ng	1&3	c&ch		o	ng	None&None	t		u	ng	1	s&z	y	o&u	u	None&None
縲	l		ei		2	l		eoi		4	l	y	u		None						r		u	i	None
縳	j	u	a	n	4	z	i	u	n	3	k	y	e	n	None						d&k&s&t		e	n	None&None&None&None
縴	q	i	a	n	4	h		i	n	1&3											k		e	n	None
縵	m		a	n	4	m		aa	n	6	m		a	n	None						b&m		a	n	None&None
縶	zh		i		2	z		a	p	7											s&t	y	o&u	u	None&None
縷	l		v		3	l		au&eoi		5&5	l	w	u		None	l	u	a		4	r		o&u	&u	None&None
縸	m		u		4											m		ă	c	7					
縹	p	i	ao		3	p	i	u		1&5	ph	y	o		None							y	o	u	None
縺	l	i	a	n	2											l&n		e&ê	m&n	1&3	r		e	n	None
縻	m		i		2	m		ei		4	m		i		None						b		i		None
縼	x	u	a	n	4																				
總	z		o	ng	3	z		u	ng	2	ch		o	ng	None	t		ô	ng	5	s		o	u	None
績	j		i		1	z		e&i	k	7&8	c		e	k	None	t		i	ch	7	s		e	ki	None
縿	sh		a	n	1	s		aa	m	1											s	&y	a&e&o	n&u	None&None&None&None
繀	s	u	i		4	s		eoi		3															
繁	f		a	n	2	f		aa	n	4	p		a&e	n	None&None	ph		ô	n	2	h		a	n	None
繂	l		v		4	l		eo	t	9															
繃	b		e	ng	3	b&m		a&aa	ng	1&1&6	p	w	u	ng	None						&h	&y	o	u	None&None
繄		i	i		1		i	i		1		y	ey		None								e&i	&i	None&None
繅	s		ao		1	s		ou		1	s		o		None						s		o	u	None
繆	m		ou		2	m	&i	au&u	&k	4&6&6&9	&m	w&y	u		None&None						&r	y	o&u	u	None&None&None
繇		i	ao		2	&z	&i	au&u		4&4&6		y	o		None						&t&z	y	o&u	&u	None&None&None&None&None
繉	h		u	n	2																				
繊	x	i	a	n	5																s		e	n	None
繌	sh		a		5	z		u	ng	1															
繍	x	i	u		4																s	y	u	u	None
罄	q		i	ng	4	h		@	ng	3	k	y	e	ng	None	kh		a	nh	3	&k	&y	e&o	i&u	None&None
罅	x	i	a		4	l		aa		3	h		a		None						k		a&e		None&None
罆	g	u	a	n	4																				
罽	j		i		4	g		ai		3	k	y	ey		None						k		e	i	None
罾	z		e	ng	1	z		a	ng	1	c		u	ng	None						s		o	u	None
罿	ch		o	ng	1	c&t		u	ng	1&4											s&t&z	&y	o&u	&u	None&None&None&None
羁	j		i		1	g		ei		1															
翲	p	i	ao		1																	y	o	u	None&None
翳		i	i		4		&i	ai&i		1&3		y	ey		None								e	i	None
翴	l	i	a	n	2																				
翵	h		ou		2																				
翶			ao		5																				
耫	zh		a		2																				
耬	l		ou		2	l		au		4	l	w	u		None						r		o&u	&u	None&None
聯	l	i	a	n	2	l	i	u	n	4	l	y	e	n	None	l	i	ê	n	1	r		e	n	None
聰	c		o	ng	1	c		u	ng	1	ch		o	ng	None	th		ô	ng	1	s		o	u	None
聱			ao		2	ng		ou		4			o		None						&g	&y	o	u	None&None
聲	sh		e	ng	1	s		e&i	ng	1&1	s		e	ng	None	th		a	nh	1	s	&y	e&o	i&u	None&None
聳	s		o	ng	3	s		u	ng	2		y	o	ng	None						s	y	o	u	None
膷	x	i	a	ng	1	h		@	ng	1															
膸	s	u	i		3						s	w	u		None						s&z		u	i	None&None
膹	f		e	n	4						p	w	u	n	None										
膺		i	i	ng	1		i	i	ng	1			u	ng	None							&y	o	u	None&None
膻	sh		a	n	1	s&z		aa&i	n	1&1											t		a	n	None
膼	zh	u	a		1																				
膽	d		a	n	3	d		aa	m	2	t		a	m	None	đ		a	m	5	t		a	n	None
膾	k	u	ai		4	k	u	i		2	h		oy		None	g	o	i		5	k		a	i	None
膿	n		o	ng	2	n		u	ng	4	n		o	ng	None	n		o	ng	4	d&n		o	u	None&None
臀	t		u	n	2	t	i	u	n	4	t	w	u	n	None						d&t		e&o	n	None&None
臁	l	i	a	n	2	l		i	m	4															
臂	b		i		4	b		ei		3	p		i		None						h		i		None
臃		i	o	ng	1		i	u	ng	2												y	o	u	None
臄	j	u	e		2	k		oe	k	9															
臅	ch		u		4	z		u	k	7&9											s	&y	o	ku	None&None
臆		i	i		4		i	i	k	7			e	k	None							&y	o	ku	None&None
臇	j	u	a	n	3	z		eo	n	3															
臈	l		a		4	l		aa	p	9											r		o	u	None
臉	l	i	a	n	3	l		i	m	5											k&r&s		e	n	None&None&None
臊	s		ao		1	s		ou		1&3	c		o		None						s		o	u	None
臌	g		u		3	g		u		2															
臨	l		i	n	2	l		a	m	4	l		i	m	None						r		i	n	None
臩	g	u	a	ng	3																				
艚	c		ao		2	c		ou		4	c		o		None	t		au		2	s&z		o	u	None&None
艛	l		ou		2	l		au		4															
艜	d		ai		4	t		aai		5											t		a	i	None
艝	x	u	e		5																				
艱	j	i	a	n	1	g		aa	n	1	k		a	n	None	g	i	a	n	1	k		a&e	n	None&None
蓥		i	i	ng	2		i	i	ng	4															
蓧	d	i	ao		4	d&t	i	u		4&6											s	y	o	u	None
蓨	t	i	ao		2	s&t	&i	au&u		1&1&4															
蓩	m		ao		3																				
蓪	t		o	ng	1	t		u	ng	1											t&ts		o&u	&u	None&None
蓫	ch		u		4	z		u	k	9															
蓬	p		e	ng	2	f&p		u	ng	4&4	p		o	ng	None	b		ô	ng	2	h		o	u	None
蓭			a	n	1								a	m	None										
蓮	l	i	a	n	2	l		i	n	4	l	y	e	n	None	s		e	n	1	r		e	n	None
蓯	c		o	ng	1	c		u	ng	1	ch		o	ng	None						s	&y	o&u	&u	None&None&None&None
蓰	x		i		3	s		aai		2											s		i		None
蓱	p		i	ng	2						ph	y	e	ng	None						&h	&y	e&o	i&u	None&None
蓲	q	i	u		1	&h	&i	au		1&1											&k&s	&y	u	&u	None&None&None&None
蓳	j		i	n	3	g		a	n	2															
蓴	ch		u	n	2	s		eo	n	4	s	w	u	n	None						s&z	y	u	n	None&None
蓵	j	i	e		2																				
蓶		u	ei		2																				
蓷	t	u	i		1	t		eoi		1											s&t&ts		a&u	i	None&None&None
蓸	c		ao		2																				
蓹		i	u		4																				
蓺		i	i		4	ng		ai		6											g		e	i	None
蓻	z		i		2	z		a	p	7						g	i	â	p	7	&k&s&z	&y	i&o&u	ku&u	None&None&None&None
蓼	l	i	ao		3	l	&i	u	&k	5&9	l	y	o		None						r	&y	i&o	ku&u	None&None
蓽	b		i		4	b		a	t	7	ph		i	l	None						h		i	chi&tsu	None&None
蓾	l		u		3	l		ou		5															
蓿	x		u		5	s		u	k	7											s	y	u	ku	None
蔀	b		u		4	b		ou		6	p	w	u		None						b&h		o&u	&u	None&None
蔁	zh		a	ng	1																				
蔂	l		ei		2	l		eoi&o		4&4											r		a&u	&i	None&None&None
蔃	q	i	a	ng	2	g&k		oe	ng	2&2&5											&g	&y	o	u	None&None
蔄	m		a	n	4																				
蔅		i	a	n	2																				
蔆	l		i	ng	2	l		i	ng	4	l		u	ng	None						r	y	o	u	None
蔈	b	i	ao		1	b	i	u		1															
蔉	g		u	n	3	g	u	a	n	2															
蔊	h		a	n	3	h		o	n	5&6															
蔋	d		i		2																				
蔌	s		u		4	c		u	k	7											s		o&u	&ku&u	None&None&None
蔍	l		u		4																				
蔎	sh		e		4	c		i	t	8											s		a&e	chi&tsu	None&None&None
蔏	sh		a	ng	1	s		oe	ng	1											s	y	o	u	None
蔐	d		i		2																t		e	ki	None
蔑	m	i	e		4	m		i	t	9	m	y	e	l	None	m	i	ê	t	8	b		e	tsu	None
蔒	x		u	n	1																				
蔓	m		a	n	4	m		aa	n	4&6	m		a	n	None	m		ơ	n	1	b&m		a	n	None&None
蔔	b		o		2	b		aa	k	9	p		o	k	None						f&h		o&u	ku	None&None
蔕	d		i		4	d		aai&ai		3&3&6	ch		ey		None						t		a&e	i	None&None
蔖	c	u	o		2																				
蔗	zh		e		5	z		e		3	c		a		None	g	i	a		3	s	y	a&o		None&None
蔘	sh		e	n	1						s		a	m	None	s		a	m	1	s		a&i	n	None&None
蔙	x	u	a	n	4																				
蔚		u	ei		4		u	a&ai	&t	3&7&8		w	i&u	&l	None&None								i&u	&tsu	None&None
蔛	h		u		2																				
蔜			ao		2																g		o	u	None
蔝	m		i		3																				
蔞	l		ou		2	l		au		4	l	w	u		None						g&k&r	&y	o&u	&u	None&None&None&None&None
蔟	c		u		4	c		u	k	7&9	c	w	u		None						s&z		o	ku&u	None&None
蔠	zh		o	ng	1	z		u	ng	1						ch		ô	ng	1					
蔡	c		ai		4	c		oi		3	ch&s		a&ay	&l	None&None						s		a	i&tsu	None&None
蔢	p		o		2																b&h		a		None&None
蔣	j	i	a	ng	3	z		oe	ng	2	c		a	ng	None						s	&y	o	u	None&None
蔤	m		i		4	m		a	t	9											b&m		i	chi&tsu	None&None&None
蔥	c		o	ng	1	c		u	ng	1	ch		o	ng	None						s		o	u	None
蔦	n	i	ao		3	n	i	u		5	c		o		None						t	y	o	u	None
蔧	h	u	i		4	&s	&u	ai&eoi		6&6											s&z		e&u	i	None&None&None
蔨	j	u	a	n	4																				
蔩		i	i	n	2																				
蔪	j	i	a	n	4	s		aa	m	1	c		e	m	None						s&z		a&e	n	None&None&None
蔫	n	i	a	n	1		i	i	n	1													e&o	n	None&None
蔬	sh		u		1	s		o		1	s		o		None						s	&y	o		None&None
蔭		i	i	n	1		i	a	m	3			u	m	None			â	m	3			i	n	None
蔮	g	u	o		2																				
蔯	ch		e	n	2	c		a	n	4	c		i	n	None						t&z		i	n	None&None
蔰	h		u		4																				
蔱	sh		a		1	s		aa	t	8															
蔲	k		ou		4	k		au		3											k		o&u	&u	None&None
蔳	q	i	a	n	4																s		e	n	None
蔴	m		a		2	m		aa		4											m		a		None
蔵	z		a	ng	1																z		o	u	None
蔶	z		e		5																				
蔷	q	i	a	ng	2	c		oe	ng	4															
蔸	d		ou		1																				
蔹	l	i	a	n	3	l		i	m	4															
蔺	l		i	n	4	l		eo	n	6															
蔻	k		ou		4	k		au		3															
蔼			ai		3			oi		2															
螪	sh		a	ng	1																				
螫	sh		i		4	c&s		i	k	7&7											k&s		a&e	ki&ku	None&None
螬	c		ao		2	c		ou		4											s&z	&y	o&u	&u	None&None&None&None
螭	ch		i		1	c		i		1	l		i		None						t		i		None
螮	d		i		4	d		ai		3						g	i	ai		5	t		a&e	i	None&None
螯			ao		2	ng		ou		4											g		o	u	None
螰	l		u		4																				
螱		u	ei		4																		i		None
螲	zh		i		4	d&z		a&i	t	9&9															
螳	t		a	ng	2	t		o	ng	4	t		a	ng	None						t		o	u	None
螴	ch		e	n	2	c		a	n	4	c		i	n	None										
螵	p	i	ao		1	p	i	u		1												y	o	u	None&None
螶	q		u		2																				
螷	p		i		2																				
螸		i	u		2																				
螹	j	i	a	n	4	z		i	m	6															
螺	l	u	o		2	l		o		4	l		a&ey		None&None						r		a		None
螻	l		ou		2	l		au		4	l	w	u		None	s		âu		1	r		o	u	None
螼	q		i	n	3																				
螽	zh		o	ng	1	z		u	ng	1	c		o	ng	None						s	y	u	u	None
螾		i	i	n	3		i	a	n	5													i	n	None
螿	j	i	a	ng	1	z		oe	ng	1											s	&y	o	u	None&None
蟀	sh	u	ai		4	s		eo	t	7	s		o	l	None						s	y	u	chi&tsu	None&None
蟁		u	e	n	2																b		u	n	None
蟂	x	i	ao		1																				
蟃		u	a	n	4																				
蟄	zh		e		2	z		a&i	k&t	8&9&9	ch		i	p	None	tr		â	p	8	t	&y	i&u	tsu&u	None&None
蟅	zh		e		4	z		e		3															
蟆	m		a		5	m		aa		4											b&m		a	&ku	None&None&None
蟇	m		a		2						m		a		None						b		a		None
蟈	g	u	o		1	g	u	o	k	8											&k	&y	a&i&o	ki&ku	None&None&None
蟉	l	i	u		2	l		au		4											&r	&y	u	&u	None&None&None
蟊	m		ao		2	m		aau		4	m		o		None						b&m		o&u	&u	None&None
蟋	x		i		1	s		i	k	7	s		i	l	None						s		i	tsu	None
蟌	c		o	ng	1																				
蟍	l		i		2																				
蟎	m		a	n	3																				
蟏	x	i	ao		1	s	i	u		1															
蟐	ch		a	ng	5																d&t&z	&y	o	u	None&None&None
蟑	zh		a	ng	1	z		oe	ng	1															
褳	l	i	a	n	2	l		i	n	4															
褵	l		i		2	l		ei		4											r		i		None
