[																									
]																									
㵺	p		ai		4	h&p		a&ai	&k	4&7															
㵻	x	i	u		1	s		a&aau	&t	3&8															
㵼																									
㷾	j	u	e		2	k		oe	k	9															
㷿	x	i	a	n	1	h		i	n	1															
㸀	t		ai		2	t		oi		6															
㸁	h		a	n	3	h		o	n	2&3															
㸂																									
㸃	d	i	a	n	3	d		i	m&ng	2&2															
㸣		i	e		4	z		i	p	9															
㹔	j	i	a	ng	1	g		oe	ng	1															
㹕	h	u	a	n	1	f		u	n	1															
㹖	h	u	a	n	4		u	aa	n	6															
㺝	h		a	n	4	h&l		a	m	5&6															
㺞		i	u		2	z	i	u		4						d		ư		6					
㺟	zh	u	o		2	z		u	k	9															
㻹	x	u	a	n	1	h	i	u	n	1															
㻺	l		i		4	l		i	k	9															
㻽	s	u	i		4	s		eoi		6															
㻿	sh		u		3	s		u	k	9															
㼀																									
㼁																									
㼿	t		o	ng	2	t		u	ng	4															
㽀	zh		e	ng	4	z		i	ng	6															
㽁	l		i		4	l		i	k	9															
㽂	s		a		4	s&t		a	p&t	8&8															
㽃	p		a	n	1	b&p		a&u	n	1&1															
㽄	s		i		1	s		i		1															
㽅						d		a	ng	1															
㽑	t		a	n	2	t		aa	m	4															
㽪	z		e	ng	3	z		a	ng	2															
㿉	t	u	i		3	t		eoi		4															
㿊	c		a	n	3	c&t		a	m	2&4															
䀉	q	i	ao		2	g&k	i	u		2&4															
䁫	h		u		2			u		4															
䁬	c		e	ng	2	c		a	ng	4															
䁭	b	i	ao		1	b	i	u		1&1															
䁮	q	i	a	n	2	c		i	m	4															
䁯	x		i		1	h&k		a&aa	p	7&7															
䁰	j	i	a	ng	3	g		o	ng	2															
䁱	k		ou		1			aau		1															
䁲	m		ai		2	m		aai&ei		1&4															
䁳	m		a	ng	3	m		o	ng	5															
䂊		i	u		4	z	i	u		6&6															
䂋																									
䂌	ch		o	ng	1	c		u	ng	1															
䃟																									
䃡	j		i	n	1	z		a	m	1															
䃢	q		i	n	1	z		aa	m	1															
䃣	h	u	i		3		u	ai		2															
䃤	s		u		4	s		u	k	7															
䃥	ch	u	a	ng	2	c		o	ng	4															
䃦	d		u	n	1	d		eo	n	1															
䃧	l		o	ng	2	l		u	ng	4															
䃨																									
䄟	c	u	i		1	&c	&u	aa&eoi	&n	2&3															
䅾	c		e	n	2	s		a	m	4															
䅿	h	u	a	ng	2		u	aa		4															
䆀	m		ei		3	m	u	i		5															
䆵	ch		e	ng	2	c&z		a&i	n&ng&p	3&4&9&9															
䆶	j	i	u		1	z		aau&i	&k	1&7															
䆷	x	u	e		4	&z	i&u	aa&u	t	9&9															
䆸	zh		e	ng	1	c		a	ng	4															
䆹	ch		o	ng	1	c		u	ng	1															
䆺	p		a	n	1	p		u	n	1															
䆻	q	i	ao		4	k	i	u		3															
䇓	x		u		1	s		eoi		1															
䈸	h		u		2	h		u	k	9															
䈹	s		ou		3	s		aau		2															
䈺	zh		o	ng	1	z		u	ng	1															
䈻	p		u		2	p		ou		4															
䈼	m	i	e		4	m		i	t	9															
䈽	j		i	n	1	g		a	n	1															
䈾	sh		ao		1	s		au&e&o	&k	1&3&8															
䈿	m		i		4	m		aa	k	9															
䉀	sh		u		4	s	i	u	&n	3&4															
䉁	l		i	ng	2	l		i	ng	4															
䉂	l		ei		3	l		eoi		5															
䉃	j	i	a	ng	3	z		oe	ng	2															
䉄	l		e	ng	2	l		i	ng	4															
䉅	zh		i		4	c&z		aa&i	&p	3&7															
䉆	d	i	ao		3	d	i	u		2															
䉇																									
䊜	t	u	a	n	2	t	i	u	n	4															
䊝	x	i	e		4	s		i	t	8															
䊞	zh		e		2	z		aa	k	9															
䊟	m		e	n	2	m		u	n	4															
䊠	x		i		4	h		ei		3															
䊡	m		a	n	2	m		u	n	4															
䊢						z		oe	ng	1															
䌌	q		i		4	c		aa&i	p	7&8															
䌍	j		i	n	3	g		a	n	2															
䌎	l	v	e		4	l		oe	k	9															
䌏	m		i		4	m		a	t	9															
䌐	m		i		4	m		i	k	9															
䌑	j	i	a	n	1	g		i	n	1															
䌒	l		u		4	l		u	k	9															
䌓	f		a	n	2	b&f		a&u	n	1&4															
䌔			ou		1			aau		3															
䌕	m		i		2	m		ei		4															
䍢		u	u		2	m		ou		4															
䍺	h	u	a	n	4		u	aa	n	4															
䎭	c		ao		1	c	&i	ou&u		3&4															
䎮	t		i		4	t		aai&i	&k	3&7															
䎯	h		a	n	4	h&z		i&o	n	2&3&5															
䏄	d		i		3	z	&i	aa&u	t	8&9															
䏅	q		i		4	c		ai		3															
䏆	c		ao		2	c		ou		4															
䏇	p	i	ao		4	p	i	u		3															
䐾	d	u	o		2																				
䐿			ao		4			ou		3															
䑀	p		i		4	p		i	k	7															
䑁		u	u		4																				
䑿	s		u		4	s		u	k	7															
䒀	b		u		4	b		ou		6															
䒁	x		i		2	z		aa	p	9															
䒂	j	i	a	ng	3	z		oe	ng	2															
䒃	c		ao		4	z		ou		6															
䒄	f		u		4	f		u		3															
䒅	t		e	ng	2																				
䔎	s		u		4	c		u	k	7															
䔏	ch		ou		4	c&z		ou&u	&ng	1&3&6															
䔐	j	i	a	n	1																				
䔑	x	i	e		2	c		e		4															
䔒	b		ei		4	b&p	&u	i&u	&n	1&5&6															
䔓	x		u		3	h		eoi		2															
䔔	j		i	ng	4	g		i	ng	6															
䔕	p		u		2	p		ou		4															
䔖	l		i	ng	2	l		i	ng	4															
䔗	x	i	a	ng	2	c		oe	ng	4															
䔘	z	u	o		4																				
䔙	d	i	ao		4	c&d	&i	oe&u	&k	3&8															
䔚	ch		u	n	2	s		eo	n	4															
䔛	q		i	ng	3	k&l		i&oe	k&ng	2&9															
䔜	n		a	n	2																				
䔝	zh		ai		1																				
䔞	l		v		4	l		eo&eoi	&t	6&9															
䔟		i	i		2	z	i	u		4															
䔠	sh		ao		3	s		au		1															
䔡		i	u		2	z	i	u		4															
䔢	h	u	a		2		u	aa		4															
䔣	l		i		2	l		ai		4															
䔤	p		a		1																				
䔥						s	i	u		1															
䔦																									
䔧	l		i		2	l		aai		4															
䔨																									
䔩																									
䔪	sh	u	a	ng	3	s		o	ng	2															
䔫																									
䔬		i	i		4	z		i		6															
䖜		i	i	n	2																				
䗟		i	i		4																				
䗠	x	u	a	n	2	s	i	u	n	4&6															
䗡		i	a	n	2	z		i	n	1															
䗢	z		ao		3	z		ou		2															
䗣	h		a	n	4																				
䗤		i	o	ng	2	ng&z		aau&u	&ng	4&5															
䗥	z		o	ng	1	z		u	ng	1															
䗦						f		u	ng	1															
䗧	k		a	ng	1	&h	&u	@&o	ng	1&1															
䗨		i	u		2	z	i	u		4															
䗩	q		i		1	c		i	k	7															
䗪	zh		e		4	z		e		3															
䗫	m		a		2	m		aa		3&4															
䗬						f		u	ng	1															
䗭																									
䗮	sh	u	a	ng	3	c&s		o	ng	2&2															
䙔			ou		1	&z		a&aau&i	&m&t	1&1&2&8															
䙕	z		o	ng	3																				
䙖						b		a	ng	1															
䙗	t		i		4																				
䙘	ch		u		3																				
䙙	ch		i		2	c		i		4															
䙚	n	i	ao		3	n	i	u		5															
䙛	g	u	a	n	4	&g	u	aa	n	2&6															
䙜	f		e	ng	2	f		u	ng	4															
䙝	x	i	e		4	s		i	t	8															
䚊	j	i	a	n	3																				
䚋		i	u	n	4		u	aa	n	4															
䚌																									
䚥	n	u	o		4	z		oe	k	9															
䚦	zh		i		4																				
䛾	s		u		4	s		ou		3															
䛿	g		e		2	g		aa	k	8															
䜀	n		ao		3	n		ou		5															
䜁	x		i		4	h		aai		5															
䜂																									
䜦																									
䜧	n		ao		3	n		ou		5															
䜰																									
䝀	l	i	u		2	l		au		4															
䝁	l		ao		2	l		ou		4															
䝂	sh		u		4	s	i	u		6															
䝠	h	u	a	n	2	z	i	u	n	4															
䞅		i	i		2	z		i		4															
䞆	s	u	o		3	s		o		2															
䞽	s	u	o		3	s		o	k	8															
䞾	ch		i		2	d&z		aai		3&6															
䞿	q	i	a	n	1	h		i	n	1															
䟀	c		ai		1																				
䠗	q	i	u		4	c		au		5															
䠘	p		i		4																				
䠙	p		a	ng	2	p		aau&o	&ng	4&4															
䠚		u	a		4	m		aa	t	9															
䠛		i	ao		2	z	i	u		2&4															
䠜	r		o	ng	2	z		u	ng	4															
䠝	x		u	n	1																				
䠽	h		ai		2																				
䠾	sh		a	n	3	s		i	m&n	2&2&3															
䡥	r		o	ng	2	z		u	ng	2&4															
䡦	s		a	ng	3	s		o	ng	2															
䡧		u	u		1			u		1															
䡨	ch		a		4																				
䡩	k		e	ng	1	h		@&aa	m&ng	1&1															
䡪	sh		a	n	4	c&s&z		eoi&i	&n	1&1&3															
䢮	l		ei		4																				
䣢	j		i		2																				
䤉	m		i		4	m		a	t	9															
䤊	r		o	ng	2	m&z		aau&u	&ng	4&4															
䤋		i	u		4	&g	u	i&o	k	8&9															
䤌	q	i	a	ng	1	c		oe	ng	1															
䤷		i	a	n	3	&z		aa&i	m	1&2															
䤸	z	u	a	n	4	z	i	u	n	3															
䤹	s		ou		1	s&z		aau&i&u	&k&p	1&7&8															
䤺	j		i	n	1	g		a	n	1															
䤻	d	u	o		4	d		o		6															
䤼	x	i	a	n	4	s		i	n	3															
䦩																									
䦪		i	a		4																				
䦫		i	i	ng	1	z		i	ng	1															
䦬	q	u	e		4																				
䦭	h		a	ng	1																				
䦮	ch		u	n	3																				
䦯	zh		i		4	z		i		3															
䦸																									
䧫	h		ao		2	h		ou		4															
䧬	b		i	n	1	b		aai		1															
䧭																									
䨁		u	u		4	m		ou		6															
䨂	q	i	u		1	c		au		1															
䨞		i	u		3	z	i	u		3															
䨟		u	a		1		u	aa		1															
䨠			ai		3	&p	&i	oi&u		2&5															
䨡	h		a	n	2	h		a	m	4															
䨢	d		a	n	4	d		aa	m	6															
䨣	g		e		2	g		aa	k	8															
䨤	d		i		2	d		i	k	9															
䩊		u	a	n	3	z	i	u	n	2															
䩨	ch		a	ng	4	c		oe	ng	3															
䩩		iu	a	n	3																				
䩪	g	u	a	n	3	g		u	n	2															
䩫	l	i	a	ng	3	l		o&oe	ng	4&5															
䩬	b		e	ng	3	b		u	ng	2															
䩭						g		ei		1															
䩮	l		u		4	l		u	k	9															
䪕	j		u		2	g		u	k	7															
䪠						s&z		aai		1&1															
䫋		u	ei		1	t		eoi		4															
䫌	p		i		3	p		ei		2&3															
䫍	f		u		3	f		u		2															
䫎	zh	u	o		1	z	i	u	t	8															
䫏	q		i		1	h		ei		1															
䫐	l		i	n	2	l		aa&aau	&m	4&5															
䫑		i	i		1	h&z		ei&i		1&1															
䫒	m		e	n	2	m		u	n&ng	4&4															
䫓		u	u		2	ng		@&aa		4&4															
䬋	l		e	ng	2	l		i	ng	4															
䬌	p		ou		1	p		aau		1															
䬍	h		u		1	f		a	t	7															
䬎	g	u	o		2	g&k	u	o	k&ng	4&8															
䬏	b		u		4	f		aau		2															
䬐	r	u	i		2		u	aai		2															
䬠						f		ei		1															
䭃	r		e	n	3	z		aa	m	5															
䭄	sh		i		4	s		i		6															
䭅	h		u		2			u		4															
䭆	n		e		4	n		eo	t	9															
䭇		i	e		1	z		i	t	8															
䭰	b		e	ng	4	b&f&z		aai&u	&ng	2&3&6&6															
䭱	b	i	e		2	b&m	&i	i&o&u	&k&t	5&7&9															
䭲		i	i		3	z		i		2															
䮎	x		i		4	h		ei		1															
䮏		u	u		2	ng		@		4&6															
䮐						g	u	i	ng	1															
䮑	l		ei		4		i	u	t	8															
䮒	p		u		1	p		ei&ou		1&1															
䯄	g	u	a		1		u	aa		1															
䯕	t		i	ng	1	t		i	ng	1															
䯖	l		a	ng	2	l		o&ou	&ng	4&6															
䯗	b		i		4	b		ei		1&2&3															
䯘	h	u	a	n	4			u	n	6															
䯙	p		o		4	p		a	k&ng	4&8															
䯚		i	ao		3	z	&i	i&oe&u	&k&ng	1&5&8															
䯹	x	i	a	n	1	c&z		i	m	1&4															
䯺	k	u	o		4	k		u	t	8															
䯻						g		ai		3															
䯼	d		i		2	d		i	k	9															
䱊	m		i		3	m		ai		5						m		e		2					
䱋	g		o	ng	3	d&g		aa&u	m&ng	2&2															
䱌		i	i		2	z		i		4															
䱍	g		e	ng	4	g		a	ng	2															
䱎	g		e	ng	4	g		a	ng	2															
䳋	t		o	ng	2	t		u	ng	4															
䳌						g	i	u	n	1															
䳍	g		o	ng	1	g		u	ng	1															
䳎	j	i	u		4	h&k		aau&i	&n	1&3&5&6															
䳏	g	u	i		4	g	u	aai		3															
䳐	c		i		4	c		i		3															
䳑		i	ou		3	z		u	k	7															
䳒		iu	a	n	2	z	i	u	n	4															
䳓	l		ao		3	l		ou		5															
䳔	j		u		2	g		u	k	7															
䴔	j	i	ao		1	g		aau		1															
䴕	l	i	e		4	l		i	t	9															
䴵	b		i	ng	3	b		i	ng	2															
䵠	d		i		2	c&d&z		i&oe	k	7&8&8															
䵢	m		ei		4	m	&u	aa&ei&i		3&6&6&6															
䵣	d		a		2	d		aa	t	8															
䶃	h		a	n	2	h		a	m	4															
䶒	q		i		2	c		ai		4															
䶓	j		i		4	c&z		aa&aai	&p	3&7															
償	ch		a	ng	2	c&s		oe	ng	4&4	s		a	ng	None						s	y	o	u	None
儠	l	i	e		4	l		i	p	9											r	y	o	u	None
儡	l		ei		3	l		eoi		5	l		oy		None						r		a	i	None
儢	l		v		3	l		eoi		5	l	y	e		None						r	&y	o		None&None
儣	k	u	a	ng	3																k		o	u	None
儤	b		ao		4	b		ou		3	ph		o		None						&h	&y	o	u	None&None
儥		i	u		4		i	u	k	9		y	u	k	None						&d&t	&y	a&e&i&o	ki&ku	None&None&None&None&None
儦	b	i	ao		1	b	i	u		1											&h	&y	e&o	u	None&None
儧	z		a	n	3						ch		a	n	None						s		a	n	None
儨	zh		i		2																s		i	chi&tsu	None&None
儩	s		i		4	c		i		3											s		i		None
優		i	ou		1		i	au		1		w	u		None							&y	u	&u	None&None
儬	ch		e	n	4																s		i	n	None
凟	d		u		2																				
劕	zh		i		4											ch		ă	t	8	s&t		i	&chi&tsu	None&None&None
勴	l		v		4	l		eoi		6											r	&y	o		None&None
勵	l		i		4	l		ai		6	l	y	e		None	l		ê		4	r		e	i	None
勶	ch		e		4																d&k		e	chi&tsu	None&None
匵	d		u		2	d		u	k	9											d&t		o	ku	None&None
厳		i	a	n	2																g		e&o	n	None&None
噽	p		i		3																				
噾		i	i	n	1																		i	n	None
噿	z	u	i		3																s		u	i	None
嚀	n		i	ng	2	n		i	ng	4	n	y	e	ng	None						&d&n	&y	e&o	i&u	None&None&None
嚁	d		i		2																t&z	&y	a&e	ki&ku	None&None
嚂	l		a	n	4	l		aa	m	4&6						g	i	a	m	4	k&r		a	n	None&None
嚃	t		a		1	d		aa	p	8&9											t		a&e&o	&i&u	None&None&None
嚄	h	u	o		1		&u	o	&k	2&9	h		oy	k	None	q	u	a	c	7	&k	&w	a	ku	None&None
嚅	r		u		2		i	u		4						nh		eo		1	&z	y	u		None&None
嚆	h		ao		1	h		ou		1	h	y	o		None						k		o	u	None
嚇	x	i	a		4	h		aa	k	7&8	h	&y	a&e	&k	None&None						k		a	&ku	None&None
嚈		i	e		4		&i	aa&i	p&t	8&8							ư	ơ	m	3		y	o	u	None
嚉	d	u	o		1	d		eoi		3						d	ô	i		3					
嚊	p		i		4	b		e&ei		6&6											h		i		None
嚋	ch		ou		2											tr		u		2	t	y	u	&u	None&None
嚌	j		i		4	c&z		ai		6&6											k&s&z		a&e	i	None&None&None&None
嚍	j		i	n	4																s		i	n	None
嚎	h		ao		2	h		ou		4						h		ao		2	g&k		a&o	u	None&None
嚏	t		i		4	t		ai		3	ch		ey		None						t		e	i	None
嚐	ch		a	ng	2	s		oe	ng	4											s	y	o	u	None
嚑	x		u	n	5																				
嚒	m		e		5																				
嚓	c		a		1	c		aa	t	8						x		a	t	7					
嚺	t		a		4																				
壍	q	i	a	n	4	c		i	m	3											z		a	n	None
壎	x		u	n	1	h	i	u	n	1	h	w	u	n	None						k	&w	a&e&u	n	None&None&None
壏	x	i	a	n	4	h		aa	m	5											&k		a&o	n	None&None
壐	x		i		3																s&z		i		None&None
壑	h		e		4	k		o	k	8	h		a	k	None	h		a	c	7	g&k		a	ku	None&None
壒			ai		4			oi		2											&k		a	i	None&None
壓		i	a		1	&ng		aa	t	8&8			a	p	None			a	p	7			a&e&o	n&tsu&u	None&None&None
壔	d		ao		3	d		ou		2	t		o		None						t		a	u	None
壕	h		ao		2	h		ou		4	h		o		None	h		ao		2	g		o	u	None
壖	r	u	a	n	2		i	u	n	4											n&z		e	n	None&None
壗	j		i	n	5																				
嬣	n		i	ng	2																&d&t	&y	a&e	i&u	None&None&None
嬤	m		a		1	m		aa		1&4											b&m		a		None&None
嬥	t	i	ao		3	t	i	u		5	c		o		None						d&t&z	&y	a&e&o	ki&ku&u	None&None&None&None&None&None
嬦	ch		ou		2																&s&t	&y	i&u	&u	None&None&None
嬧	j		i	n	4																s&z		i	n	None&None
嬨	c		i		2						c		a		None						s&z		i		None&None
嬩		i	u		2																				
嬪	p		i	n	2	b&p		a	n	3&4	p		i	n	None						h		i	n	None
嬫	r		o	ng	2																				
嬬	r		u		2		i	u		4											d&s&z	&y	o&u	&u	None&None&None
嬭	n		ai		3	n		aai		5	n		ay		None						d&n&z		a&e&i	&i	None&None&None&None&None&None
嬮		i	a	n	1		i	i	m	1&3													e	hu&n	None&None
嬯	t		ai		2																d&t		a	i	None&None
嬰		i	i	ng	1		i	i	ng	1		y	e	ng	None			a	nh	1			e	i	None
嬱	c		a	n	2																				
嬲	n	i	ao		3	n	&i	au&u		1&5	n	y	o		None						z	y	o	u	None
嬳		iu	e		4																				
嬵	m	i	a	n	2																				
嬶	b		i		5																				
嬷	m		a		1	m		aa		1											b&m		a		None&None
孺	r		u		2		i	u		4&6		y	u		None	nh		o		4	z	y	u		None
孻	n		ai		2	l		aai		1											d&n		a	i	None&None
寱		i	i		4	ng		ai		6											g		e	i	None
寲		i	i		2																g		i		None
尶	g		a	n	1																k		a&e	n	None&None
尷	g		a	n	1	g		aa	m	1&3											k		a&e	n	None&None
屨	j		u		4	g		eoi		3	k	w	u		None						k		u		None
嶷		i	i		2		i	i	&k	4&9			uy		None						&g	&y	i&o	&ku	None&None
嶸	r		o	ng	2		i&u	i	ng	4&4		y	e	ng	None						&k	&y	e&o	i&u	None&None&None&None
嶹	d		ao		3																t		o	u	None
嶺	l		i	ng	3	l		e&i	ng	5&5	l	y	e	ng	None						r	&y	e&o	i&u	None&None
嶼		i	u		3	&z	&i	eoi&u		4&6	s		e		None						s	y	o		None
嶽		iu	e		4	ng		o	k	9			a	k	None						g		a	ku	None
嶾		i	i	n	3																				
嶿	r		u		5																				
幪	m		e	ng	2	m		u	ng	4	m		o	ng	None						b&m		o&u	&u	None&None&None
幫	b		a	ng	1	b		o	ng	1	p		a	ng	None						h		o	u	None
幬	ch		ou		2	c&d&t		au&ou		4&4&6	c	w	u		None						d&t&z	&y	o&u	&u	None&None&None&None
彌	m		i		2	m&n		ei		4&4	m		i		None						b&g&m		e&i	&i	None&None&None
徽	h	u	i		1	f		ai		1	h	w	i		None						k		i		None
徾	m		ei		2																				
憵	p		i		1	b		i	k	7															
憻	t		a	n	3						th		a	n	None										
憼	j		i	ng	3	g		i	ng	2	k	y	e	ng	None						&k	&y	e&o	i&u	None&None&None
懋	m		ao		4	m		au		6	m	w	u		None						b		o	u	None
懑	m		e	n	4	m		u	n	6															
懗	x	i	a		4						h		a		None										
懙		i	u		3																				
懚		i	i	n	4																				
懛	d		ai		1																				
懜	m		e	ng	3	m		u	ng	1											b&m		o&u	&u	None&None&None
懝			ai		4																&g	&y	a&i&o	&i&ki&ku	None&None&None&None
懞	m		e	ng	2	m		u	ng	4	m		o	ng	None	m		o	ng	1	b&m		o&u	&u	None&None
懠	q		i		2	c		ai		4															
懡	m		o		3																b&m		a		None&None
懢	l		a	n	2											nh		a	m	2	g&k&r		a&e	n	None&None&None
懤	ch		ou		2	c		au		4											t&z	&y	a&i&o&u	u	None&None&None&None
懥	zh		i		4	c&z		i		3&3															
懦	n	u	o		4	n		o		6	&n	&y	a&u		None&None	nh	u	a		4	d&z	&y	a&e&u	&n	None&None&None
懧	n	u	o		4	n		o		6						n		a	nh	4	d&z	&y	a&e&u	&n	None&None&None
懨		i	a	n	1		i	i	m	1															
戲	x		i		4	f&h		ei&u		1&3	h		uy		None	h		i		3	g&k		e&i		None&None&None
擎	q		i	ng	2	k		i	ng	4	k	y	e	ng	None						&k	&y	e&o	i&u	None&None
擞	s		ou		3	s		au		2															
擟	m		i		2																				
擠	j		i		3	z		ai		1	c		ey		None						s		a&e	i	None&None
擡	t		ai		2	t		oi		4	t		ay		None						d&t		a	i	None&None
擢	zh	u	o		2	z		aa&o	k	9&9	th		a	k	None						t		a&e	ki&ku	None&None
擣	d		ao		3	d		ou		2	t		o		None						t	&y	o&u	u	None&None
擤	x		i	ng	3	s		a	ng	3											&k	&y	o	u	None&None
擦	c		a		1	c		aa	t	8	ch		a	l	None	x		a	t	7	s		a	tsu	None
擨		i	e		2																				
擩	r		u		3		i	eoi&u		5&5											&n&z	&y	i&u	&i	None&None&None&None
擪		i	e		4	ng		aa	p	8											&t&z	&y	e&o	n&u	None&None&None&None&None&None
擫		i	e		4		i	i	p	8															
擬	n		i		3		i	i		4&5			uy		None	ngh		i		6	g		i		None
擭		u	o		4	&f	&u	aa&o	&k	6&9	h	w	a		None							y	o		None
擮	j		i		2																				
擯	b		i	n	4	b		a	n	3	p		i	n	None						h		i	n	None
擰	n		i	ng	2	l&n		i	ng	2&4&6&6											&d	&y	o	u	None&None
擱	g		e		1	g		o	k	8	k		a	k	None	g		a	c	7	k		a	ku	None
斀	zh	u	o		2																				
斁		i	i		4	&d	&i	i&ou	&k	3&9	t	w	u		None						&s&t&z		e&o&u	&ki&ku	None&None&None&None
斂	l	i	a	n	3	l		i	m	6	l	y	e	m	None						r		e	n	None
斣	d		ou		4																s&t&ts	&y	o&u	&ku&u	None&None&None&None&None
斵	zh	u	o		2																				
斶	ch		u		4	c		u	k	7															
旚	p	i	ao		1																				
曎		i	i		4																	&y	a&e	ki&ku	None&None
曏	x	i	a	ng	3	h		@	ng	3											&k&s	&y	o	u	None&None&None
曐	x		i	ng	1																				
曑	sh		e	n	1																				
曒	j	i	ao		3																				
曓	b		ao		4						ph		o		None										
曔	j		i	ng	4																&k	&y	e&o	i&u	None&None
曕		i	a	n	4																				
曖			ai		4			oi		2&3			ay		None			ay		3			a	i	None
曗		i	e		4																				
曚	m		e	ng	2	m		u	ng	4	m		o	ng	None	m		ô	ng	2	b&m		o	u	None&None
橽	t		a		4											th		ơ	t	7					
橾	sh		u		1																s	&y	o&u	&u	None&None&None
橿	j	i	a	ng	1	g		oe	ng	1	k		a	ng	None							y	o	u	None
檀	t		a	n	2	t		aa	n	4	t		a	n	None	đ		a	n	2	d&t		a	n	None&None
檁	l		i	n	3	l		a	m	5						d&l		ay&â	&m	1&6	r		i	n	None
檂	n		o	ng	2											n		o	ng	2					
檃		i	i	n	3		i	a	n	2													i&o	n	None&None
檄	x		i		2	h		a	t	9	k	y	e	k	None	h		i	ch	8	g&k		e	ki	None&None
檅	s	u	i		4																				
檆	sh		a	n	1																s		a	n	None
檇	z	u	i		4	z		eoi		3											s&z		a&u	i	None&None&None
檈	x	u	a	n	2																				
檉	ch		e	ng	1	c		i	ng	1	c		e	ng	None						t	&y	e&o	i&u	None&None
檊	g		a	n	4											g		a	n	3					
檋	j		u		2																&k	&y	o	ku&u	None&None&None
檌	z	u	i		4																				
檍		i	i		4		i	i	k	7			e	k	None							&y	i&o	&ku	None&None&None
檎	q		i	n	2	k		a	m	4	k		u	m	None						g&k		i&o	&n	None&None
檏	p		u		3																				
檐		i	a	n	2	&g	&i	a&i	m	2&4&4	ch		e	m	None						&t		a&e	n	None&None
檑	l		ei		2	l		eoi		4						r	u	i		1	r		a	i	None
檒	f		e	ng	1																				
檓	h	u	i		3																				
檔	d		a	ng	4	d		o	ng	2&3	t		a	ng	None										
檕	j		i		4	h		ai		6															
檖	s	u	i		4	s		eoi		6															
檗	b		o		4	b&p		aa	k	8&8	p	y	e	k	None						&h	&y	a	ku	None&None
檘	p		i	ng	2																				
檙	ch		e	ng	2																				
檚	ch		u		3	c		o		2															
檛	zh	u	a		1	z		aa		1											t		a&e		None&None
