[																									
]																									
㐅		u	u		3	ng		@		5															
丁	d		i	ng	1	d&z		a&aa&i	ng	1&1&1	c		e	ng	None	đ		i	nh	1	t	&y	e&o	i&u	None&None&None
丂	k		ao		3																k		o	u	None
七	q		i		1	c		a	t	7	ch		i	l	None	th		â	t	7	s		i	chi&tsu	None&None
丄	sh		a	ng	4																s	y	o	u	None
丅	x	i	a		4	t		i		1											k		a		None
丆	h		a	n	3																				
丩	j	i	u		1																	y	u	u	None
丷	h		a		5																				
乂		i	i		4	ng		aai		6		y	ey		None	ngh		ê		4	g		a&e	&i	None&None
乃	n		ai		3	&n		aai&oi		2&5	n		ay		None	n		ai		5	&d&n		a	i	None&None&None
乄		u	u		5																				
乜	m	i	e		1	m&n		a&e&i	&t	1&1&2&5&6&7											b&m		a&e		None&None
九	j	i	u		3	g		au		2	k	w&y	u		None&None	c	ư	u		5	&k	&y	u	&u	None&None
了	l		e		5	l	i	u		5	l	y	o		None	l	i	êu		6	r	y	o	u	None
二			er		4		i	i		6			i		None	nh		i		2	n&z		i		None&None
亠	t		ou		2	t		au		4											t&z		o&u	&u	None&None
人	r		e	n	2		i	a	n	4			i	n	None	nh		â	n	1	n&z		i	n	None&None
亻	r		e	n	2																				
儿			er		2		i	a	n	4											k&n&z		a&i	i&n	None&None&None
入	r		u		4		i	a	p	9			i	p	None	nh		â	p	8	&z	y	u	&u	None&None&None
八	b		a		1	b		aa	t	8	ph		a	l	None	b		a	t	7	h		a	chi&tsu	None&None
冂	j	i	o	ng	1	g	u	i	ng	1											&k	&y	e&o	i&u	None&None
冖	m		i		4	m		i	k	9											&b	&y	a&e	ki&ku	None&None
冫	b		i	ng	1	b		i	ng	1												y	o	u	None
几	j		i		3	g		ei		1&2	k	w	ey		None	k		i		5	k		i		None
凵	q	i	a	n	3	h		a	m	1&3											k		a&o	n	None&None
刀	d		ao		1	d		ou		1	t		o		None	đ		ao		1	t		o	u	None
刁	d	i	ao		1	d	i	u		1	c		o		None	đ	i	êu		1	t	&y	e&o	u	None&None
刂	d		ao		1																t		a	u	None
力	l		i		4	l		i	k	9	l	y	e	k	None	l		ư	c	8	r	&y	i&o	ki&ku	None&None
勹	b		ao		1	b		aau		1											h		o	u	None
匕	b		i		3	b		ei		2&6	p		i		None						h		i		None
匚	f		a	ng	1	f		o	ng	1											h		o	u	None
匸	x		i		4	h		ai		2											k		e	i	None
十	sh		i		2	s		a	p	9	s		i	p	None	th		â	p	8	z	&y	i&u	tsu&u	None&None
卜	b		o		5	b		u	k	7	p		o	k	None	b		ô	c	7	b		o	ku	None
卩	j	i	e		2	z		i	t	8											s		e	tsu	None
厂	ch		a	ng	3	&h		aa&o	&n	1&3											k		a	n	None
厶	s		i		1	m&s		au&i		1&5											b&m&s		i&o&u	&u	None&None&None
又		i	ou		4		i	au		6		w	u		None	l		ai		4		y	u	u	None
讠		i	a	n	2																				
力	l		i		4	l		i	k	9	l	y	e	k	None	l		ư	c	8	r	&y	i&o	ki&ku	None&None
