切	q	i	e		4	c		ai&i	&t	3&8	c&ch		e&ey	&l	None	th	i	ê	t	7	s		a&e	i&tsu	None
刈		i	i		4	ng		aai		6		y	ey		None						g		a	i	None
劝	q	u	a	n	4	h	i	u	n	3											k		a	n	None
办	b		a	n	4	b		aa	n	6											h		e	n	None
勻		i	u	n	2		u	a	n	4	&k	y	u	n	None								i	n	None
勼	j	i	u		1	g&k		au		1											k	&y	u	&u	None
勽	b		ao		4	b		ou		6											b&h&m	&y	o&u	n&u	None
勾	g		ou		1	&g&ng		au		1	k	w	i&u		None						k		o	u	None
勿		u	u		4	m		a	t	9	m	&w	o&u	l	None	v		â	t	8	b&m		o&u	chi&tsu	None
匀		i	u	n	2		u	a	n	4													i	n	None
匁		u	e	n	2						m	w	u	n	None										
匂	b		i		5						n		ay		None										
化	h	u	a		4	f		aa		3	h	w	a		None	h	o	a		3	k		a&e		None
匹	p		i		3	p		a	t	7	m&ph		i&o	k&l	None	th		â	t	7	h		i	ki&tsu	None
区	q		u		1	&k		au&eoi		1											&k		o&u	&u	None
卅	s		a		4	s		aa		1	s		a	p	None	t		a	p	8	s		o	u	None
卆	z		u		2																s		o	tsu	None
升	sh		e	ng	1	s		i	ng	1	s		u	ng	None	th		ă	ng	1	s	y	o	u	None
午		u	u		3	ng		@		5			o		None	ng		o		4	g		o		None
卝	k	u	a	ng	4																&k		a&o	n&u	None
卞	b	i	a	n	4	b		i	n	6	p	y	e	n	None	b	i	ê	n	4	b&h		a&e	n	None
卬			a	ng	2	&ng	&i	o&oe	ng	4&5			a	ng	None	ng		a	ng	1	g&k	&y	a	u	None
厃		u	ei		3																&g&s		e&i	&n	None
厄			e		4			a&aa	k	7			ay	k	None			a	ch	7	&g	&y	a	&ku	None
厅	t		i	ng	1	t		e	ng	1															
历	l		i		4	l		i	k	9															
厷	g		o	ng	1	g	u	a	ng	1											k		o	u	None
厸	l		i	n	2																r		i	n	None
厹	r		ou		2	k		au		2&4	k	w	u		None						g&k&n&z	&y	i&u	&u	None
及	j		i		2	g&k		a	p	9	k		u	p	None	c		â	p	8	k	y	u	u	None
友		i	ou		5		i	au		5		w	u		None	h	ư	u		6		y	u	u	None
双	sh	u	a	ng	1	s		oe	ng	1						s		o	ng	1	s		o	u	None
反	f		a	n	3	f		aa	n	1&2	p		a&e	n	None	ph		a	n	5	h&t		a&o	n	None
収	sh		ou		1	s		au		1											s	y	u	u	None
圠		i	a		4	c		aa	k	8													a&e	chi&tsu	None
圡	t		u		3																				
壬	r		e	n	2		i	a	m	4			i	m	None	nh		ă	m	1	n&z		i	n	None
夃	g		u		3																&k		e&o&u	&i	None
天	t	i	a	n	1	t		i	n	1	ch		e	n	None	th	i	ê	n	1	t		e	n	None
太	t		ai		4	t		aai		3	th		ay		None	th		ai		3	t		a	&i	None
夫	f		u		5	f		u		1&4	p	w	u		None	ph		u		1	f		u	&u	None
夬	g	u	ai		4	g	u	aai		2&3	kh	w	ay		None						k		a&e	chi&i&tsu	None
夭		i	ao		1		i	u		1&2		&y	o		None		y	êu		5	&k	&y	a&o	&u	None
孔	k		o	ng	3	h		@	ng	2	k		o	ng	None	kh		ô	ng	5	k		o	u	None
尐	j	i	e		2																s		e&i	chi&tsu	None
少	sh		ao		3	s	i	u		2&3	s		o		None	th	i	êu		5	s	y	o	u	None
尤		i	ou		2		i	au		4		w	u		None							y	u	u	None
尹		i	i	n	3		u	a	n	5		y	u	n	None	d	o	a	n	6			i	n	None
尺	ch		i		3	c		e	&k	2&8	ch		e	k	None	x		i	ch	7	s	&y	a&e	ki&ku	None
屯	t		u	n	2	t&z	&i	eo&u	n	1&4	c&t	w	u	n	None	tr	u	â	n	1	t	&y	o&u	n	None
屲		u	a		5																				
巴	b		a		5	b		aa		1	ph		a		None	b		a		1	h		a		None
巿	f		u		2	f&s		a&i	&t	5&7											h		a&u	chi&tsu	None
帀	z		a		1											t		a	p	7	s		o	u	None
币	b		i		4	b		ai		6															
幻	h	u	a	n	4		u	aa	n	6	h	w	a	n	None			ao		5	g		e	n	None
廿	n	i	a	n	4	&n	&i	aa&e&i	&m	6			i	p	None						n&z	y	u	u	None
开	k		ai		1	h		oi		1															
弌		i	i		1		i	a	t	7													i	chi&tsu	None
弔	d	i	ao		4	d	i	u		3	c		e&o	&k	None	đ	i	êu		3	t	&y	e&o	ki&u	None
引		i	i	n	3		i	a	n	5			i	n	None	d		â	n	6			i	n	None
弖	h		u		4																				
心	x		i	n	1	s		a	m	1	s		i	m	None	t		â	m	1	s		i	n	None
必	b		i		4	b		i	t	7	ph		i	l	None	t		â	t	7	h		i	tsu	None
忆		i	i		4		i	i	k	7						h		ă	t	7					
戈	g		e		1	g	u	o		1	k	w	a		None	q	u	a		1	k		a		None
戶	h		u		4			u		6	h		o		None						k		o		None
户	h		u		4			u		6						h		ô		4	k		o		None
戸	h		u		4																k		o		None
手	sh		ou		3	s		au		2	s	w	u		None	th		u		5	s	y	u		None
扎	zh		a		1	z		aa	t	8	ch		a	l	None	tr		a	t	7	&s		a	tsu	None
支	zh		i		1	z		i		1	c		i		None	ch		i		1	s		i		None
攴	p		u		1	b&p		o	k	7&8											h		a&o	ku	None
攵	s	u	i		1																b&h		a&o	ku	None
文		u	e	n	2	m		a	n	4&6	m	w	u	n	None	v		ă	n	1	b&m		o&u	n	None
斗	d		ou		4	d		au		2	t	w	u		None	đ		âu		3	t		o	&u	None
斤	j		i	n	1	g		a	n	1	k		u	n	None	c		â	n	1	k		i	n	None
方	f		a	ng	1	f		o	ng	1	p		a	ng	None	ph	ư	ơ	ng	1	h		o	u	None
无		u	u		2	m		ou		4	m	w	u		None						b&m		u		None
日	r		i		4		i	a	t	9			i	l	None	nh		â	t	8	n&z		i	chi&tsu	None
曰		iu	e		1		i	oe&u	k&t	9		w	a	l	None	v	i	ê	t	7			e	tsu	None
月		iu	e		4		i	u	t	9		w	e	l	None	ng	uy	ê	t	8	g		a&e	tsu	None
木	m		u		4	m		u	k	9	m		o	&k	None	m		ô	c	8	b&m		o	ku	None
朩	d		e	ng	3																t		o	u	None
欠	q	i	a	n	4	h		i	m	3	h&k		a&u	m	None	kh	i	ê	m	3	k		e	tsu	None
止	zh		i		3	z		i		2	c		i		None	ch		i		5	s		i		None
歹	d		ai		3	&d		aa&aai	&t	2&8						ng		a	t	8	&g		a	chi&tsu	None
殳	sh		u		1	s	i	u		4	s	w	i		None						s	y	u		None
毋		u	u		2	m		ou		4	m	w	u		None	v		ô		1	b&m		u		None
毌	g	u	a	n	4	g&k		u	n	3											k		a	n	None
比	b		i		3	b&p		ei		2&4&6	p		i		None	t		i		5	h		i		None
毛	m		ao		2	m		ou		4	m		o		None	m		ao		1	b&m		o	u	None
氏	sh		i		4	s&z		i		1&6	c&ss		i		None	th		i		4	s		i		None
气	q		i		4	h		ei		3											k		e&i		None
水	sh	u	i		3	s		eoi		2	s	w	u		None	h&th		eo&uy		3&5	s		u	i	None
火	h	u	o		3	f		o		2	h	w	a		None	h	o	a		5	k		a&o		None
灬	b	i	ao		1																h&k	&y	a&o	&u	None
爪	zh		ao		3	z		aau		2	c		o		None	tr		ao		5	s		o	u	None
爫	zh		ao		5	z		aau		2						l		a	m	2					
父	f		u		4	f		u		2&6	p	&w	o&u		None						f&h		o&u		None
爻		i	ao		2	ng		aau		4	h	y	o		None						k		o	u	None
爿	p		a	n	2	b&c		aa&oe	n&ng	2&4&6											s	y	o	u	None
片	p	i	a	n	4	p		i	n	3	ph	y	e	n	None	ph	i	ê	n	3	h		e	n	None
牙		i	a		2	ng		aa		4			a		None	nh		a		1	g		a&e		None
牛	n	i	u		2	ng		au		4		w	u		None	ng	ư	u		1	g	y	u	u	None
牜	n	i	u		5																				
犬	q	u	a	n	3	h	i	u	n	2	k	y	e	n	None						k		e	n	None
犮	b		a		2	b		a	t	9											b&h		a	chi&tsu	None
王		u	a	ng	2		u	o	ng	4&6		w	a	ng	None	v	ư	ơ	ng	1			o	u	None
罓	g		a	ng	1																m		o	u	None
虍	h		u		1	f		u		1&2											k		o&u		None
见	j	i	a	n	4	g		i	n	3															
计	j		i		4	g		ai		3															
订	d		i	ng	4	d		i	ng	3&6															
讣	f		u		4	f		u		6															
认	r		e	n	4		i	i	ng	6															
讥	j		i		1	g		ei		1															
贝	b		ei		4	b	u	i		3															
车	ch		e		1	c&g		e&eoi		1															
辶	ch	u	o		4																t	y	a	ku	None
闩	sh	u	a	n	1	s		aa	n	1															
韦		u	ei		2		u	ai		4															
风	f		e	ng	1	f		u	ng	1															
丹	d		a	n	1	d		aa	n	1	t		a	n	None	đ		a	m	1	t		a	n	None
不	b		u		4	b&f		a&au	&t	2&7	p	w	u	&l	None	b		â	t	7	b&f&h		i&u	&tsu	None
六	l	i	u		4	l		u	k	9	l	y	u	k	None	l		u	c	8	r		i&o	ku	None
什	sh		e	n	2	s&z		a&aa	m&p	6&9	c&s		i	p	None	th		â	p	8	s&z	y	u	u	None
切	q	i	e		4	c		ai&i	&t	3&8	c&ch		e&ey	&l	None	th	i	ê	t	7	s		a&e	i&tsu	None
