[					
]					
凙	d,u,o,,2				t,,a,ku,None|d,,a,ku,None|z,y,a,ku,None
凚	j,,i,n,4				
凛	l,,i,n,3	l,,a,m,5	l,,u,m,None		r,,i,n,None
凜	l,,i,n,3	l,,a,m,5	l,,u,m,None	l,,â,m,6	r,,i,n,None
劅	zh,u,o,,4				t,,a,ku,None
劆	l,i,a,n,2				r,,e,n,None
劇	j,,u,,4	k,,e,k,9	k,,u,k,None	k,,i,ch,8	g,,e,ki,None|k,,e,ki,None|,y,a,ku,None
劈	p,,i,,1	p,,e,k,8|p,,e,k,9|p,,i,k,7	p,y,e,k,None		h,,e,ki,None|h,y,a,ku,None
劉	l,i,u,,2	l,,au,,4	l,y,u,,None		r,,u,,None|r,y,u,u,None
劊	g,u,i,,4	g,u,i,,3|k,u,i,,2			k,,a,i,None|k,,e,,None|k,,a,tsu,None
劋	j,i,ao,,3				,y,o,u,None|s,,o,u,None
劌	g,u,i,,4	g,u,ai,,3			k,,e,i,None|k,,e,,None
劍	j,i,a,n,4	g,,i,m,3	k,,e,m,None	k,i,ê,m,3	k,,e,n,None
劎	j,i,a,n,4				k,,e,n,None
劏	t,,a,ng,1	t,,o,ng,1			
勮	j,,u,,4				
勯	d,,a,n,1	d,,aa,n,1			t,,a,n,None
勰	x,i,e,,2	h,,i,p,9			k,y,o,u,None|,y,o,u,None
勱	m,,ai,,4	m,,aai,,6			b,,a,i,None|m,,e,,None
勲	x,,u,n,1				k,,u,n,None
匔	q,i,o,ng,1				
匳	l,i,a,n,2				r,,e,n,None
厱	l,,a,n,2				
厲	l,,i,,4	l,,ai,,6	l,y,e,,None	l,,e,,4	r,,e,i,None|r,,a,i,None|r,,e,tsu,None|r,,e,chi,None
叇	d,,ai,,4				t,,a,i,None
嘟	d,,u,,1	d,,ou,,1			t,,o,,None|z,,u,,None
嘠	g,,a,,1				k,,a,tsu,None
嘨	x,i,ao,,4				s,y,o,u,None|s,y,i,tsu,None|s,y,u,u,None
嘩	h,u,a,,1	,i,i,p,9|,u,aa,,1|,u,aa,,4	h,w,a,,None		k,,a,,None|k,,e,,None
嘪	m,,ai,,3				b,,a,i,None|m,,e,,None
嘫	r,,a,n,2			nh,o,e,n,5	d,,a,m,None|n,,a,n,None|z,,e,n,None|n,,e,n,None
嘬	ch,u,ai,,4	c,,aai,,3|z,i,u,t,8	ch,,oy,,None	ch,ô,i,,3	s,,a,i,None|s,,e,,None|s,,e,i,None
嘭	p,,e,ng,1	b,,aa,ng,4|p,,aa,ng,1			h,,o,u,None|,y,o,u,None
嘮	l,,ao,,2	l,,ou,,4		l,,ao,,1	t,,o,u,None|t,y,o,u,None|t,,a,,None|k,,o,u,None|k,y,o,u,None|r,,o,u,None
嘯	x,i,ao,,4	s,i,u,,3	s,,o,,None		s,y,o,u,None|s,y,i,tsu,None
嘰	j,,i,,1	g,,ei,,1			k,,i,,None|k,,e,,None|g,,i,,None
嘱	zh,,u,,3	z,,u,k,7			s,y,o,ku,None
嘲	ch,,ao,,2	z,,aau,,1	c,,o,,None	tr,,ao,,2	t,,o,u,None|t,y,o,u,None
嘳	k,u,i,,4	k,u,aai,,3			k,,i,,None|k,,e,,None
嘴	z,u,i,,3	z,,eoi,,2	ch,w,i,,None		s,y,i,,None
嘵	x,i,ao,,1	h,i,u,,1		ngh,,êu,,1	k,,e,u,None|g,,e,u,None
嘶	s,,i,,1	s,,ai,,1|s,,i,,1	s,,i,,None	t,,ê,,1	s,,e,i,None
嘷	h,,ao,,2		h,,o,,None		k,,o,u,None|g,,o,u,None
嘸	f,,u,,3	f,,u,,2|m,,@,,4|m,,ou,,1|m,,ou,,5	m,w,u,,None		b,,u,,None
嘹	l,i,ao,,2	l,i,u,,4	l,y,o,,None	r,,êu,,1	r,,e,u,None|r,y,o,u,None
嘺	q,i,ao,,2	k,i,u,,2|k,i,u,,4		gh,,eo,,4	k,y,o,u,None|,y,o,u,None
嘻	x,,i,,1	h,,ei,,1	h,,uy,,None	h,,i,,1	k,,i,,None|,,i,,None
嘼	ch,,u,,4				k,y,u,u,None|k,,u,,None|t,y,u,u,None
嘽	ch,,a,n,3	c,,i,n,2|t,,aa,n,1|z,,i,n,2			t,,a,n,None|s,,e,n,None|t,,a,,None|d,,a,n,None
嘾	d,,a,n,4				t,,a,n,None|d,,o,n,None
嘿	h,,ei,,1	h,,ei,,1	m,w,u,k,None		b,,o,ku,None|m,,o,ku,None|k,,o,ku,None
噀	x,,u,n,4	s,,eo,n,3		s,,u,n,3	s,,o,n,None
噁	,,e,,3	ng,,o,k,8|,,o,k,8	,,o,,None	,,a,c,8	,,o,,None|,,u,,None|,,a,ku,None
噂	z,,u,n,3	z,i,u,n,2	c,w,u,n,None	t,,o,n,1	s,,o,n,None
噃	f,,a,n,1	b,,o,,3			h,,a,n,None|b,,o,n,None
噄	ch,,i,,1				k,,i,tsu,None
噆	z,,a,n,3	c,,aa,m,2|c,,a,m,2|z,,a,m,2			s,,o,u,None|s,,a,n,None
噇	ch,u,a,ng,2				t,,o,u,None
噈	c,,u,,4				s,y,u,ku,None|s,,o,u,None|k,,o,u,None|g,,o,u,None
噉	d,,a,n,4	d,,aa,m,6|g,,a,m,2	t,,a,m,None		t,,a,n,None|d,,a,n,None
噊	,i,u,,4	,u,a,t,9			,,i,tsu,None|,,i,chi,None|s,y,u,tsu,None|z,y,u,chi,None
噋	t,,u,n,1		th,,o,n,None	x,,ô,n,1	t,,o,n,None|k,w,a,ku,None
噌	c,,e,ng,1	c,,a,ng,1|z,,a,ng,1			s,,o,u,None|s,,o,,None
噎	,i,e,,1	,i,i,t,8	,y,e,l,None	,,ê,,3	,,i,tsu,None|,,e,tsu,None
噏	x,,i,,1	,,a,p,7|ng,,a,p,7	h,,u,p,None	h,,â,p,7	k,y,u,u,None
噐	q,,i,,4				k,,i,,None
噒	l,i,a,n,2	l,,eo,n,1		r,,ê,n,1	
噔	d,,e,ng,1	d,,a,ng,1		đ,,ă,ng,2	t,,o,u,None
噕	h,u,i,,1				k,,i,,None
噖	,i,i,n,2				
噗	p,,u,,1	p,,o,k,8			b,,o,ku,None
噘	j,u,e,,1	k,i,u,t,8			k,,e,tsu,None
噙	q,,i,n,2	k,,a,m,4		g,,â,m,2	k,,i,n,None
噚	x,,u,n,2	c,,a,m,4			
噛	n,i,e,,4				g,,o,u,None
噜	l,,u,,1	l,,ou,,1			
噝	s,,i,,1				
噴	p,,e,n,1	f,,a,n,5|p,,a,n,1|p,,a,n,3	p,w,u,n,None	ph,,u,n,3	f,,u,n,None
圚	h,u,i,,4				k,,a,i,None|,,e,,None|g,,a,i,None
墜	zh,u,i,,4	z,,eoi,,6	ch,w,u,,None	tr,,uy,,4	ts,,u,i,None
墝	q,i,ao,,1	h,,aau,,1	,y,o,,None		k,,o,u,None|k,y,o,u,None
增	z,,e,ng,1	z,,a,ng,1	c,,u,ng,None	t,,ă,ng,1	z,,o,u,None|s,,o,u,None
墟	x,,u,,1	h,,eoi,,1	h,,e,,None		k,y,o,,None
墠	sh,,a,n,4	s,,i,n,6			s,,e,n,None|z,,e,n,None|t,,a,n,None
墡	sh,,a,n,4	s,,i,n,6	s,,e,n,None		s,,e,n,None|z,,e,n,None
墢	b,,a,,2				h,,a,tsu,None|h,,a,i,None
墣	p,,u,,2	p,,o,k,8	p,,o,k,None		h,,a,ku,None|h,,o,ku,None
墤	k,u,ai,,4	t,,eoi,,4			
墥	d,,o,ng,3				t,,o,u,None|ts,,u,,None|t,,a,n,None
墦	f,,a,n,2	f,,aa,n,4			h,,a,n,None|h,,o,n,None
墧	q,u,e,,4				
墨	m,,o,,4	m,,a,k,9	m,w,u,k,None		b,,o,ku,None|m,,o,ku,None
墩	d,,u,n,1	d,,a,n,1|d,,a,n,2|d,,eo,n,1	t,,o,n,None	đ,,ô,n,1	t,,o,n,None
墪	d,,u,n,1	d,,a,n,1			
墫	z,,u,n,1	c,,u,n,1|c,i,u,n,4|d,,eo,n,1	c,w,u,n,None	ch,,ô,n,1	s,y,u,n,None
墬	d,,i,,4	d,,ei,,6|z,,eoi,,6			t,y,i,,None
墭	sh,,e,ng,4				s,,e,i,None
墮	d,u,o,,4	d,,o,,6|f,,ai,,1	th,,a,,None	đ,o,a,,4	d,,a,,None
墯	d,u,o,,4	d,,o,,6|f,,ai,,1			d,,a,,None
墰	t,,a,n,2	t,,aa,m,4	t,,a,m,None		
墱	d,,e,ng,4	d,,a,ng,3	t,,u,ng,None		t,,o,u,None
墲	m,,u,,2				b,,o,,None|m,,o,,None|b,,u,,None|m,,u,,None
墳	f,,e,n,2	f,,a,n,4	p,w,u,n,None	ph,,â,n,2	f,,u,n,None
墴	h,u,a,ng,2				
墵	t,,a,n,2				
墶	d,,a,,5				
墷	,i,e,,4				
墸	zh,,u,,5				s,y,o,,None
墹	j,i,a,n,5				
壿	z,,u,n,1	c,,u,n,1			s,y,u,n,None|s,,o,n,None
夀	sh,,ou,,4	s,,au,,6			
夦	ch,,e,n,3				
奭	sh,,i,,4	s,,i,k,7	s,,e,k,None|h,,a,k,None		s,,e,ki,None|s,y,a,ku,None|k,,a,ku,None|k,y,a,ku,None
嫳	p,i,e,,4	p,,i,t,8			h,,e,tsu,None|h,,e,chi,None
嫴	g,,u,,1				k,,o,,None|k,,u,,None
嫵	,u,u,,3	m,,ou,,4|m,,ou,,5			b,,u,,None|m,,u,,None
嫶	q,i,ao,,2	c,i,u,,4|z,i,u,,1	ch,,o,,None		s,,e,u,None|z,,e,u,None
嫷	t,u,o,,3	t,,o,,5			t,,a,,None
嫸	zh,,a,n,3				s,,e,n,None
嫹	m,,ao,,2				b,,a,u,None|m,,e,u,None
嫺	x,i,a,n,2	h,,aa,n,4	h,,a,n,None		k,,a,n,None
嫻	x,i,a,n,2	h,,aa,n,4	h,,a,n,None		k,,a,n,None
嫼	m,,o,,4				
嫽	l,i,ao,,2	l,i,u,,4	l,y,o,,None		r,,e,u,None|r,,a,u,None
嫾	l,i,a,n,2				
嫿	h,u,a,,4	,u,aa,k,9			k,,a,ku,None|,y,a,ku,None
嬀	g,u,i,,1		k,y,u,,None		k,,i,,None|g,,i,,None
嬁	d,,e,ng,1				t,,o,u,None
嬂	zh,,i,,2				s,y,o,ku,None|s,y,i,ki,None
嬃	x,,u,,1	s,,eoi,,1			s,y,u,,None
嬄	,i,i,,1				
嬅	h,u,a,,4		h,w,a,,None		k,w,a,,None|g,,e,,None
嬆	x,,i,,1				
嬇	k,u,i,,4				k,w,a,i,None|,,e,,None|k,,e,,None
嬈	r,,ao,,2	,i,u,,4	,y,o,,None		d,,e,u,None|n,,e,u,None|z,,e,u,None|d,,a,u,None|,,e,u,None|k,,e,u,None
嬉	x,,i,,1	h,,ei,,1	h,,uy,,None		k,,i,,None
嬊	,i,a,n,4				
嬋	ch,,a,n,2	s,,i,m,4	s,,e,n,None		s,,e,n,None|z,,e,n,None
嬌	j,i,ao,,1	g,i,u,,1	k,y,o,,None	k,i,êu,,2	k,y,o,u,None
嬍	m,,ei,,3				b,,i,,None
嬎	f,,a,n,4				h,,a,n,None
嬏	f,,a,n,1				h,,a,n,None
審	sh,,e,n,3	s,,a,m,2	s,,i,m,None	th,,â,m,5	s,y,i,n,None
寫	x,i,e,,3	s,,e,,2	s,,a,,None	t,,a,,5	s,y,a,,None
寬	k,u,a,n,1	f,,u,n,1	k,w,a,n,None	kh,o,a,n,1	k,,a,n,None
寭	h,u,i,,4		h,y,ey,,None		
寮	l,i,ao,,2	l,i,u,,4	l,y,o,,None		r,y,o,u,None
導	d,,ao,,3	d,,ou,,6	t,,o,,None	đ,,ao,,4	d,,o,u,None
尵	t,u,i,,2				t,,a,i,None|d,,e,,None
層	c,,e,ng,2	c,,a,ng,4	ch,,u,ng,None	t,,â,ng,2	s,,o,u,None
履	l,,v,,3	l,,ei,,5|l,,eoi,,5	l,,i,,None		r,,i,,None
屦	j,,u,,4	g,,eoi,,3			
屧	x,i,e,,4	s,,i,t,8			t,,e,i,None|t,,a,i,None|s,,e,hu,None
嶏	p,,ei,,4				
嶐	l,,o,ng,2				r,y,u,u,None
嶑	x,i,a,ng,4				
嶒	c,,e,ng,2	c,,a,ng,4	c,,u,ng,None		s,y,o,u,None|z,,o,u,None|s,,o,u,None|z,y,o,u,None
嶓	b,,o,,1	b,,o,,1			h,,a,,None
嶔	q,,i,n,1	,i,a,m,1	k,,u,m,None		k,,i,n,None|k,,o,n,None|k,,e,n,None|k,,a,n,None
嶕	j,i,ao,,1	c,i,u,,4|z,i,u,,1	ch,,o,,None		s,,e,u,None|z,,e,u,None|s,y,o,u,None|z,y,o,u,None
嶖	,i,a,n,3				
嶗	l,,ao,,2	d,,a,ng,3|l,,ou,,4		l,,ao,,1	
嶘	zh,,a,n,4				
嶙	l,,i,n,2	l,,eo,n,4	l,,i,n,None		r,,i,n,None
嶚	l,i,ao,,2	l,i,u,,4			r,y,o,u,None
嶛	l,i,ao,,2				r,y,o,u,None
嶜	j,,i,n,1	z,,a,m,1			s,y,i,n,None|s,,e,n,None|z,,e,n,None|z,y,i,n,None
嶝	d,,e,ng,4	d,,a,ng,3	t,,u,ng,None		t,,o,u,None
嶞	d,u,o,,4	d,,o,,6			t,,a,,None|d,,a,,None
嶟	z,,u,n,1				s,,o,n,None|s,y,u,n,None
嶠	j,i,ao,,4	g,i,u,,6|k,i,u,,4	k,y,o,,None		k,y,o,u,None|,y,o,u,None
嶡	g,u,i,,4	g,u,ai,,3|k,i,u,t,8			k,,e,i,None|k,,e,,None|k,,e,tsu,None|k,,a,chi,None
嶢	,i,ao,,2	,i,u,,4	,y,o,,None	ngh,,eo,,2	,y,o,u,None
嶣	j,i,ao,,1				
嶤	,i,ao,,2				
嶥	j,u,e,,2				
巤	l,i,e,,4	l,,i,p,9			r,,e,hu,None
幚	b,,a,ng,1				h,,o,u,None
幜	j,,i,ng,3	g,,i,ng,2			k,,e,i,None|k,y,o,u,None
幝	ch,,a,n,3	c,,i,n,2			s,,e,n,None|t,,a,n,None
幞	f,,u,,2	b,,u,k,9	p,,o,k,None		h,,o,ku,None|b,,o,ku,None
幟	zh,,i,,4	c,,i,,3	ch,,i,,None	x,,i,,3	s,y,i,,None
幠	h,,u,,1	f,,u,,1			k,,o,,None|k,,u,,None|b,,u,,None|m,,u,,None
幡	f,,a,n,1	f,,aa,n,1	p,,e,n,None	ph,,a,n,1	h,,a,n,None|h,,o,n,None
幢	ch,u,a,ng,2	c,,o,ng,4|t,,o,ng,4|z,,o,ng,6	t,,a,ng,None	ch,o,a,ng,2	t,,o,u,None|d,,o,u,None
幣	b,,i,,4	b,,ai,,6	ph,y,ey,,None	g,i,e,,5	h,,e,i,None
幤	b,,i,,5				h,,e,i,None
幥	zh,,a,ng,5				
廙	,i,i,,4	,i,i,,6			,y,o,ku,None|,y,o,ki,None|,,i,,None
廚	ch,,u,,2	c,,eoi,,4|c,i,u,,4	c,w,u,,None	ch,,u,,2	z,,u,,None|t,y,u,u,None
廛	ch,,a,n,2	c,,i,n,4	c,,e,n,None	ch,,ơ,n,2	t,,e,n,None
廜	t,,u,,2	t,,ou,,4			t,,o,,None|ts,,u,,None
廝	s,,i,,1	s,,i,,1	s,,i,,None		s,y,i,,None
廞	x,,i,n,1	,i,a,m,1	h,,u,m,None		k,,i,n,None|k,,o,n,None|g,,i,n,None|g,,o,n,None|k,,a,n,None|k,,e,n,None
廟	m,i,ao,,4	m,i,u,,6	m,y,o,,None	m,i,êu,,3	,y,o,u,None
廠	ch,,a,ng,3	c,,o,ng,2	ch,,a,ng,None	x,ư,ơ,ng,5	s,y,o,u,None
廡	,u,u,,3	m,,ou,,4|m,,ou,,5	m,w,u,,None	v,,u,,1	b,,u,,None
廢	f,,ei,,4	f,,ai,,3	ph,y,ey,,None	ph,,ê,,3	h,,a,i,None
廣	g,u,a,ng,3	g,u,o,ng,2	k,w,a,ng,None	q,u,a,ng,5	k,,o,u,None
廤	k,,u,,4				
弊	b,,i,,4	b,,ai,,6	ph,y,ey,,None	t,,ê,,4	h,,e,i,None|h,,e,tsu,None
彆	b,i,e,,4	b,,i,t,8	p,y,e,l,None		
彇	x,i,ao,,1				,y,o,u,None
彈	d,,a,n,4	d,,aa,n,6|t,,aa,n,4	th,,a,n,None	đ,,a,n,2	d,,a,n,None
彉	g,u,o,,1	k,u,o,k,8			k,w,a,ku,None
影	,i,i,ng,3	,i,e,ng,2|,i,i,ng,2	,y,e,ng,None	,,a,nh,5	,,e,i,None|,y,o,u,None
徲	t,,i,,2				
徵	zh,,e,ng,1	z,,i,,2|z,,i,ng,1	c,,i,ng,None|ch,,i,,None	tr,,ư,ng,1	t,y,o,u,None|t,y,i,,None
徶	b,i,e,,2	p,,i,t,8			
德	d,,e,,2	d,,a,k,7	t,,e,k,None	đ,,ư,c,7	t,,o,ku,None
徸	ch,,o,ng,1				s,y,o,u,None|s,y,u,,None
徹	ch,,e,,4	c,,i,t,8	ch,,e,l,None	tr,i,ê,t,8	t,,e,tsu,None
徺	j,i,ao,,3				
慕	m,,u,,4	m,,ou,,6	m,,o,,None	m,,ô,,4	b,,o,,None
慗	ch,,i,,4				
慙	c,,a,n,2	c,,aa,m,4	ch,,a,m,None		z,,a,n,None
慜	m,,i,n,3				
慝	t,,e,,4	n,,i,k,7|t,,i,k,7	th,,u,k,None		t,,o,ku,None
慤	q,u,e,,4	k,,o,k,8	k,,a,k,None	x,,a,c,7	
慦	j,i,u,,4				
慧	h,u,i,,4	,u,ai,,3|,u,ai,,6	h,y,ey,,None		k,,e,i,None|,,e,,None
慫	s,,o,ng,3	s,,u,ng,2	c,,o,ng,None	t,,u,ng,3	s,y,o,u,None
慮	l,,v,,4	l,,eoi,,6	l,y,e,,None	l,,ư,,4	r,y,o,,None|r,,o,ku,None
慰	,u,ei,,4	,u,ai,,3	,w,i,,None	,,uy,,3	,,i,,None
慸	d,,i,,4				t,,e,i,None|d,,a,i,None|s,,e,i,None|t,,a,i,None
慹	zh,,i,,2	z,,a,p,7|z,,i,p,8			
慼	q,,i,,1	c,,i,k,7		th,,i,ch,7	s,,e,ki,None|s,y,a,ku,None|s,y,u,ku,None
慾	,i,u,,4	,i,u,k,9	,y,o,k,None	d,,u,c,8	,y,o,ku,None
憁	c,,o,ng,4		ch,,o,ng,None		s,,o,u,None
憂	,i,ou,,1	,i,au,,1	,w,u,,None	,ư,u,,1	,y,u,u,None
憃	ch,,o,ng,1	c,,u,ng,1|z,,u,ng,1	,y,o,ng,None		t,,o,u,None|s,y,o,u,None|s,y,u,,None|t,y,o,u,None|t,y,u,,None
憄	zh,,i,,4				t,y,i,,None
憅	t,,o,ng,4				
憇	q,,i,,4	h,,ei,,3			k,,e,i,None
憉	p,,e,ng,2	p,,aa,ng,4			
憍	j,i,ao,,1	g,i,u,,1	k,y,o,,None		k,y,o,u,None
憎	z,,e,ng,1	z,,a,ng,1	c,,u,ng,None		z,,o,u,None
憏	ch,,i,,4				
憐	l,i,a,n,2	l,,i,n,4	l,y,e,n,None		r,,e,n,None
憒	k,u,i,,4	k,u,i,,2	k,w,ey,,None		k,,a,i,None|g,,a,i,None
憓	h,u,i,,4	,u,ai,,6			k,,e,i,None|,,e,,None
憔	q,i,ao,,2	c,i,u,,4	ch,,o,,None	t,i,êu,,2	s,y,o,u,None
憕	ch,,e,ng,2				
憘	x,,i,,3		h,,uy,,None		k,,i,,None
憚	d,,a,n,4	d,,aa,n,6	th,,a,n,None	d,,a,n,4	t,,a,n,None|t,,a,,None|d,,a,n,None
憛	t,,a,n,2	t,,aa,m,4			
憜	d,u,o,,3				t,,a,,None|d,,a,,None
憞	d,u,i,,4				
憟	s,,u,,4				s,y,o,ku,None|s,,o,ku,None
憡	c,,e,,4				
憢	x,i,ao,,1				
憣	f,,a,n,1				
憤	f,,e,n,4	f,,a,n,5	p,w,u,n,None	ph,,â,n,6	f,,u,n,None
憦	l,,ao,,4				
憧	ch,,o,ng,1	c,,u,ng,1|t,,u,ng,4	t,,o,ng,None		d,,o,u,None|s,y,o,u,None|t,,o,u,None
憪	x,i,a,n,2	h,,aa,n,4|h,,aa,n,6			k,,a,n,None|g,,e,n,None
憫	m,,i,n,3	m,,a,n,5	m,,i,n,None	m,,â,n,6	b,,i,n,None|m,,i,n,None
憬	j,,i,ng,3	g,,i,ng,2|g,u,i,ng,2	k,y,e,ng,None		k,,e,i,None
憭	l,i,ao,,3	l,i,u,,5		tr,,êu,,1	r,y,o,u,None
憮	,u,u,,3	m,,ou,,5	m,w,u,,None		b,,u,,None|k,,o,,None
憯	c,,a,n,3	c,,aa,m,2	ch,,a,m,None		
憰	j,u,e,,2	k,i,u,t,8			
憱	c,,u,,4	c,,u,k,7			
憲	x,i,a,n,4	h,,i,n,3	h,,e,n,None	h,i,ê,n,3	k,,e,n,None
憳	t,,a,n,3				
戭	,i,a,n,3	,i,a,n,5|,i,i,n,2			
戮	l,,u,,4	l,,u,k,9	l,y,u,k,None		r,,i,ku,None|r,y,u,u,None
戯	h,,u,,1				g,,i,,None|k,,i,,None
戱	x,,i,,4	h,,ei,,3	h,,uy,,None|h,w,i,,None		g,,i,,None|k,,i,,None
揅	,i,a,n,2	,i,i,n,4|ng,,aa,n,4			k,,e,n,None
搱	zh,,i,,4				
摖	q,,i,,4				
摮	,,ao,,2	ng,,ou,,4			
摯	zh,,i,,4	z,,i,,3	c,,i,,None		s,y,i,,None
摰	n,i,e,,4	,i,i,t,9|z,,i,,3			
摹	m,,o,,2	m,,ou,,4	m,,o,,None	m,,o,,2	
撀	g,,ou,,4				
撃	j,,i,,2				g,,e,ki,None|k,,e,ki,None
撅	j,u,e,,1	k,i,u,t,8	k,w,ey,,None	q,u,e,t,7	k,,e,tsu,None|k,,a,chi,None|k,,e,i,None|k,,e,,None
撇	p,i,e,,1	p,,i,t,8			h,,e,tsu,None|h,,e,chi,None|h,,e,i,None
撈	l,,ao,,1	l,,aau,,4|l,,ou,,1|l,,ou,,4	l,,o,,None	l,,au,,1	r,,o,u,None|r,y,o,u,None
撊	x,i,a,n,4	h,,aa,n,6			
撋	r,u,a,n,2	,i,eo,n,6|n,,o,,4			
撌	g,u,i,,4	g,u,ai,,6		q,u,ây,,3	
撍	z,,a,n,3	c,,i,m,4			
撎	,i,i,,4			nh,,ă,t,7	
撏	x,i,a,n,2	c,,a,m,4			s,,a,n,None|z,,a,n,None|s,y,i,n,None|z,y,i,n,None
撐	ch,,e,ng,1	c,,aa,ng,1|c,,aa,ng,3	th,,ay,ng,None		t,y,o,u,None
撑	ch,,e,ng,1	c,,aa,ng,1	th,,ay,ng,None	x,,ê,nh,1	t,y,o,u,None
撒	s,,a,,1	s,,aa,t,8	s,,a,l,None	t,,a,t,7	s,,a,n,None|s,,a,tsu,None
撓	n,,ao,,2	n,,aau,,4|n,,aau,,5	,y,o,,None	nh,,eo,,3	d,,o,u,None|k,,o,u,None|z,y,o,u,None
撔	h,,o,ng,4			ng,,a,nh,5	
撕	s,,i,,1	s,,i,,1	s,,e,,None		s,,e,i,None|s,,a,i,None|s,y,i,,None
撖	h,,a,n,4	h,,aa,m,5|h,,o,n,6			
撗	g,u,a,ng,4				
撘	d,,a,,1	d,,a,p,8			t,,o,u,None
撙	z,,u,n,3	z,i,u,n,2	c,w,u,n,None		s,,o,n,None
撚	n,i,a,n,3	n,,a,n,2|n,,i,n,2	n,y,e,n,None		n,,e,n,None
撛	l,,i,n,3				r,,i,n,None
撜	zh,,e,ng,3	c,,aa,ng,4|c,,i,ng,2			
撝	h,u,i,,1	f,,ai,,1	h,w,i,,None	v,,ay,,2	k,,i,,None|,,i,,None
撞	zh,u,a,ng,4	c,,o,ng,4|z,,o,ng,6	t,,a,ng,None	ch,,a,ng,2	s,y,u,,None|t,,o,u,None|d,,o,u,None
撟	j,i,ao,,3	g,i,u,,2|g,i,u,,6	k,y,o,,None	k,,eo,,3	k,y,o,u,None|k,,o,u,None
撠	j,,i,,3	g,,i,k,7			
撡	c,,ao,,1				s,,o,u,None|s,,a,n,None
撢	d,,a,n,3	t,,aa,m,2|t,,aa,m,3		đ,,u,m,2	
撣	d,,a,n,3	d,,aa,n,6|s,,i,n,6			t,,a,n,None|d,,a,n,None|s,,e,n,None|z,,e,n,None
撤	ch,,e,,4	c,,i,t,8	ch,,e,l,None	tr,i,ê,t,8	t,,e,tsu,None
撥	b,,o,,1	b,,u,t,9	p,,a,l,None		h,,a,tsu,None|b,,a,chi,None
撦	ch,,e,,3	c,,e,,2			s,y,a,,None
撧	j,u,e,,1				
撨	f,,u,,3				s,y,o,u,None|s,,o,u,None|s,,u,,None
撩	l,i,ao,,1	l,i,u,,1|l,i,u,,4	l,y,o,,None	l,,êu,,1	r,y,o,u,None|r,,o,u,None
撪	b,,e,n,4				
撫	f,,u,,3	f,,u,,2	m,w,u,,None	v,,ô,,6	b,,u,,None|f,,u,,None
撬	q,i,ao,,4	g,i,u,,6|h,i,u,,3			k,y,o,u,None
播	b,,o,,1	b,,o,,3	ph,,a,,None	v,,a,,3	h,,a,,None
撮	c,u,o,,1	c,i,u,t,8	ch,w,a,l,None	t,o,a,t,7	s,,a,tsu,None|s,,a,i,None
撯	zh,u,o,,2				
撰	zh,u,a,n,4	s,i,u,n,2|z,,aa,n,3|z,,aa,n,6	ch,,a,n,None|ch,,e,n,None	s,o,a,n,4	s,,a,n,None|s,,e,n,None
撱	,u,ei,,3				
撲	p,,u,,1	p,,o,k,8	p,,a,k,None|p,,o,k,None	v,,u,c,8	b,,o,ku,None|h,,a,ku,None|h,,o,ku,None
撳	q,,i,n,4	g,,a,m,6			k,,i,n,None
撴	d,,u,n,1	d,,a,n,3		đ,,u,n,1	
撵	n,i,a,n,3	l,,i,n,5			
撶	h,u,a,,2				
撷	x,i,e,,2	g,,i,t,8|k,,i,t,8			
撸	l,,u,,1				
撹	j,i,ao,,3	g,,aau,,2			k,,a,ku,None|k,,o,u,None
撺	c,u,a,n,1	c,i,u,n,3			
擆	zh,u,o,,2				
整	zh,,e,ng,3	z,,i,ng,2	c,,e,ng,None	ch,,i,nh,5	s,,e,i,None
敵	d,,i,,2	d,,i,k,9	c,,e,k,None	đ,,i,ch,8	t,,e,ki,None
敶	zh,,e,n,4				
敷	f,,u,,1	f,,u,,1	p,w,u,,None		f,,u,,None
數	sh,,u,,4	s,,o,k,8|s,,ou,,2|s,,ou,,3	s,w,u,,None|s,,a,k,None	s,,ô,,3	s,,u,u,None|s,y,u,,None
敹	l,i,ao,,2	l,i,u,,4			
敺	q,,u,,1	,,au,,2|k,,eoi,,1			k,,u,,None
敻	x,i,o,ng,4	h,,@,ng,3|h,i,u,n,3			k,,e,i,None|k,,e,n,None
斳	q,,i,n,2	k,,a,n,4			k,,i,n,None|g,,o,n,None|k,,o,n,None
暩	j,,i,,4				
暪	m,,e,n,4				
暫	z,,a,n,4	z,,aa,m,6	c,,a,m,None	t,,a,m,4	z,,a,n,None
暬	x,i,e,,4		s,,e,l,None		
暭	h,,ao,,4				k,,o,u,None|g,,o,u,None
暮	m,,u,,4	m,,ou,,6	m,,o,,None	m,,ô,,4	b,,o,,None
暯	m,,o,,4				
暰	c,,o,ng,1				
暱	n,,i,,4	n,,i,k,7	n,,i,l,None		z,y,i,tsu,None|n,,i,chi,None
暲	zh,,a,ng,1		c,,a,ng,None		s,y,o,u,None
暳	h,u,i,,4		h,y,e,,None		
暴	b,,ao,,4	b,,ou,,6|b,,u,k,9	ph,,o,k,None|ph,,o,,None	b,,ao,,4	b,,o,u,None|b,,a,ku,None
暵	h,,a,n,4	h,,o,n,3	h,,a,n,None		k,,a,n,None
暶	x,u,a,n,2				
暷	ch,u,a,n,2				
槢	x,,i,,2	z,,aa,p,9			s,y,u,u,None|z,y,u,u,None|t,y,o,u,None|z,y,o,u,None
