[					
]					
㐀	q,i,u,,1	,i,au,,1			
㐌	,i,i,,2	z,i,u,,4			
㐍					
㐎					
㐏					
㐰	x,,i,n,4	s,,eo,n,3			
㐱	zh,,e,n,3	c,,aa,,5|c,,aa,n,2|d,,ou,,3|z,,aa,n,2			
㐲	d,,ai,,4	d,,aai,,6			
㐳	,u,u,,4	ng,,aa,t,9			
㐴	p,,a,n,1	p,,aa,n,1			
㐵					
㐶					
㐷	m,,a,,3	m,,aa,,6			
㒰	q,u,a,n,2	c,i,u,n,4|z,,a,n,2			
㒱					
㓚	g,,o,ng,1	g,,eoi,,6|g,,u,ng,1|k,,u,ng,4			
㓛		g,,u,ng,1			
㓜	,i,ou,,4	z,,aau,,3|z,i,u,,3			
㔓	j,i,a,n,3	g,,i,n,2|z,,i,n,2			
㕣	,i,a,n,3	z,,i,n,2			
㕤	q,i,u,,2	g,u,aai,,2|k,,aau,,4			
㕥	sh,,e,n,1	z,i,u,,5			
㘝	n,i,e,,4	n,,i,m,2|n,,i,p,9|z,,i,k,7			
㘞	h,u,o,,4	d,,eo,t,7			
㘦	q,,i,n,2	k,,a,n,4			
㚈					
㚎					
㚢	n,,u,,2	n,,ou,,4			
㝊	sh,,ou,,3	s,,au,,2			
㝋	l,i,ao,,3	l,i,u,,5			
㝳					
㞋	n,i,a,n,3	n,,i,n,2			
㞤	,i,i,n,2	s,,aa,m,4			
㞥	c,,e,n,2	c,,i,p,8|g,,i,p,8|s,,aa,m,4|s,,eo,n,2			
㞦	j,,i,,3	g,,ei,,2			
㞧	h,u,i,,4	,u,i,,6			
㠯	,i,i,,3	z,i,u,,5			
㠲	b,,i,,3	b,,aa,t,9|b,,ei,,2|b,,o,k,8			
㠳					
㣔	d,,i,ng,1	d,,i,ng,1			
㣺		s,,a,m,1			
㧃	sh,,ou,,1	s,,au,,1			
㧄	q,i,a,n,3	k,,aau,,4			
㧅	m,,u,,4	m,,u,k,9		đ,,eo,,1	
