[					
]					
㒤	ch,,e,,4	s,,i,p,8|z,,i,p,8			
㒥	f,,e,ng,1	f,,u,ng,1|g,,aa,m,2			
㒦	l,,ei,,3	d,,eoi,,3|l,,eoi,,5			
㒹		d,,i,n,1			
㔒	x,,i,,2	k,u,ai,,4			
㘓	l,,a,n,2	l,,aa,n,4		r,,a,n,1	
㘔	s,,ai,,3	c,,oi,,3			
㘥	,i,ou,,2	z,,aau,,4			
㚀	x,,i,,1	h,,ei,,1			
㜶	,u,a,n,3	m,,a,n,5|m,,a,n,6			
㜷	m,,i,,2	l,,aau,,4|n,,ai,,5			
㜸	n,i,e,,4	z,,i,p,9|z,,i,t,9|z,i,u,,1			
㠤					
㡧	zh,,e,ng,4	c,,oe,ng,1|z,,i,ng,3			
㡨	j,i,a,n,1	c,,i,n,1			
㢞	,i,i,,4	z,,i,,6			
㣹					
㦣	,u,ei,,4	,,a,t,8|,u,aai,,6|,,u,n,2			
㦤	,i,i,,4	z,,i,,3			
㦨	l,,a,n,2	l,,aa,n,5			
㦩	,i,i,n,3	z,,aa,n,2|z,,eo,n,6			
㦪	x,i,e,,4				
㩮	q,i,a,n,2	k,,i,n,4			
㩯	p,,o,,2	p,,u,n,4			
㩰	j,i,ao,,3	z,i,u,,2			
㪭	l,,u,,2	l,,ou,,4|l,,ou,,6			
㬫	,i,a,n,4	z,,i,n,3			
㰉		z,,eo,n,1			
㰊	x,i,a,n,2	c,,aa,m,4|c,,i,m,4			
㰋	p,,i,n,2	p,,aa,n,4|p,,ei,,1			
㰌	q,u,e,,4	g,u,o,k,8|h,,o,k,9|k,,o,k,8			
㰍	l,,o,ng,2	l,,u,ng,4			
㰎	z,u,i,,4	z,,eoi,,3			
㰏		g,,ou,,1			
㰐	j,u,e,,2	d,,o,,6|t,,o,,5			
㰑	sh,,a,n,1	s,,a,n,1			
㰒	x,u,e,,2	h,,o,k,9			
㰓					
㰖	l,,a,n,3	l,,aa,m,5			
㱋	q,u,e,,4	k,,o,k,8			
㱹	l,,i,,4	l,,i,k,9			
㱺	l,,u,,2	l,,ou,,4			
㶌	l,i,a,n,2	l,i,u,n,4			
㶍	x,i,a,n,3	s,,i,n,2			
㶎	h,u,a,n,2	,u,aa,n,4			
㶏	,i,i,n,1	z,,aa,n,1			
㶐					
㶑	l,i,a,n,4	l,,i,m,6			
㸈		z,i,u,,1			
㸊	l,,ai,,4	l,,ai,,6|l,,a,t,9			
㸋	f,,a,n,2	f,,aa,n,4			
㸌	h,u,o,,4	f,,o,k,8			
㺣	x,,i,,1	h,,ei,,1|s,,i,k,7			
㺤	x,i,a,n,1	c,,i,m,1			
㺥	ch,,a,n,2	c,,aa,m,4			
㺦	l,i,a,n,2	l,i,u,n,4			
㼇	q,i,o,ng,2	k,,aai,,3|k,,i,ng,4			
㽮		s,,i,ng,1			
㿔	l,,ei,,3	l,,eoi,,5			
㿺	b,,ao,,2	m,,o,k,7|p,,o,k,7			
䁻	sh,u,o,,4	s,,oe,k,8			
䁼	m,,o,,4	m,,a,k,9			
䁽	l,i,e,,4	l,,aa,p,8|l,,i,p,9			
䁾	m,i,e,,4	m,,aa,t,9|m,,i,t,9			
䂍	b,,o,,2	b,,o,k,9			
䃱	x,i,a,n,4	c,,i,m,1			
