[								
]								
戭				yǎn		jan5 jin2		
戮	RIKU RYUU	륙 육	LYUK	lù		luk6		*liuk
戯	GI KI		HUY HWI	hū				
戱	GI KI	희	HUY HWI	xì		hei3		
揅	KEN			yán		jin4 ngaan4		
搱				zhì				
摖				qì				
摮				áo		ngou4		
摯	SHI	지	CI	zhì		zi3		
摰				niè		jit6 zi3		
摹		모	MO	mó		mou4	mò	
撀				gòu				
撃	GEKI KEKI		KYEK	jí				
撅	KETSU KACHI KEI KE	궤	KWEY	juē	jue1(16)	kyut3	quét	
撇	HETSU HECHI HEI			piē		pit3		pet
撈	ROU RYOU	로	LO	lāo	lao1(68)	laau4 lou1 lou4	lau	
撊				xiàn		haan6		
撋				ruán		jeon6 no4		
撌				guì		gwai6	quấy	
撍				zǎn		cim4		
撎				yì			nhắt	
撏	SAN ZAN SHIN JIN			xián		cam4		
撐	CHOU	탱	THAYNG	chēng	cheng1(25) cheng5(17)	caang1 caang3		*tjæ̌ng
撑	CHOU	탱	THAYNG	chēng	cheng1(25) cheng5(17)	caang1	xênh	
撒	SAN SATSU	살	SAL	sā	sa1(54) sa3(14)	saat3	tát	sɑt
撓	DOU KOU JOU	요	YO	náo		naau4 naau5	nhéo	nǎu
撔				hòng			ngảnh	
撕	SEI SAI SHI	서	SE	sī	si1(58)	si1		
撖				hàn		haam5 hon6		
撗				guàng				
撘	TOU		THAP	dā		dap3		
撙	SON	준	CWUN	zǔn		zyun2		
撚	NEN	년 연	NYEN	niǎn		nan2 nin2		něn
撛	RIN			lǐn				
撜				zhěng		caang4 cing2		
撝	KI I	휘	HWI	huī		fai1	vày	xyuɛ
撞	SHU TOU DOU	당	TANG	zhuàng	zhuang4(97)	cong4 zong6	chàng	
撟	KYOU KOU	교	KYO	jiǎo		giu2 giu6	kéo	
撠				jǐ		gik1		
撡	SOU SAN			cāo				
撢				dǎn		taam2 taam3	đùm	
撣	TAN DAN SEN ZEN			dǎn		daan6 sin6		
撤	TETSU	철	CHEL	chè	che4(82)	cit3	triệt	
撥	HATSU BACHI	발	PAL	bō	bo1(66)	but6		*bɑt
撦	SHA			chě		ce2		
撧				juē				
撨	SHOU SOU SU			fǔ				
撩	RYOU ROU	료	LYO	liāo	liao1(15)	liu1 liu4	lêu	leu lěu
撪				bèn				
撫	BU FU	무	MWU	fǔ	fu3(13)	fu2	vỗ	*piǒ
撬	KYOU			qiào		giu6 hiu3		
播	HA	파	PHA	bō	bo1(174)	bo3	vá	
撮	SATSU SAI	촬	CHWAL	cuō		cyut3	toát	
撯				zhuó				
撰	SAN SEN	찬	CHAN CHEN	zhuàn		syun2 zaan3 zaan6	soạn	jrhiuɛ̌n
撱				wěi				
撲	BOKU HAKU HOKU	박	PAK POK	pū	pu1(140)	pok3	vục	puk
撳	KIN			qìn		gam6		
撴				dūn		dan3	đun	
撵				niǎn	nian3(10)	lin5		
撶				huá				
撷				xié		git3 kit3		
撸				lū				
撹	KAKU KOU		KYO	jiǎo		gaau2		
撺				cuān		cyun3		
擆				zhuó				
整	SEI	정	CENG	zhěng	zheng3(896)	zing2	chỉnh	jiɛ̌ng
敵	TEKI	적	CEK	dí	di2(1320)	dik6	địch	*dhek
敶				zhèn				
敷	FU	부	PWU	fū	fu1(21)	fu1		pio
數	SUU SHU	삭 수	SWU SAK	shù	shu4(1079) shu3(91) shu5(14)	sok3 sou2 sou3	số	*shriò *shriǒ
敹				liáo		liu4		
敺	KU			qū		au2 keoi1		
敻	KEI KEN			xiòng		hing3 hyun3		
斳	KIN GON KON			qín		kan4		
暩				jì				
暪				mèn				
暫	ZAN	잠	CAM	zàn	zan4(96)	zaam6	tạm	*dzhɑ̀m
暬		설	SEL	xiè				
暭	KOU GOU			hào				
暮	BO	모	MO	mù		mou6	mộ	*mò
暯				mò				
暰				cōng				
暱	JITSU NICHI	닉	NIL	nì		nik1		
暲	SHOU	장	CANG	zhāng				
暳		혜	HYE	huì				
暴	BOU BAKU	포 폭	PHOK PHO	bào	bao4(151)	bou6 buk6	bạo	bhɑ̀u
暵	KAN	한	HAN	hàn		hon3		
暶				xuán				
暷				chuán				
槢	SHUU JUU CHOU JOU			xí		zaap6		
槣				jī			ghế	
槤				lián		lin4		
槥	EI E SEI	혜	HYEY	huì		seoi6 wai6		
槦		용	YONG	yōng				
槧	SAN ZAN SEN	참	CHAM CHEM	qiàn		cim3		
槨	KAKU	곽	KWAK	guǒ		gwok3	quạch	
槪	GAI KAI	개	KAY	gài		koi3		gə̀i
槫	TAN DAN SEN			tuán				
槬				huà		waa6		
槭	SHUKU SAKU SHAKU	색	SAYK CHWUK	qī		cik1		
槮	SHIN SAN SEN			sēn		sam1 sam6		
槯	SAI SE			cuī			chuôi	
槰				péng				
槱	YUU YU			yǒu		jau5		
槲	KOKU	곡	KOK	hú		huk6		
槳	SHOU SOU			jiǎng	jiang3(16)	zoeng2		tziɑ̌ng
槴				hù				
槵	KAN GAN			huàn				
槶				guì			guốc	
槷				niè		jit6		
槸				yì		ngai6		
槹	KOU	고	KO	gāo		gou1		
槺				kāng				
槻	KI	규	KYU	guī		kwai1		
槼				guī		kwai1		
槽	SOU	조	CO	cáo	cao2(39)	cou4	tàu	
槾	BAN MAN			màn		maan6	mận	
槿	KIN	근	KUN	jǐn		gan2		giə̌n
樀	TEKI CHAKU TAKU	적	CEK	dī				
樁	TOU SHOU SHU			zhuāng	zhuang1(50)	zong1	thung	
樂	GAKU RAKU GOU	낙 락 악 요	AK LAK YO	lè	le4(283) yue4(54)	lok6 ngaau6 ngok6	lạc	*lɑk *ngak
樃	ROU			lǎng				
樄				chén				
樅	SHOU	종	CONG	cōng		cung1		
樆				lí		lei4		
樇				xiū				
樈				qíng				
樉				shuǎng				
樊	HAN	번	PEN	fán		faan4	phàn	
樋	TOU	통	THONG	tǒng			thông	
樌	KAN			guàn				
樍				zé				
樎				sù				
樏	RUI RU			lěi		lai5 leoi4		
樐				lǔ				
樑	RYOU	량	LYANG HOY	liáng		loeng4	rường	
樒	MITSU	밀	MIL	mì				
樓	ROU	누 루	LWU	lóu	lou2(179)	lau4	lầu	*lou
樔	SOU SHOU JOU	소	SO	cháo		caau4 ziu2	sào	
樕	SOKU			sù		cuk1 sok3		
樖				kē		po1		
樗	CHO	저	CE	chū		syu1	vụ	chio
樘				táng		tong4		
標	HYOU	표	PHYO	biāo	biao1(343)	biu1	bêu	*biɛu
樚	ROKU TOKU DOKU			lù				
樛	KYUU	규	KYU	jiū		gau1		giəu
樜				zhè				
樝	SA SHA			zhā		zaa1		
樞	SUU SHU	추	CHWU WU	shū	shu1(15)	syu1	xu	chio
樟	SHOU	장	CANG	zhāng	zhang1(16)	zoeng1		
樠	BON MON BAN MAN			mán		mun4		
模	MO BO	모	MO	mó	mo2(298) mu2(64)	mou4	mô	
樢	BOKU CHOU MOKU			niǎo				
樣	YOU SHOU	양	YANG SANG	yàng	yang4(4642)	joeng6	dạng	iɑ̀ng
樤	JOU			tiáo				
樥				péng				
樦				zhù				
樧				shā		saat3		
樨	SEI SAI		CHI	xī		sai1		
権	KEN GON		KWEN	quán				
横	OU KOU		HOYNG	héng	heng2(131)	waang4 waang6	hoạnh	
樫		견	KYEN	jiān				
樬				cōng				
樭				ji				
樯				qiáng		coeng4		
樰				xue				
樱				yīng		jing1		
橥				zhū		zyu1		
橴			CA	zi				
歎	TAN	탄	THAN	tàn		taan3	thán	*tɑn tɑ̀n
歏				jìn				
歐	OU	구	KWU	ōu	ou1(16)	au1 au2 ngau1		qǒu
歑				hū		fu1		
歒	TEKI CHAKU			tì				
歓	KAN		HWAN	huān				
歵	SAKU JAKU			cuò				
歶				yú				
殢	TEI TAI KEI	체	CHEY	tì		taai3 tai3		
殣	KIN GIN			jìn		gan2		
殤	SHOU	상	SANG	shāng		soeng1		
殥				yín		jan4		
殦				diāo				
毅	KI GI	의	UY	yì	yi4(25)	ngai6	nghị	ngiə̀i
毆	OU KU	구	KWU	ōu		au2		
毿	SAN	산	SAM	sān		saam1		som
氀				lǘ		leoi4		
氁				mú				
氂	RI BOU MOU RAI			máo		lei4 moi4	li	
漋				lóng				
漽				tí				
漿	SHOU	장	CANG	jiāng	jiang1(17)	zoeng1		*tziɑng
潁	EI	영	YENG	yǐng		wing6		iuɛ̌ng
潎				pì		pit3		
潏	KETSU KECHI SHUTSU JUCHI	율	YUL	yù		gyut3 kyut3 wat6		guet
潐				jiào			tèo	
潑	HATSU	발	PAL	po	po5(50) po1(25)	put3		
潒	TOU DOU SHOU ZOU			dàng		dong6		
潓	KEI E			huì				
潔	KETSU	결	KYEL	jié	jie2(86)	git3	khiết	get
潕				wǔ		mou5		
潖				pá				
潗	SHUU	집	CIP	jí			bập	
潘	HAN	반	PAN PEN	pān		pun1		pɑn
潙	KI I	규	KYU	wéi			vơi	
潚	SHUKU SHOU SHUU	숙	SWU	sù		siu1		
潛	SEN	잠	CAM	qián	qian2(38)	cim4	tiềm	*dzhiɛm
潜	SEN	잠	CAM	qián	qian2(38)	cim4		
潝	KYUU KOU OU YOU	흡	HUP	xī		jap1 kap1		
潞	RO RU	로	LO	lù		lou6		
潟	SEKI	석	SEK	xì		coek3 sik1		
潠				xùn		seon3	lún	
潡	TON DON	돈	TON	dùn				
潢	KOU OU	황	HWANG	huáng		wong4		huɑng
潣				mǐn				
潤	JUN	윤	LYUN	rùn	run4(68)	jeon6	nhuần	njuìn
潥				sù				
潦	ROU	료	LYO	lǎo		liu2 liu4 lou5	lẻo	lɑ̀u
潧				zhēn				
潨	SOU ZU SHOU SHU ZOU			cóng				
潩				yì		ji6		
潪				zhè				
潫				wān		waan1		
潬	TAN DDAN SEN ZEN			shàn		taan1		
潭	TAN SHIN	담	TAM	tán	tan2(29)	taam4	đằm	*dhom
潮	CHOU	조	CO	cháo	chao2(151)	ciu4	triều	*djhiɛu
潯	JIN	심	SIM	xún		cam4	tầm	zim
潰	KAI E	궤	KWEY	kuì	kui4(10)	kui2	hói	
潱				yē				
潲				shào		saau3 sau3		
潳				tú				
潴	CHO	저	CE	zhū		zyu1		
潵				sǎ				
潶				hēi				
潷				bì		bat1 bei3	vuốt	
潸	SAN	산	SAN	shān		saan1		shran shrǎn
潹				chán				
潺	SAN SEN	잔	CAN	chán		saan4	sờn	jrhɛn
潻				shǔ				
潼	DOU TOU	동	TONG	tóng		tung4		*dhung
潽	HO HU	보	PO	pū				
潾	RIN RAN REN	린	LIN	lín		leon4		lin
潿				wéi		wai4		
澁	JUU	삽	SAP	sè		sap1		
澂	CHOU	징	CING	chéng		cing4		
澄	CHOU	징	CING	chéng		cing4 dang6	chừng	*djhiəng djhiæng
澅				huà				
澆	GYOU	요	YO	jiāo	jiao1(58)	giu1 hiu1	khú nhão	keu
澇	ROU			lào		lou6		
澈	TETSU DECHI	철	CHEL	chè		cit3		
澉		감	KEM	gǎn		gam2		
澊				cūn				
澋	KOU GYOU KEI	횡	HOYNG	hòng				
澌	SHI SEI SAI	시	SI	sī		si1		siɛ
澍	SHU JU	주	CWU	shù		syu6		
澎	HOU	팽	PHAYNG	pēng	peng1(11)	paang1 paang4	dề bành	
澏				hán				
澐	UN	운	WUN	yún		wan4		
澑	RYUU			liù				
澒	KOU KU GU	홍	HONG	hòng		hung3 hung6		hǔng
澓	HUKU BUKU			fú				
澔	KOU	호	HO	hào		hou4 hou6		
澕				hé				
澖	KAN GEN			xián				
澗	KAN KEN	간	KAN	jiàn		gaan3		*gɑ̀n
澘		산	SAN	shān				
澚	IKU OKU			yu				
澛				lu				
澜				lán		laan4		
澝				ning				
濐				zhǔ				
熚	HITSU HICHI			bì				
熛	HYOU	표	PHYO	biāo		biu1		
熜				cōng		zung2		
熝				lù		luk6		
熞				jiān				
熟	JUKU	숙	SWUK	shú	shu2(385)	suk6	thục	*zhiuk
熠	YUU SHUU JUU	습	SUP	yì		jap1		
熡				lóu				
熢	HOU	봉	PONG	péng				
熣				suī			thui	
熤		익	IK	yì		jap1		
熥				tēng		tung1		
熧				zōng				
熨	I UTSU	위	WI	yùn		tong3 wai3 wan6 wat1	ủi	
熩				hù				
熪				yí				
熫				zhì				
熬	GOU	오	O	áo	ao2(21)	ngou4		
熭				wèi				
熮				liǔ				
熯	ZEN NEN GAN	선	SEN	hàn		hon3 hon5		
熰	OU U			ōu		au1 ngau1		
熱	NETSU ZETSU NECHI	열	YEL	rè	re4(1014)	jit6	nhiệt	*njiɛt
熲	KEI KYOU	경	KYENG	jiǒng		gang2 gwing2 wing6		
熳	MAN			màn		maan4 maan6		mɑ̀n
熴				kun				
熵				shāng		soeng1		
爴	KAKU			jué				
牅	YOU			yóng				
牕	SOU			chuāng		coeng1		*chrang
牖	YUU YU	유	YU	yǒu		jau5		iǒu
牗				you				
犘				má				
犙				sān				
犚				wèi		wai3		
犛	BOU MYOU MOU RI			máo	mao2(11)	lei4		
獋				háo				
獖	FUN BUN HON BON			bèn				
獗	KETSU KACHI	궐	KWEL	jué		kyut3		
獙				bì				
獚				huáng		wong4		
獛				pú				
獜		린	LIN	lín				
獝	KITSU KICHI ITSU ICHI			xù		wat6		
獞	TOU ZU			tóng		tung4 zong6		
獟	GYOU GOU KYOU			yào		hiu1 hiu3		
獠	RYOU ROU TOU	료	LYO	liáo		liu4 lou5		
獡				shuò				
獢				xiāo		hiu1		
獣	JUU		SWU	shou				
獤			TON	dūn				
瑩	EI	영 형	HYENG YENG	yíng	ying2(14)	jing4		hiuæng qèng
瑬				liú				
瑹				shū				
瑺				cháng				
瑻				kūn				
瑼				zhuān				
瑽		종	CONG	cōng		cung1 cung4		
瑾	KIN	근	KUN	jǐn		gan2		
璀	SAI SUI	최	CHOY	cuǐ		ceoi1 ceoi2		
璁	SOU SU			cōng		cung1		
璂		기	KI	qí				
璃	RI	리	LI	lí	li2(213)	lei4	rế li	liɛ
璄				yǐng				
璅	SOU SA			suǒ		so2 zou2		tzɑ̌u
璆	KYUU KU YUU YU	구	KWU	qiú		kau4		
璇	SEN ZEN	선	SEN	xuán		syun4		
璈				áo		ngou4 ngou6		
璉	RIN	련 연	LYEN	liǎn		lin4 lin5		
璊		문	MWUN	mén		mun4		
璋	SHOU	장	CANG	zhāng		zoeng1		
璌				yín				
璎				yīng		jing1		
璓				xiù				
甇				yīng		aang1		
甈				qì		hei3		
甉				xián				
畾	SUI			léi		leoi4 leoi5		
畿	KI	기	KI	jī		gei1		ghiəi
瘙	SOU	소	SO	sào		sou3		
瘚				jué		gyut3 kyut3		
瘛	SEI SETSU SECHI			chì		kai3		
瘜	SHOKU SOKU			xī		sik1		
瘝	KAN KEN			guān		gwaan1		
瘞	EI			yì		ji3		
瘟	ON	온	ON	wēn		wan1	ôn	
瘠	SEKI	척	CHEK	jí		zik3		
瘡	SOU SHOU	창	CHANG	chuāng		cong1		chriɑng
瘢	HAN	반	PAN	bān		baan1	ban	
瘣	KAI GAI RAI			huì		fui3		
瘤	RYUU RU	류	LYU	liú		lau4		
瘥	SA ZA SHA SAI			chài		caai3 co4		
瘦	SOU SHUU	수	SWU	shòu	shou4(82)	sau3	xấu	*shriòu
瘧	GYAKU	학	HAK	n&#xfc;è		joek6		
瘨				diān		din1		
瘩	TOU			da	da5(17)	daap3		
瘪				biě	bie3(13)	bit6		
瘫				tān		taan1		
皚	GAI	애	AY	ái		ji4 ngoi2 ngoi4		
皛	KYOU GYOU TEI HAKU	효	HYO	xiǎo		kiu5 miu5		
皜	KOU GOU	호	HO	hào		hou6		
皝	KOU OU			huàng		fong2		
皞		호	HO	hào		hou6		
皺	SUU SHUU	추	CHWU	zhòu	zhou4(115)	zau3		jriòu
盤	BAN HAN	반	PAN	pán	pan2(169) pan5(25)	pun4	bàn	*bhɑn bhɑn
瞇				mī	mi1(64)	mai4 mai5 mei1 mi1		
瞈				wěng				
瞉				kòu				
瞊				dàng				
瞋	SHIN	진	CIN	chēn		can1	trân	chin
瞌	KOU			kē	ke1(11)	hap6		
瞍	SOU SU SHOU	수	SWU	sǒu		sau2		
瞎	KATSU	할	HAL	xiā	xia1(56)	hat6		
瞏				qióng		king4		
瞐				mò				
瞑	MEI MYOU MIN	명	MYENG MYEN	míng		ming4 ming5	thằn manh	
瞒				mán	man2(32)	mun4		
瞓				shuì		fan3		
確	KAKU	확	HWAK	què	que4(927)	kok3	xác	
碻	KAKU	확	HWAK	què		kok3		
碼	BA ME	마	MA	mǎ	ma3(60)	maa5		
碽	KOU KU			gōng				
碾	TEN DEN	년	NYEN	niǎn	nian3(11)	nin5		
碿	SOTSU SOCHI			sù				
磀				é				
磂				liú				
磃				sī				
磄				táng				
磅	HOU	방	PANG	bàng	bang4(17)	bong2 bong6		
磆	KATSU GECHI KACHI			huá				
磇	HEI HI			pī		pai1		
磈	I KI KAI GAI	외	OY	wěi		faai3		
磉	SOU			sǎng		song2		
磊	RAI	뇌 뢰	LOY	lěi	lei3(9)	leoi5	lối	luəi
磋	SA	차	CHA	cuō		co1	vải tha	tsɑ
磌	TEN DEN SHIN			tián		tin4		
磍				xiá				
磎	KEI	계	KYEY	xī		kai1		
磏		렴	LYEM	lián		lim4		
磐	HAN BAN	반	PAN	pán		pun4		bhɑn
磑	GAI	애	AY	wéi		hoi2 wui1		
磒	IN UN			yǔn		wan6		
磓	TAI TE TSUI ZUI			duī				duəi
磔	TAKU	책	CHAYK	zhé		zaak6	kẹt	djæk
磕	KAI KOU KATSU KACHI	개	KAY	kē	ke1(23)	hap6		kɑp
磖	ROU			lá				
磗				zhuān				
磘				qìng				
磙				gǔn				
磜				qì				
磤	IN ON			yǐn				
禚				zhuó		zoek3		
禛	SHIN			zhēn		zan1		
禜	EI YOU			yǒng		wing6		
禝	SHOKU	직	CIK	jí				
禞				gào				
禟				táng				
禠				sī		si1		
禡	BA ME			mà		maa6		
禢				tà		hyun1		
禣				fu				
稴	REN KEN KAN GEN			xián				
稵	SHI SHUU			zī				
稶		욱	WUK	yù				
稷	SHOKU	직	CIK	jì		zik1		tziək
稸	KIKU KOKU CHIKU TOKU			xù				
稹	SHIN TEN DEN HEN	진	CIN	zhěn		zan2		
稺	CHI JI			zhì		zi6		
稻	TOU	도	TO	dào	dao4(92)	dou6		dhɑ̀u
稼	KA	가	KA	jia	jia5(118)	gaa3		
稽	KEI	계	KYEY	jī		kai1 kai2	ghê	gei kěi
稾	KOU			gǎo		gou2		
稿	KOU	고	KO	gǎo	gao3(64)	gou2		
穀	KOKU	곡	KOK KWU	gǔ		guk1		
穁				róng				
穂	SUI			suì				
穃	YOU			rong				
窮	KYUU	궁	KWUNG	qióng	qiong2(214)	kung4	cùng	*ghiung
窯	YOU	요	YO	yáo	yao2(73)	jiu4		
窰	YOU			yáo		jiu4		
窱				tiǎo		tiu5		
窲				cháo				
窳	WA E	유	YU	yǔ		jyu5		
窴				tián		zi3		
箬	JOKU NYAKU			ruò		joek6		
箭	SEN	전	CEN	jiàn	jian4(87)	zin3	tiễn	*tziɛ̀n
箮				xuān				
箯	HEN BEN			biān		bin1		
箰	SHUN JUN IN			sǔn				
箱	SHOU SOU	상	SANG	xiāng	xiang1(133)	soeng1	rương	siɑng
箲	SEN			xiǎn				
箳				píng				
箴	SHIN	잠	CAM	zhēn		zam1	bú giăm	
箵	SEI SHOU			xīng		sing2		
箶	KO GO			hú				
箷				yí		ji4		
箸	CHO CHAKU	저	CE	zhù		zyu3 zyu6	giạ	djhiù
箹				yuē				
箺	SHUN			chūn				
箻	RITSU			lǜ				
箼	OKU			wū				
箽	TOU TSU			dǒng				
箾		소	SO	shuò		siu6 sok3		
箿				jí				
篁	KOU	황	HWANG	huáng		wong4		huɑng
篂	SEI SHOU			xīng				
篃				mèi				
範	HAN	범	PEM	fàn		faan6		
篅	SUI ZUI SEN ZEN TEN DEN TAN			chuán				
篆	TEN	전	CEN	zhuàn		syun6	triện	
篇	HEN	편	PHYEN	piān	pian1(203)	pin1		*piɛn
篈	HOU FU			fēng				
篊	KOU GU	홍	HONG	huáng		hung4		
篋	KYOU	협	HYEP	qiè		haap6		kep
篌	KOU GO	후	HWU	hóu		hau4		hou
篍				qiū				
篎				miǎo				
篏	KAN KEN			qiàn				
篐				gu				
篑				kuì		gwai6		
篒		식	SIK	shi				
篓				lǒu		lau5		
糂	SAN SHIN			sǎn				
糃				táng				
糄	HEN			biǎn				
糅	JUU	유	YU	róu		jau2 nau6		
糆		면	MYEN	miàn			à miến	
糇	KOU GU			hóu		hau4		
糈	SHO			xǔ		seoi2		
糉	SOU			zòng		zung2		
糊	KO GO	호	HO	hu	hu5(87) hu2(75)	wu4	hồ	
糋				jiàn				
糌				zān		zaa1 zaam1		
糍	SHI			cí		ci4		
糎				lí				
緓				yīng				
緖	SHO CHO	서	SE	xù				
緗	SHOU SOU	상	SANG	xiāng		soeng1		siɑng
緘	KAN	함	HAM	jiān		gaam1 zin1	dàm	gæm
緙	KAKU KYAKU			kè		kaak1		
線	SEN	선	SEN	xiàn	xian4(1280)	sin3		siɛ̀n
緛				ruǎn				
緜	BEN BETSU MEN	면	MYEN	mián		min4		*miɛn
緝	SHUU	집	CIP CUP	jī		cap1		
緞	TAN DON DAN	단	TAN HA	duàn	duan4(9)	dyun6	đoạn	
緟				chóng				
締	TEI	체	CHEY	dì	di4(12)	dai3 tai3	rế	
緡	BIN MIN KON	민	MIN	mín		fan1 man4	mần	myin
緢	BOU MYOU BYOU			miáo				
緣	EN	연	YEN TAN	yuán	yuan2(77)	jyun4	duyên	*iuɛn
緤	SETSU			xiè		sit3		
緥	HOU HO			bǎo				
緦	SHI	시	SI	sī		si1		
緧				qiū		cau1		
編	HEN	편	PHYEN PYEN	biān	bian1(215)	pin1	biên	ben
緩	KAN	완	WAN	huǎn	huan3(155)	wun4 wun6		huɑ̌n
緪	KOU			gēng		gang1		gə̀ng
緫	SOU			cōng				*tzǔng
緬	MEN BEN	면	MYEN	miǎn		min5		miɛ̌n
緭	I KI GI			wèi				
緮				fù				
緯	I	위	WI	wěi	wei3(41)	wai5	vĩ	hiuə̀i
緰				tóu		syu1		
緱	KOU KU			gōu		gau1 kau1		gou
緲	BYOU MYOU		MYO	miǎo		miu5		*miɛ̌u
緳				xié		kit3		
練	REN	련 연	LYEN	liàn	lian4(245)	lin6	luyện	lèn
緵	SOU SU			zōng				
緶	HEN BEN	편	PHYEN	biàn		pin4		
緷				yùn				
緸				yīn				
緹	TEI DAI TAI	제	CEY	tí		tai4		
緺	KAI KE KA RA			guā		gwaa1 gwaa3		
緻	CHI	치	CHI	zhì		zi3		
緼	UN ON		ON	yùn				
緽				chēng				
緾				chán				
緿				dài				
縀	KA GE			xiá				
縁	EN		YEN TAN	yuán				
縂	SOU		CHONG	zǒng				
縃				xū				
縄	JOU BIN YOU			ying				
縅				wei				
縆	KOU			gēng				
縇			SEN	xuān				
缬				xié		kit3 lit3		
缭				liáo		liu4		
缮				shàn		sin6		
缯				zēng		zang1		
罵	BA	매	MAY	mà	ma4(182)	maa6	mạ	
罶	RYUU RU			liǔ		lau5		
罷	HI HAI	파	PHA PHI	ba	ba5(2073) ba4(148)	baa6 pei4	bãi	bhyɛ *bhɛ̌i
罸	BATSU BACHI	벌	PEL	fá				
羬				qián				
羭	YU			yú		jyu4		
羮	KOU KAN			gēng		gang1	canh	
羯	KATSU KETSU	갈	KAL	jié		kit3		giæt
羰				tāng		tong1		
翥	SHO			zhù		zyu3	chở	jiù
翦	SEN	전	CEN	jiǎn		zin2		*tziɛ̌n
翧				xuān				
翨	SHI KI			chì		ci3 si6		
翩	HEN	편	PHYEN	piān		pin1	phiến	*piɛn
翪				zōng		zung1		
翫	GAN	완	WAN	wán		wun6		nguɑ̀n
翬	KI	휘	HWI	huī		fai1		xiuəi
翭				hóu		hau4		
耦	GOU GU GUU	우	WU	ǒu		ngau5		
耧				lóu		lau4		
聤	TEI JOU			tíng				
聥				jǔ				
聦	SOU			cōng		cung1		
聧				kuī		kwai1		
聨	REN			lian				
聩				kuì		kui2		
聪				cōng	cong1(96)	cung1		
聫	REN		LYEN	lián				
膒				óu				
膓	CHOU			cháng				
膔				lù				
膕	KAKU KYAKU KOKU			guó		gwok3 gwok6		
膖	HOU CHOU CHU			pāng				
膗				chuái		ceoi4 saai4		
膘	HYOU SHOU		PHYO	biāo		biu1		
膙				jiǎng		koeng6 zoeng2		
膚	FU	부	PWU	fū	fu1(87)	fu1		*bio
膛	TOU			táng	tang2(29)	tong4		
膜	MAKU BAKU	막	MAK MO	mó	mo2(54)	mok6 mou4		
膝	SHITSU	슬	SUL	xī	xi1(38)	sat1		sit
膞	SEN ZEN SHUN	전	CEN	zhuān		seon4 zyun1		
膟				lǜ		leot6		
膠	KOU	교	KYO	jiāo	jiao1(37)	gaau1	keo	gau
膡				yìng				
膢	ROU RU RYUU RYO RO			lǘ				
膣	CHITSU	질	CIL	zhì		zat6		
膤				xue				
臱	BEN MEN			mián				
興	KYOU KOU	흥	HUNG	xìng	xing4(499) xing1(164)	hing1 hing3	hưng	*xièng *xiəng
舖	HO FU	포	PHO	pù		pou3	phố	
舗	HO			pù				
艎	KOU OU			huáng		wong4		
艏	SHUU OU			shǒu		sau2		
艐				kè				
艑	HEN BEN	편	PHYEN	biàn		bin6		
艒				mù				
艓				dié		dip6		
艔				dou		dou6		
莭	SETSU SECHI			jié				
萩	SHUU	추	CHWU	qiū		cau1	thèm tho	
萪	KUWA			kē				
萫				xiàng			hảng	
萬	MAN	만	MAN	wàn	wan4(1335)	maan6	vạn	*miæ̀n
萭				yǔ		geoi2 jyu5		
萮				yú				
萯	HUU HU HAI BAI			fù				
萰				liàn				
萱	KEN	훤	HWEN	xuān		hyun1		
萲				xuān		hyun1 hyun3		
萳				nǎn				
萴				cè		zak1		
萵	WA	와	WA	wō		wo1		
萶				chǔn				
萷				xiāo		siu1 sok3		
萸	YU	유	YU	yú		jyu4		io
萹	HEN BEN	편	PHYEN	biǎn		bin1 pin1		
萺				mào				
萻				ān			âm	
萼	GAKU	악	AK	è		ngok6		ngɑk
落	RAKU	낙 락	LAK	luò	luo4(516) la4(11)	laai6 lok6	lạc	*lɑk
萾				yíng			giềng	
萿				kuò				
葀				kuò				
葁				jiāng				
葂				miǎn				
葃				zuò		zou6		
葄				zuò		zou3 zou6		
葅	SHO SHA			zū		zeoi1		jriu
葆	HO HOU	보	PO	bǎo		bou2		
葇	JUU NYU			róu		jau2 jau4	nhú	
葈	SHI			xǐ				
葉	YOU SHOU	섭 엽	YEP SEP	yè	ye4(301)	jip6 sip3	diệp	*iɛp
葊	AN	암	AM	ān				
葋				qú				
葌				jiān		gaan1		
葍	HUKU			fú		fuk1		
葎	RITSU			lǜ		leot6		
葏	SEN SEI SHOU SHIN			jīng				
葐				pén		pun4		
葑	HOU HU HUU	풍	PHWUNG	fēng		fung1		biong
葒	KOU GU			hóng		hung4		
葓				hóng				
葔				hóu				
葕				yàn				
葖	TOTSU TOCHI			tū		dat6	nhút	
葘	SHI SAI			zī				
葙	SHOU SOU			xiāng		soeng1		
葚	CHIN JIN	심	SIM	rèn		sam6		
葛	KATSU KACHI	갈	KAL	gé		got3		gɑt
葜	KATSU			qiā				
葝				qíng				
葞				mǐ		mei5		
葟				huáng				
葠	SHIN SEN			shēn		sam1		
葡	HO BU	포	PHO	pú	pu2(49)	pou4		bho
葢	GAI KOU KAI			gài		goi3 koi3		
董	TOU	동	TONG	dǒng		dung2	đổng	dǔng
葤	CHUU JUU			zhòu				
葥	SEN ZEN			jiàn		zin3		
葦	I	위	WI	wěi	wei3(32)	wai5		hiuə̌i
葧	HOTSU BOCHI BOTSU			bó		but6		
葨				wēi				
葩	HA	파	PHA	pā		baa1 paa1	ba	
葪	KEI KI KAI KE	계	KYEY	jì				
葫	KO	호	HO	hú	hu2(28)	wu4	hồ	
