[								
]								
㐁				tiàn		tim2		
㐂								
㐆				yǐn		zaan2		
㐐								
㐑								
㐒								
㐓								
㐔								
㐕								
㐪								
㐫				xiōng		gun3 hung1 zung1		
㐸				qiàn		gim1 him3		
㐹				yì		go1 kwok3 ngaat6		
㐺				yín		zung3		
㐻				nèi		fu1 mou5 noi6		
㐼				chèng		cing2		
㐽				fēng		fung1		
㐾								
㐿								
㑀								
㒫				jì		gei3 hei2		
㒲				cái		coi4		
㓆								
㓇								
㓙						hung1 kung4		
㓝				xíng		zing4		
㓞				qià		kaai3		
㔔								
㔕				jí		gaat1 kaau1		
㔖								
㔺				shì		saai3 si6		
㔻						pei1		
㕂				yín		zaam4 zaam6		
㕃				xī		him3 kaai1 lim4 zap3		
㕄				zhǐ		zi3		
㕜				shǐ		sei3 si2		
㕦				huà		waa6 zyu5		
㕧				xī		si1		
㕨				fàn		faan6		
㘟								
㚏				gǎo		gou2 zyu5		
㚐				tào		tou3 zou6		
㚑								
㚣				xiáo		gaau2 haau4		
㚤				yì		zik6		
㚥				yú		zyu1		
㚦				yí		gei1		
㚧				yǎn		ngam4 zim5		
㚨				shěn				
㜽				zǐ		daai2 zi2		
㝌				jiù		gau3		
㝍				xiě		se2		
㝼				yū		zyu1		
㞌				yùn		lai1 zaan6		
㞍								
㞨				zǐ		zi1 zi2		
㞩				lán		laam4		
㞪				náo		mau6 nau4		
㞫				jù		zaau2 zau2		
㞬				qìn				
㞭				dài		daai6		
㞮	SHUTSU SUI							
㞯				jié		zit3		
㠩						fong1		
㠴				rèn		zaan6		
㠵				huāng		fong1		
㠶				fán		faan4		
㡯				zhái		dok6 dou6 saam2 zak6		
㡰				yǔ		zyu5		
㡱				jiǔ		gaau3 kaau3		
㢟				chān		cin2		
㢨				hàn		hon6		
㢩				dì		dik1 dim3 tiu4		
㢪						wu1		
㢫								
㣉						gung1		
㣕								
㣻				yì		ngai6		
㣼				rěn		zaan2		
㣾				chà		caa3		
㣿				zhuó		coek3 niu5 zoek3		
㧆				jīn		gaan1		
㧇				mǎo		mou5		
㧈				yǐn		zaan5		
㪲								
㪳								
㫃				yǎn		zin2		*qiu qo
㫐				yǎo		miu5		
㫑				zhǐ		si4 zi2		
㬰				yú		zyu4		
㭁				réng		zing4		
㱏				zhèng		zing6		
㱙				xiǔ		baai6 gwaa2 leoi5 naau2		
㲌				nèng		ning6		
㲽				niàn		zin2		
㲿				wǎng		wong2		
㶡				dài		fo2		
㶢								
㸨				jiū		gaau1 kaau1		
㺨				sī		si1		
㺩				jiù		gau6		
㺪				pú		lung4 pok3		
㺫				qiú		aau3 kaau4		
䂖				shí		sek6 zi2		
䇂				qiān		hin1		
䏌				qì		ngaat6		
䏍				yuàn		zyun3		
䒑				cǎo		cou2		
䖈				n&#xfc;è		zoek6		
䢴						cin1		
䦻				zǐ		zi2		
丞	SHOU JOU	승	SUNG	chéng		sing4	thừa	*zhiəng zhiəng
丟	CHUU CHU	주	CWU	diū	diu1(144)	diu1 diu6		
丠	KYUU		KWU	qiū				kiou
両	RYOU		LYANG	liǎng		loeng5		
丢	CHUU CHU		CWU	diū	diu1(144)	diu1 diu6	điêu	
乑	GIN GON		IM	yín				
