[								
]								
㦭				líng		ling4		
䉸				biàn		bin6		
䌵				zhú		zuk1		
䕿				hàn		ham3 hon3 soeng2		
䖀						ceoi3 hiu1		
䙱				dú		suk6		
䡾				niè		ngaai5		
䨹				shū		suk1		
䪎				suī		seoi1		
䭨				shuì		seoi3		
䭳				wèi		ngai6		
䮿				jiǎn		gin2		
䲚				lài		lai6 lam6		
䲛				méng		mung4		
䴏				yàn		zin3		
䶐				wài		fai3		
䶧				yǎo		ngau5		
䶵				chí		ci4 si4		
灥	SHUN JUN SEN			xún				
灧	EN		YEM	yàn				
灨				gàn		gam3		
犫				chōu				
糷				làn		laan4 laan6		
纜	RAN	람	LAM	lǎn		laam6		*lɑ̀m
纝	RUI			léi				
虆	RUI RA			léi		leoi4		
虇				quǎn		hyun2		
虈	KYOU			xiāo		hiu1		
虉				yì				
蠽				jié				
蠾				zhú				
讜	TOU	당	TANG	dǎng		dong2		
讝				zhán				
讞	GETSU GECHI GEN	언	EN	yàn		jin6		
豓	EN			yàn		jim6		
貜	KYAKU KAKU KEKI KU			jué		fok3		
躩	KYAKU KAKU KEKI	곽	KWAK	jué		fok3		
躪	RIN	린	LIN	lìn		leon6		
軉				yù				
轥	RIN			lìn				
釅	GEN	염	YEM	yàn		jim6		
鑻				pàn				
鑼	RA	라	LA	luó	luo2(28)	lo4	la	
鑽	SAN	찬	CHAN	zuān	zuan1(205)	zyun1 zyun3		tzuɑn
鑾	RAN	란	LAN	luán		lyun4		luɑn
鑿	SAKU SOU	착	CHAK CO	záo	zao2(34)	zok6	tạc	dzhɑk
靋				lì				
靌		보	PO	bǎo				
靍				he				
靎	KAKU			hè				
顳	SHOU JOU	섭	SEP	niè		nip6		
顴	KAN KEN	관	KWAN	quán		kyun4		
飌	FUU FU			fēng		fung1		
飍				xiū				
飝				fēi				
馫				xīn				
驤	JOU SHOU	양	YANG	xiāng		soeng1		siɑng
驥	KI	기	KI	jì		kei3		gyì
驦				shuāng		soeng1		
驧				jú				
鬤				ráng		joeng4		
鬮	KYUU	구	KWU	jiū		gau1		
鬰	UTSU		WUL	yù				
鱷	GAKU			è	e4(14)	ngok6		
鱸	RO	로	LO	lú		lou4	rô	
鸕	RO	로	LO	lú		lou4		lo
鸖	KAKU			hè				
鸗				lóng				
黷	TOKU	독	TOK	dú		duk6		dhuk
齈				nòng				
蘒				qiu				
