[								
]								
㒧				lì		lai6		
㒨						sin1		
㔮				nuó				
㘕				hǎn		ham3 lam4		
㘖				yán		ngan4		
㘗				qū				
㜹				qú		keoi4		
㝱				mèng		mung6		
㠥				lǜ		leoi6		
㠦				fēng		fung1 gaam3 haat6		
㣆				mí		nei4		
㩱				jué		zoek3		
㩲				kǔn		fun1 kyun4		
㩳				sǒng		sung2		siǒng
㩴				jú		guk6		
㪮				líng		ling4		
㰔				xiè		sit3		
㰕						hei1		
㶒				shǎn		sim2		
㶓				cáng		cong4		
㶔				bèi		bai6 bei6		
㶕				jiǎn		gaan2		
㶖				shù		suk1		
㶘				diàn		tim5		
㸍				xì		hei3		
㸥				chàn		cam4		
㹚				yíng		zing4		
㿕				yán		zim4		
㿖				lú		lou4		
㿗				tuí		teoi4		
㿨				lì		lik6		
䀋				yán		jim4 nam4 zim4		
䁿				mò		mak6		
䂀				xī		hei1		
䃴				zhū		zyu1		
䃵				niǎo		niu5		
䃶				huái		waai4		
䃷				yíng		zing4		
䄤				lài		laai6		
䆊				cuì		seoi6		
䆋				qiū		cau1		
䆌								
䆍				lóng		lung4		
䉦				qiān		cin1		
䉧				liú		lau4		
䉨				yì		ngaai6		
䉩						aau1 aau1		
䉪				lèi		leoi6		
䉫				lí		lai4		
䉬				fèi		bit1 faai3		
䉭				liè		lap6 lip6		
䊯				kuàng		kong4 kwong3		
䌨				cā		cat3		
䌩				miè		mit6		
䍥				lì		lik6		
䎚				guàn		wai6		
䎱				bà		paa4		
䑋				rǎng		zoeng5		
䑌				lán				
䑍				yān		zin1 zin3 zing2		
䑎				chǎn				
䑟				huáng		wong4		
䕞				làng		long6		
䕟				xīng		guk1 hing1		
䕠				fèi		fai3		
䕡				lǘ				
䕢				zhǎ				
䕣				hé		haap6 hot3		
䕤				jī				
䕥				nǐ				
䘂								
䘃				mò		maak6 mik6 mong4		
䘄				zhù				
䙪				lóng		paan3		
䚔				bīn		baan1 bin1 paan5		
䜙				án				
䜚				tà		daap6		
䜛				chán		cam4 dan6 sang6 zan2 zan6		
䜜				wèi				
䜝				tuǎn				
䜞				jì		zaai1 zi1		
䝃				zhé				
䝒				zhù				
䞕				rú		zyu4		
䟌				jí				
䠪				duàn		dyun6		
䠫				zòu				
䡷				kài				
䡸								
䡹				zhì		zaap1 zi3 zik1		
䤓				méng		mung4		
䤔				jiàn		cin2 gap3 sim2 zim6 zit6		
䥝				áo		ou1		
䥞				jiǎo		giu2		
䥟				yè				
䥠						saam4 zaam1		
䥡				yè		zi3 zip6		
䥢				lóng				
䥣				záo		zok6		
䥤				báo		bok6 bou3 cit3 fuk1		
䥥				lián		lim4		
䥦								
䦲				yán		zim4		
䦳				xiàng				
䦴				yì		zik6		
䧰				hùn				
䩌				qiáo		ciu4		
䩍				liǎo		liu4		
䩿				fén		baan6 faan4		
䪀				guǎn		faat1 gun2 wun2 zyun2		
䪁				bǔ		buk6 pun4		
䪂				gé		gaak3		
䪃				dūn		deon1 maan4		
䪄				huáng		wong4		
䪛				fān		faan1		
䪤				fán		faan4		
䫬				zhěn		zam2		
䫭				huì		kui2		
䫮				chán		cam4		
䫯						ci4 kei1 saai1 zi1		
䫰				lìn		leon6		
䫱				ná		zyu4		
䬝				héng		waang4		
䭘				yǐng		zing2		
䭙				jǐn		gaan2		
䭚				chuáng		cong4		
䭛				dàn		dam6 wui6		
䭜								
䭪				liáng		loeng4		
䮪				chéng		sing4 zaang6		
䮫				lóu		laau4 lou4		
䮬				mò		maak6		
䮭				mì		mik6		
䮮				mài		mak6		
䮯				ào		ngou6		
䮰				zhé		zaak6		
䮱				zhú		zuk6		
䯢				mó		mo1		
䰌				zǒng		zung2		
䰍				cì		zaau1		
䰘				liú		gau2 hip3 laau4		
䱵				wēng		zung1 zung2		
䱶				láng		long4		
䱷				yú		zyu4		
䱸				sōu		caau1 saau1 saau2		
䱹				zhǎ		caa4 zaa2 zaa2		
䱺				hái		haai4		
䱻				huá		gwaat1 waa4 wat6		
䱼				zhǎn		zin2		
䱽						coeng1 cong1		
䲢				téng		tang4		
䲣				yú		zyu4		
䲤								
䳱				wù		mou6	vọ	
䳲				zhèn		zan3		
䳳				xù		hyut3 seot1		
䳴				tà		dap6		
䳵				chì		cik1		
䳶				xī		gaai1 haai4		
䴘				tī		taai1 taai2 taai3		
䴜				wāi		gwaat3 nei6 waai1 wai4 wun6		
䴨								
䴾				cuó		co4 zi2		
䴿				méng		mung4		
䵀				suǒ		so2		
䵎				tuān		caau3 doi6 sou1 teon1 toi5 zyun1		
䵗				bó		fuk6		
䵘				shài		sai3 sam2		
䵙				zhā		zaa1		
䵭				zhè		kei4 syu1 ze3		
䵮				yàng		soeng1 zoeng6		
䵯				tuǎn		teoi3 teon2		
䶁				tà		dap6		
䶆				zhuī		ceoi4 kei4 zeoi1		
䶏				tì		taai1		
䶚				qǔ		geoi2		
䶛				là		laat6		
䶱				tóng		tung4		
䶲				nán		zim4		
䶳				yuè		zoek6		
亹	BI MI BON MON	미	MI MWUN	mén		mei5 mun4		
儷	REI	려	LYE	lì		lai6		
儸	RA		LA	luó		lo4		
儹	SAN	찬	CHAN	zǎn		zaan2 zyun2		
儺	DA NA	나	NA	nuó		no4		
兤	KOU			huáng				
劗	SAN ZAN SEN	찬	CHAN	jiǎn		zin2		
劘	BA MA BI MI	마	MA	mó		mo4		
卛	SHUTSU			shuài				
嚻	GOU KYOU		HYO	xiāo				
嚼	SHAKU	작	CAK	jué	jue2(15)	ziu6 zoek3 zoek6		dzhiɑk
嚽	SETSU			chuò				
嚾	KAN TAN		HWAN HWEN	huān		fun1		
嚿				huò		gau6		
囀	TEN	전	CEN	zhuàn		zyun2		djiuɛ̀n
囁	SHOU	섭	SEP YEP	niè		zip3		
囂	GOU KYOU	효	HYO	xiāo		hiu1	hiu	
囃	SOU	잡	CAP	cà				
囄				lí		lai4 lei4	le	
囍		희	HUY	xǐ		hei2		
壦				xūn				
孇	SAWA			shuāng				
孈	SUI I KUWAI E KI KEI			huì				
孉				quán				
寷				fēng				
屬	ZOKU SHOKU SHU	속	SOK CHOK	shǔ	shu3(369)	suk6 zuk1	thuộc	*jiok zhiok
巍	GI	외	OY	wēi	wei1(12)	ngai4	nguy	ngiuəi
巏	KEN GEN KON			quán		kyun4		
巐	CHOU			chǎo				
廱	YOU	옹	ONG	yōng		jung1		
忂				qú				
懼	KU GU	구	KWU	jù	ju4(16)	geoi6		ghiò
懽	KAN	환	HWAN	huān		fun1		*xuɑn
懾	SHOU	섭	SEP	shè		sip3 zip3		jiɛp
攛	SAN			cuān		cyun3		
攜	KEI			xié	xie2(18)	kwai4	huề	*huei
攝	SETSU SHOU	섭	SEP YEP	shè	she4(128)	nip6 sip3	nhép	shiɛp
斕	RAN REN			lán		laan4		
曩	DOU NOU	낭	NANG	nǎng		nong5	nán	
朇	HI			pí				
櫸				jǔ		geoi2		
櫹				xiāo		siu1		
櫺	REI RYOU			líng		ling4		
櫻	OU YOU	앵	AYNG	yīng		jing1		qɛng
櫼	SEN SHIN SAN	첨	CHEM	jiān		cim1 zim1		
櫽	IN ON			yǐn				
櫾				yóu				
櫿				yíng				
欀				xiāng		soeng1		
欁				nóng				
欂	HAKU BAKU HEKI BYAKU	박	PAK	bó		bok3 bok6		
欃	SAN SEN	참	CHAM	chán		caam4		chram
欄	RAN	난 란	LAN	lán	lan2(44)	laan4	đan lan	*lɑn
欌		장	CANG	cang				
殲	SEN	섬	SEM	jiān	jian1(96)	cim1		tziɛm
灂				zhuó		ziu3 zok6 zuk1		
灃	HUU HU HOU			fēng		fung1		piung
灄	SHOU JOU NYOU	섭	SEP	shè		sip3		
灅				lěi		leoi5		
灆				lán				
灇				cóng				
灈	KU GU			qú		keoi4		
灉	YOU YU			yōng		jung1		
灊	SEN ZEN SHIN JIN			qián		cim4		
灋	HOU HATSU HOTSU			fǎ				
灌	KAN	관	KWAN	guàn	guan4(141)	gun3		guɑ̀n
灍				què				
灏				hào		hou6		
灐		형	HYENG	ying				
爙				rǎng			nháng	
爚	YAKU SHAKU	약	YAK	yuè		joek6		
爛	RAN	난 란	LAN	làn	lan4(126)	laan6	lạn	*lɑ̀n lɑ̀n
獾				huān		fun1		
獿				nǎo		naau4		
瓓	RAN			làn				
瓔	EI YOU	영	YENG	yīng		jing1		
瓖				xiāng		soeng1		
甗	GEN GON			yǎn		jin5		
癧	REKI RYAKU	력	LYEK	lì		lek6		
癨	KAKU	곽	KWAK	huò				
癩	RAI	나 라	LA	lài		laai3		
癪	SHAKU			ji		zik1		
癫				diān		din1		
皬		학	HAK	hé				
矐				huò		hok6 kok3		
矑	RO RU			lú			kẻ lờ	
矒	BOU MU MOU			méng				
矓				lóng		lung4		
礭	KAKU	확	HWAK	què				
礮				pào		paau3		
礯				yīng				
礰				lì				
礱	ROU RU	롱	LONG	lóng		lung4		
礲				lóng				
礳				mò				
礴	HAKU BAKU			bó		bok3		
竃	SOU			zào				
竈	SOU	조	CO	zào		zou3		tzɑ̀u
竉	ROU RU			lǒng		lung1		
籐	TOU	등	TUNG	téng		tang4		
籑	SEN			zhuàn				
籒	SHUU JU	주	CWU	zhòu				
籓	HAN HON			fān		bun1 faan1		
籔	SU SOU SHU	수	SWU	sǒu		sau2 sou2		
糲	REI RATSU RAI	려	LYE	lì		lai6		liɛ̀i
纄				péng				
纅				yào				
纆	BOKU MOKU			mò		mak6		mək
纇	RAI	뢰	LOY	lèi		leoi6		
纈	KETSU KECHI	힐	HIL	xié		kit3 lit3		het
纉	SAN		CHAN	zuǎn				
纊	KOU	광	KWANG	kuàng		kwong3		kuɑ̀ng
纋				yōu		jau1		
續	ZOKU SHOKU	속	SOK	xù	xu4(489)	zuk6	tục	ziok
纍	RUI RAI	류	LYU	léi		leoi4		
纎	SEN			xiān		cim1		
纏	TEN DEN	전	CEN	chán	chan2(32)	cin4 zin6	triền	*dhjiɛn
纐				jiao				
罍	RAI	뢰	LOY	léi		leoi4		luəi
羻				qiàng				
羼	SAN SEN			chàn		caan3 can3		
耰	YUU U	우	WU	yōu		jau1		qiou
臝	RA	라	LA	luǒ		lo2		
艪	RO	로	LO	lǔ		lou5		
藔				liáo				
藕	GUU GOU GU	우	WU	ǒu		ngau5	ngó	
藖				xián				
藗				sù				
藘	RYO RO			lǘ		leoi4		
藙				yì		ngai6		
藚	SHOKU ZOKU			xù		zuk6		
藛				xiě				
藜	REI RAI	려	LYE	lí		lai4		lei
藝	GEI	예	YEY	yì	yi4(609)	ngai6	nghệ	ngiɛ̀i
藞				lǎ			lủi	
藟	RUI RA			lěi		leoi5		
藠	KYOU GYOU			jiào				
藡				dí		dik6		
藢				zhǐ				
藣				bēi		bei1		
藤	TOU DOU	등	TUNG	téng	teng2(14)	tang4	đằng	*dhəng
藥	YAKU	약	YAK	yào	yao4(407)	joek6	dược	*iɑk
藦	BA MA			mò		mo4		
藧				huàn				
藨	HYOU BYOU KYOU HOU			biāo		biu1		
藩	HAN	번	PEN	fān		faan4		bhiæn
藪	SOU	수	SWU	sǒu		sau2	sú	
藫				tán		taam4		
藬				tuī		teoi1		
藭	KYUU KU			qióng		kung4		
藯				wèi				
藰				liú				
藱				huì				
藲				ou				
藳	KOU			gǎo				
藴	UN ON		ON	yùn				
藵				bao				
蠚	KAKU CHAKU SEKI SHAKU			hē				
蠛	BETSU MECHI			miè		mit6	mọt	
蠜	HAN BON			fán		faan4		
蠝				léi		leoi5		
蠞	SETSU ZECHI			jié				
蠟	ROU	납 랍	LAP	là	la4(40)	laap6	rệp	*lɑp
蠠				mǐn				
蠡	REI RAI RI	려	LYE	lí		lai5	lãi	lěi
蠢	SHUN	준	CWUN	chǔn		ceon2	xuẩn	chuǐn
蠣	REI	려	LYE	lì		lai6		
蠤				qiū				
蠴				shu				
衊	BETSU MECHI BATSU MACHI	멸	MYEL	miè		mit6	mét	
襩				shǔ				
襪	BETSU BATSU	말	MAL	wà	wa4(42)	maat6 mat6		miæt
襫	SEKI SHAKU			shì		sik1		
襬				bǎi		baai2		
襭	KETSU	힐	HIL	xié		git3 kit3		
襮	HAKU HOKU			bó		bok3 buk6		
覼	RA RAN REN			luó				
覽	RAN	람	LAM	lǎn	lan3(48)	laam5	lãm	lɑ̌m
觺				yí		ji4		
譳				nòu				
譴	KEN	견	KYEN	qiǎn	qian3(13)	hin2	khiển	kiɛ̀n
譵				zhuì				
譶	TOU DOU CHYUU JU			tà				
護	GO KO	호	HO	hù	hu4(468)	wu6	hộ	*hò
譸	CHUU CHU JU			zhōu		zau1		
譹	KOU			háo				
譺				ài		aai6 ngaai6		
譻				yīng				
譼	KAN			jiàn				
譽	YO	예	YEY	yù	yu4(36)	jyu6	dự	iù
贐	SHIN JIN	신	SIN	jìn		zeon2		
贑				gàn				
贒	KEN			xián				
贓	ZOU SOU	장	CANG	zāng		zong1	tang	
贔	HI	비	PI	bì		bai3 bei6		
赣				gàn		gam3		
趯	KAN			tì		tik1		
趰				ěr				
躊	CHUU	주	CWU	chóu	chou2(24)	cau4	trù	djhiou
躋	SEI SAI	제	CEY	jī		zai1		tzei
躌				wǔ				
躍	YAKU TEKI	약	YAK CEK	yuè	yue4(139)	joek3 joek6 tik1	dược	iɑk
躎				niǎn				
躏				lìn		leon6		
軇	TOU DOU			dào				
轛				zhuì		deoi3		
轜	JI			ér				
轝	YO	여	YE	yù		jyu4		
轞	KAN GEN	함	HAM	jiàn		laam6		
轟	GOU KOU	굉	KOYNG	hōng	hong1(77)	gwang1	huênh	xuəng
辯	BEN HEN	변	PYEN	biàn	bian4(165)	bin6		*bhyɛ̌n
邎	YUU			yáo				
酄				huān				
酅				xī		kwai4		
酆	FUU HOU			fēng		fung1		
醹				rú		jyu4		
醺	KUN			xūn		fan1		xiuən
醻	SHUU JU TOU DOU			chóu				
鏴				lù				
鐩				suì		seoi6		
鐪		로	LO	lǔ		lou5		
鐫	SEN	전	CEN	juān		syun6 zeon1 zeon3 zyun1		tziuɛn
鐬				huì				
鐭				yù				
鐮	REN			lián	lian2(14)	lim4	liềm	
鐯	SHAKU CHAKU JIIYAKU			zhuó				
鐰				qiāo			khuân thau	
鐱	SEN KEN GEN			jiàn			kẽm	
鐲	TAKU DAKU SHOKU ZOKU			zhuó		zuk6	đục	
鐳	RAI			léi		leoi4		
