[								
]								
簌	SOKU			sù		cuk1		
簍	ROU RU KU			lǒu		lau5		
簎	SAKU SHAKU SEKI			cè		caak3		
簏	ROKU	록	LOK	lù		luk1		
簐				niǎn				
簒	SAN SEN	찬	CHAN	cuàn				
簓	SEN			diao				
簔	SA SAI		SA	suō				
簖				duàn		dyun6		
簗				liang				
糙	SOU	조	CO	cāo	cao1(16)	cou3		
糚	SOU SHOU	장	CANG	zhuāng				
糛				táng				
糜	BI	미	MI	mí		mei4		myɛ
糝	SAN SHIN	삼	SAM	sǎn		saam2	tấm	
糞	FUN	분	PWUN	fèn	fen4(36)	fan3	phân	biə̀n
糟	SOU	조	CO	zāo	zao1(100)	zou1		tzɑu
糠	KOU	강	KANG	kāng		hong1		
糡				jiàng				
糢	BO MO	모	MO	mó		mou4		
糨				jiàng		goeng6		
縩				cài		coi3 zoi3		
縪				bì		bat1		
縫	HOU	봉	PONG	fèng	feng4(77) feng2(29)	fung4 fung6		bhiong
縬	SHUKU			cù				
縭	RI CHI			lí		lei4		liɛ
縮	SHUKU	축	CHWUK	suō	suo1(179)	suk1		shriuk
縯	EN IN	연	YEN	yǎn		jin2		
縰				xǐ		saai2		
縱	JUU SHOU	종	CONG CHONG	zòng	zong4(43)	zung1 zung3	tung	tziong tziòng
縲	RUI	류	LYU	léi		leoi4		
縳	TEN DEN SEN KEN	견	KYEN	juàn		zyun3		
縴	KEN		KYEN	qiàn		hin1 hin3		
縵	BAN MAN	만	MAN	màn		maan6		
縶	CHUU SHOU			zhí		zap1		
縷	RU ROU	누 루	LWU	lǚ	l&#xfc;3(18)	lau5 leoi5	lụa	liǒ
縸				mù			mắc	
縹	HYOU	표	PHYO	piǎo		piu1 piu5		piɛ̌u
縺	REN			lián			nếm len	
縻	BI	미	MI	mí		mei4		myɛ
縼				xuàn				
總	SOU	총	CHONG	zǒng	zong3(1599)	zung2	tổng	*tzǔng
績	SEKI	적	CEK	jī	ji1(132)	zek3 zik1	tích	
縿	SAN SEN SHOU SOU			shān		saam1		
繀				suì		seoi3		
繁	HAN	번	PEN PAN	fán	fan2(129)	faan4	phồn	*bhiæn
繂				lǜ		leot6		
繃	HOU HYOU	붕	PWUNG	běng	beng3(18) beng1(12)	baang6 bang1 maang1		
繄	EI I	예	YEY	yī		ji1		
繅	SOU	소	SO	sāo		sou1		
繆	KYUU BYUU RYOU	무	MWU YU	móu		mau4 mau6 miu6 muk6		miəu
繇	YOU YUU YU CHUU JU	요	YO	yáo		jau4 jiu4 zau6		
繉				hún				
繊	SEN		SEM	xian				
繌				sha		zung1		
繍	SHUU		SWU	xiù				
罄	KEI KYOU	경	KYENG	qìng		hing3	khánh	
罅	KA KE	하	HA	xià		laa3		
罆				guàn				
罽	KEI	계	KYEY	jì		gai3		
罾	SOU	증	CUNG	zēng		zang1		tzəng
罿	SHOU SHU TOU ZU			chōng		cung1 tung4		
羁				jī		gei1		
翲	HYOU BYOU			piāo				
翳	EI	예	YEY	yì		ai3 ji1		qèi
翴				lián				
翵				hóu				
翶				ao				
耫				zhá				
耬	ROU RU	루	LWU	lóu		lau4		
聯	REN	련 연	LYEN	lián	lian2(578)	lyun4	liên	*liɛn
聰	SOU	총	CHONG	cōng	cong1(96)	cung1	thông	tsung
聱	GOU GYOU	오	O	áo		ngou4		
聲	SEI SHOU	성	SENG	shēng	sheng1(2269) sheng5(57)	seng1 sing1	thanh	*shiɛng
聳	SHOU	용	YONG	sǒng	song3(39)	sung2		siǒng
膷				xiāng		hoeng1		
膸	ZUI SUI	수	SWU	suǐ				
膹		분	PWUN	fèn				
膺	YOU OU	응	UNG	yīng		jing1		qiəng
膻	TAN			shān		saan1 zin1		
膼				zhuā				
膽	TAN	담	TAM	dǎn	dan3(107)	daam2	đảm	dɑ̌m
膾	KAI	회	HOY	kuài		kui2	gỏi	guɑ̀i
膿	DOU NOU	농	NONG	nóng		nung4	nọng	
臀	DEN TON	둔	TWUN	tún		tyun4		
臁				lián		lim4		
臂	HI	비	PI	bì	bi4(66) bei5(20)	bei3		biɛ̀
臃	YOU			yōng		jung2		
臄				jué		koek6		
臅	SHOKU SOKU			chù		zuk1 zuk6		
臆	OKU YOKU	억	EK	yì		jik1		qiək
臇				juǎn		zeon3		
臈	ROU			là		laap6		
臉	REN SEN KEN			liǎn	lian3(930)	lim5		læ̌m
臊	SOU	조	CO	sāo		sou1 sou3		sɑu
臌				gǔ		gu2		
臨	RIN	림 임	LIM	lín	lin2(220)	lam4		*lim
臩				guǎng				
艚	SOU ZOU	조	CO	cáo		cou4	tàu	
艛				lóu		lau4		
艜	TAI			dài		taai5		
艝				xue				
艱	KAN KEN	간	KAN	jiān	jian1(211)	gaan1	gian	*gɛn
蓥				yíng		jing4		
蓧	SHOU			diào		diu6 tiu4		
蓨				tiáo		sau1 tiu1 tiu4		
蓩				mǎo				
蓪	TOU TSU			tōng		tung1		
蓫				chù		zuk6		
蓬	HOU	봉	PONG	péng	peng2(24)	fung4 pung4	bồng	*bhung
蓭		암	AM	ān				
蓮	REN	련 연	LYEN	lián		lin4	sen	*len
蓯	SOU SU SHOU SHU	총	CHONG	cōng		cung1		
蓰	SHI			xǐ		saai2		
蓱	HEI BYOU	평	PHYENG	píng				
蓲	KYUU KU SHU U			qiū		hau1 jau1		
蓳				jǐn		gan2		
蓴	SHUN JUN	순	SWUN	chún		seon4		
蓵				jié				
蓶				wéi				
蓷	TAI TSUI SUI			tuī		teoi1		
蓸				cáo				
蓹				yù				
蓺	GEI			yì		ngai6		
蓻	SHUU JOU NYOU KIKU			zí		zap1	giấp	
蓼	RYOU RIKU	료 요	LYO	liǎo		liu5 luk6		
蓽	HITSU HICHI	필	PHIL	bì		bat1		bit
蓾				lǔ		lou5		
蓿	SHUKU		SWUK	xu		suk1		siuk
蔀	HOU BU	부	PWU	bù		bou6		
蔁				zhāng				
蔂	RUI RA RAI			léi		leoi4 lo4		
蔃	KYOU GOU			qiáng		goeng2 koeng2 koeng5		
蔄				màn				
蔅				yán				
蔆	RYOU	릉	LUNG	líng		ling4		
蔇	KIKE			jì		gei3		
蔈				biāo		biu1		
蔉				gǔn		gwan2		
蔊				hǎn		hon5 hon6		
蔋				dí				
蔌	SOKU SOU SU			sù		cuk1		
蔍				lù				
蔎	SETSU SECHI SATSU			shè		cit3		
蔏	SHOU			shāng		soeng1		
蔐	TEKI			dí				
蔑	BETSU	멸	MYEL	miè	mie4(12)	mit6	miệt	
蔒				xūn				
蔓	BAN MAN	만	MAN	màn		maan4 maan6	mơn	*miæ̀n
蔔	FUKU HOKU	복	POK	bó		baak6		
蔕	TEI TAI	체	CHEY	dì		daai3 dai3 dai6		dèi
蔖				cuó				
蔗	SHO SHA	자	CA	zhe	zhe5(10)	ze3	giá	jià
蔘	SHIN SAN	삼	SAM	shēn			sam	
蔙				xuàn				
蔚	UTSU I	울	WUL WI	wèi		wai3 wat1 wat3		qiuət
蔛				hú				
蔜	GOU			áo				
蔝				mǐ				
蔞	ROU RU RYUU KU GU	루	LWU	lóu		lau4		
蔟	ZOKU SOU	주	CWU	cù		cuk1 cuk6		
蔠				zhōng		zung1	chông	
蔡	SAI SATSU	채	CHAY SAL	cài		coi3		*tsɑ̀i
蔢	HA BA			pó				
蔣	SHOU SOU	장	CANG	jiǎng		zoeng2		
蔤	BITSU MICHI MITSU			mì		mat6		
蔥	SOU	총	CHONG	cōng	cong1(9)	cung1		
蔦	CHOU	조	CO	niǎo		niu5		
蔧	SEI ZEI SUI			huì		seoi6 wai6		
蔨				juàn				
蔩				yín				
蔪	SEN ZEN SAN	점	CEM	jiàn		saam1		
蔫	EN ON			niān		jin1		
蔬	SO SHO	소	SO	shū	shu1(33)	so1		shriu
蔭	IN	음	UM	yīn		jam3	ấm	qyìm
蔮				guó				
蔯	CHIN JIN	진	CIN	chén		can4		
蔰				hù				
蔱				shā		saat3		
蔲	KOU KU			kòu		kau3		
蔳	SEN			qiàn				
蔴	MA			má		maa4		
蔵	ZOU		CANG	zāng				
蔶				ze				
蔷				qiáng		coeng4		
蔸				dōu				
蔹				liǎn		lim4		
蔺				lìn		leon6		
蔻				kòu		kau3		xòu
蔼				ǎi	ai3(19)	oi2		
螪				shāng				
螫	SEKI KAKU			shì		cik1 sik1		
螬	SOU ZOU SHUU JU			cáo		cou4		
螭	CHI	리	LI	chī		ci1		tjiɛ
螮	TEI TAI			dì		dai3	giải	
螯	GOU			áo		ngou4		
螰				lù				
螱	I			wèi				
螲				zhì		dit6 zat6		
螳	TOU	당	TANG	táng		tong4		
螴		진	CIN	chén		can4		
螵	HYOU BYOU			piāo		piu1		
螶				qú				
螷				pí				
螸				yú				
螹				jiàn		zim6		
螺	RA	나 라	LA LEY	luó		lo4		
螻	ROU	루	LWU	lóu		lau4	sâu	lou
螼				qǐn				
螽	SHUU	종	CONG	zhōng		zung1		jiung
螾	IN			yǐn		jan5		
螿	SHOU SOU			jiāng		zoeng1		tziɑng
蟀	SHUTSU SHUCHI	솔	SOL	shuài	shuai4(23)	seot1		
蟁	BUN			wén				
蟂				xiāo				
蟃				wàn				
蟄	CHITSU CHUU	칩	CHIP	zhé		zat6 zik6 zit3	trập	djhip
蟅				zhè		ze3		
蟆	BA MA BAKU			ma	ma5(12)	maa4		*ma
蟇	BA	마	MA	má				
蟈	KAKU YOKU IKI			guō		gwok3		
蟉	RYUU RU KYUU			liú		lau4		
蟊	BOU MU	모	MO	máo		maau4		
蟋	SHITSU	실	SIL	xī	xi1(23)	sik1		
蟌				cōng				
蟍				lí				
蟎				mǎn				
蟏				xiāo		siu1		
蟐	TOU DOU JOU			chang				
蟑				zhāng		zoeng1		
褳				lián		lin4		
褵	RI			lí		lei4		
褶	CHOU SHUU SHOU	습	SUP CHEP	zhě		dip6 zaap6 zip3	chấp	
褷				shī		si1		shriɛ
褸	ROU RU	루	LWU	lǚ		lau5 leoi5		
褹	GEI NAI NACHI NE			yì				
褺	CHOU JOU	첩	CHEP	diē				
褻	SETSU	설	SEL	xiè		sit3		
褼				xiān		sin1		
褽				wèi		wai3		
褾	HYOU			biǎo		biu2		
褿				cáo				
襀	SEKI SHAKU			jī				
襁	KYOU	강	KANG	qiǎng		koeng5		
襂	SHIN SAN SEN			sēn		sam1		
襃	HOU			bāo		bou1		
襄	JOU SHOU	양	YANG	xiāng		soeng1		*siɑng
襅				bi				
襔				mǎn				
覫				pǎng				
覬	KI	기	KI	jì		gei3		gyì
覭				míng				
覮				yíng				
覯	KOU	구	KWU	gòu		gau3		
觲				xīng				
觳	KOKU GOKU KAKU GAKU	곡	KOK	hú		huk6		
謄	TOU	등	TUNG	téng		tang4		
謅	SOU SHOU SHUU SHU			zhōu		zau1		
謆	SEN			shàn		sin3		
謇	KEN	건	KEN	jiǎn		gin2 hin1		
謈				pó		bok6		
謉				kuì				
謊	KOU			huǎng	huang3(21)	fong1 fong2		
謋	KAKU KEKI KYAKU TOKU DOKU KETSU			huò		waak6		
謌	KA	가	KA	gē		go1		
謍				yíng		jing4		
謎	MEI	미	MI	mí		mai4 mai6	mê	
謏				xiǎo		sau2 siu2		
謐	HITSU BITSU	밀	MIL	mì		mat6		
謑	KEI GEI KA KE	혜	HYEY	xǐ		hai5		
謒				qiāng		coeng1		
謓				chēn				
謔	GYAKU KYAKU	학	HAK	xuè		joek6	hước	xiɑk
謕				tí		tai4		
謖	SHOKU SHUKU	속	SO	sù		suk1		
謗	BOU HOU	방	PANG	bàng		pong3	báng	bɑ̀ng
謘				chí				
謙	KEN	겸	KYEM	qiān	qian1(26)	him1	khiêm	kem
謚	SHI	익	IK	shì		si3		
講	KOU	강	KANG	jiǎng	jiang3(974)	gong2	giảng	gǎng
謜	GEN GAN SEN	원	WEN	yuán				
謝	SHA JA	사	SA	xiè	xie4(192) xie5(97)	ze6	tạ	*zià
謞	KAKU KOU KYOU			hè		haau1 hok6		
謟	TOU			tāo		tou1		
謠	YOU	요	YO	yáo	yao2(19)	jiu4	dao	iɛu
謡	YOU			yáo				
謢				zhi				
谿	KEI KAI	계	KYEY	xī		kai1 kai4	khê	*kei
豀				xī				
豁	KATSU	활	HWAL	huō	huo1(37)	kut3		xuɑt
豏	KAN GEN			xiàn		haam5		
豯				xī				
豰				bó				
豱				wēn		wan1		
豲				huán		jyun4 wun4		
豳	HIN HAN HEN	빈	PIN	bīn		ban1		
貔	HI	비	PI	pí		pei4		bhi
貕				xī		hai4		
貖				è				
賶				càng				
賷	SEI SHI SAI			jī				
賸	YOU SHOU JOU			shèng		sing6		
賹				yì				
賺	TAN			zhuàn	zhuan4(25)	zaam6 zaan6		
賻	FU	부	PWU	fù		fu6		
購	KOU	구	KWU	gòu	gou4(41)	gau3 kau3		
賽	SAI	새	SAY	sài	sai4(124)	coi3		
赡				shàn		sim6		
赢				yíng		jeng4 jing4		
赯				táng		tong4		
趨	SUU SHU SOKU	추	CHWU CHOK	qū	qu1(21)	ceoi1 cuk1	xu	*tsio
蹆				tuǐ		tan3	thủi	
蹇	KEN	건	KEN	jiǎn		gin2	kiễng	kiæ̌n
蹈	TOU DOU	도	TO	dǎo	dao3(9)	dou6 tou1	dạo	dhɑ̀u
蹉	SA	차	CHA	cuō		co1	tha	*tsɑ
蹊	KEI	혜	HYEY	qī		hai4		hei
蹋	TOU DOU			tà	ta4(13)	daap6		dhɑp
蹌	SHOU SOU	창	CHANG	qiāng		coeng1		
蹍	TEN DEN NEN			niǎn		nin5 zin2		
蹎	TEN			diān		din1	chân	
蹏	TEI	제	CEY	tí		tai4		*dhei
蹐	SEKI			jí		zik3		
蹑				niè		nip6		
蹒				pán		mun4		
蹓				liū		lau4 lau6		
躿				kāng				
輽				bèn				
輾	TEN DEN NEN	전	CEN	zhǎn		nin5 zin2		djiɛ̌n
輿	YO	여	YE	yú	yu2(9)	jyu4		*iu
轀	ON UN	온	ON	wēn		wan1		
轁	TOU			tāo				
轂	KOKU	곡	KOK	gǔ		guk1		
轃	SHIN SEN			zhēn		zeon1		
轄	KATSU	할	HAL	xiá		hat6	hạt	
轅	EN	원	WEN	yuán		jyun4		hiuæn
辫				biàn	bian4(55)	bin1		
遽	KYO	거	KE	jù		geoi6		ghiù
遾				shì		sai6		
避	HI	피	PHI	bì	bi4(166)	bei6	tị	*bhiɛ̀
邀	YOU	요	YO	yāo	yao1(30)	jiu1		*qiɛu
邁	BAI MAI	매	MAY	mài	mai4(83)	maai6	mại	mài
邂	KAI	해	HAY	xiè		haai5 haai6		hɛ̀i
邃	SUI	수	SWU	suì		seoi6		
還	KAN SEN GEN	환	HWAN SEN	hái	hai2(5894) huan2(103)	syun4 waan4	hoàn	*huan
邅	KEN GEN	전	CEN	zhān		zin1	chênh	djiɛn
邉	HEN			biān				
鄸				méng		mung4		
鄹	SHUU SHU JU			zōu		zau1		jriou
醘	KOU			kē				
醙				sōu				
醚				mí		mai4		
醛				quán		cyun4		
醜	SHUU	추	CHWU	chǒu		cau2	xấu	chiǒu
醝				cuō		co1 co4	say	
醞	UN	온	ON	yùn		wan3 wan5		qiuə̀n
醟				yòng		wing4 wing6		
醠				àng		ong3		
醡	SA SHA			zhà		zaa3		
醢	KAI	해	HAY	hǎi		hoi2		xə̌i
醣				táng		tong4		
醤	SHOU		CANG	jiàng				
錨	BYOU	묘	MYO	máo		maau4 naau4		
鍇	KAI			kǎi		kaai2		
鍉	TEI TAI DAI	시	SI	dī		dik6 si4		
鍊	REN	련 연	LYEN	liàn		lin6	luyện	lèn
鍋	KA	과	KWA	guō	guo1(115)	wo1		
鍌				xiǎn				
鍍	TO	도	TO	dù	du4(18)	dou6		
鍎				tú				
鍏				wéi				
鍐	SOU SU			zōng		zung1		
鍑	HUU HU HUKU			fù		fuk1		
鍒	JUU NYU			róu				
鍓				jí				
鍔	GAKU	악	AK	è		ngok6		ngɑk
鍕	KUN			jūn				
鍖	CHIN			chěn		zam1		
鍗	TEI DAI	제	CEY	tí				
鍘	SATSU ZECHI			zhá		zaat3		
鍙				hù				
鍚	YOU			yáng		joeng4		
鍛	TAN	단	TAN	duàn	duan4(88)	dyun3		
鍜	KA GE	하	HA	xiá		dyun3		
鍝		우	WU	yú				
鍞	KOU KYOU TEI			kēng				
鍟				xīng		seng3		
鍠	KOU		KOYNG	huáng		wong4		
鍡				wěi				
鍢				fù				
鍣				zhāo				
鍤	SOU SHOU CHOU	삽	SAP	chā		caap3		
鍥	KETSU KECHI KEI			qiè		kit3		
鍦				shī				
鍧	KOU			hōng		gwang1		
鍨				kuí				
鍩	TEN			tiǎn		zok6		
鍪	BOU MU MO		MWU	móu		mau4		
鍫		초	CHO	qiāo		ciu4		
鍬	SHUU SHOU	초	CHO	qiāo	qiao1(15)	ciu1		
鍭	KOU GU			hóu		hau4		
鍮	CHUU TOU	유	YU	tōu			thau	
鍯	SOU SU BOU MU			cōng				
鍰	KAN GEN EN	환	HWAN	huán		waan4		
鍱	YOU SHOU			yè		dip6 jip6		
鍲				mín				
鍳	KAN			jiàn				
鍴	TAN			duān				
鍵	KEN	건	KEN	jiàn	jian4(60)	gin6		
鍶	SHOU SHU SHI			sōng		si1		
鍷				kuí				
鍸				hú				
鍹				xuān				
鍺	TA			duǒ		ze2	chá	
鍻				jié				
鍼	SHIN	침	CHIM KAM	zhēn		zam1	châm	*jim
鍽	HEN			biān				
鍾	SHOU	종	CONG	zhōng		zung1	chung	*jiong
鍿	SHI			zī				
鎀	SHUU SHU			xiū				
鎁	YA			yé				
鎂	BI			měi	mei3(14)	mei5		
鎃				pài				
鎄				āi				
鎅				jiè		gaai3		
鎆				qian				
鎇				méi				
镡				chán		taam4		
镢				jué		fok3		
镣				liào		liu4		
镤				pú		buk6		
镥				lǔ				
镦				duì		deon1		
镧				lán		laan4		
镨				pǔ		pou2		
镩				cuān				
镪				qiāng		koeng5		
镫				dèng		dang3		
閷				shài		saat3		
闃	GEKI KYAKU	격	KYEK	qù		gwik1		
闄				yǎo				
闅				wén		gwik1 man4		
闆	HAN HEN			bǎn		baan2		
闇	AN ON	암	AM	àn		am2 am3		qòm
闈	I KI	위	WI	wéi		wai4		hiuəi
闉	IN EN			yīn		jan1		
闊	KATSU	활	HWAL	kuò	kuo4(148)	fut3		*kuɑt
闋	KETSU KECHI KEI KE	결	KYEL	què		kyut3		
闌	RAN	란	LAN	lán		laan4	làn	*lɑn
闍	TO JA	도	TO	dū		dou1 se6		
闎				quan				
闏			PHWUNG	fēng				
隬				nǐ				
隭				ér				
隮	SEI SAI			jī		zai1		
隯	TOU			dǎo				
隰	SHITSU SHUU	습	SUP	xí		zaap6	thấp	
隱	IN ON	은	UN	yǐn	yin3(109)	jan2	ẩn	qiə̌n
隲	SHITSU CHOKU			é		zat1		
隸	REI I	예	LYEY	lì	li4(73)	dai6 lai6		
雖	SUI	수	SWU	suī	sui1(543)	seoi1	tuy	*sui
霘				dòng				
霙	EI YOU	영	YENG	yīng		jing1		
霚	BOU BU MU			wù				
霛	REI RYOU			líng				
霜	SOU	상	SANG	shuāng	shuang1(62)	soeng1	sương	*shriɑng
霝	REI RYOU			líng		ling4		
霞	KA GE	하	HA	xiá	xia2(15)	haa4		*ha
霟				hóng				
霠				yīn		jam1		
鞚	KOU KU			kòng		hung3		kùng
鞛				běng				
鞜	TOU			tà		daap6		
鞝				shàng		soeng5 zoeng2		
鞞	HEI HYOU HI BI BAI			bǐng		bei2 bing2 pei4		
鞟	KAKU			kuò		kwok3		
鞠	KIKU KYOU	국	KWUK	jū	ju1(22)	guk1	cúc	giuk
鞡				la		laa1		
韓	KAN	한	HAN	hán		hon4		*hɑn
韔	CHOU RYOU			chàng		coeng3		
韕				kuo				
韱	SEN	섬	SEM	xiān				
頿		자	CA	zī				
顀				chuí				
顁				dìng		ding3		
顂		뢰	LOY	lài				
顃				tán				
顄	KAN GON			hàn		ham5		
顅				qiān				
顆	KA	과	KWA	kē	ke1(207)	fo2		kuɑ̌
顇	SUI ZUI SHUTSU JUU	췌	CHWI	cuì				dzhuì
顈		경	KYENG	xuǎn		gwing2 king2		
顉				qīn		ham6 jam1		
顊	I			yí				
颶	KU GU	구	KWU	jù		geoi6		
颷	HYOU			biāo				
餅	HEI HYOU		PYENG	bǐng	bing3(40) bing5(35)	beng2 bing2	bánh	
餚	KOU GYOU GOU	효	HYO	yáo		ngaau4		
餛	KON GON			hún		wan4		
餜	KA			guǒ		gwo2		
餞	SEN ZEN	전	CEN	jiàn		zin3		dzhiɛ̀n dzhiɛ̌n
餟	TETSU TECHI TEI			zhuì		zeoi3 zyut3		
餠	HEI HYOU	병	PYENG	bǐng				
餡	KAN AN			xiàn	xian4(10)	haam5 haam6		
餢	HOU BU			bù				
餣				yè				
餤	TAN			tán		daam6 taam4		
餥				fēi				
餦	CHOU	장	CANG	zhāng				
餧	DAI	위	WI	wèi		noi5 wai3		qyiɛ̀
館	KAN	관	KWAN	guǎn	guan3(241)	gun2	quán	*guɑ̀n
餩				è		ak1		
馘	KAKU	괵	KOYK	guó		gwik1		
馡				fēi		fei1		
馢				jiān				
馣		암	AM	ān				
駴	KAI GAI AI			xiè		haai5		
駵	RYUU RU			liú				
駶				jú				
駷				sǒng		sung2		
駸	SHIN	침	CHIM	qīn		cam1	xăm	
駹	BOU MOU			máng		mong4		
駺				láng				
駻	KAN	한	HAN	hàn		hon5 hon6		
駼				tú		tou4		
駽	KEN GEN	현	HYEN	xuān		gyun1 hyun1		
駾	TAI			tuì		deoi6 teoi3		
駿	SHUN	준	CWUN SWUN	jùn		zeon3	tuấn	*tzuìn
騀				ě				
騁	TEI	빙	PING	chěng		cing2 ping3		tjiɛ̌ng
騂	SEI SHOU KEI KYOU	성	SENG	xīng		sing1		
騃	GAI SHI JI I GI TAI	애	AY	ái		ngoi4		
骤				zhòu	zhou4(20)	zaau6 zau6		
骽				tuǐ				
骾	KOU KYOU			gěng		gang2 kang2	ngạnh	
髼				péng		pung4		
髽	SA SE	좌	CWA	zhuā		zaa1		
髾				shāo		saau1		
髿	SA SHA			suō				
鬀	TEI			tì		tai3		
鬁	RI			lì		lei1		
鬂	BIN HIN	빈	PIN	bìn			bấn	
鬴	FU BU REKI RYAKU			fǔ				
魈	SHOU	소	SO	xiāo		siu1		
魉				liǎng		loeng5		
鮙				tà				
鮚	KITSU GICHI KETSU KECHI		KIL	jié		git3		
鮛				shū		suk1		
鮜				hòu				
鮝	SHOU YOU		SANG	xiǎng				
鮞	JI NI JIKU NIKU		I	ér		ji4		
鮟	AN	안	AN	àn				
鮠	GAI			wéi		ngai4 wai4		
鮡				zhào		siu6		
鮢				zhū				
鮤				liè		lit6		
鮥				luò				
鮦	TOU ZU			tóng		dung4 tung3 zau6		
鮧	I TEI DAI SHI JI	제	CEY I	tǐ				
鮨	SHI KI KEI	지	CI	yì		kei4 ngai6 zi1		
鮩	HOU BYOU HEI HITSU BICHI			bìng				
鮪	I YUU	유	YU	wěi		fui2		
鮫	KOU	교	KYO	jiāo		gaau1		
鮬	HO BU KO KU HI BI KA KE			kū				
鮭	KEI KAI	해	HAY	guī		gwai1		
鮮	SEN	선	SEN	xiān	xian1(182) xian5(66)	sin1 sin2	tiên	siɛn
鮯				gé				
鮰	KAI GAI			huí				
鮱	BORA			lao				
鮲				fu				
鮳				kào				
鮴				xiu				
鮺				zhǎ				
鲼				fèn				
鲽				dié		dip6		
鲿				cháng		soeng4		
鳀				tí		tai4		
鳁	ON			wēn				
鳂				wēi				
鳃				sāi		soi1		
鳄				è	e4(14)	ngok6		
鳅				qiū		cau1		
鳆				fù		fuk1		
鳇				huáng		wong4		
鳈				quán				
鳉				jiāng				
鳊				biān				
鳋				sāo				
鴭				duī				
鴮				wū				
鴯	JI NI			ér		ji4		
鴰	KATSU KACHI KECHI	괄	KWAL	guā		kut3		
鴱				ài				
鴲	SHI			zhī				
鴳	AN EN			yàn		aan3 ngaan3		
鴴	KOU GYOU			héng				
鴵				xiāo				
鴶		알	AL	jiá				
鴷				liè		lit6		
鴸				zhū				
鴹				yáng				
鴺	TEI DAI I			tí		ji4		
鴻	KOU	홍	HONG	hóng		hung4	hồng	*hung
鴼	RO			luò				
鴽	JO NYO			rú		jyu4		
鴾	BOU			móu				
鴿	KOU			gē	ge1(11)	gaap3 gap3		
鵀				rén		jam4		
鵁	KOU	교	KYO	jiāo		gaau1		gau
鵂	KYUU KU GU	휴	HYU	xiū		jau1		
鵃	CHUU CHU			zhōu		zau1		
鵄	SHI	치	CHI	zhī				
鵅	RAKU KAKU KYAKU			luò				
鵆				heng				
鵇				nian				
鵈				e				
鵉				luán				
鹩				liáo		liu4		
鹪				jiāo		ziu1		
鹫				jiù		zau6		
鹬				yù		wat6		
麉				jiān				
麊				mí				
麋	BI	미	MI	mí		mei4		myi
麯	KIKU	국	KWUK	qū		guk1		
麰	BOU MU		MO	móu		mau4		
黇				tiān				
黈	TOU TSU			tǒu		tau2		
黉				hóng		hung4		
黏	NEN	점	CEM	nián	nian2(31)	nim1 nim4 zim1		niɛm
黚		겸	KYEM	qián		kim4		
黛	TAI	대	TAY	dài		doi6		*dhə̀i
黜	CHUTSU	출	CHWUL	chù		ceot1 zeot1 zyut6		tjuit
黝	YUU	유	YU	yǒu		jau2		
點	TEN	점	CEM	diǎn	dian3(3816)	dim2	điểm	*děm
黻	FUTSU	불	PWUL	fú		fat1		
黿	GEN GAN	원	WEN	yuán		jyun4		ngiuæn
鼢	FUN BUN	분	PWUN	fén		fan4 fan5		
鼣				fèi				
鼤				wén		man4		
鼾	KAN	한	HAN	hān		hon4 hon6		
鼿	GOTSU GOCHI KAI			wù				
齋	SAI SHI	재	CAY	zhāi		zaai1 zai1		*jræi jræi
齔	SHIN	친	CHIN	chèn		can3		
龋				qǔ		geoi2		
龌				wò		aak1		
龠	YAKU	약	YAK	yuè		joek6		
螺	RA	나 라	LA LEY	luó		lo4		
濫	RAN	남 람	LAM HAM	làn	lan4(18)	laam6	lạm	
縷	RU ROU	누 루	LWU	lǚ	l&#xfc;3(18)	lau5 leoi5	lụa	liǒ
磻	HAN BAN HA	반 번	PAN PEN	pán		pun4		
勵	REI	려 여	LYE	lì	li4(93)	lai6	lệ	
聯	REN	련 연	LYEN	lián	lian2(578)	lyun4	liên	*liɛn
蓮	REN	련 연	LYEN	lián		lin4	sen	*len
鍊	REN	련 연	LYEN	liàn		lin6	luyện	lèn
殮	REN	렴 염	LYEM	liàn		lim6	liệm	
嶺	REI RYOU	령 영	LYENG	lǐng	ling3(70)	leng5 ling5		*liɛ̌ng
療	RYOU	료 요	LYO	liáo	liao2(85)	liu4	liệu	
蓼	RYOU RIKU	료 요	LYO	liǎo		liu5 luk6		
臨	RIN	림 임	LIM	lín	lin2(220)	lam4		*lim
館	KAN	관	KWAN	guǎn	guan3(241)	gun2	quán	*guɑ̀n
