[								
]								
㒪						sek3		
㔶				gòng		gaam2 gung3 zi1		
㘜				chǐ		caau1 caau4		
㜻				liàn		lyun2		
㜼				zhí		dip6 zaat6 zit1		
㝲				qǐn		cam2		
㲲				dié		dip6 taai1		
㶠				yì		zik6		
㸑				cuàn		cyun3 seon3		
㼖				lì		laai5		
䃻				bà		baa3		
䉷				yán		lam4 zim4		
䕾				yín		zaam4		
䚕				lì		laai6 lak6		
䡽				zuān				
䪌				zhàn				
䪍				lán		laan4		
䭦				bō		bok3		
䭧				mǐ		mei5		
䮾				lóng		pong4		
䰕				lú		lou4		
䲙				jié		zit3		
䴎				lěi		leoi5		
䵵				chuā		zat3 zyut3		
䶥				zhā		zeoi2		
䶦				zé		zak3		
圞	RAN			luán		lyun4		
彠	KUWAKU WAKU KAKU KYAKU YAKU			yuē				
欜				náng				
欝	UTSU			yù		wat1		
氎	CHOU JOU			dié				
灎	EN	염	YEM	yàn				
灤	RAN			luán		lyun4		
灦				xiǎn				
癳				luǒ				
矖				xǐ		lai6		
矚	SHOKU SOKU	촉	CHOK	zhǔ		zuk1		jiok
籯				yíng		jing4		
籰	WAKU YOKU IKI			yuè				
虂	RO RU			lù				
虃				jiān				
虄			SAN	sà				
虅				teng				
蠼	KYAKU KAKU KEKI KU			qú		fok3 keoi4		
讚	SAN	찬	CHAN	zàn		zaan3	tán	
讛				yì				
趲	SAN ZAN SO	찬	CHAN	zǎn		zaan2		
躦				cuó		zyun1 zyun2		
躧	SHI RI SAI SHA			xǐ				
釃	SHI SHO SO	시	SI	shāi		si1		
釄				mí				
鑴				xī		kwai4		
鑵	KAN	관	KWAN	guàn		gun3		
鑶				cáng				
鑷	JOU	섭	SEP	niè		nip6		
鑸				lěi				
鑹				cuān				
鑺				qú				
靊	FUU FU HUU HU			fēng				
韉	SEN		CHEN	jiān		zin1		
饞	SAN ZEN	참	CHAM	chán	chan2(11)	caam4	thèm	jrhæm
饟	SHOU			xiǎng		hoeng2		
驠				yàn		jin3		
驡				lóng				
驢	RYO RO	려	LYE	lǘ	l&#xfc;2(56)	leoi4 lou4	lừa	liu
驣				téng				
髗	RO	로	LO	lú				
鱱				lì				
鱲	RYOU			liè		laap6 lip6		
鱳				lì				
鱴				miè				
鱵	SHIN			zhēn		zam1		
鱶	SHOU			xiǎng				
鸓				lěi		leoi5		
鸔				bào				
黶	EN AN	염	YEM	yǎn		jim2		
鼊		벽	PYEK	bì				
龤	KAI		HAY	xié		haai4		
龥	YAKU YU	유	YU	yù		jyu6		
